
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 16

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for target column 0_expression_subtype
Features before filter: 20202
Features after any na, zero variance, and anova filters: 17798
Features active in view: 17798

CREATING INNER FOLDS

RUNNING GENETIC ALGORITHM
Generations completed = 389
Generations completed = 784
   	     	         	        	        expression_subtype svm balanced accuracy        	                    leanness                    
   	     	         	        	--------------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std          	min      	avg      	max	std     
0  	500  	9168     	9168    	0.142857	0.532366	0.7329  	0.14001      	0.0196078	0.0939791	1  	0.169517
1  	367  	5497     	9384    	0.142857	0.524925	0.7329  	0.153479     	0.0178571	0.127164 	1  	0.204795
2  	371  	3527     	9594    	0.142857	0.542197	0.75109 	0.163732     	0.0172414	0.148405 	1  	0.243235
3  	362  	2339     	9794    	0.142857	0.531333	0.75109 	0.185238     	0.0172414	0.195572 	1  	0.295012
4  	336  	1825     	9979    	0.142857	0.507119	0.75109 	0.207987     	0.0169492	0.261163 	1  	0.350501
5  	367  	1513     	10164   	0.142857	0.495624	0.754758	0.228354     	0.0166667	0.318862 	1  	0.399627
6  	347  	1259     	10348   	0.142857	0.445808	0.754758	0.253674     	0.0166667	0.436684 	1  	0.447532
7  	349  	1071     	10556   	0.142857	0.351027	0.770176	0.252472     	0.0192308	0.616996 	1  	0.448873
8  	306  	735      	10724   	0.142857	0.201601	0.771034	0.166805     	0.0243902	0.896359 	1  	0.287485
9  	307  	599      	10895   	0.142857	0.172012	0.771034	0.119956     	0.0243902	0.948516 	1  	0.209058
10 	310  	606      	11068   	0.142857	0.180631	0.773103	0.138043     	0.0238095	0.934878 	1  	0.235294
11 	321  	618      	11258   	0.142857	0.1824  	0.773103	0.142008     	0.0238095	0.932621 	1  	0.239797
12 	318  	630      	11431   	0.142857	0.18417 	0.796211	0.14448      	0.0188679	0.929398 	1  	0.244399
13 	296  	583      	11578   	0.142857	0.176586	0.796211	0.131676     	0.0188679	0.942633 	1  	0.221167
14 	311  	597      	11725   	0.142857	0.175545	0.800548	0.130039     	0.0185185	0.94477  	1  	0.216691
15 	309  	566      	11873   	0.142857	0.183743	0.800548	0.144022     	0.0185185	0.931039 	1  	0.239549
16 	312  	591      	12033   	0.142857	0.191308	0.804656	0.157494     	0.0181818	0.919305 	1  	0.258999
17 	323  	585      	12195   	0.142857	0.191382	0.804656	0.157748     	0.0181818	0.919309 	1  	0.258988
18 	327  	598      	12347   	0.142857	0.190652	0.804656	0.157444     	0.0181818	0.921042 	1  	0.256633
19 	313  	575      	12486   	0.142857	0.19647 	0.804656	0.166192     	0.0181818	0.911675 	1  	0.270343
20 	339  	599      	12630   	0.142857	0.193393	0.804656	0.162297     	0.0181818	0.91716  	1  	0.262684
21 	313  	554      	12756   	0.142857	0.18219 	0.804656	0.144846     	0.0181818	0.935825 	1  	0.23291 
22 	302  	544      	12865   	0.142857	0.189454	0.804656	0.155602     	0.0181818	0.923371 	1  	0.252258
23 	315  	563      	12994   	0.142857	0.190806	0.804656	0.158066     	0.0181818	0.921411 	1  	0.255439
24 	312  	548      	13110   	0.142857	0.183482	0.804656	0.144798     	0.0181818	0.932739 	1  	0.236738
25 	308  	554      	13225   	0.142857	0.18623 	0.804656	0.150105     	0.0181818	0.928691 	1  	0.243986
26 	311  	548      	13324   	0.142857	0.183323	0.804656	0.144443     	0.0181818	0.933085 	1  	0.235704
27 	297  	530      	13437   	0.142857	0.183048	0.804656	0.143431     	0.0181818	0.933304 	1  	0.2349  
28 	307  	553      	13552   	0.142857	0.18134 	0.812188	0.141163     	0.0222222	0.936606 	1  	0.229894
29 	321  	553      	13646   	0.142857	0.178751	0.812188	0.135842     	0.0222222	0.940537 	1  	0.222431
30 	325  	570      	13751   	0.142857	0.175407	0.812188	0.129513     	0.0222222	0.946214 	1  	0.211512
31 	326  	539      	13861   	0.142857	0.170617	0.812188	0.121741     	0.0222222	0.955004 	1  	0.19466 
32 	316  	529      	13959   	0.142857	0.173219	0.813497	0.127956     	0.0217391	0.951251 	1  	0.202669
33 	331  	576      	14062   	0.142857	0.173543	0.813497	0.129433     	0.0217391	0.951113 	1  	0.203287
34 	302  	504      	14139   	0.142857	0.177117	0.813497	0.136716     	0.0217391	0.945667 	1  	0.213842
35 	310  	533      	14222   	0.142857	0.184119	0.813497	0.149299     	0.0217391	0.934575 	1  	0.233824
36 	311  	536      	14322   	0.142857	0.188908	0.813497	0.15734      	0.0217391	0.927088 	1  	0.246278
37 	308  	533      	14415   	0.142857	0.191027	0.813497	0.160227     	0.0217391	0.923538 	1  	0.251542
38 	319  	549      	14507   	0.142857	0.192224	0.813497	0.162088     	0.0217391	0.921663 	1  	0.254443
39 	307  	513      	14593   	0.142857	0.192127	0.813497	0.161845     	0.0217391	0.92183  	1  	0.253975
40 	312  	539      	14675   	0.142857	0.193167	0.820727	0.164669     	0.0212766	0.92076  	1  	0.256826
41 	309  	510      	14743   	0.142857	0.181216	0.820727	0.143102     	0.0212766	0.938879 	1  	0.225206
42 	321  	520      	14811   	0.142857	0.183552	0.820727	0.147284     	0.0212766	0.935255 	1  	0.231444
43 	324  	555      	14892   	0.142857	0.187336	0.820727	0.154153     	0.0212766	0.929529 	1  	0.241366
