0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.miR.101.3p,1_hsa.miR.130b.3p,1_hsa.miR.18a.5p,1_hsa.miR.194.3p,1_hsa.miR.194.5p,1_hsa.miR.21.5p,1_hsa.miR.296.5p,1_hsa.miR.34c.5p,1_hsa.miR.92b.3p,2_ABCB1.5243,2_ACE2.59272,2_ACOT4.122970,2_ACTN2.88,2_ADAM22.53616,2_ADH5.128,2_AKAP6.9472,2_BARX1.56033,2_C14orf64.388011,2_C17orf53.78995,2_C19orf52.90580,2_C20orf27.54976,2_C6orf186.728464,2_C7orf29.113763,2_C7orf47.221908,2_CALCRL.10203,2_CDC25A.993,2_CIDECP.152302,2_CKS2.1164,2_CNDP2.55748,2_COMT.1312,2_CRY2.1408,2_CYP3A7.1551,2_DIP2C.22982,2_DMRTA1.63951,2_DNASE1L3.1776,2_EIF5A.1984,2_EPAS1.2034,2_EXOSC1.51013,2_FAM160A1.729830,2_FAM20A.54757,2_FOXA2.3170,2_G0S2.50486,2_GIMAP8.155038,2_GPR172A.79581,2_GTF2H5.404672,2_GTPBP2.54676,2_HN1.51155,2_HOXA2.3199,2_HOXA3.3200,2_IGFN1.91156,2_ITGAE.3682,2_ITPA.3704,2_JTB.10899,2_KCND1.3750,2_KIF23.9493,2_LCTL.197021,2_LOC150197.150197,2_LOC286467.286467,2_LOC728743.728743,2_MYO9A.4649,2_NME1.NME2.654364,2_NRSN2.80023,2_PIPSL.266971,2_PRDX6.9588,2_PTPN21.11099,2_RAB13.5872,2_RAG1.5896,2_RHBDF1.64285,2_RILPL1.353116,2_ROBLD3.28956,2_RPS6KA5.9252,2_RYR2.6262,2_S100A11.6282,2_SCGN.10590,2_SLC16A12.387700,2_SOX13.9580,2_SSFA2.6744,2_STAG2.10735,2_STON1.GTF2A1L.286749,2_STRADA.92335,2_SUSD4.55061,2_TBC1D8B.54885,2_TCIRG1.10312,2_UCK2.7371,2_UGT2A3.79799,2_VPS45.11311,2_ZNF304.57343,2_ZNF416.55659,2_ZNF613.79898,2_ZNF616.90317
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
