gen,evals,gen_feats,explored,Pam50 svm balanced accuracy_min,Pam50 svm balanced accuracy_avg,Pam50 svm balanced accuracy_max,Pam50 svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,856,856,0.16594555322553275,0.6935127283778308,0.8745788079711023,0.1508462328473777,0.0196078431372549,0.08973174471359734,1.0,0.16651479115203444
1,377,1248,1298,0.16594555322553275,0.7071462674982597,0.8745788079711023,0.1472142824192636,0.016129032258064516,0.0830373596911011,1.0,0.1037385936309073
2,354,1307,1700,0.16594555322553275,0.7168834561573788,0.8941661724266907,0.14662837542911508,0.014285714285714285,0.0878823798233706,1.0,0.10796119362616344
3,371,1338,2125,0.16594555322553275,0.7300111262913733,0.8941661724266907,0.14365512414476062,0.014285714285714285,0.08866939916115783,1.0,0.10893828370533133
4,347,1257,2504,0.2,0.745191069753206,0.8941661724266907,0.1407270950363859,0.012987012987012988,0.08729035826802885,1.0,0.10959788914032066
5,360,1324,2905,0.2,0.7579080947633362,0.8950590295695481,0.13380235334359022,0.013888888888888888,0.08557034693598785,1.0,0.1070467778544657
6,350,1349,3313,0.2,0.7714874559643006,0.8950590295695481,0.12796487482606986,0.013333333333333334,0.08255315625889668,1.0,0.10482744291625873
7,365,1319,3690,0.2,0.7809902426076131,0.8950590295695481,0.12742900619194691,0.0125,0.0815285642143285,1.0,0.1050413524118077
8,360,1298,4046,0.2,0.7873866616939631,0.8985368541401868,0.12722799679911584,0.012345679012345678,0.08129209134755293,1.0,0.10518693936679194
9,365,1207,4343,0.2,0.7921153808404012,0.8985368541401868,0.12553588290851672,0.012345679012345678,0.08140750202160552,1.0,0.10518112528025131
10,369,1241,4692,0.2,0.796373844249038,0.9045041373297362,0.12498160012824089,0.0125,0.0815359971230844,1.0,0.10523991071165983
11,356,1217,5044,0.2,0.8015902395685782,0.9055354805138134,0.1244605720114899,0.0125,0.08093435671709338,1.0,0.1054460840106312
