
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 16

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for target column 0_Pam50
Features before filter: 20204
Features after any na, zero variance, and anova filters: 18277
Features active in view: 18277

CREATING INNER FOLDS

RUNNING GENETIC ALGORITHM
Generations completed = 117
Generations completed = 230
Generations completed = 350
Generations completed = 465
Generations completed = 572
Generations completed = 671
Generations completed = 766
Generations completed = 864
Generations completed = 971
   	     	         	        	               Pam50 svm balanced accuracy               	                     leanness                    
   	     	         	        	---------------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std      	min      	avg      	max	std      
0  	500  	887      	887     	0.2     	0.6831  	0.869171	0.145901 	0.0196078	0.0898722	1  	0.157265 
1  	370  	1272     	1320    	0.2     	0.709773	0.877977	0.136861 	0.0181818	0.0812092	1  	0.0964502
2  	357  	1320     	1726    	0.2     	0.728616	0.884789	0.128365 	0.0169492	0.0839085	1  	0.1      
3  	354  	1344     	2116    	0.2     	0.741125	0.898816	0.12588  	0.0147059	0.0854783	1  	0.0998158
4  	364  	1330     	2489    	0.2     	0.754204	0.902926	0.12431  	0.0144928	0.0851521	1  	0.0999658
5  	365  	1292     	2882    	0.2     	0.766345	0.902926	0.123278 	0.0140845	0.084108 	1  	0.100877 
6  	363  	1300     	3271    	0.2     	0.780494	0.908283	0.12199  	0.0138889	0.0815876	1  	0.100832 
7  	353  	1285     	3649    	0.2     	0.787005	0.908283	0.124472 	0.0135135	0.0822365	1  	0.102385 
8  	360  	1216     	4002    	0.2     	0.794886	0.908283	0.123802 	0.0135135	0.081812 	1  	0.103884 
9  	364  	1195     	4368    	0.2     	0.79858 	0.909083	0.124473 	0.0133333	0.0829213	1  	0.104051 
10 	382  	1120     	4671    	0.2     	0.803755	0.912746	0.123612 	0.0131579	0.0831597	1  	0.103892 
11 	362  	1165     	5031    	0.2     	0.812256	0.914695	0.121343 	0.0131579	0.0810371	1  	0.103136 
12 	366  	1141     	5385    	0.2     	0.809135	0.919816	0.125861 	0.0133333	0.0865553	1  	0.106858 
13 	368  	1057     	5697    	0.2     	0.814698	0.919816	0.124427 	0.0128205	0.0855913	1  	0.107066 
14 	360  	1059     	5988    	0.2     	0.818672	0.919816	0.124499 	0.0128205	0.0856636	1  	0.107228 
15 	360  	1057     	6293    	0.2     	0.823055	0.919816	0.124568 	0.0128205	0.085161 	1  	0.107418 
16 	379  	1029     	6540    	0.2     	0.830704	0.922237	0.120159 	0.0133333	0.0822219	1  	0.104841 
17 	362  	1057     	6828    	0.2     	0.829947	0.93387 	0.124578 	0.0133333	0.0855772	1  	0.107415 
18 	365  	1052     	7096    	0.2     	0.833379	0.93387 	0.12373  	0.0133333	0.0857543	1  	0.107367 
19 	382  	1064     	7367    	0.2     	0.835043	0.935351	0.12576  	0.0136986	0.0870019	1  	0.108307 
20 	368  	1054     	7636    	0.2     	0.839081	0.935351	0.121252 	0.0138889	0.0864483	1  	0.107098 
21 	375  	1042     	7913    	0.2     	0.840933	0.939579	0.121373 	0.0135135	0.0866847	1  	0.107022 
22 	352  	976      	8156    	0.2     	0.844326	0.939579	0.120372 	0.0135135	0.0861015	1  	0.107333 
23 	361  	983      	8398    	0.2     	0.846498	0.94376 	0.119945 	0.0133333	0.0862497	1  	0.107264 
24 	361  	1034     	8665    	0.2     	0.85498 	0.94376 	0.115926 	0.0126582	0.0811283	1  	0.105266 
25 	363  	1010     	8895    	0.2     	0.856473	0.94376 	0.115787 	0.0126582	0.0817206	1  	0.105344 
26 	364  	1044     	9148    	0.2     	0.860053	0.94376 	0.115613 	0.0123457	0.0807952	1  	0.105757 
27 	360  	1018     	9360    	0.2     	0.862455	0.94376 	0.115834 	0.0125   	0.0805208	1  	0.105942 
28 	359  	1013     	9567    	0.2     	0.865446	0.946695	0.112575 	0.0121951	0.080421 	1  	0.106009 
29 	346  	979      	9770    	0.2     	0.867563	0.946695	0.112323 	0.0121951	0.0801082	1  	0.106107 
30 	369  	1004     	9975    	0.2     	0.869076	0.94719 	0.110732 	0.0121951	0.0806574	1  	0.105925 
31 	357  	1002     	10188   	0.2     	0.871724	0.94719 	0.111028 	0.0120482	0.0796441	1  	0.106201 
32 	367  	977      	10380   	0.2     	0.87284 	0.94719 	0.110822 	0.0120482	0.079937 	1  	0.106217 
33 	369  	1009     	10568   	0.2     	0.874593	0.948975	0.110701 	0.0120482	0.0794664	1  	0.106384 
34 	369  	1002     	10761   	0.2     	0.876325	0.948975	0.110295 	0.0119048	0.0792179	1  	0.106556 
35 	369  	976      	10954   	0.2     	0.881033	0.948975	0.106118 	0.0117647	0.0757981	1  	0.103844 
36 	353  	983      	11125   	0.2     	0.882381	0.948975	0.105482 	0.0113636	0.0756545	1  	0.103893 
37 	394  	1022     	11310   	0.2     	0.880637	0.948975	0.109845 	0.0113636	0.0784042	1  	0.106742 
38 	367  	962      	11478   	0.2     	0.881516	0.948975	0.109657 	0.0113636	0.0783837	1  	0.106417 
39 	361  	942      	11642   	0.2     	0.885815	0.948975	0.104827 	0.011236 	0.075562 	1  	0.103882 
40 	346  	906      	11783   	0.2     	0.886653	0.948975	0.104752 	0.011236 	0.0757336	1  	0.103804 
41 	364  	959      	11960   	0.2     	0.882805	0.951817	0.109698 	0.010989 	0.080096 	1  	0.106132 
42 	356  	924      	12112   	0.2     	0.884337	0.951817	0.109377 	0.010989 	0.0796262	1  	0.106311 
43 	352  	928      	12261   	0.2     	0.885986	0.951817	0.109264 	0.010989 	0.078492 	1  	0.106352 
44 	364  	959      	12413   	0.2     	0.889436	0.952263	0.104681 	0.0108696	0.0762408	1  	0.103665 
45 	342  	926      	12552   	0.2     	0.890443	0.952263	0.103963 	0.0108696	0.0764091	1  	0.103586 
46 	363  	967      	12713   	0.2     	0.888456	0.952263	0.105842 	0.0108696	0.0792629	1  	0.104479 
47 	364  	945      	12841   	0.2     	0.889984	0.956538	0.105921 	0.0107527	0.0779692	1  	0.104782 
48 	350  	909      	12974   	0.2     	0.890225	0.956538	0.104985 	0.0106383	0.0786537	1  	0.104748 
49 	365  	938      	13093   	0.2     	0.890089	0.956538	0.10735  	0.0106383	0.0794745	1  	0.10641  
50 	357  	930      	13221   	0.2     	0.891384	0.956538	0.107398 	0.0104167	0.0786701	1  	0.106598 
51 	358  	917      	13343   	0.2     	0.894983	0.956538	0.10293  	0.0104167	0.0758529	1  	0.103918 
52 	372  	939      	13458   	0.2     	0.895961	0.956538	0.102724 	0.0104167	0.0753792	1  	0.104119 
53 	373  	989      	13579   	0.2     	0.896634	0.958676	0.102493 	0.0103093	0.0755777	1  	0.104062 
54 	344  	913      	13690   	0.2     	0.897018	0.958676	0.102477 	0.0103093	0.0756144	1  	0.103931 
55 	385  	969      	13805   	0.2     	0.897353	0.958676	0.102537 	0.0103093	0.0756437	1  	0.103921 
56 	365  	964      	13917   	0.2     	0.897601	0.959569	0.102319 	0.0102041	0.0759815	1  	0.103785 
57 	360  	961      	14025   	0.2     	0.899221	0.959569	0.102602 	0.0103093	0.0743963	1  	0.104176 
58 	369  	984      	14138   	0.2     	0.902498	0.959569	0.098246 	0.0114943	0.071677 	1  	0.101357 
59 	364  	943      	14235   	0.2     	0.902971	0.959569	0.0977448	0.0114943	0.0716337	1  	0.101371 
60 	368  	964      	14345   	0.2     	0.903624	0.959569	0.0978515	0.0113636	0.0713148	1  	0.101428 
61 	350  	925      	14434   	0.2     	0.903662	0.959569	0.0978469	0.010989 	0.0716263	1  	0.10139  
62 	364  	929      	14519   	0.2     	0.903976	0.960015	0.0977725	0.010989 	0.071825 	1  	0.101316 
63 	344  	921      	14611   	0.2     	0.904741	0.960015	0.0979588	0.0111111	0.0711937	1  	0.101512 
64 	348  	941      	14697   	0.2     	0.904889	0.960015	0.0979265	0.0111111	0.0712955	1  	0.101448 
65 	370  	940      	14771   	0.2     	0.905494	0.960015	0.0979829	0.0113636	0.0711466	1  	0.101525 
66 	363  	919      	14851   	0.2     	0.906051	0.960015	0.0981037	0.0113636	0.0710311	1  	0.101573 
67 	357  	945      	14930   	0.2     	0.906343	0.960461	0.0980974	0.0113636	0.0709954	1  	0.101581 
68 	371  	988      	15019   	0.2     	0.906847	0.960461	0.0982763	0.0113636	0.0707377	1  	0.101701 
69 	365  	930      	15095   	0.2     	0.907541	0.960461	0.0984227	0.011236 	0.0701859	1  	0.10189  
70 	374  	942      	15182   	0.2     	0.908127	0.960461	0.0985208	0.0111111	0.0697168	1  	0.101923 
71 	354  	925      	15265   	0.2     	0.910194	0.960461	0.0975061	0.0111111	0.0674588	1  	0.100746 
72 	370  	908      	15341   	0.2     	0.909235	0.960461	0.0986435	0.011236 	0.0685999	1  	0.10164  
73 	356  	901      	15409   	0.2     	0.911334	0.960461	0.0941083	0.0113636	0.0668901	1  	0.0986926
74 	345  	908      	15470   	0.2     	0.911523	0.960461	0.0940722	0.0113636	0.0669931	1  	0.0986532
75 	363  	941      	15542   	0.2     	0.911691	0.960461	0.0941189	0.0113636	0.067085 	1  	0.0986392
76 	351  	913      	15615   	0.2     	0.911785	0.960461	0.0941317	0.0113636	0.0671721	1  	0.098623 
77 	380  	911      	15674   	0.2     	0.911836	0.960461	0.0940982	0.0113636	0.0675374	1  	0.0985066
78 	348  	913      	15739   	0.2     	0.91206 	0.960461	0.0941446	0.0113636	0.0675119	1  	0.0985429
79 	378  	948      	15816   	0.2     	0.912147	0.960461	0.0941224	0.0113636	0.0676438	1  	0.0984942
80 	369  	923      	15884   	0.2     	0.912312	0.960461	0.094117 	0.0113636	0.0676536	1  	0.0984802
81 	351  	881      	15951   	0.2     	0.912347	0.960461	0.0941048	0.0113636	0.0677785	1  	0.0984302
82 	374  	904      	16003   	0.2     	0.912338	0.960719	0.0940102	0.0113636	0.0678554	1  	0.0983901
83 	354  	900      	16063   	0.2     	0.912476	0.960719	0.0938406	0.0113636	0.0680141	1  	0.0983362
84 	354  	901      	16118   	0.2     	0.910516	0.960719	0.0964426	0.0113636	0.0700813	1  	0.0996154
85 	371  	918      	16164   	0.2     	0.912748	0.960908	0.0938867	0.0113636	0.0680769	1  	0.0983109
86 	358  	873      	16201   	0.2     	0.912028	0.960908	0.095244 	0.0113636	0.068788 	1  	0.0989857
87 	362  	962      	16259   	0.2     	0.912978	0.960908	0.0939155	0.0113636	0.0680984	1  	0.0983151
88 	364  	955      	16313   	0.2     	0.911133	0.961659	0.0961472	0.0113636	0.0700566	1  	0.0995697
89 	364  	911      	16365   	0.2     	0.913091	0.961659	0.0939328	0.0113636	0.0683264	1  	0.0982624
90 	345  	912      	16418   	0.2     	0.912833	0.961659	0.0938352	0.0113636	0.0687865	1  	0.0980623
91 	368  	937      	16456   	0.2     	0.913026	0.961659	0.0937666	0.0113636	0.068688 	1  	0.0981137
92 	375  	931      	16488   	0.2     	0.913489	0.961659	0.0923984	0.0113636	0.0685408	1  	0.0981817
93 	346  	871      	16531   	0.2     	0.913756	0.961659	0.0924666	0.0113636	0.0682824	1  	0.0982622
94 	346  	867      	16563   	0.2     	0.913872	0.961659	0.0925108	0.011236 	0.0682556	1  	0.0982793
95 	354  	908      	16603   	0.2     	0.914091	0.961659	0.0925655	0.011236 	0.0681149	1  	0.0983338
96 	378  	920      	16645   	0.2     	0.914308	0.961659	0.0926036	0.011236 	0.0679987	1  	0.0983761
97 	380  	953      	16687   	0.2     	0.914462	0.961659	0.0926615	0.011236 	0.067994 	1  	0.0983823
98 	353  	966      	16726   	0.2     	0.914888	0.962106	0.0927826	0.0111111	0.0676139	1  	0.0985518
99 	359  	911      	16765   	0.2     	0.915033	0.962106	0.0928264	0.010989 	0.0675403	1  	0.0985867
100	363  	915      	16797   	0.2     	0.915408	0.962106	0.0929383	0.010989 	0.0672119	1  	0.098712 
101	371  	930      	16831   	0.2     	0.915521	0.962106	0.0929548	0.010989 	0.0672402	1  	0.0987116
102	368  	908      	16862   	0.2     	0.915645	0.962106	0.0929856	0.010989 	0.0672049	1  	0.0987146
103	371  	953      	16893   	0.2     	0.916212	0.962106	0.0931422	0.010989 	0.0665708	1  	0.0989215
104	344  	870      	16913   	0.2     	0.916952	0.962106	0.0932868	0.010989 	0.0657171	1  	0.0991302
105	359  	911      	16943   	0.2     	0.916751	0.962106	0.0932957	0.010989 	0.0661376	1  	0.0990826
106	353  	889      	16970   	0.2     	0.918148	0.962106	0.0933619	0.010989 	0.0644909	1  	0.0990624
107	367  	949      	17006   	0.2     	0.920517	0.962106	0.0887731	0.0111111	0.0622574	1  	0.0958418
108	359  	947      	17042   	0.2     	0.920661	0.962106	0.0888168	0.0111111	0.0621748	1  	0.0958822
109	366  	947      	17077   	0.2     	0.920673	0.962106	0.0888176	0.0111111	0.0622143	1  	0.0958728
110	353  	861      	17096   	0.2     	0.920731	0.962106	0.0887953	0.0111111	0.0622869	1  	0.0958584
111	350  	917      	17129   	0.2     	0.92086 	0.962106	0.0888319	0.0111111	0.0622425	1  	0.0958986
112	356  	879      	17152   	0.2     	0.921421	0.962106	0.0889876	0.0111111	0.0616   	1  	0.0961063
113	362  	920      	17182   	0.2     	0.92134 	0.962106	0.0889761	0.010989 	0.0618045	1  	0.0960648
114	331  	860      	17204   	0.2     	0.922263	0.962106	0.0888976	0.010989 	0.0606229	1  	0.0962826
115	364  	911      	17238   	0.2     	0.92181 	0.962106	0.0874966	0.010989 	0.0615639	1  	0.0960298
116	369  	891      	17257   	0.2     	0.921697	0.962106	0.0874464	0.010989 	0.0618702	1  	0.0959666
117	351  	934      	17281   	0.2     	0.921369	0.962106	0.0873434	0.010989 	0.0624125	1  	0.0957918
118	357  	913      	17309   	0.2     	0.921496	0.962106	0.0873766	0.010989 	0.0623497	1  	0.0958201
119	360  	929      	17330   	0.2     	0.921734	0.962106	0.0874638	0.010989 	0.0621268	1  	0.0959266
120	359  	899      	17349   	0.2     	0.922295	0.962106	0.0876308	0.010989 	0.0614588	1  	0.0961622
121	348  	894      	17371   	0.2     	0.92277 	0.962106	0.0877436	0.0108696	0.0608953	1  	0.0963228
122	368  	919      	17389   	0.2     	0.923117	0.962106	0.0878312	0.0108696	0.0604673	1  	0.0964378
123	359  	917      	17409   	0.2     	0.922532	0.962106	0.0876783	0.0108696	0.0612601	1  	0.0961821
124	356  	915      	17432   	0.2     	0.923347	0.962106	0.0873427	0.0108696	0.0604235	1  	0.096427 
125	351  	932      	17448   	0.2     	0.923319	0.962106	0.0873182	0.0108696	0.0605675	1  	0.0963667
126	354  	916      	17471   	0.2     	0.924199	0.962106	0.0874802	0.0108696	0.0595123	1  	0.0965659
127	338  	890      	17487   	0.2     	0.924231	0.962106	0.0875272	0.0108696	0.0595146	1  	0.0966395
128	366  	934      	17505   	0.2     	0.927362	0.962106	0.0826861	0.0108696	0.0561616	1  	0.0930367
129	353  	891      	17520   	0.2     	0.927286	0.962552	0.0826767	0.0107527	0.0563115	1  	0.0930089
130	378  	931      	17538   	0.2     	0.927146	0.962552	0.0826559	0.0107527	0.0565803	1  	0.092952 
131	337  	888      	17550   	0.2     	0.927546	0.962552	0.0827608	0.0107527	0.0560768	1  	0.0931174
132	379  	918      	17568   	0.2     	0.927997	0.962552	0.0828435	0.0107527	0.0555707	1  	0.0932271
133	364  	919      	17592   	0.2     	0.931346	0.962552	0.0780469	0.0108696	0.0516926	1  	0.0893385
134	365  	916      	17612   	0.2     	0.931349	0.962552	0.0780355	0.0108696	0.0517134	1  	0.0893301
135	346  	891      	17624   	0.2     	0.931529	0.962552	0.0780638	0.0107527	0.0515083	1  	0.0893653
136	363  	896      	17637   	0.2     	0.931576	0.962552	0.078068 	0.0107527	0.0515022	1  	0.089368 
137	366  	968      	17650   	0.2     	0.931676	0.962857	0.0780906	0.0106383	0.0514296	1  	0.0894052
138	338  	899      	17665   	0.2     	0.931939	0.962857	0.0781544	0.0106383	0.0511292	1  	0.0895004
139	366  	969      	17685   	0.2     	0.932299	0.962857	0.0782346	0.0106383	0.0506938	1  	0.0896239
140	349  	897      	17701   	0.2     	0.932841	0.962857	0.07833  	0.0106383	0.0500259	1  	0.0897577
141	377  	951      	17712   	0.2     	0.932539	0.962857	0.0782371	0.0106383	0.0505258	1  	0.0896151
142	372  	927      	17730   	0.2     	0.93244 	0.962857	0.0782022	0.0106383	0.0507115	1  	0.0895599
143	377  	934      	17743   	0.2     	0.932162	0.962857	0.0781469	0.0106383	0.0511561	1  	0.0894608
144	357  	893      	17758   	0.2     	0.932255	0.962857	0.0781616	0.0106383	0.0510903	1  	0.0894817
145	382  	940      	17766   	0.2     	0.932573	0.962857	0.0782382	0.0106383	0.0506863	1  	0.0895963
146	374  	929      	17781   	0.2     	0.933355	0.962857	0.0782946	0.0106383	0.0495779	1  	0.089669 
147	344  	885      	17789   	0.2     	0.933433	0.962857	0.0783225	0.0106383	0.0495311	1  	0.0896954
148	373  	934      	17798   	0.2     	0.93274 	0.962857	0.0782131	0.0106383	0.0505675	1  	0.0895315
149	356  	927      	17804   	0.2     	0.932462	0.962857	0.0781575	0.0106383	0.0510273	1  	0.0894312
150	366  	962      	17813   	0.2     	0.932308	0.962857	0.0781233	0.0106383	0.0512819	1  	0.0893665
151	370  	928      	17824   	0.2     	0.932167	0.962857	0.0781228	0.0106383	0.051546 	1  	0.0893584
152	360  	887      	17837   	0.2     	0.932099	0.962998	0.0781146	0.0106383	0.0517151	1  	0.0893329
153	337  	898      	17846   	0.2     	0.932099	0.962998	0.0781184	0.0106383	0.051739 	1  	0.0893336
154	354  	915      	17854   	0.2     	0.93222 	0.962998	0.0781309	0.0106383	0.0516111	1  	0.0893766
155	361  	904      	17864   	0.2     	0.932127	0.962998	0.0781105	0.0106383	0.051826 	1  	0.0893255
156	359  	926      	17872   	0.2     	0.932321	0.962998	0.0781487	0.0106383	0.0515698	1  	0.0893972
157	354  	906      	17883   	0.2     	0.932461	0.962998	0.0781709	0.0106383	0.0514403	1  	0.0894427
158	356  	942      	17890   	0.2     	0.932827	0.962998	0.0782511	0.0105263	0.0509457	1  	0.0895721
159	348  	917      	17895   	0.2     	0.932992	0.963445	0.078287 	0.0105263	0.0507429	1  	0.0896266
160	369  	965      	17906   	0.2     	0.933502	0.963445	0.0783304	0.0105263	0.0499973	1  	0.0896758
161	362  	913      	17913   	0.2     	0.935048	0.963445	0.0778076	0.0105263	0.0478043	1  	0.0887318
162	371  	901      	17921   	0.2     	0.936788	0.963445	0.073205 	0.0105263	0.0461835	1  	0.085461 
163	353  	871      	17928   	0.2     	0.936832	0.963445	0.0732121	0.0106383	0.0461686	1  	0.08546  
164	366  	921      	17936   	0.2     	0.936884	0.963445	0.0732193	0.0106383	0.0461284	1  	0.0854733
165	354  	868      	17943   	0.2     	0.936851	0.963445	0.0732102	0.0106383	0.0462057	1  	0.0854503
166	343  	897      	17952   	0.2     	0.933808	0.963445	0.0762494	0.0106383	0.0496   	1  	0.087138 
167	373  	920      	17958   	0.2     	0.933814	0.963445	0.0762998	0.0106383	0.0497246	1  	0.0872575
168	363  	908      	17967   	0.2     	0.933932	0.963445	0.0763154	0.0106383	0.0496255	1  	0.087338 
169	359  	909      	17974   	0.2     	0.932509	0.963445	0.0829078	0.0106383	0.0505032	1  	0.0896388
170	355  	881      	17981   	0.2     	0.929123	0.963445	0.0855652	0.0106383	0.0543052	1  	0.0908751
171	376  	921      	17990   	0.2     	0.928893	0.963891	0.0855443	0.0106383	0.0552007	1  	0.0931593
172	362  	949      	17999   	0.2     	0.928022	0.963891	0.0844527	0.0106383	0.0567887	1  	0.0928417
173	368  	922      	18003   	0.2     	0.927865	0.963891	0.0831696	0.0106383	0.057394 	1  	0.0926999
174	364  	956      	18016   	0.2     	0.9249  	0.963891	0.0848242	0.0106383	0.0610055	1  	0.0938945
175	382  	953      	18031   	0.2     	0.924055	0.963891	0.0895044	0.0106383	0.0615589	1  	0.0960228
176	357  	869      	18037   	0.2     	0.92767 	0.963891	0.0829641	0.0106383	0.0581087	1  	0.09244  
177	354  	876      	18041   	0.2     	0.927678	0.963891	0.0829486	0.0106383	0.058194 	1  	0.092408 
178	354  	911      	18045   	0.2     	0.927701	0.963891	0.0823706	0.0106383	0.0583013	1  	0.092371 
179	371  	914      	18048   	0.2     	0.926433	0.963891	0.0878783	0.0106383	0.0591105	1  	0.0944891
180	363  	922      	18052   	0.2     	0.923188	0.963891	0.0895164	0.0106383	0.0630369	1  	0.0955662
181	367  	919      	18057   	0.2     	0.923329	0.963891	0.0878422	0.0106383	0.063432 	1  	0.0954269
182	363  	869      	18059   	0.2     	0.923463	0.963891	0.0877095	0.0106383	0.0634556	1  	0.0954251
183	353  	909      	18067   	0.2     	0.923398	0.963891	0.0876302	0.0106383	0.0636572	1  	0.0953423
184	367  	908      	18070   	0.2     	0.923316	0.963891	0.0875922	0.0105263	0.0638564	1  	0.0952745
185	371  	921      	18079   	0.2     	0.921645	0.963891	0.0894618	0.0105263	0.065654 	1  	0.0965601
186	372  	908      	18086   	0.2     	0.921903	0.963891	0.0932407	0.0106383	0.0649211	1  	0.0971761
187	365  	888      	18091   	0.2     	0.923373	0.963891	0.0875135	0.0106383	0.0640972	1  	0.0951665
188	371  	914      	18098   	0.2     	0.920667	0.963891	0.0897164	0.0106383	0.0672189	1  	0.0962302
189	358  	892      	18102   	0.2     	0.920879	0.963891	0.0886119	0.0106383	0.0674699	1  	0.0962659
190	367  	887      	18105   	0.2     	0.920642	0.963891	0.0882866	0.0106383	0.0679942	1  	0.0960366
191	373  	915      	18113   	0.2     	0.920665	0.963891	0.0882455	0.0106383	0.068053 	1  	0.09602  
192	354  	896      	18116   	0.2     	0.920573	0.963891	0.0882203	0.0106383	0.0681995	1  	0.0959771
193	366  	916      	18120   	0.2     	0.920688	0.963891	0.0882573	0.0106383	0.0680891	1  	0.0960303
194	356  	918      	18123   	0.2     	0.919642	0.963891	0.0922731	0.0106383	0.0688373	1  	0.0980012
195	376  	921      	18126   	0.2     	0.919973	0.963891	0.091829 	0.0106383	0.0685738	1  	0.0980838
196	371  	877      	18128   	0.2     	0.920314	0.964196	0.0918925	0.0106383	0.0681931	1  	0.0981785
197	366  	917      	18133   	0.2     	0.922572	0.964196	0.0905053	0.0106383	0.0654729	1  	0.0969188
198	347  	887      	18133   	0.2     	0.923796	0.964196	0.0867048	0.0106383	0.0645782	1  	0.0949349
199	368  	907      	18139   	0.2     	0.92323 	0.964196	0.0875177	0.0106383	0.0652068	1  	0.0956738
