0_age_at_initial_pathologic_diagnosis,1_AARSD1.80755,1_ACE2.59272,1_ADSL.158,1_ALKBH3.221120,1_APOB.338,1_ARF3.377,1_ARHGAP11A.9824,1_ASB15.142685,1_BOP1.23246,1_BRCA1.672,1_BRIP1.83990,1_BTAF1.9044,1_C10orf91.170393,1_C14orf72.145200,1_C15orf23.90417,1_C16orf89.146556,1_C17orf77.146723,1_C1orf105.92346,1_C1QL1.10882,1_C4orf23.152992,1_C6orf70.55780,1_C8orf39.55472,1_C9orf69.90120,1_CBARA1.10367,1_CBX2.84733,1_CCBL1.883,1_CCNB2.9133,1_CCNF.899,1_CD79B.974,1_CDH5.1003,1_CDKN2BAS.100048912,1_CELSR3.1951,1_CENPBD1.92806,1_CHAF1A.10036,1_CHRND.1144,1_CITED4.163732,1_CLEC17A.388512,1_CMYA5.202333,1_COL21A1.81578,1_CRHR1.1394,1_CRTAC1.55118,1_CSPG5.10675,1_CTDSP2.10106,1_CTSZ.1522,1_DDX24.57062,1_DDX41.51428,1_DDX51.317781,1_DNASE1L1.1774,1_DNMT3A.1788,1_DOK6.220164,1_DPP10.57628,1_ECD.11319,1_EEPD1.80820,1_EFHB.151651,1_ELK1.2002,1_EMP2.2013,1_EPHX2.2053,1_EVX2.344191,1_EYA2.2139,1_FAM110B.90362,1_FAM66C.440078,1_FERMT3.83706,1_FOLR3.2352,1_FOLR4.390243,1_FOXD3.27022,1_FPGT.8790,1_FTSJ2.29960,1_FYB.2533,1_GBP7.388646,1_GNG12.55970,1_GPR155.151556,1_GUCY1A3.2982,1_HAR1A.768096,1_HILS1.373861,1_HIST1H2BH.8345,1_HIST2H3D.653604,1_HKDC1.80201,1_HOXA2.3199,1_HOXB3.3213,1_HOXB7.3217,1_HOXD12.3238,1_HRASLS2.54979,1_HSPA6.3310,1_IDI1.3422,1_IGFL4.444882,1_IMPA2.3613,1_KCNA6.3742,1_KCNQ5.56479,1_KIF23.9493,1_KIF27.55582,1_KIF4A.24137,1_KLHL25.64410,1_KLHL29.114818,1_LAIR1.3903,1_LDHB.3945,1_LGI4.163175,1_LOC100124692.100124692,1_LOC100132288.100132288,1_LOC284276.284276,1_LPAR1.1902,1_MAB21L1.4081,1_MAGEA6.4105,1_MAP3K1.4214,1_MARCH4.57574,1_MBOAT1.154141,1_MBOAT4.619373,1_MOXD1.26002,1_MPV17.4358,1_MT2A.4502,1_MTCP1.4515,1_MYC.4609,1_NACAP1.83955,1_NDRG3.57446,1_NDST4.64579,1_NFKB1.4790,1_NFKBIB.4793,1_NIPA2.81614,1_NOG.9241,1_NOX4.50507,1_NPM3.10360,1_NR2E1.7101,1_NUP153.9972,1_NXN.64359,1_OLFML1.283298,1_ORC5L.5001,1_OTX2.5015,1_PABPN1L.390748,1_PALMD.54873,1_PCDH11X.27328,1_PCNP.57092,1_PDCD1LG2.80380,1_PLAA.9373,1_PLS3.5358,1_POLA2.23649,1_POMC.5443,1_PON1.5444,1_PPP3R2.5535,1_PTGFRN.5738,1_PTRF.284119,1_RAB27A.5873,1_RAD18.56852,1_RAD54B.25788,1_RAP2C.57826,1_RBBP5.5929,1_RGS1.5996,1_RHCG.51458,1_RIPK3.11035,1_RRAGC.64121,1_RRBP1.6238,1_S100A11.6282,1_SAE1.10055,1_SCRG1.11341,1_SEPT14.346288,1_SETD5.55209,1_SFRS2IP.9169,1_SGOL2.151246,1_SLC25A24.29957,1_SLC30A7.148867,1_SMC3.9126,1_SNRNP25.79622,1_SNTG2.54221,1_SORCS3.22986,1_SOX8.30812,1_SPON1.10418,1_SSTR5.6755,1_STRN4.29888,1_STX19.415117,1_TAF5.6877,1_TANC1.85461,1_TARDBP.23435,1_TBKBP1.9755,1_TCEA3.6920,1_TCP10L2.401285,1_TEC.7006,1_TERF2IP.54386,1_TEX19.400629,1_TMEM105.284186,1_TMEM140.55281,1_TMEM180.79847,1_TMEM82.388595,1_TMPRSS6.164656,1_TRAPPC9.83696,1_TSSC1.7260,1_TTC13.79573,1_TTC22.55001,1_TTC39B.158219,1_TYR.7299,1_USE1.55850,1_USP3.9960,1_VAT1.10493,1_VAT1L.57687,1_WEE1.7465,1_WFIKKN2.124857,1_YY2.404281,1_ZBP1.81030,1_ZBTB34.403341,1_ZNF224.7767,1_ZNF28.7576,1_ZNF417.147687,1_ZNF480.147657,1_ZNF628.89887,1_ZNF648.127665,1_ZNF808.388558
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
