0_age_at_initial_pathologic_diagnosis,1_ABLIM3.22885,1_ACSL5.51703,1_ALG2.85365,1_ALMS1P.200420,1_ALOX5.240,1_ALS2CL.259173,1_ALS2CR4.65062,1_ANGPT2.285,1_ANKRD11.29123,1_ARHGEF15.22899,1_ARNTL.406,1_ATP5S.27109,1_ATR.545,1_AXL.558,1_BATF2.116071,1_BCORL1.63035,1_BID.637,1_BIK.638,1_BIRC3.330,1_C11orf2.738,1_C11orf80.79703,1_C14orf106.55320,1_C17orf77.146723,1_C19orf10.56005,1_C19orf28.126321,1_C1orf161.126868,1_C1orf84.149469,1_C2orf39.92749,1_C2orf66.401027,1_C3orf18.51161,1_C4orf42.92070,1_CALR.811,1_CBX1.10951,1_CCDC8.83987,1_CCNYL1.151195,1_CD3D.915,1_CD52.1043,1_CDC20B.166979,1_CDKN2BAS.100048912,1_CFI.3426,1_CHCHD1.118487,1_CHRND.1144,1_CKAP4.10970,1_COG2.22796,1_COL6A3.1293,1_COL9A3.1299,1_COQ6.51004,1_CPEB2.132864,1_CYB561.1534,1_CYP3A43.64816,1_DACH1.1602,1_DAD1.1603,1_DENND4C.55667,1_DEPDC1.55635,1_DERL2.51009,1_DGKI.9162,1_DLG5.9231,1_DTX3.196403,1_EDEM2.55741,1_EEPD1.80820,1_EFHB.151651,1_EIF4G2.1982,1_EMP3.2014,1_EVX2.344191,1_EXOC6.54536,1_FAM104B.90736,1_FAM35B2.439965,1_FAM66C.440078,1_FANCI.55215,1_FBLN7.129804,1_FBN3.84467,1_FBXO4.26272,1_FBXW2.26190,1_FEZF1.389549,1_FILIP1L.11259,1_FKBP9L.360132,1_FLJ25758.497049,1_FLJ36000.284124,1_FXYD6.53826,1_FYTTD1.84248,1_GABARAP.11337,1_GABRG1.2565,1_GALNTL4.374378,1_GAS2L3.283431,1_GMPR2.51292,1_GNA12.2768,1_GPAT2.150763,1_GPR1.2825,1_GPR156.165829,1_GPR85.54329,1_GRM1.2911,1_GSTA1.2938,1_HAUS5.23354,1_HFE.3077,1_HIATL2.84278,1_HILS1.373861,1_HMG20A.10363,1_HN1L.90861,1_HNRNPA2B1.3181,1_HNRNPL.3191,1_HSPG2.3339,1_IFT172.26160,1_IL7R.3575,1_ISG15.9636,1_ITIH3.3699,1_JUB.84962,1_KAAG1.353219,1_KCNH1.3756,1_KCNJ2.3759,1_KHDRBS3.10656,1_KIAA0753.9851,1_KRT38.8687,1_LARP7.51574,1_LATS2.26524,1_LDHB.3945,1_LGALS9C.654346,1_LOC151658.151658,1_LOC284276.284276,1_LOC388387.388387,1_LOC400696.400696,1_LOC729467.729467,1_LOC84989.84989,1_LPIN3.64900,1_LRRC3.81543,1_LYZL1.84569,1_LZIC.84328,1_MAGI2.9863,1_MARCH11.441061,1_MAST2.23139,1_MBD2.8932,1_MFAP4.4239,1_MTMR11.10903,1_MUM1.84939,1_MUTED.63915,1_MYL7.58498,1_MYO7A.4647,1_NIPAL2.79815,1_NOG.9241,1_NOVA1.4857,1_NPHP1.4867,1_NPL.80896,1_NR2C2AP.126382,1_NTN4.59277,1_NUDT13.25961,1_OR51B4.79339,1_P4HB.5034,1_PABPC1P2.728773,1_PAK7.57144,1_PARVA.55742,1_PCDHB11.56125,1_PCNP.57092,1_PGF.5228,1_PHF11.51131,1_PIP4K2B.8396,1_PLEKHG3.26030,1_PLXNA1.5361,1_PODN.127435,1_POLR3GL.84265,1_PPP1R3F.89801,1_PPP2R5A.5525,1_PPP3R2.5535,1_PSD4.23550,1_PSPC1.55269,1_PURG.29942,1_RAB36.9609,1_RAB3B.5865,1_RAD18.56852,1_RAD54B.25788,1_RBM11.54033,1_RGPD1.400966,1_RHOD.29984,1_RHOJ.57381,1_RPL23AP7.118433,1_RPL5.6125,1_RPL7A.6130,1_RPS3A.6189,1_RPS6.6194,1_RUFY3.22902,1_SBK1.388228,1_SCEL.8796,1_SEC61A2.55176,1_SFRS11.9295,1_SIGLEC14.100049587,1_SIPA1L2.57568,1_SKI.6497,1_SLA.6503,1_SLC15A2.6565,1_SLC25A37.51312,1_SLC38A1.81539,1_SLC4A8.9498,1_SNAI2.6591,1_SPATA12.353324,1_SPRY1.10252,1_SREBF2.6721,1_STAT6.6778,1_STK17A.9263,1_STMN4.81551,1_SUSD2.56241,1_SYT3.84258,1_TAPT1.202018,1_TBCC.6903,1_TFAP2B.7021,1_TIMP1.7076,1_TM7SF4.81501,1_TMCO2.127391,1_TMCO4.255104,1_TMED4.222068,1_TMEM61.199964,1_TOX3.27324,1_TRIM78P.117852,1_TSC1.7248,1_TSPAN6.7105,1_TSPYL2.64061,1_TTC22.55001,1_TTC39B.158219,1_UBA7.7318,1_UBAC2.337867,1_UBAP2.55833,1_UBE2I.7329,1_VAV3.10451,1_VCX3B.425054,1_WBSCR27.155368,1_WDR64.128025,1_WEE1.7465,1_WFDC13.164237,1_XRCC2.7516,1_YKT6.10652,1_ZFYVE20.64145,1_ZNF473.25888,1_ZNF526.116115,1_ZNF544.27300,1_ZNF585B.92285,1_ZNF630.57232,1_ZNF648.127665,1_ZNF826.664701,1_ZNF835.90485,1_ZNF853.54753,1_ZSCAN12P1.221584
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
