gen,evals,gen_feats,explored,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,420,420,0.25,0.7294377252219615,0.919530706966239,0.15605799456480784,0.0196078431372549,0.09379096075520539,1.0,0.16922874143149852
1,512,657,663,0.25,0.7516902008520998,0.9388379525604434,0.14885654725634648,0.017857142857142856,0.09419880450908844,1.0,0.10854194222432681
2,500,745,925,0.25,0.7772896419889245,0.9388379525604434,0.13693451637410195,0.017857142857142856,0.09504700539222256,1.0,0.1117282233806845
3,500,771,1174,0.25,0.7961133402587418,0.9388379525604434,0.13036599556551498,0.017857142857142856,0.09366077613953726,1.0,0.11079594129466494
4,500,802,1425,0.25,0.8145358382261193,0.9527218838331373,0.12181276288058052,0.017543859649122806,0.08969423042436075,1.0,0.10879076860268701
5,500,789,1636,0.25,0.8228561240034555,0.9527218838331373,0.11604358736518608,0.018518518518518517,0.08837762748947342,1.0,0.10605416374508808
6,500,775,1850,0.25,0.830053158484566,0.9527218838331373,0.11463327522094974,0.01818181818181818,0.08791335917501905,1.0,0.10607624875969368
7,500,806,2080,0.25,0.8359485668929884,0.9527218838331373,0.11403194037396575,0.01818181818181818,0.08783090951495905,1.0,0.1062826170370265
8,500,779,2271,0.25,0.841736091217087,0.9527218838331373,0.11373693233584309,0.01818181818181818,0.08746470798108055,1.0,0.10653829661520918
9,500,817,2498,0.25,0.8453507640576384,0.957107848745418,0.11381597422493159,0.017543859649122806,0.08786218557165969,1.0,0.106434223851353
10,500,793,2685,0.25,0.8488801857300993,0.957107848745418,0.11324656529689307,0.017543859649122806,0.08798247862971711,1.0,0.10647284118806487
11,500,802,2875,0.25,0.8536536211445637,0.962573557041315,0.113081847605243,0.017241379310344827,0.08754669292215553,1.0,0.10664542503738529
12,500,803,3052,0.25,0.8602587523535965,0.962573557041315,0.10953898192470654,0.017241379310344827,0.08453352269771443,1.0,0.10407007216080862
13,500,793,3252,0.25,0.8566548810146689,0.962573557041315,0.11133027710293046,0.017543859649122806,0.08891930782867559,1.0,0.1060511033761641
14,500,828,3456,0.25,0.861974306073563,0.9633222842051364,0.11087856366540423,0.017543859649122806,0.08751636663312304,1.0,0.10638589815531264
15,500,810,3639,0.25,0.8629424880928229,0.9633222842051364,0.11062676534496377,0.016129032258064516,0.08837855023142148,1.0,0.10620481425482924
16,500,814,3817,0.25,0.8674439190642461,0.9666285057338009,0.11085129983143263,0.016129032258064516,0.08679641849413947,1.0,0.10650569758408815
17,500,798,3988,0.25,0.8713692873642822,0.9698893460065257,0.10751867581507342,0.016129032258064516,0.0848383044206459,1.0,0.10390283775056638
18,500,838,4190,0.25,0.8743305170259795,0.9698893460065257,0.10676605576422381,0.015384615384615385,0.08447275334609626,1.0,0.10406579021345824
19,500,804,4351,0.25,0.8769679346469236,0.9756447570539251,0.10676161368389846,0.015384615384615385,0.08428523384377297,1.0,0.10422497927914581
20,500,812,4518,0.25,0.8797047734471094,0.9756447570539251,0.10696890444286807,0.015384615384615385,0.08387970727624824,1.0,0.10435449457785703
21,500,816,4684,0.25,0.8825704172177248,0.9756447570539251,0.10702174172998628,0.015151515151515152,0.0832581168233663,1.0,0.10464500435596857
22,500,828,4849,0.25,0.884436159759309,0.9756447570539251,0.10689478953677177,0.014925373134328358,0.08346956513483349,1.0,0.10460147798931017
23,500,826,5015,0.25,0.8853517038437032,0.9760624679979518,0.10677119184912698,0.014925373134328358,0.08418351474762059,1.0,0.10431640162574693
24,500,833,5178,0.25,0.8884378092472,0.9760624679979518,0.10709118376895796,0.014925373134328358,0.08356762815902247,1.0,0.10446513132576478
25,500,817,5315,0.25,0.8896875081037956,0.9822118188553144,0.10660266753345722,0.014925373134328358,0.084284072980914,1.0,0.10421964733302388
26,500,854,5470,0.25,0.8939331986641386,0.9822118188553144,0.10711789604413255,0.014705882352941176,0.08268507328427012,1.0,0.10456629701687134
27,500,820,5611,0.25,0.8987945872746381,0.9822118188553144,0.10377581853886353,0.014705882352941176,0.07997868167149735,1.0,0.10184543273535131
28,500,817,5754,0.25,0.9010220357141586,0.9869287999873898,0.10375885504245745,0.015151515151515152,0.07986578039010873,1.0,0.10186032693649737
29,500,784,5874,0.25,0.9021434118873977,0.9869287999873898,0.10390132071718149,0.015151515151515152,0.08002396181945713,1.0,0.10176488295846449
30,500,813,6017,0.25,0.904012725946536,0.9869287999873898,0.10423600722735483,0.015151515151515152,0.0797444079820056,1.0,0.10190322883667804
31,500,805,6149,0.25,0.9058125938451321,0.9869287999873898,0.1043866674829838,0.014925373134328358,0.0795151472289638,1.0,0.10202330504546883
32,500,804,6290,0.25,0.9087424988724602,0.9869287999873898,0.1042253473227387,0.014705882352941176,0.07837600334637919,1.0,0.10245321309507537
33,500,828,6425,0.25,0.9140821774460496,0.9869287999873898,0.10096618003806462,0.014705882352941176,0.07483401379297776,1.0,0.09978375973999729
34,500,805,6556,0.25,0.9159525076893897,0.9872825068351544,0.10122142697389136,0.014705882352941176,0.07424349754350008,1.0,0.10001410704586428
35,500,831,6699,0.25,0.9211500291609526,0.9872825068351544,0.09706306965177103,0.015151515151515152,0.07057852406919324,1.0,0.09704312576109449
