gen,evals,gen_feats,explored,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std
0,500,4583,4583,0.24845201238390094,0.7559594014126392,0.8814539402687893,0.11054613354492575,0.14002800840280097,0.2524437121391974,1.0,0.12450912862460443,0.443572151266906,0.6433005361315057,0.71828896801874,0.041224924596319566
1,369,3685,4697,0.24845201238390094,0.7359158031907084,0.9001531912978341,0.11823658231113933,0.13018891098082386,0.2941442742779132,1.0,0.12286773508160986,0.443572151266906,0.64828194158984,0.71828896801874,0.04564231793930268
2,368,2333,4792,0.24845201238390094,0.7404188482093389,0.9001531912978341,0.12463343714460488,0.12909944487358055,0.3017591960541689,1.0,0.127461493464482,0.443572151266906,0.6545372487886032,0.7251907879852609,0.04399532921875321
3,366,1880,4876,0.25,0.7432552771428297,0.9001531912978341,0.12345505458722425,0.12803687993289598,0.3124409566309032,1.0,0.1336073477692543,0.5,0.6574031952212644,0.733218829334541,0.04333543065526893
4,379,1489,4946,0.25,0.744496526431527,0.9001531912978341,0.128547200404375,0.12803687993289598,0.3207796685295298,1.0,0.14074433774528738,0.5,0.6609397790559322,0.733218829334541,0.04280120400742378
5,386,1324,5018,0.25,0.7518102679963606,0.9001531912978341,0.128756541530354,0.1270001270001905,0.32454296901372215,1.0,0.14338577073581035,0.5,0.6609553483375868,0.733218829334541,0.0446883994795987
6,379,1236,5071,0.25,0.7401571758790416,0.9032636337040145,0.13037317053526726,0.1270001270001905,0.34876201885108277,1.0,0.1478055324148769,0.5,0.6654505426571157,0.7340715170577906,0.04500260629203606
7,378,1167,5129,0.25,0.7436130915064829,0.9088191892595701,0.13641179875948078,0.12598815766974242,0.3506431264369769,1.0,0.15276321075173144,0.49942020337463133,0.6652137320028818,0.7408290161868619,0.047521337284959636
8,374,1166,5188,0.25,0.7543224975807671,0.9088191892595701,0.1346977465340599,0.12598815766974242,0.3478429389954557,1.0,0.15486087827543982,0.49942020337463133,0.6657563460144056,0.7408290161868619,0.052225643904154184
9,378,1064,5248,0.25,0.7580356071980084,0.9088191892595701,0.13975201531490297,0.12598815766974242,0.35312870811634045,1.0,0.16091261572128104,0.49942020337463133,0.6658488856958423,0.7408290161868619,0.052335240271999164
10,370,1012,5306,0.25,0.770852174630578,0.9088191892595701,0.1320640391377474,0.12598815766974242,0.34799789656101987,1.0,0.161414727350895,0.5,0.6704147069295714,0.7414379136051523,0.05188872646735671
11,391,992,5362,0.25,0.7536349917001287,0.9088191892595701,0.14415696192825378,0.12403473458920845,0.3681589331598474,1.0,0.16857295626525798,0.5,0.6688182031104032,0.752855954485384,0.05807959254016725
12,367,884,5409,0.25,0.7580648096709308,0.9088191892595701,0.1402290688411459,0.12403473458920845,0.367636456430527,1.0,0.1644271462677986,0.5,0.6746263921154368,0.752855954485384,0.057545893756428844
13,366,880,5455,0.25,0.7599755918949533,0.9088191892595701,0.13731779797011553,0.12403473458920845,0.3730833341171672,1.0,0.16491033124621582,0.5,0.6746937456065198,0.7568422266916753,0.057185740668071645
14,360,827,5488,0.25,0.7668520089010628,0.9096219834602695,0.13889553476683458,0.12403473458920845,0.360926195426308,1.0,0.16214639680394724,0.5,0.6840247286173574,0.757353171137907,0.05486811468233873
15,375,906,5518,0.25,0.7642496681658945,0.9088191892595701,0.14210693305117164,0.125,0.3709961399064065,1.0,0.1689022785982761,0.5,0.6811576149772025,0.7721756510791397,0.05980174386559285
16,385,892,5544,0.25,0.7722722687315074,0.915879330909278,0.1317352752206924,0.12216944435630522,0.3642323421257427,1.0,0.16049457273676315,0.5,0.6879208701023612,0.7725282726468338,0.05653939040591758
17,391,880,5576,0.25,0.7595185626701901,0.915879330909278,0.1444323445122408,0.12216944435630522,0.37803947535600263,1.0,0.16939336056576246,0.45983856287343156,0.6868095763155821,0.7725282726468338,0.060530430658441874
18,373,840,5597,0.25,0.7572159557390207,0.915879330909278,0.14365289044113377,0.12216944435630522,0.38734474414365283,1.0,0.17158581191626418,0.45983856287343156,0.6837700602914879,0.7721756510791397,0.06527774647454726
19,362,853,5618,0.25,0.7594432805870887,0.915879330909278,0.14507316875131568,0.12216944435630522,0.38988219388516665,1.0,0.1731946541313884,0.45983856287343156,0.6852406022807487,0.7721756510791397,0.06723375096376133
20,379,851,5650,0.25,0.7484369069396355,0.9205522281055396,0.15155915578420995,0.15811388300841897,0.40810188188308893,1.0,0.17078243609849098,0.45983856287343156,0.6890401951726098,0.7745691184716555,0.06562186292843149
21,380,806,5663,0.25,0.7587941290064696,0.9205522281055396,0.1418759618746343,0.1543033499620919,0.39916719497346725,1.0,0.17123218962910133,0.45983856287343156,0.6912195197967965,0.7761986492819212,0.067724900249027
22,384,823,5684,0.25,0.7582052076468123,0.9205522281055396,0.14543466509962993,0.15617376188860607,0.4004000286438733,1.0,0.1794708664037562,0.45983856287343156,0.6896536424342875,0.7814858427068622,0.07290799971948654
23,355,731,5695,0.25,0.7501217293738287,0.9307806808573569,0.1434768506857875,0.1543033499620919,0.4090091701227882,1.0,0.18009412682253514,0.45983856287343156,0.6890559583921072,0.7814858427068622,0.073722320002765
24,410,801,5716,0.25,0.7610113817544288,0.9307806808573569,0.14485513852277979,0.1543033499620919,0.40303733582069395,1.0,0.1836331460835796,0.5,0.6903101395772924,0.7814858427068622,0.07099018348860046
25,370,755,5726,0.25,0.7751877139936152,0.9307806808573569,0.1291134736587165,0.15249857033260467,0.3844663181853175,1.0,0.18053559871244962,0.5,0.6973738740315485,0.7814858427068622,0.07089577584878459
26,363,776,5738,0.25,0.7822604421918518,0.9339200576115018,0.13338006100142233,0.15811388300841897,0.37866464851228465,1.0,0.18423717914642382,0.5,0.6988349400459206,0.7814858427068622,0.07153686832781857
27,380,784,5748,0.25,0.8027210455051562,0.926816514439847,0.1233291959157254,0.15811388300841897,0.356824614337313,1.0,0.1625459225881768,0.5,0.7099905801124362,0.7839586377689347,0.06225471479592811
28,398,760,5759,0.25,0.7971117452019885,0.926816514439847,0.12445511402881021,0.15811388300841897,0.36769310038571573,1.0,0.1616507960786451,0.5,0.7171487681079372,0.7839586377689347,0.05990857899621959
29,366,690,5767,0.25,0.8058222393685025,0.926816514439847,0.12207921291624568,0.16666666666666666,0.35525910155859697,1.0,0.1599131741337445,0.5,0.7265934261646678,0.7870248576380526,0.05468527031491889
30,376,692,5776,0.25,0.8068493621583737,0.926816514439847,0.12210469209079501,0.16666666666666666,0.34786075823200224,1.0,0.15885397824372088,0.5,0.726923316978064,0.7870248576380526,0.057454702184034125
31,366,665,5784,0.25,0.801907112598551,0.926816514439847,0.12544451922639666,0.16666666666666666,0.3585181289774671,1.0,0.16531532851259395,0.5,0.7266455372766869,0.7870248576380526,0.058662865883654866
32,371,698,5795,0.25,0.7973940931600273,0.9300211542232896,0.12759832452420664,0.1690308509457033,0.3697168268241245,1.0,0.16812313381130767,0.4917806826705698,0.7239742816794256,0.7870248576380526,0.060714770370013035
33,378,685,5799,0.25,0.7812086978257444,0.9300211542232896,0.1312280155953278,0.1889822365046136,0.3998931345401085,1.0,0.16482250053682848,0.4917806826705698,0.7253821175698788,0.7870248576380526,0.05879919070903952
34,381,576,5803,0.25,0.7901293946184258,0.9300211542232896,0.13702293534028007,0.19245008972987526,0.3900735131353711,1.0,0.1727366138096284,0.4917806826705698,0.7238366810289297,0.7870248576380526,0.06245807206396307
35,378,582,5808,0.25,0.7834716755237922,0.9300211542232896,0.13528603045017867,0.19245008972987526,0.4013525159566063,1.0,0.16770750963042055,0.4917806826705698,0.7234529547831188,0.7875563518302608,0.06603843723746786
36,377,618,5812,0.25,0.7838460192231235,0.9300211542232896,0.13008693243652902,0.19245008972987526,0.4012638842299136,1.0,0.16493832738513126,0.4917806826705698,0.7240102688249215,0.7875563518302608,0.06959178354962327
37,360,571,5815,0.25,0.7924405926397449,0.9300211542232896,0.12652272918391655,0.1889822365046136,0.38975203245142986,1.0,0.16426540119729083,0.4917806826705698,0.7268525157588193,0.7875563518302608,0.06855067661766218
