
OPTIMIZING FINAL MODEL ON WHOLE DATASET

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for target column 0_Pam50
Features before filter: 20203
Features after any na, zero variance, and anova filters: 18133
Features active in view: 18133

CREATING INNER FOLDS

RUNNING GENETIC ALGORITHM
Generations completed = 344
Generations completed = 708
   	     	         	        	      Pam50 random forest balanced accuracy      	                     leanness                    
   	     	         	        	-------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min   	avg     	max     	std         	min      	avg      	max	std      
0  	500  	9075     	9075    	0.1751	0.436962	0.57897 	0.0735423   	0.0196078	0.0834468	1  	0.136437 
1  	373  	5512     	9290    	0.1751	0.445249	0.596746	0.0926896   	0.0172414	0.122607 	1  	0.177842 
2  	366  	3338     	9497    	0.2   	0.468058	0.604687	0.0941334   	0.0140845	0.135173 	1  	0.201399 
3  	338  	2514     	9707    	0.2   	0.472701	0.614876	0.107687    	0.0136986	0.168921 	1  	0.241416 
4  	364  	1742     	9886    	0.2   	0.473777	0.625581	0.119663    	0.0136986	0.206834 	1  	0.279324 
5  	358  	1431     	10107   	0.2   	0.457895	0.633189	0.13807     	0.0133333	0.273246 	1  	0.325731 
6  	347  	1100     	10278   	0.2   	0.429046	0.665131	0.158287    	0.0135135	0.375329 	1  	0.383674 
7  	349  	1009     	10462   	0.2   	0.380023	0.665131	0.169617    	0.0135135	0.520473 	1  	0.414699 
8  	325  	780      	10658   	0.2   	0.310405	0.665131	0.162844    	0.0135135	0.718897 	1  	0.393591 
9  	324  	656      	10850   	0.2   	0.210781	0.665131	0.0636077   	0.0384615	0.975422 	1  	0.138796 
10 	302  	465      	11012   	0.2   	0.209872	0.665131	0.0622796   	0.0384615	0.978811 	1  	0.131485 
11 	313  	514      	11197   	0.2   	0.212875	0.665131	0.0710014   	0.0384615	0.972507 	1  	0.148959 
12 	312  	516      	11386   	0.2   	0.213499	0.665131	0.0722474   	0.0384615	0.971007 	1  	0.152411 
13 	281  	462      	11554   	0.2   	0.2135  	0.665131	0.0722522   	0.0384615	0.971007 	1  	0.152411 
14 	296  	496      	11694   	0.2   	0.214428	0.665131	0.0749995   	0.0384615	0.969112 	1  	0.157831 
15 	313  	479      	11859   	0.2   	0.213553	0.665131	0.0725757   	0.0384615	0.971129 	1  	0.151706 
16 	305  	478      	12006   	0.2   	0.214021	0.665131	0.0746436   	0.0384615	0.970662 	1  	0.154009 
17 	304  	511      	12137   	0.2   	0.215825	0.665131	0.0795701   	0.0384615	0.967112 	1  	0.163245 
18 	297  	472      	12271   	0.2   	0.217309	0.665131	0.0828623   	0.0384615	0.963922 	1  	0.170418 
