0_ABCA3,0_ABHD3,0_AHNAK2,0_AKAP7,0_AKR1C3,0_BTG3,0_CHMP4C,0_CPNE5,0_CUEDC1,0_DCAF12L2,0_DPP9,0_DYNLRB1,0_EFNB2,0_EIF4ENIF1,0_ERGIC1,0_F8,0_FAM136A,0_FRRS1,0_GNAI1,0_GPIHBP1,0_GPR63,0_GRK6,0_HSD17B6,0_HSPA8,0_IL11RA,0_IL18R1,0_ITGA3,0_JPH2,0_KHDRBS3,0_LAMB1,0_LRRC28,0_LRRC61,0_MED4,0_MID1,0_NAV1,0_NDUFA4L2,0_NDUFAF1,0_NEIL1,0_PCDHGA12,0_PDCL3,0_PGAM1,0_PPP2R3C,0_RBM17,0_RCC1,0_RNF19B,0_RRP15,0_S100A1,0_SEC31A,0_SF1,0_SLC16A4,0_SLC3A1,0_SPOCK2,0_STK39,0_STX4,0_TARDBP,0_TBC1D1,0_TBC1D9B,0_TBL3,0_TEK,0_TIGD1,0_TPST1,0_TRDMT1,0_TSHR,0_UBE2L3,0_UBE2N,0_UBE2Z,0_UPK1B,0_UTP3,0_VIPR2,0_ZC3HAV1,0_ZFPM2,0_ZFX,0_ZNF280D,0_ZNF512
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
