gen,0_AAAS,0_AASDH,0_ABAT,0_ABCA4,0_ABCB6,0_ABHD11,0_ABHD14B,0_ACAA2,0_ACAD9,0_ACADL,0_ACAT2,0_ACTN3,0_ADAR,0_AFTPH,0_AKR1A1,0_AKR1C3,0_ALAS1,0_ALB,0_ALG8,0_ALG9,0_ALKBH2,0_ALOX5,0_AMPD2,0_ANK3,0_ANXA11,0_ANXA3,0_ANXA5,0_AOAH,0_AP2A1,0_AP2B1,0_AP3B1,0_APBB3,0_API5,0_APOD,0_APOO,0_APP,0_ARAF,0_ARHGEF35,0_ARHGEF5,0_ARID5A,0_ARL6,0_ARPC3,0_ASRGL1,0_ATF7IP2,0_ATP2B3,0_ATP2C1,0_ATP6AP2,0_ATP6V1G1,0_ATXN7L3,0_AUH,0_AWAT2,0_B4GALNT1,0_B9D2,0_BAG1,0_BAP1,0_BCL2,0_BCL2L1,0_BCL2L10,0_BCL2L12,0_BEX1,0_BGN,0_BICD2,0_BIK,0_BIRC5,0_BLOC1S3,0_BLZF1,0_BPNT1,0_BRD3,0_BST2,0_BTF3L4,0_BTN2A1,0_BTN3A1,0_BTN3A3,0_BYSL,0_C11orf45,0_C12orf57,0_C18orf32,0_C1orf174,0_C1orf226,0_C2orf88,0_C3orf14,0_C3orf18,0_C4BPA,0_C5orf34,0_C5orf46,0_C6orf118,0_C9orf40,0_CAB39,0_CACNA1C,0_CACYBP,0_CAD,0_CALHM2,0_CAPN1,0_CARD11,0_CARD8,0_CASP10,0_CASP9,0_CAV2,0_CBR4,0_CBX1,0_CCDC152,0_CCDC25,0_CCDC68,0_CCDC77,0_CCDC89,0_CCDC90B,0_CCDC91,0_CCDC96,0_CCM2,0_CCNA2,0_CDH1,0_CDK17,0_CDK5RAP3,0_CDKL5,0_CDYL,0_CENPA,0_CEP55,0_CEP72,0_CES2,0_CFHR5,0_CFI,0_CHAC1,0_CHDH,0_CHI3L2,0_CHMP1B,0_CHST12,0_CMAS,0_CMC1,0_CMTM3,0_CMTM4,0_CNTNAP1,0_COBLL1,0_COG1,0_COIL,0_COMMD3,0_COMT,0_COMTD1,0_COPS2,0_COX19,0_CP,0_CPE,0_CPNE1,0_CPNE8,0_CRISPLD2,0_CROT,0_CRYZL1,0_CSRNP3,0_CTNNA1,0_CTSH,0_CTTNBP2,0_CUTC,0_CYB5D2,0_CYCS,0_CYFIP1,0_CYFIP2,0_CYGB,0_DACT2,0_DBI,0_DCAF12L1,0_DCAF12L2,0_DCLK1,0_DCLK3,0_DCP1A,0_DCP1B,0_DDB2,0_DDHD2,0_DDIT4,0_DDR1,0_DDX42,0_DDX58,0_DECR1,0_DEDD,0_DEPDC1,0_DERL2,0_DFFA,0_DHX16,0_DIAPH1,0_DLG2,0_DMXL1,0_DNA2,0_DNAJB1,0_DNAJB7,0_DNAJC12,0_DNAL1,0_DNASE1L3,0_DNMT3A,0_DNMT3B,0_DNMT3L,0_DPH1,0_DPY30,0_DPYS,0_DTNBP1,0_DUSP16,0_DUSP23,0_DYRK4,0_EBPL,0_ECM2,0_EDN1,0_EEA1,0_EEF1G,0_EFHC2,0_EFTUD2,0_EGFL7,0_EIF3B,0_EIF3E,0_EIF4EBP1,0_ELF4,0_ELOVL7,0_EMX1,0_ENGASE,0_ENHO,0_ENO1,0_ENO2,0_ENPP3,0_ENPP5,0_ENTPD1,0_ENTPD2,0_EPS8,0_EPSTI1,0_ERBB4,0_ERCC5,0_ERCC6L,0_ERGIC3,0_ERLIN1,0_ERN2,0_ESRP1,0_ETFDH,0_FABP7,0_FADS1,0_FAF2,0_FAM126A,0_FAM20A,0_FAM47E,0_FAM53A,0_FAM81A,0_FAM83H,0_FASTKD5,0_FBXO21,0_FBXO5,0_FBXW7,0_FCHO1,0_FECH,0_FGB,0_FGF2,0_FGF9,0_FGG,0_FH,0_FIGN,0_FKBP10,0_FKBP7,0_FKTN,0_FLAD1,0_FLNB,0_FLOT1,0_FLRT3,0_FOXJ2,0_FPR2,0_FRRS1,0_FXYD3,0_G3BP1,0_G3BP2,0_G6PC,0_GABARAPL1,0_GABPA,0_GABPB1,0_GALNT5,0_GANAB,0_GAS1,0_GATAD2B,0_GBGT1,0_GBP1,0_GBP5,0_GC,0_GDA,0_GEMIN6,0_GGH,0_GHITM,0_GIMAP2,0_GLI2,0_GLMN,0_GLRX2,0_GLUD2,0_GMFG,0_GMIP,0_GMPR,0_GNAT1,0_GNRH1,0_GOLM1,0_GORASP2,0_GOT1,0_GPR107,0_GPR132,0_GPR143,0_GPRC5D,0_GPRIN1,0_GRAMD1B,0_GRHL1,0_GRK5,0_GSTK1,0_GSTO2,0_GTPBP2,0_GTPBP3,0_GUSB,0_GYS1,0_H6PD,0_HAUS1,0_HAX1,0_HDAC1,0_HIBCH,0_HINT1,0_HINT2,0_HINT3,0_HIP1R,0_HMGA2,0_HMGB2,0_HMGCL,0_HMOX1,0_HNRNPA1,0_HNRNPC,0_HOXC13,0_HP1BP3,0_HPN,0_HPR,0_HSD17B12,0_HSD17B6,0_HSDL2,0_HSPA13,0_HSPA6,0_HYI,0_IDH3A,0_IER5,0_IGF1R,0_IL4I1,0_IMPA1,0_IMPACT,0_ING1,0_IP6K1,0_IRF7,0_ISG15,0_ISG20L2,0_ISYNA1,0_ITFG1,0_ITIH1,0_ITIH3,0_JAKMIP2,0_JARID2,0_JPH2,0_JUP,0_KAT5,0_KCND1,0_KCNJ2,0_KCNK6,0_KCTD16,0_KIAA1328,0_KIF18A,0_KIF21B,0_KIF4A,0_KIF4B,0_KISS1R,0_KLC4,0_KLF5,0_KLHDC2,0_KLRB1,0_KRT19,0_L2HGDH,0_LAGE3,0_LAMP1,0_LAYN,0_LBP,0_LDLRAD2,0_LGI4,0_LGR6,0_LMAN2,0_LNX1,0_LPAR2,0_LPCAT1,0_LPIN3,0_LRBA,0_LRCH2,0_LRG1,0_LRPAP1,0_LRRC3B,0_LRRC45,0_LSM6,0_MACF1,0_MAGEA4,0_MAGED2,0_MAGEE1,0_MAGI2,0_MAGOHB,0_MAML1,0_MAP3K9,0_MAPK11,0_MAPK12,0_MAPK13,0_MAPK8IP3,0_MARCKS,0_MATK,0_MAVS,0_MAZ,0_MCM7,0_MCPH1,0_MDM4,0_MEP1A,0_MFSD1,0_MFSD6,0_MIA2,0_MIS12,0_MLX,0_MME,0_MMGT1,0_MON1B,0_MPPE1,0_MPV17L,0_MRPL4,0_MRPL9,0_MRPS15,0_MSTO1,0_MT1E,0_MTDH,0_MTG1,0_MTOR,0_MYB,0_MYEF2,0_MYO10,0_MYO5B,0_MYO9A,0_N4BP3,0_NAAA,0_NAALAD2,0_NARS2,0_NAT10,0_NBEA,0_NCSTN,0_NDUFA4L2,0_NDUFAF2,0_NDUFB2,0_NDUFS4,0_NDUFV1,0_NEDD1,0_NFX1,0_NGEF,0_NHLRC2,0_NIT1,0_NKX2-2,0_NLGN1,0_NME1,0_NME1-NME2,0_NME7,0_NOL3,0_NOP2,0_NOP56,0_NOTCH3,0_NPM1,0_NR3C1,0_NRG2,0_NRSN2,0_NSFL1C,0_NT5DC2,0_NTRK3,0_NUDT16L1,0_OAS2,0_OCLN,0_ODF2,0_OGFOD1,0_ORM1,0_OTUD1,0_P2RX4,0_P4HA3,0_PABPC1,0_PADI1,0_PAIP2,0_PARP16,0_PATZ1,0_PAX9,0_PCBP3,0_PCCB,0_PCDHGA1,0_PCDHGC3,0_PCGF3,0_PCK1,0_PCYOX1L,0_PDCD1,0_PDCD11,0_PDCD5,0_PDE10A,0_PDGFC,0_PDHA1,0_PDIA5,0_PDLIM1,0_PELI1,0_PELI2,0_PEX12,0_PEX19,0_PFDN2,0_PFDN5,0_PGLYRP2,0_PGPEP1,0_PHYH,0_PIGR,0_PIP5K1A,0_PIP5K1C,0_PIR,0_PITPNM2,0_PJA1,0_PKP4,0_PLA2G5,0_PLCE1,0_PLCG2,0_PLCL1,0_PLCXD1,0_PLD6,0_PLEC,0_PLEKHG3,0_PLEKHJ1,0_PLK1,0_PLK3,0_PLOD2,0_PLRG1,0_PLTP,0_PML,0_PMPCB,0_PNCK,0_PNPLA8,0_PODNL1,0_POLA2,0_POLD3,0_POMP,0_POU2F1,0_POU2F2,0_POU3F3,0_PPCS,0_PPFIBP2,0_PPIL4,0_PPP1R12A,0_PPP2R2B,0_PPP2R2D,0_PPP2R5A,0_PPP3R2,0_PPRC1,0_PQBP1,0_PRCC,0_PRDX3,0_PREX2,0_PRICKLE4,0_PRKAR1B,0_PRKCSH,0_PRPF4B,0_PRR15L,0_PRRT3,0_PRTN3,0_PSENEN,0_PSMA1,0_PSMA4,0_PSMA6,0_PSMC2,0_PSMC3,0_PSMD12,0_PSMD13,0_PSMD3,0_PTGES2,0_PTGIS,0_PTGR1,0_PTMS,0_PTPN12,0_PTPRE,0_PYCR1,0_QSER1,0_RAB11FIP4,0_RAB23,0_RAB3D,0_RAB9B,0_RAD54L,0_RALA,0_RALBP1,0_RANBP2,0_RAPGEF3,0_RARB,0_RBBP4,0_RBL2,0_RBM22,0_RBM45,0_RBMX2,0_RCN1,0_REC8,0_RELL1,0_REN,0_RER1,0_REST,0_RFC2,0_RFX7,0_RGPD6,0_RGS1,0_RIC3,0_RIPK1,0_RIT1,0_RNASEH2B,0_RNASET2,0_RNF111,0_RNF123,0_RNF130,0_RNF149,0_RNF17,0_RNF180,0_RNF181,0_RPA4,0_RPAP2,0_RPGR,0_RPL10A,0_RPL27A,0_RPL35,0_RPL7,0_RPLP0,0_RPP38,0_RPS14,0_RPS15,0_RPS20,0_RPS27A,0_RPS5,0_RPS6KA2,0_RPS6KB1,0_RUFY2,0_RUNX1,0_S100A11,0_S100PBP,0_SART3,0_SCIN,0_SDC4,0_SDCCAG8,0_SDHA,0_SEC14L2,0_SEC24B,0_SEMA3A,0_SEMA4B,0_SEMA4D,0_SENP7,0_SERPINA4,0_SERPINB6,0_SERPINC1,0_SGMS1,0_SGSM1,0_SH2B3,0_SH2D4A,0_SH3BP2,0_SH3D19,0_SH3GLB1,0_SH3PXD2B,0_SH3RF1,0_SHISA5,0_SHMT2,0_SHROOM2,0_SIKE1,0_SIRPA,0_SIRT5,0_SKA1,0_SLC15A4,0_SLC16A7,0_SLC17A4,0_SLC1A4,0_SLC1A5,0_SLC29A2,0_SLC2A9,0_SLC35F2,0_SLC46A2,0_SLC7A5,0_SLC9A2,0_SLC9A9,0_SMAP1,0_SMARCA2,0_SMARCC2,0_SMOX,0_SMYD3,0_SNF8,0_SNRNP27,0_SNRNP40,0_SNRNP48,0_SNRPA1,0_SNRPB2,0_SNX12,0_SNX15,0_SOCS5,0_SOCS6,0_SP2,0_SPAG5,0_SPAST,0_SPOCK2,0_SPRYD3,0_SRPX2,0_SSC5D,0_ST3GAL1,0_STEAP3,0_STK38,0_STOML2,0_STRADA,0_STRADB,0_STRBP,0_STT3A,0_STX18,0_STX3,0_SUDS3,0_SUMO2,0_SUOX,0_SYCP3,0_SYNGR3,0_SYNJ2,0_SYNJ2BP,0_SYNRG,0_TACC2,0_TAF12,0_TAP2,0_TBCE,0_TC2N,0_TCEA3,0_TCERG1,0_TDRD3,0_TERF2IP,0_TFDP2,0_THBS1,0_THRA,0_TIPRL,0_TJP2,0_TLE2,0_TM2D1,0_TMBIM6,0_TMCC3,0_TMCO1,0_TMED2,0_TMEM115,0_TMEM116,0_TMEM132E,0_TMEM14A,0_TMEM192,0_TMEM70,0_TMPPE,0_TNFRSF1B,0_TNFRSF21,0_TNFRSF6B,0_TNPO2,0_TOPORS,0_TPD52L2,0_TPPP,0_TPT1,0_TPX2,0_TRAF3IP2,0_TRAFD1,0_TRAK1,0_TRIM4,0_TRIM44,0_TRIM69,0_TRIP11,0_TRMT5,0_TSHR,0_TSPAN1,0_TSPYL1,0_TST,0_TTC19,0_TTK,0_TTLL3,0_TXNDC5,0_UBB,0_UBC,0_UBE2C,0_UBE2Z,0_UBR4,0_UBXN6,0_UBXN8,0_UFC1,0_UFSP2,0_UGGT1,0_UGT1A6,0_UGT8,0_UNC93B1,0_UPK3B,0_UROC1,0_VEZT,0_VKORC1,0_VPS18,0_VPS35,0_VRK2,0_VTI1A,0_WDR90,0_WLS,0_WT1,0_XK,0_XKR9,0_XRN2,0_YWHAB,0_ZBTB4,0_ZC3HC1,0_ZCCHC17,0_ZDHHC15,0_ZDHHC17,0_ZFC3H1,0_ZFP91,0_ZFPM2,0_ZIC1,0_ZNF134,0_ZNF382,0_ZNF384,0_ZNF436,0_ZNF503,0_ZNF532,0_ZNF549,0_ZNF677
0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,43,0,0,0,0,0,0,0,54,0,0,0,98,172,0,0,0,0,99,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,222,0,120,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,211,0,203,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,72,0,0,58,0,0,0,0,0,0,15,0,84,35,39,125,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,179,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,142,0,0,112,0,0,58,0,0,0,0,0,33,0,48,0,0,0,0,117,0,0,0,0,0,0,0,0,0,31,41,201,112,0,0,0,0,0,0,0,0,201,0,0,0,29,0,0,61,0,0,0,180,0,42,0,0,0,0,3,100,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,166,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,148,0,149,0,0,0,186,0,0,0,207,156,235,0,0,0,86,0,0,0,0,0,0,0,0,0,152,0,0,200,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,76,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,72,0,0,276,0,0,198,0,0,0,0,0,0,0,0,0,0,0,119,0,0,158,0,0,0,0,0,0,0,200,0,0,0,110,0,0,290,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,73,0,0,28,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,202,162,0,0,0,10,0,0,0,0,115,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,50,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,153,171,0,0,0,0,0,0,0,20,106,149,164,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0
100,0,2,0,11,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,205,0,0,0,0,6,5,0,2,1,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,7,1,2,0,0,0,6,0,2,0,11,0,0,0,0,0,4,1,25,2,358,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,10,1,0,2,0,0,42,6,0,0,1,0,2,4,4,0,0,0,0,0,1,75,31,351,2,2,0,0,0,0,16,1,0,0,0,2,10,0,0,2,2,0,1,1,0,0,0,0,0,0,2,0,0,386,1,0,2,0,0,10,0,130,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,15,0,3,0,1,12,0,8,0,0,0,0,0,0,1,0,112,2,0,1,0,6,1,285,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,6,0,0,1,1,0,28,0,0,0,0,6,0,0,0,1,97,0,166,45,0,1,1,0,0,0,0,3,0,0,0,0,59,0,0,36,0,0,0,0,1,0,0,0,0,0,0,0,79,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,15,0,1,3,2,2,1,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,1,1,341,1,0,0,0,0,0,0,0,15,101,0,0,1,0,1,0,1,0,0,0,1,3,1,0,0,5,0,9,0,0,0,1,336,4,63,1,0,0,0,0,0,0,357,0,218,0,0,1,40,1,1,3,0,3,0,0,0,0,208,2,0,115,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,120,0,0,1,0,0,8,0,0,3,0,0,1,34,1,0,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,51,5,1,0,0,2,0,2,1,21,0,10,7,2,2,3,1,0,0,1,1,0,2,0,1,0,0,0,0,0,38,5,2,0,1,0,0,0,159,0,1,0,0,3,0,420,0,2,0,0,1,1,2,0,0,3,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,6,176,0,0,2,0,0,0,1,5,0,12,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,0,4,0,0,2,0,1,0,0,0,0,0,0,0,6,16,8,0,6,0,0,367,0,2,0,0,2,1,0,405,1,1,0,0,2,0,0,0,14,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,116,0,2,1,0,0,0,1,0,0,0,0,0,0,0,53,0,1,0,2,1,0,0,0,12,403,0,1,1,0,0,1,0,0,0,0,4,3,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,12,0,0,1,0,0,3,0,0,2,35,0,0,0,0,0,0,0,0,9,387,1,0,3,1,0,0,2,0,0,0,3,0,1,0,0,0,2,1,1,259,0,1,0,0,4,0,7,0,6,0,0,0,1,0,0,8,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,0,25,0,0,0,0,0,0,1,0,1,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,98,0,1,0,1,2,1,1,0,15,5,0,1,0,0,1,8,0,0,1,2,0,8,0,0,2,0,0,0,1,2
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,41,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,287,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,370,0,0,0,0,3,0,3,1,0,0,0,1,0,1,0,0,230,0,1,0,0,0,0,11,0,2,0,0,2,424,0,1,0,0,0,0,0,165,2,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,11,5,0,0,0,2,25,0,334,0,0,0,0,1,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,56,0,50,0,0,0,1,0,2,0,0,2,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,221,0,0,0,0,1,175,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,308,0,1,1,0,0,3,0,1,1,0,4,1,0,0,0,1,0,0,15,0,0,0,0,2,0,0,0,0,1,1,0,0,326,0,60,0,0,0,0,0,1,0,390,0,274,0,0,0,1,7,0,0,2,0,8,0,0,0,174,51,1,81,0,0,3,1,0,0,0,5,0,0,0,3,0,0,0,61,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,4,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,106,1,0,97,0,0,0,424,2,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,2,1,0,0,0,14,0,0,1,0,218,1,0,0,1,0,0,0,1,0,0,0,1,2,0,0,4,0,0,1,1,1,0,1,0,0,3,0,10,1,0,1,0,0,0,0,3,1,3,0,0,36,0,0,0,2,1,394,1,0,3,1,0,0,0,348,0,0,1,1,0,1,0,0,0,0,3,163,0,0,1,6,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,7,3,0,0,1,0,0,313,0,0,0,0,1,0,0,3,0,1,0,0,0,1,286,0,0,0,0,0,0,0,0,1,414,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,0,68,0,0,0,3,0,0,0,0,125,10,0,0,2,0,264,0,0,1,0,0,0,0,0,0,0,394,0,0,0,1,0,7,0,1,0,3,1,1,0,0,1,1,0,0,0,320,0,0,0,0,7,56,3,0,2,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,9,2,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,7,0,0,23,0,1,0
300,0,0,0,0,0,4,0,0,0,0,0,3,0,9,3,0,0,0,0,0,0,4,0,18,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,6,0,0,1,0,0,0,1,0,43,0,0,0,0,0,0,2,0,378,0,0,0,1,0,0,4,0,1,0,75,0,0,0,0,0,294,0,0,0,0,1,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,20,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,303,1,0,0,5,0,0,69,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,32,0,6,0,0,0,3,0,0,0,1,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,4,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,55,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,1,0,0,0,46,2,0,0,0,1,0,0,0,341,0,62,0,0,1,0,3,0,122,405,0,275,0,1,0,0,0,0,0,0,0,0,0,7,0,261,29,0,186,0,1,0,0,1,0,6,2,1,0,0,0,0,0,0,9,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,3,62,0,0,23,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,12,15,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,76,0,0,237,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,0,0,0,298,0,1,0,1,39,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,407,0,0,0,0,0,0,1,241,0,1,0,4,1,1,0,1,0,0,0,351,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,54,0,2,0,1,1,0,316,0,0,0,1,0,0,0,0,0,0,8,0,0,0,322,0,0,0,68,0,0,0,0,0,426,0,0,0,0,39,0,1,1,2,0,0,0,0,0,0,0,8,0,0,1,3,0,2,0,47,0,1,0,0,0,0,0,0,157,73,0,0,0,1,325,0,0,0,5,0,0,0,0,0,0,214,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,1,4,5,142,3,0,0,1,0,0,0,54,0,0,0,0,0,0,2,0,2,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,2,6,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,25,0,1,0,1,1,3,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,10,0,0,81,0,0,0
