gen,0_AAGAB,0_ABAT,0_ABCA4,0_ABCB6,0_ABCC3,0_ABCD1,0_ABCE1,0_ABHD10,0_ABLIM3,0_ACAA1,0_ACAD8,0_ACADL,0_ACADS,0_ACAP1,0_ACAT1,0_ACBD5,0_ACOT2,0_ACTN3,0_ACTR2,0_ADAM33,0_ADAR,0_ADH5,0_ADK,0_ADPRH,0_AEBP1,0_AFAP1,0_AFP,0_AFTPH,0_AGL,0_AGTRAP,0_AHI1,0_AK2,0_AK7,0_AKAP9,0_ALDH1A2,0_ALDH1L1,0_ALDH1L2,0_ALG13,0_ALG9,0_ALOX5,0_ANAPC5,0_ANAPC7,0_ANK3,0_ANLN,0_ANXA4,0_ANXA5,0_ANXA7,0_AP1G1,0_AP2B1,0_AP3M2,0_APBB3,0_API5,0_APLP2,0_APOBEC3D,0_APOBEC3G,0_APOL2,0_APTX,0_ARHGEF16,0_ARHGEF2,0_ARPC2,0_ASAH1,0_ASF1B,0_ATG16L1,0_ATM,0_ATP2C1,0_ATP6V1A,0_ATP6V1B1,0_ATP6V1D,0_ATP6V1G1,0_ATP6V1H,0_ATP8A1,0_ATRN,0_ATXN7L3,0_AUP1,0_AWAT2,0_B3GALNT2,0_B9D2,0_BACH1,0_BAG1,0_BAMBI,0_BAP1,0_BATF2,0_BCL2L11,0_BCL7A,0_BCL7B,0_BDH1,0_BDH2,0_BEX2,0_BIK,0_BIRC3,0_BIRC5,0_BLM,0_BLOC1S3,0_BLZF1,0_BNIP3,0_BPNT1,0_BRCA1,0_BRD3,0_BSG,0_BTBD1,0_BTF3,0_BTF3L4,0_BTN2A1,0_C17orf97,0_C1D,0_C1orf116,0_C1orf226,0_C2orf49,0_C3orf14,0_C3orf18,0_C4orf19,0_C5orf24,0_CA13,0_CAD,0_CAMK4,0_CANX,0_CAPN1,0_CAPZB,0_CARD11,0_CARHSP1,0_CASP9,0_CBLB,0_CBX3,0_CCDC68,0_CCDC89,0_CCL4,0_CCNB2,0_CCNY,0_CCR6,0_CCT6B,0_CD200,0_CD2BP2,0_CD44,0_CD53,0_CD74,0_CDC27,0_CDC37L1,0_CDCA7L,0_CDH2,0_CDK18,0_CDK4,0_CDK7,0_CDKN1A,0_CDKN2C,0_CDS2,0_CEBPB,0_CEP55,0_CES2,0_CHCHD3,0_CHCHD6,0_CHDH,0_CHI3L2,0_CHPF2,0_CHRD,0_CHRDL1,0_CHRNB1,0_CHST12,0_CHUK,0_CISH,0_CLDN4,0_CLDN8,0_CLEC11A,0_CLEC4D,0_CLK2,0_CLK4,0_CLN5,0_CLPTM1L,0_CMPK1,0_CNST,0_CNTN2,0_CNTNAP1,0_COG1,0_COL13A1,0_COL18A1,0_COL1A1,0_COL1A2,0_COL6A2,0_COMT,0_COMTD1,0_COPA,0_COPS2,0_CORO1C,0_COX6A1,0_CP,0_CPNE1,0_CRHBP,0_CRISP3,0_CRISPLD2,0_CROT,0_CRTC2,0_CRYL1,0_CSF1R,0_CSPG4,0_CTAGE1,0_CTBP2,0_CTSF,0_CTSH,0_CTTNBP2,0_CUEDC1,0_CUTC,0_CYP1B1,0_CYP2S1,0_DBI,0_DBNDD2,0_DCHS1,0_DCPS,0_DCTN5,0_DDAH1,0_DENR,0_DEPDC1,0_DEPDC1B,0_DERL1,0_DGCR8,0_DGKA,0_DHRS7,0_DLAT,0_DMP1,0_DNAJB7,0_DNAJC12,0_DNAJC25,0_DNAL4,0_DNASE1L3,0_DNMT3B,0_DOK1,0_DPP9,0_DPYSL3,0_DSN1,0_DTNBP1,0_DTYMK,0_DUSP14,0_DUSP19,0_DUSP7,0_DUSP8,0_DYNC2LI1,0_DYRK4,0_EDAR,0_EFHC2,0_EFS,0_EHBP1L1,0_EIF3E,0_EIF3H,0_EIF4EBP1,0_EIF5,0_ELF3,0_ELMOD2,0_ENAH,0_ENO1,0_ENPP3,0_ENPP4,0_ENTPD1,0_ENTPD2,0_ENY2,0_EPHA3,0_EPHB2,0_ERBB4,0_ERCC3,0_ERGIC1,0_ESPL1,0_ESRP1,0_ESRRA,0_ETFDH,0_EXOSC1,0_EXTL3,0_EZR,0_F2,0_FAAH,0_FABP3,0_FABP7,0_FAM160A1,0_FAM172A,0_FAM47E,0_FAM53A,0_FAM89A,0_FANCL,0_FAR2,0_FBL,0_FBXL2,0_FBXO28,0_FCAR,0_FCHO1,0_FCRL1,0_FER,0_FGFR4,0_FGG,0_FIGN,0_FKBP5,0_FLNA,0_FLNB,0_FLOT1,0_FLRT3,0_FNBP1L,0_FRK,0_FSTL3,0_FUCA2,0_FXR1,0_FXYD2,0_GABPA,0_GALK1,0_GALNT2,0_GALT,0_GANAB,0_GAPDH,0_GBA,0_GCC1,0_GCK,0_GCLC,0_GDI1,0_GGA3,0_GGT6,0_GLMN,0_GLOD5,0_GMFB,0_GMFG,0_GMPR,0_GNB4,0_GOLGA4,0_GORAB,0_GPC4,0_GPHN,0_GPR143,0_GPR176,0_GPR63,0_GPX4,0_GRAMD1B,0_GRAMD1C,0_GREM2,0_GSPT1,0_GSR,0_GSTO2,0_GTF2B,0_GTF2H1,0_GTPBP8,0_GTSF1,0_GUF1,0_H6PD,0_HADH,0_HAPLN3,0_HCFC1,0_HDHD2,0_HEBP2,0_HECTD2,0_HEXIM1,0_HINT1,0_HIRA,0_HK1,0_HLA-DRB1,0_HMGA2,0_HMGCL,0_HMGCR,0_HMGN1,0_HNRNPA2B1,0_HNRNPAB,0_HNRNPH1,0_HOXC13,0_HP,0_HPR,0_HSD17B3,0_HSD17B6,0_HSD17B7,0_HSD17B8,0_HSD3B7,0_HSPA8,0_HTR3B,0_HTRA3,0_IDH3B,0_IER3,0_IER3IP1,0_IFNGR2,0_IKBKE,0_IL18R1,0_IL20RA,0_IL23A,0_ILDR1,0_IMPA2,0_INO80D,0_IRAK3,0_IRF1,0_IRF9,0_ITIH1,0_ITSN1,0_IWS1,0_JARID2,0_JPH2,0_KCND1,0_KCNJ15,0_KCNK6,0_KCTD10,0_KCTD16,0_KDM2A,0_KDSR,0_KIAA1614,0_KIAA1671,0_KIF18A,0_KIF1B,0_KIF20A,0_KIF7,0_KLC2,0_KLC4,0_KLF5,0_KLHL20,0_KLHL36,0_KNTC1,0_KRT4,0_KRT7,0_KTN1,0_L2HGDH,0_LACTB2,0_LARS2,0_LBP,0_LCA5,0_LGI4,0_LIMD1,0_LIMK1,0_LMNB1,0_LNX1,0_LRBA,0_LRCH2,0_LRFN3,0_LRG1,0_LRP4,0_LRPAP1,0_LRRC57,0_LRRN4CL,0_LRSAM1,0_LSM12,0_LSM14A,0_LSS,0_LYRM4,0_MACC1,0_MAEA,0_MAGEA4,0_MAGEA8,0_MAGI2,0_MAOB,0_MAP1LC3B,0_MAP1LC3B2,0_MAP3K1,0_MAP3K12,0_MAP7D3,0_MAPK12,0_MAPK8IP3,0_MAPKAP1,0_MARK2,0_MAVS,0_MBD4,0_MCM6,0_MCRS1,0_MDM4,0_MED12L,0_MEPCE,0_MERTK,0_MET,0_METAP1,0_MFSD6,0_MGAT3,0_MGST1,0_MGST2,0_MINPP1,0_MIPEP,0_MIS12,0_MKKS,0_MKNK1,0_MKNK2,0_MLPH,0_MME,0_MMGT1,0_MMP14,0_MMP2,0_MN1,0_MOCS2,0_MOGS,0_MORF4L2,0_MPI,0_MPV17L,0_MRPL1,0_MRPL46,0_MRPL55,0_MRPS18B,0_MS4A6A,0_MST1R,0_MT1A,0_MTA3,0_MTCH1,0_MTDH,0_MTMR11,0_MTMR12,0_MTSS1,0_MYOCD,0_NAA16,0_NAALADL1,0_NAGK,0_NAIP,0_NASP,0_NBEA,0_NCAPG2,0_NCKAP5L,0_NCSTN,0_NDUFA10,0_NDUFA4L2,0_NDUFAF1,0_NDUFS2,0_NEDD4L,0_NEK3,0_NEUROD1,0_NF2,0_NFE2,0_NFKBIE,0_NGEF,0_NKIRAS1,0_NKX2-2,0_NKX3-2,0_NME7,0_NMNAT3,0_NMUR1,0_NOL11,0_NOL7,0_NOP2,0_NOS1AP,0_NOXO1,0_NR1D2,0_NR3C1,0_NR3C2,0_NR4A1,0_NRG2,0_NT5E,0_NTN1,0_NTRK3,0_NUDT14,0_NUDT16L1,0_NUDT22,0_NUP35,0_NXF3,0_NXPH2,0_OLFML1,0_ONECUT2,0_OTP,0_P4HA1,0_P4HA3,0_PABPC1,0_PABPN1,0_PADI1,0_PAG1,0_PAICS,0_PAIP2,0_PANK2,0_PARD6A,0_PARP16,0_PARVA,0_PAX9,0_PCBP3,0_PCDHB7,0_PCDHGA1,0_PCDHGA12,0_PCDHGB5,0_PCDHGC3,0_PCGF3,0_PCID2,0_PCK1,0_PCNA,0_PDCD1,0_PDCD7,0_PDCL2,0_PDE12,0_PDHA1,0_PDIA6,0_PDK1,0_PDK2,0_PDLIM1,0_PDLIM2,0_PDZRN3,0_PEA15,0_PEBP1,0_PECR,0_PELI1,0_PELO,0_PEPD,0_PER3,0_PFDN2,0_PFDN6,0_PFKM,0_PGLYRP2,0_PHB,0_PHF8,0_PHLPP1,0_PIGR,0_PIK3C3,0_PIK3R2,0_PILRB,0_PIP5K1A,0_PITPNM2,0_PKP4,0_PLA2G5,0_PLAU,0_PLEC,0_PLEKHB2,0_PLEKHJ1,0_PLIN2,0_PLK1,0_PLK2,0_PLOD2,0_PMPCB,0_PNCK,0_PNPLA8,0_POC5,0_POLA2,0_POLG2,0_POU2F1,0_POU2F2,0_POU5F1,0_PPARA,0_PPFIBP2,0_PPIE,0_PPIL3,0_PPIL4,0_PPIP5K1,0_PPM1E,0_PPME1,0_PPP1R7,0_PPP1R9A,0_PPP2CB,0_PPP2R1B,0_PPP2R2C,0_PPP3R1,0_PPP3R2,0_PPP5C,0_PPT1,0_PRDX2,0_PRICKLE4,0_PRKAB1,0_PRKCB,0_PRKCD,0_PROS1,0_PRR15L,0_PSMA6,0_PSMC2,0_PSMD12,0_PSMD3,0_PSMF1,0_PTGES2,0_PTHLH,0_PTPN2,0_PTPN22,0_PTPN23,0_PTPN9,0_PTPRJ,0_PUS1,0_PUS10,0_PXDN,0_PXMP4,0_PYCR1,0_PZP,0_RAB25,0_RAB31,0_RAB9A,0_RAB9B,0_RABIF,0_RACGAP1,0_RAD1,0_RAD51,0_RALBP1,0_RALGAPB,0_RANBP3L,0_RASAL1,0_RASD2,0_RASGRF1,0_RBM14,0_RBM22,0_RBM25,0_RBM28,0_RBM38,0_RBM39,0_RBMX2,0_RCC1,0_RCN1,0_RELL1,0_REM1,0_RENBP,0_RFC2,0_RFC3,0_RFC5,0_RFFL,0_RGMA,0_RHOT1,0_RIC3,0_RIN3,0_RIOK1,0_RNASET2,0_RNF181,0_RNPEP,0_RPIA,0_RPL12,0_RPL13,0_RPL5,0_RPP30,0_RPS17,0_RPS18,0_RPS4X,0_RPUSD2,0_RRP1B,0_RUNX1,0_RUSC1,0_S100A1,0_S100A10,0_S100A11,0_SAE1,0_SAP30BP,0_SCARB1,0_SCGB1D2,0_SCIN,0_SCLT1,0_SDC4,0_SDF4,0_SDHD,0_SDR39U1,0_SEMA3A,0_SENP8,0_SERPINA3,0_SERPINB6,0_SESTD1,0_SETDB2,0_SFXN2,0_SGTA,0_SH2B3,0_SH3BP2,0_SHMT2,0_SIK2,0_SIKE1,0_SIRPA,0_SIX5,0_SLC13A5,0_SLC16A3,0_SLC26A6,0_SLC29A3,0_SLC2A5,0_SLC2A9,0_SLC30A9,0_SLC38A6,0_SLC39A9,0_SLC41A3,0_SLC43A2,0_SLC4A1AP,0_SLC4A2,0_SLC6A12,0_SLC9A2,0_SLC9A6,0_SLMAP,0_SMAD2,0_SMARCA2,0_SMPD3,0_SNN,0_SNRNP27,0_SNRNP70,0_SNX10,0_SNX15,0_SNX29,0_SOCS3,0_SOCS6,0_SPAG5,0_SPARC,0_SPAST,0_SPATA18,0_SPOCK2,0_SPTA1,0_SPTBN1,0_SPTY2D1,0_SRCAP,0_SRPX2,0_SSC5D,0_SSR1,0_STAM,0_STARD13,0_STARD7,0_STAT4,0_STEAP3,0_STIM2,0_STOM,0_STOML2,0_SUCLG1,0_SYNGR1,0_SYNGR3,0_SYTL1,0_TAF9B,0_TBC1D14,0_TBC1D4,0_TCERG1,0_TCF12,0_TCP11L1,0_TCTN1,0_TDG,0_TDRD3,0_TES,0_TGFB1,0_TGM2,0_THOC7,0_TMBIM1,0_TMCO1,0_TMEM132E,0_TMEM139,0_TMEM165,0_TMEM176A,0_TMEM176B,0_TMEM184C,0_TMEM33,0_TMEM72,0_TMLHE,0_TMPRSS2,0_TNFAIP8L3,0_TNFRSF18,0_TNFRSF6B,0_TNFSF13B,0_TNFSF4,0_TOP2A,0_TOPBP1,0_TPM2,0_TPM4,0_TPPP,0_TPRN,0_TPST1,0_TPT1,0_TRAF3IP2,0_TREM1,0_TRIM17,0_TRIM35,0_TRMT5,0_TRMT61B,0_TSEN34,0_TSHR,0_TSHZ3,0_TSKU,0_TSPYL1,0_TTC4,0_TUBA1A,0_TUBB6,0_TUSC1,0_TXNDC5,0_UBA7,0_UBE2G2,0_UBE3C,0_UBXN11,0_UBXN6,0_UCK1,0_UCP2,0_UCP3,0_UGT1A6,0_UNC5B,0_UNC93B1,0_UPB1,0_UPK3B,0_UQCRC2,0_UROC1,0_USP15,0_USP2,0_USP39,0_USP45,0_UTP6,0_VAC14,0_VEZF1,0_VGLL4,0_VPS37C,0_VPS41,0_VRK2,0_VTI1A,0_VTI1B,0_WDR17,0_WDR33,0_WDR48,0_WDR61,0_WIPF1,0_XKR9,0_XPNPEP1,0_XPO5,0_ZBTB12,0_ZBTB17,0_ZBTB42,0_ZDHHC15,0_ZIC1,0_ZMYND8,0_ZNF133,0_ZNF134,0_ZNF219,0_ZNF251,0_ZNF280D,0_ZNF304,0_ZNF384,0_ZNF433,0_ZNF443,0_ZNF503,0_ZNF512,0_ZNF549,0_ZNF689,0_ZNF763,0_ZRANB2,0_ZXDB
0,0,0,71,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,57,0,0,0,0,73,0,73,0,0,0,0,0,0,0,86,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,196,0,0,0,0,0,204,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,81,0,0,0,0,0,0,62,73,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,7,0,166,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,8,0,0,78,8,0,0,41,0,0,0,0,0,0,0,0,0,143,11,87,0,0,0,0,0,0,0,0,0,45,0,0,86,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,106,56,61,0,0,0,196,0,0,69,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,232,0,0,0,0,0,76,0,0,0,100,0,239,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,104,64,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,196,0,31,0,0,0,0,285,0,0,51,0,0,131,0,0,0,101,0,0,0,0,0,0,0,14,0,0,0,0,0,278,0,0,0,0,0,88,0,0,0,0,0,28,0,275,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,223,0,0,0,0,0,44,0,0,0,0,0,24,102,0,0,0,0,0,0,60,0,0,0,0,0,27,0,0,0,0,156,0,0,0,0,218,0,0,0,180,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,49,0,170,0,0,0,0,0,183,0,0,0,0,0,0,0,91,0,0,84,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,138,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,34,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,51,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,44,0,0,0,0,0,0,83,0,177,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,83,171,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,50,0,313,0,0,0,0,0,0,0,0,40,87,0,0,0,0,0,0,0,0,0,0,64,53,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,138,0,68,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,282,0,80,0,202,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,118,0,0,263,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,3,145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,1,111,1,6,0,0,0,0,0,0,0,126,0,4,0,1,0,0,2,0,0,0,0,7,9,0,0,0,1,1,0,2,0,1,1,0,0,0,45,0,1,0,1,0,1,0,0,87,0,0,3,0,0,1,0,0,6,0,0,0,4,2,2,0,0,0,0,0,0,1,0,1,3,0,0,0,3,1,0,0,0,1,46,2,0,0,0,0,0,0,0,360,0,0,1,0,1,1,0,0,3,0,6,1,4,0,0,0,0,0,0,0,161,0,0,163,0,0,0,0,14,0,0,2,0,7,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,21,0,0,0,1,4,2,0,0,2,1,2,2,1,0,2,1,0,0,0,0,0,2,162,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,0,0,1,2,173,0,0,0,0,0,0,0,1,0,13,0,4,1,0,0,2,0,0,0,1,0,25,36,1,0,0,0,0,2,115,0,1,44,2,0,0,0,0,0,122,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,174,0,0,0,0,0,191,0,2,0,0,32,225,0,1,0,1,1,0,0,0,0,0,6,0,0,0,0,0,22,339,0,0,0,2,0,0,1,0,0,0,0,52,0,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,31,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,17,0,0,0,35,42,0,3,0,1,3,44,0,1,0,3,1,331,0,1,0,1,0,0,2,0,0,1,2,87,0,0,2,0,3,442,0,1,1,0,10,146,0,0,0,58,0,0,0,101,1,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,39,0,1,3,0,0,0,0,0,0,3,0,0,0,178,0,0,0,1,0,3,0,1,0,1,0,0,0,2,0,4,0,0,0,5,0,0,0,0,0,0,1,0,1,0,147,0,0,2,0,380,0,0,80,221,0,14,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,84,0,0,1,0,3,38,1,148,2,2,5,2,0,1,2,0,0,0,74,0,0,1,0,2,0,0,0,0,0,0,1,18,0,0,0,0,350,11,0,0,0,1,0,0,1,1,0,2,2,2,0,0,3,0,0,0,0,0,0,0,0,1,8,3,1,0,0,13,0,0,1,0,0,0,0,260,7,0,0,2,0,0,1,1,0,1,1,0,6,1,1,0,0,0,0,0,0,13,1,0,32,2,0,0,0,0,0,1,0,0,20,0,0,0,9,0,0,0,0,0,0,0,1,0,0,4,0,0,0,6,3,0,0,0,0,1,0,3,0,0,0,0,0,0,8,0,0,0,1,158,0,0,0,373,1,0,2,0,0,1,0,0,6,0,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,426,0,1,0,1,7,0,0,0,4,0,15,1,326,0,0,0,0,11,0,3,0,0,0,1,0,1,0,0,1,1,1,1,2,0,1,2,0,0,9,0,436,0,0,0,0,0,0,3,1,156,1,14,0,0,0,16,7,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,4,0,1,5,0,3,0,0,0,1,2,1,4,0,144,11,0,0,0,2,0,0,0,0,2,0,0,0,0,96,0,0,0,3,0,0,2,0,0,0,1,0,1,0,0,0,0,3,0,4,0,0,12,1,0,0,0,0,440,0,4,1,0,1,0,0,0,1,0,0,0,1,0,1,1,2,0,0,6,0,2,2,452,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,0,1,0,0,0,14
200,0,0,154,6,2,0,1,0,56,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,29,0,0,1,0,0,0,1,0,0,213,0,26,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,14,0,0,0,0,0,0,6,1,25,0,0,2,1,2,0,0,39,0,0,2,0,0,0,0,3,0,0,130,4,0,0,45,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,385,27,4,0,0,0,0,2,1,0,34,0,1,0,0,0,2,0,0,0,0,130,4,0,264,1,4,1,0,1,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,13,1,0,0,39,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,50,0,0,1,0,1,0,2,0,1,0,0,4,0,1,0,0,0,0,0,0,1,135,14,1,0,0,1,1,0,273,1,0,4,0,0,0,0,14,0,29,0,0,0,1,0,0,1,1,0,5,0,2,0,0,1,0,0,1,0,0,0,2,0,0,2,239,0,0,1,2,0,267,0,0,0,4,0,142,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,265,0,0,1,0,0,0,0,1,0,0,4,16,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,12,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,4,2,1,0,0,1,22,0,0,0,33,8,0,0,5,0,1,29,1,0,0,0,0,393,8,0,28,0,0,4,0,0,0,0,0,73,0,1,0,15,5,456,0,0,0,0,0,216,0,3,0,0,0,0,0,21,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,236,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2,0,0,6,0,0,0,14,0,87,1,1,13,0,344,0,0,54,136,0,0,0,0,1,0,0,0,1,1,0,0,16,0,1,1,0,0,0,0,0,0,0,1,32,0,0,0,1,0,13,0,212,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,0,0,5,0,6,0,302,39,0,2,0,0,0,2,0,0,0,2,0,0,1,0,3,0,0,13,0,0,1,1,1,0,0,0,0,5,1,0,0,0,0,0,2,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,9,0,0,0,1,1,0,6,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,2,1,2,0,0,0,0,1,1,0,0,229,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,1,0,0,444,0,0,1,0,0,1,0,1,0,8,0,0,323,0,0,0,0,5,1,1,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,446,0,0,0,1,0,0,3,0,256,0,2,0,5,0,181,0,0,272,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,1,235,15,0,0,0,0,1,0,0,0,1,1,2,0,0,56,1,0,0,0,0,0,0,0,0,3,0,0,0,1,7,1,0,12,0,0,0,0,34,0,1,0,0,0,457,2,3,0,0,0,3,0,0,66,0,0,1,0,0,0,0,1,0,36,0,0,0,0,444,0,2,15,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,222
