gen,0_AARSD1,0_ABCA1,0_ABCA4,0_ABHD14B,0_ACAA1,0_ACADL,0_ACAT2,0_ACBD6,0_ACTG1,0_ACTN1,0_ACTR3B,0_ADA,0_ADAM33,0_ADAMTS9,0_ADCY6,0_AGL,0_AGTRAP,0_AHDC1,0_AHI1,0_AHNAK2,0_AIMP2,0_AKAP9,0_AKR1C1,0_AKR1E2,0_ALDH1L2,0_ALG13,0_ALG9,0_ALKBH1,0_ALKBH7,0_ALOX15,0_ALOX5,0_AMFR,0_ANAPC2,0_ANAPC5,0_ANGPTL1,0_ANK2,0_ANK3,0_ANKRD11,0_ANLN,0_ANO10,0_ANXA1,0_ANXA3,0_ANXA5,0_ANXA6,0_AP1AR,0_AP1G1,0_AP3B1,0_AP4M1,0_APCS,0_APEH,0_APLP2,0_APOL2,0_AQP1,0_ARAP1,0_ARFGEF2,0_ARFIP1,0_ARHGAP12,0_ARHGAP24,0_ARHGAP6,0_ARHGEF16,0_ARHGEF5,0_ARMC10,0_ARPC3,0_ARPC5,0_ARSB,0_ASAH1,0_ASF1B,0_ATG16L1,0_ATM,0_ATP1B1,0_ATP2B2,0_ATP2B3,0_ATP6V1B1,0_ATP7B,0_ATP8A1,0_ATPAF1,0_ATXN7L3,0_AUH,0_AURKB,0_AUTS2,0_AZIN1,0_B4GALNT1,0_B4GALT2,0_B4GALT3,0_BAG1,0_BAP1,0_BAZ1A,0_BBX,0_BCAP29,0_BCAR1,0_BCAR3,0_BCAS3,0_BCL7A,0_BEX2,0_BGN,0_BIK,0_BIRC3,0_BLOC1S3,0_BRF1,0_BRI3BP,0_BRPF1,0_BUB3,0_BYSL,0_C17orf75,0_C1D,0_C1orf116,0_C1orf162,0_C1orf194,0_C1orf54,0_C2CD2L,0_C3orf14,0_C9orf78,0_CAB39L,0_CACNA1H,0_CANT1,0_CAP2,0_CARD11,0_CASP1,0_CASP2,0_CASP9,0_CBLB,0_CBLC,0_CBR1,0_CBWD5,0_CBX1,0_CBX3,0_CBX4,0_CBX5,0_CBX7,0_CCDC102A,0_CCDC102B,0_CCDC134,0_CCDC25,0_CCDC57,0_CCDC68,0_CCDC86,0_CCDC88C,0_CCM2,0_CCNB1,0_CCNDBP1,0_CCNH,0_CCT6B,0_CD81,0_CD86,0_CDC14A,0_CDC45,0_CDC73,0_CDH16,0_CDK1,0_CDK18,0_CDK5RAP3,0_CDKN2AIPNL,0_CDKN2C,0_CDT1,0_CENPV,0_CES2,0_CFI,0_CHD1L,0_CHI3L2,0_CHMP1B,0_CHMP4C,0_CHRD,0_CHRNB1,0_CHST11,0_CHST12,0_CIDEB,0_CLCC1,0_CLDN7,0_CLEC4D,0_CLIC3,0_CLPTM1L,0_CLPX,0_CMTM1,0_CMTM4,0_CNNM1,0_CNTNAP1,0_COBLL1,0_COIL,0_COL13A1,0_COL4A3,0_COL6A2,0_COMMD8,0_COPA,0_COPS3,0_COQ4,0_COQ7,0_COX10,0_COX4I1,0_COX8A,0_CPB2,0_CPE,0_CPNE1,0_CPNE5,0_CRAT,0_CREBBP,0_CRHBP,0_CRIP1,0_CRISP3,0_CRISPLD2,0_CRP,0_CRTC1,0_CRYL1,0_CSGALNACT2,0_CSPG5,0_CSTF2,0_CTCF,0_CTDSPL,0_CTNNA2,0_CTNNBL1,0_CTSZ,0_CTTNBP2,0_CUEDC1,0_CUX1,0_CXCL12,0_CXXC5,0_CYFIP2,0_CYP1B1,0_DAPK3,0_DBI,0_DCP2,0_DCUN1D3,0_DDIT4,0_DDX41,0_DEK,0_DENND4C,0_DEPDC1,0_DEPDC1B,0_DERL1,0_DERL2,0_DGKA,0_DHX29,0_DIAPH1,0_DKC1,0_DLG2,0_DLX5,0_DMXL1,0_DNAJA1,0_DNAJA2,0_DNAJB1,0_DNAJB7,0_DNASE1L3,0_DNMT3A,0_DNMT3B,0_DPY30,0_DPYS,0_DSG2,0_DTX4,0_DTYMK,0_DUOXA1,0_DUSP10,0_DUSP14,0_DUSP23,0_ECHDC3,0_ECM2,0_EDN1,0_EDNRB,0_EEF1D,0_EEF1E1,0_EEF2,0_EFNA1,0_EGFL7,0_EIF3E,0_EIF3H,0_EIF4EBP1,0_EIF5,0_ELK1,0_ENDOD1,0_ENGASE,0_ENHO,0_ENPP3,0_ENPP5,0_EP300,0_EPHA7,0_EPS15L1,0_EPSTI1,0_ERCC1,0_ERCC3,0_ERI3,0_EVI5L,0_EZR,0_F2,0_FABP3,0_FAM104A,0_FAM199X,0_FAM20A,0_FAM47E,0_FARSA,0_FAS,0_FBXL2,0_FGB,0_FGF2,0_FGG,0_FH,0_FKBP10,0_FKBP7,0_FLRT3,0_FLVCR2,0_FNTA,0_FRAT1,0_FSD1L,0_FTSJ1,0_FXYD3,0_G3BP1,0_GALK1,0_GALNT7,0_GART,0_GAS1,0_GAS2L1,0_GATAD2A,0_GBA,0_GBGT1,0_GBP1,0_GBP3,0_GBP4,0_GBP5,0_GC,0_GCC1,0_GDF15,0_GEMIN6,0_GFER,0_GGCX,0_GGTA1,0_GIMAP2,0_GLB1L,0_GLG1,0_GLIPR1,0_GLIPR2,0_GLIS3,0_GLMN,0_GLT8D2,0_GMFB,0_GMPR,0_GNAI2,0_GNE,0_GNL3,0_GOLT1B,0_GORAB,0_GOT2,0_GPR143,0_GPR183,0_GPRC5C,0_GRAMD1B,0_GRAMD1C,0_GRB10,0_GRB7,0_GREM2,0_GRHL1,0_GRIN2D,0_GSK3B,0_GSTA4,0_GSTK1,0_GTF2E2,0_GTF3C6,0_GTPBP10,0_GUF1,0_GUK1,0_H6PD,0_HADHA,0_HAGH,0_HAPLN3,0_HCFC1,0_HEBP2,0_HELQ,0_HERPUD1,0_HGF,0_HGSNAT,0_HIBCH,0_HINT1,0_HINT3,0_HKDC1,0_HM13,0_HMGA2,0_HMGCR,0_HMOX2,0_HNRNPA3,0_HOXA4,0_HP,0_HP1BP3,0_HPCAL1,0_HPR,0_HPS5,0_HSD17B11,0_HSD17B6,0_HSD17B7,0_HSP90B1,0_HSPA12A,0_HSPB2,0_HUS1,0_HYI,0_ICA1,0_ICAM1,0_IER3,0_IFNB1,0_IFNG,0_IFT20,0_IFT74,0_IKBKE,0_IKZF2,0_IL10,0_IL18R1,0_ILDR1,0_INTS8,0_IRF2BP2,0_ISCU,0_ISYNA1,0_ITGB3BP,0_IVD,0_JAKMIP2,0_JAZF1,0_JPH2,0_KAT5,0_KCMF1,0_KCNK1,0_KCTD13,0_KCTD16,0_KDM2A,0_KDM3B,0_KDM6B,0_KHDRBS1,0_KHDRBS3,0_KIAA1522,0_KIF11,0_KIF18A,0_KIF21A,0_KIF21B,0_KIF2A,0_KIF4A,0_KIF7,0_KIFAP3,0_KISS1R,0_KLC4,0_KLF16,0_KLF5,0_KLHL36,0_KLHL8,0_KLRB1,0_KMO,0_KRT7,0_LAGE3,0_LASP1,0_LBR,0_LCA5,0_LDHD,0_LEFTY2,0_LEMD2,0_LGALS8,0_LGI4,0_LGR5,0_LGR6,0_LIMD1,0_LMAN2L,0_LMCD1,0_LMO7,0_LNX1,0_LRCH2,0_LRFN3,0_LRIG3,0_LRP4,0_LRP5,0_LRRN4CL,0_LSS,0_LXN,0_LYPD5,0_LYPLAL1,0_MACC1,0_MAGEA4,0_MAGEA8,0_MAGEE1,0_MAML3,0_MAN2A1,0_MAP2K7,0_MAPK11,0_MAPK12,0_MAPKAP1,0_MARCKS,0_MAX,0_MCM6,0_MDFIC,0_MDH2,0_MEGF8,0_MEGF9,0_MEP1A,0_MERTK,0_METTL7B,0_MFN1,0_MFNG,0_MFSD8,0_MGST2,0_MIA2,0_MINPP1,0_MIS12,0_MKKS,0_MKNK1,0_MKNK2,0_MKRN2,0_MLH1,0_MMP2,0_MON1B,0_MORC3,0_MPV17L,0_MPZL1,0_MRM1,0_MRPL24,0_MRPL46,0_MRPL9,0_MRPS15,0_MRPS2,0_MSN,0_MSRA,0_MSTO1,0_MT1A,0_MT1E,0_MTA2,0_MTHFD1,0_MYC,0_MYD88,0_MYEF2,0_MYO1B,0_MYO5B,0_MYOF,0_N4BP1,0_NAA35,0_NAAA,0_NBEA,0_NCAPG2,0_NCK1,0_NCKAP1L,0_NCKAP5L,0_NCOA6,0_NDUFA4,0_NDUFA4L2,0_NDUFS2,0_NEK1,0_NEUROD1,0_NFAT5,0_NFE2L1,0_NGEF,0_NKTR,0_NLRX1,0_NME7,0_NMT1,0_NNMT,0_NOMO3,0_NOP2,0_NOP58,0_NPLOC4,0_NPR3,0_NPTN,0_NR5A2,0_NTN1,0_NTRK3,0_NUDT5,0_NUMB,0_OGT,0_ONECUT2,0_OPA1,0_OPTN,0_ORM1,0_OSBPL1A,0_OXER1,0_P2RX4,0_P4HA3,0_PADI1,0_PAFAH2,0_PAICS,0_PANK2,0_PATZ1,0_PAX5,0_PAX9,0_PBXIP1,0_PCBP3,0_PCCB,0_PCDHGA1,0_PCDHGB5,0_PCGF3,0_PCID2,0_PCK1,0_PCNA,0_PCYT2,0_PDCD2L,0_PDCD6IP,0_PDHA1,0_PDIA5,0_PDK1,0_PDPK1,0_PDZD11,0_PEX3,0_PGLYRP2,0_PHC1,0_PHF5A,0_PHF8,0_PHIP,0_PHLDB2,0_PI4KA,0_PIGR,0_PIK3C3,0_PIK3R1,0_PILRB,0_PIP5K1A,0_PKIB,0_PLA2G5,0_PLD2,0_PLEKHA2,0_PLEKHA7,0_PLK3,0_PLS1,0_PLXDC2,0_PNPLA3,0_POC1A,0_POF1B,0_PON2,0_POP5,0_POU5F1,0_PPAT,0_PPCS,0_PPIB,0_PPIL4,0_PPM1G,0_PPP1R13B,0_PPP3R1,0_PPP5C,0_PPT1,0_PQBP1,0_PRCC,0_PRDM1,0_PRDM11,0_PRDM4,0_PRDX2,0_PRDX5,0_PRKAR1B,0_PRKCI,0_PRKCSH,0_PRR15L,0_PSMA1,0_PSMA4,0_PSMA6,0_PSMB4,0_PSMD3,0_PSMD4,0_PSMD8,0_PTGFRN,0_PTGIS,0_PTMA,0_PTMS,0_PTPN22,0_PTPN3,0_PTPRE,0_PTPRJ,0_PTPRU,0_PXDN,0_PXMP4,0_PYCR1,0_PYGL,0_PZP,0_QRICH1,0_RAB14,0_RAB9A,0_RABGGTA,0_RABIF,0_RAC2,0_RAD50,0_RAD51,0_RAPGEF3,0_RASAL1,0_RASD2,0_RASEF,0_RASGRF1,0_RASSF1,0_RASSF4,0_RBM17,0_RBM26,0_RBM38,0_RBM47,0_RBMX,0_RBMX2,0_RCC1,0_RCC2,0_RCCD1,0_RCOR3,0_RECQL4,0_RENBP,0_RFK,0_RFX7,0_RGMA,0_RIC3,0_RIC8A,0_RILPL1,0_RIOK1,0_RIPK1,0_RNASET2,0_RNF113A,0_RNF149,0_RNF38,0_ROBO2,0_RPL13A,0_RPL28,0_RPL36,0_RPS10,0_RPS16,0_RPS17,0_RPS4X,0_RPS6KA2,0_RPS6KB2,0_RPS7,0_RRAGD,0_RUFY2,0_RUNX1,0_RUSC1,0_S100PBP,0_S1PR2,0_SAMD4A,0_SAMD9L,0_SAR1A,0_SARDH,0_SCAP,0_SCARB1,0_SCD,0_SCGB1D2,0_SCIN,0_SDR16C5,0_SEC14L2,0_SECISBP2,0_SECISBP2L,0_SEMA3A,0_SENP2,0_SERPINA3,0_SERPINA4,0_SERPINB5,0_SERPINC1,0_SERPINF2,0_SERTAD2,0_SETD3,0_SEZ6L2,0_SFT2D2,0_SFXN2,0_SFXN3,0_SFXN4,0_SGSM1,0_SGTA,0_SH3BP5L,0_SH3GL1,0_SH3GLB1,0_SIK3,0_SIPA1L1,0_SLC10A3,0_SLC12A2,0_SLC12A9,0_SLC13A5,0_SLC16A1,0_SLC16A10,0_SLC25A13,0_SLC25A5,0_SLC26A2,0_SLC26A6,0_SLC29A2,0_SLC30A9,0_SLC31A1,0_SLC35B4,0_SLC35F2,0_SLC38A10,0_SLC39A9,0_SLC44A3,0_SLC4A10,0_SLC6A2,0_SLC7A5,0_SLC9A2,0_SMARCA2,0_SMOX,0_SMPD3,0_SMTN,0_SNAI1,0_SNF8,0_SNRNP48,0_SNRPA1,0_SOCS3,0_SOD1,0_SOX30,0_SPAG16,0_SPAG5,0_SPARC,0_SPOCK2,0_SPTY2D1,0_SREBF2,0_SRP19,0_SRP54,0_SRPX2,0_ST3GAL1,0_ST6GALNAC6,0_ST8SIA3,0_STARD7,0_STAT4,0_STC1,0_STK38,0_STRADB,0_STUB1,0_STX10,0_STX3,0_SUB1,0_SUCLG1,0_SUCLG2,0_SUDS3,0_SUFU,0_SUMO2,0_SUMO3,0_SUMO4,0_SUSD2,0_SYNGR1,0_SYNGR2,0_SYNGR3,0_SYNJ2BP,0_SYNRG,0_SYTL1,0_TADA2B,0_TAF13,0_TAP2,0_TAX1BP3,0_TBC1D13,0_TBCE,0_TCEA3,0_TCERG1,0_TCP11L1,0_TCTN1,0_TF,0_THAP3,0_THG1L,0_THOC7,0_THUMPD2,0_TIAM1,0_TIPRL,0_TJP2,0_TLE1,0_TLE2,0_TMBIM1,0_TMBIM6,0_TMED9,0_TMEM132E,0_TMEM176A,0_TMEM184C,0_TMEM192,0_TMEM70,0_TMEM87B,0_TMPO,0_TMPPE,0_TMPRSS2,0_TMX4,0_TNFSF13B,0_TNIP2,0_TNKS1BP1,0_TOM1,0_TOP2A,0_TPCN2,0_TPD52L2,0_TPM3,0_TPP2,0_TPPP,0_TPX2,0_TRAP1,0_TREM1,0_TRIM17,0_TRIM35,0_TRIM4,0_TRIM65,0_TRIO,0_TRMT5,0_TSEN15,0_TSPAN1,0_TTC27,0_TTC9C,0_TUBA1A,0_TUBA1B,0_TUSC3,0_TYMP,0_UBA2,0_UBA7,0_UBAP1,0_UBB,0_UBE2C,0_UBE2D2,0_UBE2D3,0_UBE2E3,0_UBE2F,0_UBE2H,0_UBE2L6,0_UBE3B,0_UBE3C,0_UBXN6,0_UFC1,0_UFSP2,0_UNC93B1,0_UPK3B,0_USP13,0_USP2,0_USP45,0_USP48,0_UTP3,0_VAMP1,0_VAPB,0_VEZT,0_VPS37B,0_VPS4A,0_VTI1A,0_WDFY1,0_WDR17,0_WDR24,0_WDR41,0_WDR54,0_WLS,0_WWP1,0_XAF1,0_XIAP,0_XK,0_XKR9,0_XPO1,0_YBX1,0_YWHAG,0_YWHAZ,0_ZBTB12,0_ZBTB17,0_ZC3H14,0_ZC3H18,0_ZC3HC1,0_ZCCHC24,0_ZCCHC8,0_ZDHHC17,0_ZDHHC21,0_ZDHHC3,0_ZDHHC6,0_ZFAND2A,0_ZFAND5,0_ZFPM2,0_ZFYVE1,0_ZIC1,0_ZMYM4,0_ZNF143,0_ZNF251,0_ZNF280C,0_ZNF304,0_ZNF318,0_ZNF37A,0_ZNF382,0_ZNF436,0_ZNF579,0_ZNF689,0_ZNF7,0_ZNF84,0_ZNF853,0_ZSCAN2
0,0,0,0,0,0,142,0,0,0,0,0,0,81,0,0,0,0,0,0,2,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,39,183,22,0,26,0,0,0,0,50,0,6,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,172,0,0,0,0,0,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,45,0,20,0,0,0,0,65,0,0,0,0,0,0,0,52,0,0,0,0,43,38,0,0,176,188,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,27,0,0,0,0,0,0,0,58,0,24,0,0,0,0,0,143,0,0,0,0,0,0,0,33,113,102,0,0,0,0,0,0,0,0,0,0,53,0,0,26,0,0,0,0,91,218,0,0,0,0,163,0,0,36,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,122,29,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,171,0,0,0,0,138,0,0,68,0,194,228,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,105,0,0,0,0,0,0,0,123,0,0,0,0,169,0,14,0,0,0,125,0,89,0,0,0,0,0,0,0,97,0,0,37,60,58,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,134,235,0,0,135,0,0,0,148,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,110,0,0,0,0,0,0,0,275,0,0,83,0,0,0,0,0,0,0,0,0,0,185,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,50,0,0,0,0,0,0,0,83,0,0,0,0,29,79,0,12,0,108,29,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,82,0,155,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,149,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,68,0,0,0,88,0,0,0,93,48,53,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,123,0,0,0,0,0,0,146,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,148,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,37,115,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,83,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,121,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9,1,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,0,0,0,0,2,0,0,393,0,1,0,0,0,0,0,0,0,0,0,0,0,70,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,249,1,1,0,57,1,17,1,1,0,0,159,0,0,0,0,0,0,0,0,0,1,0,66,1,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,250,0,0,0,0,0,0,1,0,0,8,0,0,0,1,1,0,0,0,2,2,0,0,1,0,0,0,4,0,1,0,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,3,0,0,0,0,1,9,0,20,0,0,86,0,0,1,0,0,0,0,0,0,0,0,71,0,0,0,29,161,0,0,0,1,1,1,0,0,1,2,2,0,0,0,7,1,0,0,0,1,0,3,10,1,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,63,1,0,2,0,16,0,0,13,0,0,0,0,7,0,0,0,30,1,0,0,3,0,0,0,81,9,4,5,0,0,0,3,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,4,13,0,1,1,0,0,1,3,1,0,4,70,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,103,0,0,87,0,0,0,0,2,0,0,0,1,1,0,16,11,0,0,0,1,0,0,5,0,1,0,0,2,0,1,0,3,2,0,0,0,0,0,1,0,2,0,68,0,1,0,0,457,2,0,0,11,0,213,0,1,1,0,0,6,154,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,1,0,1,0,0,1,0,195,1,2,10,0,0,4,0,372,0,0,1,0,3,0,0,1,3,1,292,0,205,0,0,0,1,0,0,0,55,0,1,0,0,0,0,0,0,1,2,156,2,0,0,0,0,0,0,1,0,0,173,0,0,52,0,0,0,131,0,1,0,2,0,0,0,5,138,2,0,0,0,0,0,0,0,0,0,0,44,0,147,410,0,1,0,11,0,0,1,0,0,0,0,0,3,0,216,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,8,0,24,0,0,2,0,0,10,0,0,0,1,0,0,0,0,0,0,62,0,1,1,0,1,0,0,0,0,0,0,8,0,0,3,0,0,0,2,0,0,0,0,0,0,1,1,0,0,106,0,1,0,6,0,2,3,3,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10,0,3,205,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,4,0,0,0,1,1,0,0,0,0,0,60,0,0,0,13,0,0,0,0,11,0,1,67,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,291,1,1,0,1,1,0,0,0,0,0,0,0,0,0,32,5,0,0,1,3,0,0,0,1,0,0,1,90,6,0,0,0,1,416,1,0,0,0,0,48,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,3,0,0,0,2,0,0,16,0,0,2,75,3,0,0,0,0,2,0,0,3,0,0,6,0,4,1,0,0,28,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,169,0,7,0,1,0,0,4,2,0,4,3,0,8,0,1,0,0,106,6,3,1,5,1,0,0,0,0,66,0,0,3,0,0,0,3,1,0,0,1,6,0,2,3,0,0,1,0,0,0,1,0,0,50,0,0,373,0,0,10,0,0,0,0,357,3,1,0,0,0,0,50,7,0,1,1,1,0,0,0,0,22,0,1,1,1,1,0,0,1,1,0,0,2,0,0,0,17,59,458,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,3,0,10,0,0,0,22,0,50,212,0,0,0,0,0,0,0,1,2,0,0,1,0,0,123,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0
200,1,0,1,4,1,0,1,0,0,1,0,0,0,1,2,0,0,3,1,0,0,0,7,1,395,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,29,0,0,2,0,1,0,371,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,23,0,0,1,3,5,5,0,4,0,0,0,10,0,131,0,0,0,1,0,214,0,0,26,0,1,0,0,2,0,0,0,4,0,0,1,0,1,0,0,0,0,45,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,1,0,6,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,21,0,2,0,1,181,0,0,0,0,0,0,4,0,0,0,1,146,0,0,1,0,74,3,27,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,35,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,19,0,0,6,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,172,0,7,3,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,61,0,0,0,0,23,4,0,151,0,0,1,18,0,0,0,1,0,0,22,0,0,0,0,2,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,7,0,1,0,196,5,1,125,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,6,0,0,0,0,0,1,108,0,0,5,12,458,0,9,0,0,0,161,0,0,0,2,0,0,147,0,0,0,0,0,0,0,0,0,8,1,107,1,0,3,6,1,0,0,0,1,0,0,0,189,12,0,11,0,0,1,0,333,0,0,0,0,0,0,0,0,0,0,417,0,207,4,14,0,0,2,1,3,0,8,0,0,0,0,0,0,1,0,0,146,0,0,0,0,0,0,0,0,1,0,167,1,0,0,0,0,1,0,0,0,1,0,0,0,9,0,142,0,1,2,0,1,0,0,0,0,0,0,0,0,2,418,0,0,0,0,2,10,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,44,144,10,1,1,0,2,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,4,3,6,0,0,3,0,0,0,0,0,5,0,0,0,2,0,0,0,1,0,27,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,1,0,0,1,0,2,2,0,33,247,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,4,0,0,1,1,0,0,5,1,0,0,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,4,1,9,0,4,1,0,10,0,0,0,0,0,0,0,0,1,0,0,3,0,1,2,0,1,0,0,0,0,0,1,0,0,247,0,0,0,0,0,0,53,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,2,0,441,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,169,0,2,0,0,0,0,0,18,0,0,1,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,152,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,148,1,0,0,0,0,0,1,1,1,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,1,0,1,0,135,0,0,393,1,0,0,0,7,0,0,384,1,0,1,0,0,0,145,0,1,0,0,0,0,0,2,4,0,0,17,0,0,1,1,0,0,1,0,0,1,0,0,0,0,43,459,0,0,1,0,0,0,0,14,0,0,1,0,0,1,1,0,2,0,0,153,1,0,0,161,0,146,50,0,2,0,0,0,3,9,0,0,24,0,0,3,2,111,0,1,1,1,0,3,7,1,0,0,0,0,0,0,1
