gen,0_AAAS,0_AASDH,0_ABCA3,0_ABCA4,0_ABCB7,0_ABHD10,0_ABHD11,0_ACAA1,0_ACADL,0_ACAT1,0_ACE2,0_ACOT1,0_ACOT9,0_ACSL1,0_ACTR3,0_ADAM17,0_ADAM33,0_ADAM8,0_ADAMTSL4,0_ADAR,0_ADM,0_AEBP1,0_AFTPH,0_AGTRAP,0_AK2,0_AK7,0_AKAP9,0_AKTIP,0_ALAD,0_ALAS1,0_ALDH1L2,0_ALG8,0_ALG9,0_ALKBH1,0_AMZ2,0_ANAPC7,0_ANK3,0_ANKRD39,0_ANXA3,0_AP1B1,0_AP3B1,0_AP4S1,0_APBB1,0_APCS,0_AQP1,0_ARFIP1,0_ARHGEF16,0_ARID5A,0_ARL6,0_ARPC5,0_ASB8,0_ASF1B,0_ASRGL1,0_ASS1,0_ATF4,0_ATP1A1,0_ATP1B1,0_ATP2B3,0_ATP2C1,0_ATP6AP1,0_ATP6V1E1,0_ATP6V1F,0_ATP6V1H,0_ATXN2L,0_AURKB,0_AUTS2,0_B3GAT3,0_BAG3,0_BAZ1A,0_BBS4,0_BBX,0_BCKDHA,0_BCL2L10,0_BCL2L2,0_BEX2,0_BIRC3,0_BIRC5,0_BLOC1S3,0_BRCA1,0_BST2,0_BTBD1,0_BUB3,0_C11orf45,0_C11orf54,0_C17orf97,0_C18orf32,0_C1orf116,0_C1orf162,0_C1orf198,0_C1orf54,0_C2orf88,0_C4BPA,0_CALHM2,0_CAMSAP1,0_CAPZA1,0_CARD8,0_CARHSP1,0_CARM1,0_CASK,0_CASP10,0_CASP8,0_CBLC,0_CBX3,0_CBX7,0_CCDC130,0_CCDC134,0_CCDC88C,0_CCDC89,0_CCDC91,0_CCNDBP1,0_CCT5,0_CD276,0_CD47,0_CD53,0_CDC123,0_CDC42SE2,0_CDC45,0_CDH1,0_CDH11,0_CDH2,0_CDK17,0_CDK5RAP3,0_CDKN2AIP,0_CDKN2C,0_CDT1,0_CENPA,0_CENPV,0_CEP55,0_CEP72,0_CFB,0_CHEK2,0_CHMP1B,0_CHMP4C,0_CHRM2,0_CHST15,0_CIDEB,0_CIR1,0_CITED2,0_CLDN4,0_CLDN7,0_CLDN8,0_CLK1,0_CLK3,0_CLK4,0_CLN5,0_CLYBL,0_CMAS,0_CMPK1,0_CMTM3,0_CMTM4,0_CNOT2,0_CNPY2,0_COG8,0_COIL,0_COL1A2,0_COL4A1,0_COMT,0_COX10,0_COX18,0_COX8C,0_CPE,0_CPNE1,0_CPNE5,0_CREB3L1,0_CREB3L4,0_CRISP3,0_CRTC2,0_CRY2,0_CRYL1,0_CRYM,0_CSF1R,0_CSNK1G3,0_CSPG5,0_CSTF3,0_CTAGE1,0_CTNNBL1,0_CTSD,0_CTSZ,0_CUL4B,0_CWC15,0_CYFIP1,0_DAAM2,0_DCBLD2,0_DDIT4,0_DDX11,0_DDX19B,0_DDX47,0_DEDD,0_DEPDC1,0_DERL2,0_DERL3,0_DFFA,0_DGKA,0_DGUOK,0_DKC1,0_DLAT,0_DLG2,0_DLGAP4,0_DNA2,0_DNAJA1,0_DNAJB11,0_DNAJB14,0_DNAJC25,0_DNAL1,0_DNASE1L3,0_DPH5,0_DPM1,0_DPY30,0_DSG2,0_DTNA,0_DUSP14,0_DUSP7,0_DYNC2LI1,0_DZIP3,0_E2F1,0_EAPP,0_EBPL,0_EDAR,0_EIF2S3,0_EIF3B,0_EIF4A3,0_EIF4EBP1,0_EIF4EBP2,0_ELAC1,0_ELMO3,0_EMCN,0_EME1,0_ENDOD1,0_ENPP3,0_ENPP5,0_ENTPD2,0_EPHB2,0_ERCC3,0_ERCC5,0_ESPL1,0_EVI5L,0_EWSR1,0_EXOC6,0_EXOSC1,0_EZH2,0_FABP7,0_FAHD1,0_FAM104B,0_FAM122C,0_FAM171A1,0_FAM172A,0_FAM199X,0_FAM20A,0_FAM53B,0_FANCI,0_FBLL1,0_FBXL14,0_FECH,0_FEN1,0_FGD1,0_FGG,0_FH,0_FKBP5,0_FLOT1,0_FNIP2,0_FNTA,0_FUBP3,0_FXR2,0_FXYD2,0_FXYD3,0_G3BP2,0_G6PC,0_GABPB1,0_GALNT2,0_GALNT7,0_GBP5,0_GDA,0_GGCT,0_GGT6,0_GHITM,0_GLG1,0_GLRX2,0_GMIP,0_GNAI3,0_GNG5,0_GNRH1,0_GOLGA3,0_GOLGA4,0_GOT1,0_GPHN,0_GPRC5C,0_GPT,0_GRAMD1C,0_GRB7,0_GREM2,0_GRHL1,0_GRPEL1,0_GSK3B,0_GSR,0_GSTA1,0_GSTA4,0_GSTK1,0_GSTO2,0_GTF2E2,0_GTF2I,0_GTF3C6,0_GTPBP10,0_GTPBP3,0_GUF1,0_HADHA,0_HAPLN3,0_HAUS1,0_HCRTR1,0_HDAC1,0_HDAC2,0_HDAC3,0_HDGF,0_HEBP2,0_HECTD1,0_HECTD2,0_HEPH,0_HERPUD1,0_HEXIM1,0_HGF,0_HHAT,0_HIBCH,0_HINT2,0_HINT3,0_HIVEP3,0_HK1,0_HMGA2,0_HMGN3,0_HNRNPA3,0_HNRNPAB,0_HNRNPUL2,0_HOXC13,0_HSD17B12,0_HSD17B6,0_HSD17B8,0_HSDL2,0_HSPA6,0_HSPA9,0_HTATSF1,0_ICAM1,0_IDH3A,0_IDH3B,0_IDI1,0_IFNG,0_IFT20,0_IK,0_IKBIP,0_IKBKB,0_ILVBL,0_IMMT,0_IMPA1,0_INPP5B,0_INTS3,0_INTS8,0_INTU,0_ISCA2,0_ISG15,0_ITSN1,0_JKAMP,0_JPH2,0_KATNAL2,0_KCNA5,0_KCTD16,0_KDSR,0_KHSRP,0_KIAA1614,0_KIAA1841,0_KIF18A,0_KIF20A,0_KIF7,0_KIF9,0_KISS1R,0_KLC4,0_KLHL36,0_KLK5,0_KMO,0_KRBA1,0_KRT4,0_KRT8,0_L2HGDH,0_LARS2,0_LDHB,0_LDHD,0_LEFTY2,0_LEMD2,0_LENG9,0_LGI4,0_LIMK2,0_LINS1,0_LMAN2,0_LMBR1,0_LMNB1,0_LMNB2,0_LMO4,0_LOXL2,0_LPCAT1,0_LPIN3,0_LRCH2,0_LRFN3,0_LRP5,0_LRPAP1,0_LRRC45,0_LRRN3,0_LRRN4CL,0_LRSAM1,0_LSM12,0_LSM6,0_LTV1,0_MACC1,0_MACROD2,0_MAF,0_MAGEA4,0_MAGEA8,0_MAGEE1,0_MAOA,0_MAP1LC3B2,0_MAP3K12,0_MAP3K14,0_MAPK8IP3,0_MAZ,0_MBNL1,0_MCM6,0_MCM7,0_MDC1,0_MEP1A,0_MET,0_MFSD6,0_MGAM,0_MGAT1,0_MIS12,0_MLPH,0_MMP2,0_MPV17L,0_MRPL11,0_MRPL16,0_MRPL24,0_MRPL46,0_MRPL49,0_MRPS15,0_MRPS22,0_MRPS35,0_MRPS9,0_MSH6,0_MSTN,0_MSTO1,0_MT1A,0_MTA1,0_MTAP,0_MTM1,0_MTOR,0_MTPAP,0_MTSS1,0_MYO10,0_N4BP1,0_N4BP3,0_NAA16,0_NAAA,0_NAF1,0_NAPSA,0_NASP,0_NCOA7,0_NCSTN,0_NDRG2,0_NDUFA5,0_NDUFAB1,0_NDUFAF1,0_NFE2,0_NFE2L2,0_NFIL3,0_NFS1,0_NFX1,0_NFYB,0_NID2,0_NKX2-2,0_NKX3-2,0_NMB,0_NME1,0_NME2,0_NNT,0_NONO,0_NOS1AP,0_NOTCH1,0_NR5A2,0_NRP2,0_NRSN2,0_NSL1,0_NTRK3,0_NUDT1,0_NUDT10,0_NUDT8,0_NUP62,0_NUS1,0_ODF2,0_OFD1,0_OGDH,0_ONECUT2,0_P2RY11,0_P4HB,0_PABPN1,0_PADI1,0_PAFAH2,0_PAG1,0_PAPOLG,0_PARP16,0_PARP6,0_PARVA,0_PAX9,0_PAXIP1,0_PBX2,0_PCBP3,0_PCCA,0_PCCB,0_PCDHB7,0_PCDHGA1,0_PCYOX1,0_PCYOX1L,0_PDCD10,0_PDCD11,0_PDCD2L,0_PDE10A,0_PDE12,0_PDHA1,0_PDHX,0_PDIA3,0_PDPK1,0_PEA15,0_PEG3,0_PEX3,0_PFN1,0_PGLYRP2,0_PHB,0_PHF12,0_PHF8,0_PHLDB3,0_PIF1,0_PIN1,0_PIN4,0_PKIB,0_PKNOX1,0_PLEKHA2,0_PLEKHA7,0_PLP2,0_PLTP,0_PLXDC1,0_POC5,0_PODNL1,0_POLD3,0_POLR2C,0_POMP,0_POTEE,0_PPA2,0_PPAN-P2RY11,0_PPARA,0_PPCS,0_PPIB,0_PPIL3,0_PPIP5K1,0_PPM1E,0_PPME1,0_PPRC1,0_PQBP1,0_PRC1,0_PREX2,0_PRICKLE4,0_PRKAA2,0_PRKAB1,0_PRPF38B,0_PRR15L,0_PRR16,0_PRTFDC1,0_PSMB1,0_PSMB3,0_PSMB9,0_PSMC5,0_PSMD13,0_PSMD4,0_PTGFRN,0_PTGR2,0_PTMA,0_PTPN2,0_PTPN3,0_PTRH2,0_PXMP4,0_PYCR1,0_QRSL1,0_RAB11FIP1,0_RAB11FIP4,0_RAB13,0_RAB22A,0_RAB32,0_RAB7A,0_RABEPK,0_RABGGTB,0_RABIF,0_RAC2,0_RAD23A,0_RAD50,0_RAD51,0_RAD54L,0_RAD9B,0_RADIL,0_RALGDS,0_RANBP3L,0_RANBP6,0_RASL11A,0_RASSF5,0_RBM15,0_RBM22,0_RBM34,0_RBM4B,0_RC3H1,0_RECQL4,0_REST,0_RFC4,0_RHOA,0_RIC3,0_RIOK1,0_RNASEH2B,0_RNASET2,0_RNF113A,0_RNF14,0_RNF38,0_RNF7,0_RPGR,0_RPIA,0_RPL13,0_RPL13A,0_RPL24,0_RPL28,0_RPL31,0_RPP30,0_RPP38,0_RPS10,0_RPS15A,0_RPS16,0_RPS20,0_RPS7,0_RSPH3,0_RUFY1,0_S100A11,0_SAAL1,0_SAE1,0_SAMM50,0_SARDH,0_SARNP,0_SART3,0_SCARB1,0_SCARF2,0_SCLT1,0_SCML4,0_SCYL3,0_SDC4,0_SDCCAG8,0_SEC24B,0_SEC24D,0_SEMA3A,0_SEMA5A,0_SERPINA3,0_SERPINA4,0_SERPINB5,0_SETD3,0_SFXN3,0_SH3BP2,0_SH3D19,0_SH3RF1,0_SHARPIN,0_SHPK,0_SIK2,0_SIK3,0_SIRPA,0_SIRT5,0_SIX5,0_SLC10A3,0_SLC13A1,0_SLC15A4,0_SLC16A3,0_SLC1A5,0_SLC25A11,0_SLC25A4,0_SLC26A2,0_SLC27A2,0_SLC27A4,0_SLC29A2,0_SLC29A3,0_SLC2A5,0_SLC2A9,0_SLC31A1,0_SLC38A10,0_SLC38A7,0_SLC3A1,0_SLC41A3,0_SLC43A1,0_SLC47A1,0_SLC6A12,0_SLC7A6OS,0_SLK,0_SMARCA5,0_SMOX,0_SNAI1,0_SNF8,0_SNRNP40,0_SNRPA,0_SNRPA1,0_SNX10,0_SNX8,0_SOCS5,0_SOD2,0_SP100,0_SP2,0_SPAG5,0_SPATA13,0_SPTY2D1,0_SRP19,0_SRP54,0_SRPX2,0_SRRM1,0_SSC5D,0_SSR1,0_SSR3,0_SSR4,0_SSX2IP,0_ST8SIA1,0_STAP2,0_STAT3,0_STEAP3,0_STUB1,0_STX4,0_STX6,0_SUB1,0_SUCLG1,0_SUCLG2,0_SUDS3,0_SUMO2,0_SYNCRIP,0_SYNGR3,0_TADA1,0_TADA2B,0_TAP2,0_TAPBP,0_TAPT1,0_TBC1D22A,0_TBCE,0_TCF25,0_TCF3,0_TCIRG1,0_TEKT3,0_TF,0_TFB1M,0_TFE3,0_THAP3,0_THOC1,0_TJP2,0_TLE2,0_TM2D1,0_TMBIM1,0_TMCC3,0_TMEM115,0_TMEM132E,0_TMEM33,0_TMEM59L,0_TMEM88,0_TMEM9B,0_TMPRSS2,0_TNFRSF1B,0_TNFRSF6B,0_TNIP2,0_TNPO2,0_TOM1,0_TOP1MT,0_TPD52L2,0_TPM3,0_TPPP,0_TPX2,0_TRAP1,0_TREM1,0_TRIM25,0_TRIM4,0_TRIM65,0_TRIOBP,0_TRIP10,0_TRMT1,0_TRMT61B,0_TSEN34,0_TSHZ3,0_TSKU,0_TSPYL1,0_TST,0_TTC32,0_TTC9C,0_TXN2,0_TXNRD2,0_UBB,0_UBE2C,0_UBE2E1,0_UBQLN1,0_UBXN6,0_UBXN8,0_UCP2,0_UFC1,0_UPK3B,0_UQCRFS1,0_USP13,0_USP39,0_VAPB,0_VCP,0_VPS18,0_VPS35,0_VPS4A,0_WDR17,0_WDR41,0_WDR48,0_WDR7,0_WT1,0_WWC1,0_XK,0_XRN2,0_YWHAG,0_ZBTB10,0_ZBTB17,0_ZBTB20,0_ZBTB3,0_ZBTB8OS,0_ZCCHC24,0_ZCCHC8,0_ZDHHC15,0_ZDHHC21,0_ZDHHC6,0_ZFP91,0_ZFPM2,0_ZHX2,0_ZIC1,0_ZMYM4,0_ZMYND8,0_ZNF343,0_ZNF433,0_ZNF436,0_ZNF511,0_ZNF7,0_ZNF700,0_ZNF703,0_ZNF768,0_ZRANB2
0,0,0,0,0,0,0,0,0,238,0,121,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,112,0,0,0,0,0,0,54,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,51,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,295,339,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,155,0,0,287,0,0,0,0,85,0,23,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,7,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,348,0,0,0,0,189,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,248,293,0,0,0,0,0,0,0,0,0,0,231,0,416,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,128,0,0,52,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,94,0,0,0,65,0,0,0,0,0,0,242,0,0,0,0,0,0,362,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,107,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,100,164,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0
100,0,0,15,0,0,0,1,0,44,1,60,0,1,0,2,0,0,6,1,0,3,0,1,0,1,0,0,0,0,1,0,0,47,0,1,0,2,0,0,0,0,81,0,0,1,3,0,3,0,2,0,3,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,5,0,1,0,1,0,0,0,0,0,0,253,0,0,0,0,1,1,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,7,0,1,1,198,0,1,0,0,0,0,1,20,0,0,1,1,1,3,6,2,0,0,0,1,0,0,0,0,0,0,11,73,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,314,0,0,0,1,0,2,0,0,1,3,0,0,12,0,0,57,5,0,0,0,0,0,1,4,8,0,1,0,1,0,0,0,0,0,0,3,0,52,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,412,429,0,0,0,0,1,0,0,1,0,0,0,0,0,146,1,2,0,6,1,89,19,0,1,8,0,6,1,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,1,13,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,5,0,0,7,0,1,0,60,0,0,0,0,1,0,0,0,0,0,1,7,0,0,6,0,0,0,2,0,1,0,0,0,0,0,20,0,0,2,1,57,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,97,447,0,0,7,0,10,0,0,12,0,0,0,0,0,0,0,3,0,2,6,1,0,0,0,412,0,0,5,0,0,1,10,0,0,0,411,0,0,0,2,0,0,0,6,2,23,0,0,0,0,27,0,0,0,0,0,0,3,14,0,2,4,398,0,0,0,0,0,1,0,5,4,0,0,0,0,7,8,0,0,0,0,0,0,0,0,1,5,3,0,0,6,0,0,0,0,6,0,0,0,6,0,1,0,0,0,12,0,0,1,0,0,0,0,3,71,0,1,0,0,0,0,1,0,211,0,0,0,1,15,0,0,2,4,1,0,0,64,0,0,1,0,0,1,0,3,0,1,1,0,0,386,1,1,0,0,0,277,0,0,0,0,4,0,1,0,0,1,28,1,0,0,0,0,0,1,0,0,1,0,2,0,15,6,69,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,12,0,0,1,0,9,1,0,0,251,1,0,5,0,3,1,1,2,0,25,0,1,0,0,0,0,0,0,1,0,3,0,0,0,23,1,0,1,0,1,137,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,22,28,36,1,2,0,0,17,1,0,2,350,2,0,6,0,1,0,0,0,0,1,9,31,1,0,31,2,1,0,0,0,0,5,0,20,0,0,0,0,306,7,0,0,0,1,0,0,90,9,2,0,0,0,0,36,0,0,0,0,3,0,0,0,0,23,0,0,1,0,0,0,0,1,0,0,3,1,5,0,1,0,0,0,1,1,0,325,1,0,327,1,0,0,1,8,0,12,0,0,1,0,2,0,0,0,0,0,23,0,0,1,0,67,3,0,2,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,109,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,77,0,0,1,51,3,0,1,1,0,1,0,2,1,2,0,1,0,31,0,0,0,1,0,0,6,18,0,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
200,0,0,154,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,16,1,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,1,2,0,1,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,3,8,0,0,0,0,0,0,1,0,0,0,0,0,176,1,0,0,5,2,0,0,4,0,2,1,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,12,222,0,2,0,0,0,1,0,1,0,1,1,1,0,2,0,319,0,1,0,0,1,0,28,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,429,254,0,1,0,0,0,9,0,0,0,0,0,0,0,168,1,0,0,0,1,188,1,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,0,1,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,152,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,1,1,0,0,0,1,227,425,0,0,0,1,5,1,0,0,0,9,2,0,0,2,0,0,1,0,0,2,0,1,0,426,0,0,0,3,1,0,0,0,0,1,429,0,0,0,0,0,0,0,1,0,236,0,0,1,0,175,1,0,1,2,0,0,0,0,0,0,0,394,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,1,2,0,0,1,2,26,0,0,0,0,0,2,0,3,0,0,0,0,1,0,1,0,0,0,3,0,0,0,287,1,6,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,2,0,2,0,0,371,0,0,0,0,0,224,1,47,0,0,4,2,0,0,0,0,47,0,0,0,0,0,2,0,0,2,0,0,0,4,0,6,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,2,0,0,2,0,0,4,0,0,0,1,0,0,0,1,199,0,1,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,5,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,119,3,1,0,0,1,0,9,0,0,0,305,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,1,362,6,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,0,6,0,0,0,39,0,1,1,0,0,0,0,0,401,0,0,295,0,1,0,0,6,13,2,7,0,0,21,0,7,0,0,0,0,0,0,0,0,0,24,1,1,0,7,0,1,9,0,0,0,0,0,0,0,1,0,10,7,0,0,246,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,88,0,0,0,28,0,0,0,0,0,0,4,2,0,0,0,0,0,1,2,0,1,0,0,0,0,37,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,7,0
300,1,0,210,1,0,1,0,4,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,8,2,10,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,302,0,4,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,8,0,0,89,0,2,0,4,1,0,0,1,0,0,0,0,158,4,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,261,0,9,0,0,0,0,0,0,9,1,0,6,0,0,9,351,0,0,0,0,0,0,45,110,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,4,0,0,0,1,0,30,79,5,0,2,0,0,0,0,0,1,1,0,0,1,0,0,15,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,9,0,439,203,0,0,2,0,0,0,1,0,0,5,0,0,0,213,1,0,2,0,1,166,2,0,0,0,11,0,0,2,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,1,0,3,5,0,0,28,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,0,0,190,0,1,0,0,0,0,0,1,4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,2,259,432,0,0,6,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,441,0,0,0,0,0,0,0,0,0,0,440,0,1,17,0,1,0,1,1,0,241,0,0,0,0,224,3,0,3,0,0,0,0,0,0,0,0,419,1,1,0,2,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,2,0,1,0,5,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,380,0,0,0,0,0,244,0,24,19,2,3,3,0,1,1,0,133,1,0,1,1,1,0,0,0,2,0,0,0,0,0,3,144,0,0,0,0,0,0,1,1,0,4,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,6,3,0,4,0,0,0,0,3,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,129,0,0,0,0,0,0,1,0,1,0,295,8,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,20,0,0,54,0,0,0,0,0,363,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,36,1,1,0,2,0,0,0,0,0,0,2,66,0,0,0,0,0,0,0,0,410,0,2,287,0,0,1,0,21,3,2,0,0,0,121,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,37,0,0,3,0,0,0,4,0,0,5,1,0,19,0,0,0,291,0,0,1,0,1,0,0,0,0,0,2,0,1,1,1,0,231,9,8,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,1,0,1,1,0
