gen,0_AAGAB,0_ABCE1,0_ABHD11,0_ABTB2,0_ACAA2,0_ACAD9,0_ACADL,0_ACAP1,0_ACO1,0_ACO2,0_ACOT1,0_ACSL1,0_ACTL6A,0_ACY1,0_ADAL,0_ADAM17,0_ADAM23,0_ADAM33,0_ADAM8,0_ADAMTSL4,0_ADCK2,0_ADCY2,0_ADCY3,0_ADD1,0_ADK,0_ADM,0_ADSL,0_AEBP1,0_AFP,0_AGPAT1,0_AGPAT4,0_AHNAK2,0_AIFM1,0_AIMP2,0_AK7,0_AKAP1,0_AKAP8,0_AKAP8L,0_ALAD,0_ALB,0_ALG2,0_ALG6,0_ALG9,0_ALKBH1,0_ALKBH7,0_ALOX5,0_AMFR,0_AMT,0_ANGPTL1,0_ANKRD39,0_ANKS6,0_ANKZF1,0_ANLN,0_ANP32B,0_ANP32E,0_ANXA3,0_ANXA7,0_ANXA9,0_AP1B1,0_AP2B1,0_AP3B1,0_AP4B1,0_APEH,0_APOBEC3A,0_APOBEC3G,0_APOO,0_APP,0_APTX,0_AQP1,0_ARFGEF2,0_ARID5A,0_ARL6,0_ARMC9,0_ARNT,0_ARPC3,0_ARRDC4,0_ARSB,0_ASAP1,0_ASRGL1,0_ATAD3B,0_ATG7,0_ATP1B3,0_ATP2B3,0_ATP6AP2,0_ATP6V1B1,0_ATP6V1E1,0_ATP8A1,0_AUP1,0_B3GNTL1,0_BACH1,0_BAG1,0_BBS4,0_BBX,0_BCAR1,0_BCAT2,0_BCL2L10,0_BICD2,0_BIRC3,0_BIRC5,0_BLZF1,0_BRD8,0_BRDT,0_BST2,0_BTF3,0_BTN3A1,0_C12orf57,0_C16orf70,0_C1orf116,0_C1orf162,0_C1orf174,0_C1orf198,0_C1orf54,0_C4BPA,0_C5orf24,0_C5orf46,0_CA13,0_CACYBP,0_CAD,0_CAMK4,0_CAMLG,0_CAND2,0_CANX,0_CAPN1,0_CARD11,0_CASP1,0_CASP4,0_CBLB,0_CBLC,0_CBR4,0_CBX3,0_CC2D2B,0_CCAR1,0_CCDC152,0_CCDC88C,0_CCDC91,0_CCNB2,0_CCNL2,0_CCNT2,0_CCNY,0_CCR4,0_CCR6,0_CCT8,0_CD2BP2,0_CD47,0_CDC37,0_CDC6,0_CDCA7L,0_CDH2,0_CDH23,0_CDK1,0_CDK4,0_CDKN1A,0_CDKN2C,0_CENPA,0_CFHR1,0_CHD1,0_CHEK2,0_CHFR,0_CHI3L2,0_CHKB,0_CHRDL1,0_CHRM2,0_CHST12,0_CHST15,0_CISH,0_CKS1B,0_CLDN8,0_CLEC4C,0_CLIC3,0_CLK2,0_CLMN,0_CLPB,0_CMTM1,0_CMTM3,0_CMTM4,0_CNTNAP1,0_COG1,0_COL13A1,0_COL1A1,0_COL4A3,0_COL6A2,0_COMMD8,0_COPS2,0_COQ2,0_COQ7,0_COQ9,0_COX10,0_CPSF2,0_CPSF7,0_CPT1A,0_CPT2,0_CRTC2,0_CRYL1,0_CS,0_CSAD,0_CSGALNACT2,0_CTAGE1,0_CTBS,0_CTDSPL,0_CTNNA2,0_CTSD,0_CTSZ,0_CUL5,0_CUL7,0_CXCL12,0_CYB561D2,0_CYFIP1,0_CYP1B1,0_CYTH4,0_DAXX,0_DBI,0_DBNDD2,0_DCAF12L1,0_DCLK3,0_DDX42,0_DEK,0_DERL2,0_DERL3,0_DFFA,0_DGKA,0_DGKG,0_DGUOK,0_DHCR7,0_DHRS1,0_DHRS7,0_DLAT,0_DLG2,0_DLST,0_DMP1,0_DMTF1,0_DMXL2,0_DNAJA1,0_DNAJA3,0_DNAJB11,0_DNAJC12,0_DNAJC25,0_DNAJC7,0_DNASE1L3,0_DOK1,0_DSG2,0_DTNA,0_DTNBP1,0_DUS4L,0_DUSP16,0_DVL3,0_ECSIT,0_EDN1,0_EFCAB2,0_EFNA5,0_EFS,0_EGFR,0_EIF2B1,0_EIF4EBP1,0_EIF4EBP2,0_ELOVL5,0_EME1,0_EML4,0_EMX1,0_ENGASE,0_ENPP3,0_ENPP5,0_EPHX2,0_ERCC1,0_ERLIN1,0_EVPL,0_EXOSC1,0_EZH2,0_FABP7,0_FAHD1,0_FAM104A,0_FAM122B,0_FAM122C,0_FAM126A,0_FAM156A,0_FAM160A1,0_FAM172A,0_FAM32A,0_FAM47E,0_FAM81A,0_FBXO28,0_FBXO44,0_FBXW5,0_FCHSD1,0_FGB,0_FGD6,0_FGF2,0_FGFR4,0_FKBP10,0_FLOT1,0_FLRT3,0_FNIP2,0_FRAT1,0_FRK,0_FUT11,0_FXYD2,0_GAB3,0_GABARAPL1,0_GABPA,0_GAS2L1,0_GAS8,0_GBGT1,0_GBP1,0_GBP4,0_GCAT,0_GCDH,0_GCK,0_GCSH,0_GDF15,0_GEM,0_GEMIN6,0_GEN1,0_GFRA3,0_GGCX,0_GHITM,0_GLI2,0_GLI3,0_GLIPR2,0_GLOD5,0_GLUD2,0_GLYR1,0_GMFG,0_GMPR2,0_GNL3,0_GOLGA4,0_GOLT1B,0_GORAB,0_GORASP2,0_GPR143,0_GPR176,0_GRAMD1B,0_GREM2,0_GRK5,0_GSTA1,0_GSTA2,0_GSTA4,0_GSTZ1,0_GTF2H1,0_GTPBP10,0_GTPBP3,0_GTPBP8,0_GYS1,0_HAGH,0_HAL,0_HELZ,0_HIBCH,0_HIF3A,0_HINT1,0_HINT3,0_HLA-DMA,0_HLA-DQA1,0_HM13,0_HMGA2,0_HMGCL,0_HMGCR,0_HMGN3,0_HNRNPA3,0_HNRNPC,0_HNRNPD,0_HNRNPH1,0_HPS3,0_HPS5,0_HSD17B6,0_HSD3B7,0_HSPA8,0_HSPB8,0_HTRA3,0_HUS1,0_ICA1,0_IDO1,0_IDUA,0_IER3IP1,0_IFIT3,0_IKBIP,0_IKBKB,0_IKBKE,0_IKZF2,0_IL10,0_IL17RD,0_IL23A,0_ILDR1,0_ILF3,0_ILVBL,0_ING1,0_INO80D,0_INTS8,0_INTU,0_ISCA2,0_ISG20L2,0_ISYNA1,0_ITIH3,0_ITSN1,0_IVD,0_IWS1,0_JAZF1,0_JTB,0_KAT5,0_KCNE3,0_KCNE4,0_KCNK1,0_KCTD16,0_KCTD20,0_KDM1A,0_KHDRBS3,0_KIAA0232,0_KIAA1328,0_KIAA1522,0_KIF13B,0_KIF18A,0_KIF2A,0_KIFAP3,0_KISS1R,0_KLC4,0_KLHL36,0_KNTC1,0_L2HGDH,0_LACTB2,0_LARS2,0_LBP,0_LCMT2,0_LEMD2,0_LENG8,0_LENG9,0_LGALS1,0_LGALS9,0_LHX6,0_LIMK2,0_LMAN2,0_LMO7,0_LRBA,0_LRCH2,0_LRRN3,0_LRSAM1,0_LSM2,0_LTV1,0_LUC7L3,0_LUZP1,0_LY75,0_LYPLAL1,0_MACC1,0_MAEA,0_MAF,0_MAGOH,0_MAP2K5,0_MAP3K14,0_MAP3K9,0_MAP7,0_MARCKS,0_MAZ,0_MBD4,0_MCAT,0_MCCC1,0_MCCC2,0_MDC1,0_MDM2,0_MED12,0_METRN,0_MFGE8,0_MGAT2,0_MGST1,0_MGST2,0_MICAL2,0_MINPP1,0_MIS12,0_MKI67,0_MKNK1,0_MLH1,0_MLPH,0_MLX,0_MLXIP,0_MME,0_MMP11,0_MMP2,0_MOGS,0_MPV17L,0_MPZL1,0_MRPL18,0_MRPL24,0_MRPL28,0_MRPL50,0_MRPS18B,0_MRPS18C,0_MRPS30,0_MRPS36,0_MSTN,0_MTM1,0_MTMR11,0_MTOR,0_MTPAP,0_MYB,0_MYOCD,0_N4BP2L1,0_N4BP2L2,0_NAA16,0_NAAA,0_NAGK,0_NAP1L1,0_NAPA,0_NAT10,0_NBEA,0_NCAPG2,0_NCSTN,0_NDRG1,0_NDUFA10,0_NDUFA4L2,0_NDUFC2,0_NDUFS4,0_NEDD1,0_NEDD4,0_NEUROD1,0_NF2,0_NFE2L1,0_NFIL3,0_NFKB2,0_NFX1,0_NGLY1,0_NIPAL3,0_NKTR,0_NLGN1,0_NLN,0_NLRP1,0_NOP16,0_NOP56,0_NOP58,0_NOS1AP,0_NPC2,0_NPM1,0_NR1H3,0_NR3C1,0_NR3C2,0_NRP2,0_NRSN2,0_NSDHL,0_NTRK3,0_NUDT11,0_NUDT17,0_NUDT22,0_NUP35,0_NUP43,0_NUP50,0_NXF1,0_OGDH,0_OGDHL,0_OLFML1,0_ONECUT2,0_OTP,0_OTUD3,0_P2RX6,0_P4HA1,0_P4HB,0_PADI1,0_PAFAH1B1,0_PARP6,0_PARVA,0_PATZ1,0_PCDHB7,0_PCDHGA1,0_PCDHGA12,0_PCDHGA8,0_PCDHGB5,0_PCDHGC3,0_PCID2,0_PCIF1,0_PCK1,0_PDCD2L,0_PDCL2,0_PDCL3,0_PDGFB,0_PDHX,0_PDK1,0_PDK2,0_PDLIM2,0_PDPK1,0_PDZRN3,0_PEA15,0_PELO,0_PEPD,0_PER2,0_PEX26,0_PFN1,0_PGAM5,0_PGK2,0_PGLYRP2,0_PHB,0_PHF10,0_PHLDA3,0_PHLDB2,0_PHLPP1,0_PHYH,0_PICALM,0_PIGH,0_PIGQ,0_PILRB,0_PIN1,0_PINX1,0_PIP4K2A,0_PKIB,0_PKN2,0_PKNOX2,0_PLA2G5,0_PLCL1,0_PLEKHA7,0_PLOD2,0_PLP2,0_PLTP,0_PLXNB1,0_PMPCB,0_PNN,0_POGZ,0_POLR3B,0_POMP,0_PON2,0_POU5F1,0_PPFIBP2,0_PPIH,0_PPM1G,0_PPM1H,0_PPP1R3B,0_PPP1R9A,0_PPP2CB,0_PPP2R2C,0_PPP2R5A,0_PPP3R2,0_PRCP,0_PRDX4,0_PRELID1,0_PREX1,0_PRKAB1,0_PRKCD,0_PRODH2,0_PRPF38B,0_PRPF39,0_PRR16,0_PSAPL1,0_PSEN1,0_PSMA1,0_PSMB4,0_PSMD13,0_PTGS1,0_PTMA,0_PTPMT1,0_PTPN21,0_PTPN3,0_PTPRE,0_PTRH2,0_PUS10,0_PXMP4,0_PYCR1,0_QRICH1,0_RAB17,0_RAB23,0_RAB25,0_RAB34,0_RAB9B,0_RAD51,0_RAD54L,0_RAD54L2,0_RAD9B,0_RALBP1,0_RALGDS,0_RANBP3L,0_RAP1GAP2,0_RARB,0_RASA2,0_RASAL1,0_RASGRF1,0_RASSF1,0_RBL1,0_RBM26,0_RBM38,0_RBM42,0_RBM8A,0_RC3H1,0_RCC1,0_REN,0_RFC4,0_RFFL,0_RFT1,0_RIC8B,0_RNASE3,0_RNF113A,0_RNF123,0_RNF17,0_RNF180,0_RNF213,0_RNF40,0_RPGR,0_RPL10,0_RPL13,0_RPL27,0_RPL27A,0_RPS14,0_RPS15A,0_RPS18,0_RPS23,0_RPS4X,0_RPS5,0_RPS6KA2,0_RRAGD,0_RRP15,0_RRP1B,0_RSRC2,0_RUFY3,0_RUNX1,0_RXRB,0_S100A1,0_S100A13,0_SAE1,0_SAMD9,0_SAMM50,0_SARDH,0_SCAPER,0_SCD,0_SCLT1,0_SDC4,0_SDCCAG8,0_SDR16C5,0_SDSL,0_SECISBP2,0_SEMA3A,0_SEMA5A,0_SENP7,0_SERPINA1,0_SERPINA3,0_SERPINB5,0_SERPINF2,0_SETD2,0_SETD4,0_SETD7,0_SF3A3,0_SFT2D2,0_SFXN3,0_SH3PXD2B,0_SHROOM3,0_SIPA1L1,0_SIRPA,0_SIRT5,0_SIRT7,0_SIX5,0_SKP2,0_SLA,0_SLC16A1,0_SLC16A3,0_SLC1A4,0_SLC20A1,0_SLC26A6,0_SLC27A2,0_SLC29A1,0_SLC29A2,0_SLC29A3,0_SLC2A5,0_SLC2A9,0_SLC35E1,0_SLC38A10,0_SLC38A6,0_SLC38A7,0_SLC39A9,0_SLC44A3,0_SLC46A3,0_SLC7A5,0_SLC7A6OS,0_SLC9A2,0_SLC9A9,0_SLMAP,0_SMARCA2,0_SMARCB1,0_SMG6,0_SMOX,0_SMS,0_SMTN,0_SMU1,0_SNN,0_SNRNP27,0_SNRPA,0_SNRPD2,0_SOCS6,0_SOD2,0_SOS2,0_SOX30,0_SPAG5,0_SPG11,0_SPTBN2,0_SRCAP,0_SREBF2,0_SRRM1,0_SRRM2,0_SSB,0_ST3GAL2,0_ST8SIA3,0_STAB1,0_STAP2,0_STAT3,0_STC1,0_STEAP3,0_STK35,0_STOM,0_STOML2,0_STRADA,0_STX11,0_STX4,0_SUB1,0_SUCLG2,0_SURF6,0_SYCP3,0_TACC2,0_TACC3,0_TADA3,0_TAF1A,0_TAF5,0_TAF7,0_TAP2,0_TAPBP,0_TBC1D14,0_TBCA,0_TBCE,0_TCERG1,0_TCP11L1,0_TCTA,0_TECPR2,0_TFAM,0_THBS1,0_THBS2,0_THRA,0_THUMPD2,0_TIGD1,0_TIMM8A,0_TJP2,0_TLR3,0_TMED4,0_TMEM115,0_TMEM116,0_TMEM131,0_TMEM132E,0_TMEM165,0_TMEM184C,0_TMEM25,0_TMEM39A,0_TMEM51,0_TMEM53,0_TMEM59L,0_TMEM87B,0_TMEM8B,0_TMPO,0_TNFRSF18,0_TNFRSF6B,0_TOM1,0_TOP1MT,0_TOP2A,0_TOP2B,0_TOR3A,0_TPPP,0_TRA2B,0_TRAFD1,0_TRAK1,0_TRAPPC6A,0_TRIM21,0_TRIM27,0_TRIM35,0_TRIM65,0_TRMT1,0_TSEN34,0_TSPAN1,0_TTC17,0_TTC21B,0_TTC30A,0_TTLL1,0_TTLL11,0_TTLL3,0_TUBA1A,0_TUBGCP3,0_UBE2G2,0_UBE2L6,0_UBXN4,0_UFC1,0_UFM1,0_UGT1A6,0_UPB1,0_UPK3B,0_UQCRC1,0_UQCRFS1,0_UROC1,0_USE1,0_USP2,0_USP4,0_USP45,0_VAC14,0_VAMP1,0_VAPB,0_VCAN,0_VGLL4,0_VPS4A,0_VTI1A,0_VTI1B,0_WAS,0_WDR19,0_WDR53,0_WDR90,0_WIPF1,0_WSB1,0_WT1,0_XAF1,0_XK,0_XKR9,0_YWHAG,0_ZBTB10,0_ZBTB2,0_ZBTB4,0_ZC3HAV1,0_ZDHHC17,0_ZDHHC5,0_ZFAND5,0_ZHX2,0_ZNF224,0_ZNF251,0_ZNF337,0_ZNF354B,0_ZNF433,0_ZNF503,0_ZNF512,0_ZNF514,0_ZNF7,0_ZNF853,0_ZNHIT3,0_ZNHIT6,0_ZSCAN29
0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,261,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,232,0,0,0,0,308,0,144,0,0,0,226,0,65,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,230,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,153,0,0,144,0,0,0,0,0,0,89,0,0,247,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,200,0,0,0,0,0,379,259,0,31,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,151,0,53,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,390,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,197,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,2,15,0,0,4,0,0,0,0,0,0,0,213,0,0,0,301,0,0,0,0,1,1,0,0,0,0,3,2,11,2,6,0,0,0,0,0,8,0,4,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,1,2,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,90,0,0,4,0,0,0,0,0,0,0,25,0,35,3,24,0,0,0,176,0,0,0,0,0,1,0,0,287,0,3,0,0,0,0,0,7,0,1,1,0,0,0,0,0,1,0,0,0,0,6,0,118,0,2,3,135,271,1,0,0,0,0,0,0,225,0,1,17,0,1,10,0,1,2,4,0,0,0,0,0,119,0,1,2,0,0,0,0,0,1,0,0,2,0,0,0,25,0,0,0,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,244,0,2,1,1,2,0,9,404,0,2,0,1,17,0,2,0,0,0,0,1,1,0,2,1,13,0,0,0,0,1,2,0,0,0,1,1,0,1,0,0,159,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,2,1,1,0,1,0,0,0,28,0,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,4,0,0,0,2,0,0,0,0,5,1,0,0,117,0,1,0,0,13,0,2,0,0,0,0,0,1,0,0,11,3,0,0,2,1,0,1,0,0,0,0,11,3,0,0,1,0,324,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,16,7,1,0,0,0,0,0,0,151,0,0,0,0,1,0,0,0,1,400,0,0,0,0,1,1,0,1,1,0,0,0,0,0,7,1,0,0,0,0,171,2,0,0,0,0,0,0,0,442,0,0,3,1,1,1,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,14,0,0,1,3,0,0,0,0,1,0,1,220,0,4,1,0,0,0,0,0,0,127,0,0,0,0,0,1,0,0,1,0,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,279,2,143,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,1,1,0,5,1,0,0,0,0,0,1,4,1,0,0,0,1,2,0,0,0,2,0,1,0,138,2,1,0,0,1,44,4,0,0,0,1,439,393,0,0,0,0,0,0,0,73,0,0,0,0,1,0,1,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1,0,0,4,0,0,0,0,1,0,1,3,0,0,0,0,4,0,0,1,1,0,445,0,0,0,1,0,0,25,0,0,1,0,0,91,119,1,2,0,0,0,24,0,0,0,0,1,0,0,0,9,0,0,0,0,14,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,252,0,1,1,0,0,0,0,12,10,0,5,0,0,4,0,1,9,0,0,0,1,0,0,0,0,0,1,0,19,0,1,1,2,5,0,0,27,10,21,0,0,121,0,2,0,0,2,0,0,1,0,0,0,32,0,0,0,0,0,410,2,0,0,0,0,1,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,2,1,3,0,1,0,0,0,0,0,3,3,0,2,0,0,0,0,0,315,0,5,7,0,1,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,1,0,7,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,20,0,4,0,0,21,426,0,0,1,4,205,0,0,0,0,0,31,1,0,0,0,0,5,1,0,1,4,0,0,0,141,1,0,0,0,0,1,0,2,2,0,0,3,0,0,1,1,1,2,5,0,0,0
200,0,0,0,1,2,0,67,2,1,0,0,1,0,0,0,0,0,215,1,6,4,280,27,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,17,0,0,1,1,0,0,0,1,53,0,92,0,0,0,0,0,0,138,0,0,0,0,0,0,2,0,198,0,0,0,0,1,7,0,175,0,0,0,0,0,0,8,1,0,1,0,0,1,0,0,64,0,4,0,403,193,0,0,1,0,0,0,0,295,0,0,0,0,0,0,0,1,2,0,1,0,1,0,2,74,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,80,11,0,0,0,0,1,0,1,3,0,0,1,0,0,1,0,0,0,363,0,0,1,0,1,0,29,421,0,0,1,0,0,2,3,0,0,6,0,0,0,0,0,0,183,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,191,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,1,0,56,0,0,0,1,8,0,0,4,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,184,1,0,4,1,0,0,0,0,0,1,0,0,0,6,0,2,0,3,0,0,0,3,0,0,0,1,0,0,359,0,0,0,0,0,8,0,0,1,0,2,0,0,0,21,0,1,2,0,0,1,0,0,0,3,0,0,187,5,1,38,0,0,1,1,0,0,391,1,0,0,0,0,0,0,4,0,0,0,1,1,2,10,0,0,0,0,1,293,0,1,1,0,0,0,0,1,463,0,0,0,1,0,0,1,4,0,2,2,1,0,27,0,0,0,0,1,0,0,177,0,1,0,0,0,0,0,0,0,4,0,399,0,0,0,1,2,0,0,3,18,62,1,1,0,0,0,0,0,0,0,1,0,15,0,0,1,0,7,0,1,0,0,0,1,20,0,0,463,0,17,0,0,1,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,50,0,0,0,2,0,0,0,0,0,2,0,407,363,0,0,6,0,1,0,0,0,0,0,0,0,0,5,0,1,0,20,0,0,0,0,0,0,1,60,0,0,0,55,63,0,3,0,0,17,0,0,0,0,0,1,0,3,0,1,0,0,0,1,3,0,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,451,1,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,1,0,0,4,0,0,6,0,0,0,0,1,0,10,1,1,0,0,2,189,0,0,1,0,1,3,1,0,1,0,50,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,1,1,0,0,0,0,75,2,0,0,148,0,1,1,0,0,0,0,0,0,0,0,182,0,0,0,0,0,1,0,2,0,0,1,0,97,0,15,0,0,0,0,1,0,0,1,0,111,0,0,0,0,2,431,0,1,12,0,0,0,1,5,0,2,5,2,0,3,0,0,0,0,0,0,34,0,0,1,0,0,0,2,0,0,0,2,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,229,0,0,4,0,0,0,0,1,5,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3,0,77,431,1,0,0,0,339,2,0,0,0,1,0,0,1,0,4,1,0,1,1,0,3,0,1,0,153,0,0,1,1,1,0,2,0,0,0,0,0,1,1,0,0,3,0,0,1,0,0
