gen,evals,gen_feats,explored,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std,survival SKSurv Cox model adjusted concordance index_min,survival SKSurv Cox model adjusted concordance index_avg,survival SKSurv Cox model adjusted concordance index_max,survival SKSurv Cox model adjusted concordance index_std
0,500,126,126,0.14002800840280097,0.24646486575788595,1.0,0.15344415786506646,0.5,0.7422065714401622,0.818551051568785,0.06069917809664484
1,508,336,337,0.14002800840280097,0.2753429991928874,1.0,0.13863458600167633,0.5,0.7508665602547406,0.8216589234128712,0.05505706471176201
2,500,364,535,0.14002800840280097,0.2783122053931702,1.0,0.1382308884441824,0.5,0.7576011360941881,0.8218204010095852,0.05124803377620141
3,500,418,739,0.14002800840280097,0.27539628746965017,1.0,0.1360319068716882,0.5,0.7632793115860049,0.8299080222835586,0.048655642742690276
4,500,458,939,0.14002800840280097,0.27153370664265547,1.0,0.13363493705366142,0.5,0.7681036260683636,0.8299080222835586,0.046821977209325225
5,500,486,1130,0.14002800840280097,0.2746592059011233,1.0,0.13420572234849323,0.5,0.7696342942092952,0.8299080222835586,0.0464952462391298
6,500,476,1267,0.14002800840280097,0.27869341594016567,1.0,0.13518578613012633,0.5,0.7710321550135143,0.8299080222835586,0.0466177188347301
7,500,470,1416,0.1386750490563073,0.27881939474535644,1.0,0.13523952332669795,0.5,0.7733193016344856,0.8299080222835586,0.04615662923230076
8,500,487,1537,0.1386750490563073,0.2780856824428577,1.0,0.13550404730093882,0.5,0.7755151925428234,0.8365479504501819,0.045836838771901506
9,500,473,1656,0.1386750490563073,0.27448551992201653,1.0,0.13472250754850307,0.5,0.7787309435896346,0.8365479504501819,0.045146520526207816
10,500,476,1736,0.14002800840280097,0.2733097938298802,1.0,0.13325287927672255,0.5,0.7810788350175962,0.8365479504501819,0.044048033285958396
11,500,492,1830,0.13736056394868904,0.27254992209767076,1.0,0.13362738030981092,0.5,0.7831530725803275,0.8365479504501819,0.043871350011428605
12,500,535,1926,0.13483997249264842,0.27141077928259494,1.0,0.13376563360009502,0.5,0.7848848760398723,0.8365479504501819,0.0434216009686613
13,500,529,1997,0.13483997249264842,0.27260021446910127,1.0,0.13346330970042675,0.5,0.7859347231472641,0.8365479504501819,0.04303258221526384
14,500,500,2065,0.1336306209562122,0.27427638069521504,1.0,0.1323458436700763,0.5,0.786559849632829,0.8365479504501819,0.042555695749844316
15,500,500,2138,0.1336306209562122,0.2739804109952446,1.0,0.1327651127645646,0.5,0.7880010604118883,0.8365479504501819,0.04255538133496707
16,500,491,2187,0.1336306209562122,0.27215441454925554,1.0,0.13295154417263919,0.5,0.7898903650713773,0.8400281438521366,0.0424648063365362
17,500,510,2245,0.1336306209562122,0.2727196701044372,1.0,0.13225177513308037,0.5,0.7907164182751276,0.840438975683962,0.042317938765656496
18,500,524,2303,0.1336306209562122,0.2727520004619264,1.0,0.1331063459294911,0.5,0.7916506399611655,0.840438975683962,0.042627255348078485
19,500,497,2353,0.1336306209562122,0.2750929029360079,1.0,0.13224720980737004,0.5,0.7916399772512962,0.840438975683962,0.04250355566856433
20,500,518,2395,0.14586499149789456,0.27607056709402594,1.0,0.1317605430336289,0.5,0.7924115477464991,0.840438975683962,0.042389331144637596
21,500,513,2441,0.14586499149789456,0.27600802354702453,1.0,0.1316726066644885,0.5,0.7933396506655013,0.840438975683962,0.04235193889728435
22,500,495,2481,0.14586499149789456,0.2763642014823035,1.0,0.13167602623877203,0.5,0.7939457169174541,0.840438975683962,0.04243220486486472
23,500,510,2516,0.14586499149789456,0.2766850641810257,1.0,0.13167076115084522,0.5,0.7946916083211887,0.840438975683962,0.042476729910385355
24,500,522,2546,0.14586499149789456,0.27603787556524745,1.0,0.13172814606657715,0.5,0.7956388606722463,0.8410757482261736,0.042614199065165156
25,500,506,2575,0.14586499149789456,0.27530056859421387,1.0,0.13210953957506577,0.5,0.796497147870668,0.8410757482261736,0.04281700403358552
26,500,494,2599,0.14586499149789456,0.2766978411631696,1.0,0.13149515519498176,0.5,0.7967750757691028,0.8410757482261736,0.04280577436623967
27,500,514,2622,0.14586499149789456,0.2768100912331415,1.0,0.13147458891234387,0.5,0.797424448370735,0.8434388234372663,0.04293640655262776
28,500,522,2642,0.14433756729740643,0.27619867464325454,1.0,0.13168652070441572,0.5,0.798266214317649,0.8434388234372663,0.04308064835073309
29,500,493,2663,0.14433756729740643,0.2768495459955615,1.0,0.13133339312714795,0.5,0.7985815023671082,0.8434388234372663,0.04302836156464168
30,500,514,2682,0.14433756729740643,0.2774959189657484,1.0,0.13086986520520497,0.5,0.7989583846643383,0.8478243327860654,0.04292380341855588
31,500,522,2695,0.14285714285714285,0.2778178483255741,1.0,0.13072333572228012,0.5,0.7994450215535033,0.8478243327860654,0.04303218164970415
32,500,524,2710,0.14285714285714285,0.27722510760291946,1.0,0.13110456700529122,0.5,0.8001695416983033,0.8478243327860654,0.04310373634220987
33,500,506,2724,0.14285714285714285,0.27665507826186647,1.0,0.13126760397110943,0.5,0.8008672273779921,0.8494624101881431,0.04315419609880665
34,500,497,2735,0.14285714285714285,0.27616977662080905,1.0,0.1311653690584532,0.5,0.8014500757931179,0.8494624101881431,0.04326063024788135
35,500,539,2746,0.14285714285714285,0.27152214081428394,1.0,0.12892056781076594,0.5,0.8034116124164988,0.8494624101881431,0.04248706310938467
36,500,514,2756,0.14285714285714285,0.2711050927222394,1.0,0.12901123189400615,0.5,0.8039453787434041,0.8494624101881431,0.04260764610531975
37,500,517,2761,0.14285714285714285,0.27120710351028193,1.0,0.12897551909159474,0.5,0.8042737518254737,0.8494624101881431,0.04271219580274433
38,500,497,2770,0.14285714285714285,0.2711457484944946,1.0,0.1289284712953797,0.5,0.8046981295622151,0.8494624101881431,0.04283637880520507
39,500,514,2779,0.14285714285714285,0.27151252856348423,1.0,0.12877146484784024,0.5,0.8049564586606349,0.8494624101881431,0.04298277068282298
40,500,517,2789,0.14285714285714285,0.27110059231445416,1.0,0.12910263971266292,0.5,0.8054067441101479,0.8494624101881431,0.04321983857902875
41,500,572,2798,0.14285714285714285,0.270969389386441,1.0,0.12923776504535092,0.5,0.8057775811663788,0.8494624101881431,0.04338350474684793
42,500,525,2806,0.15075567228888181,0.27105481858398717,1.0,0.12925170955208387,0.5,0.8060603098201552,0.8494624101881431,0.043419664940330185
43,500,515,2816,0.15075567228888181,0.2708753778176299,1.0,0.1293420039207125,0.5,0.8064606471296327,0.8514941663561656,0.04357525718795086
44,500,521,2822,0.15075567228888181,0.27102273002234056,1.0,0.12926260190053104,0.5,0.8066743960440116,0.8514941663561656,0.04364531654684367
45,500,538,2829,0.15075567228888181,0.2697696374922705,1.0,0.12973444592140915,0.5,0.8074014767047565,0.8514941663561656,0.04376218122534175
46,500,544,2836,0.15075567228888181,0.2700499021397365,1.0,0.12942566019608384,0.5,0.8076617883390519,0.8514941663561656,0.04374639710713825
47,500,500,2840,0.15075567228888181,0.2710138132182219,1.0,0.12913587245478703,0.5,0.8076724461142553,0.8514941663561656,0.04378041256917075
48,500,496,2847,0.15075567228888181,0.2715361944913868,1.0,0.1288187989059162,0.5,0.8077575135888011,0.8514941663561656,0.04380023233741587
49,500,530,2849,0.15249857033260467,0.2719538084736148,1.0,0.12863270759762435,0.5,0.8079103057784223,0.8514941663561656,0.043853537489676894
50,500,524,2853,0.15249857033260467,0.2715985069449908,1.0,0.12880685317189153,0.5,0.8083783993357233,0.8514941663561656,0.044042029585986166
51,500,547,2857,0.15249857033260467,0.27174981107469215,1.0,0.12877422725702006,0.5,0.8085674366201474,0.853781812871839,0.04409750669830887
52,500,532,2861,0.15249857033260467,0.2714146275177453,1.0,0.12905946161043985,0.5,0.8089666127981736,0.853781812871839,0.044201913513601
53,500,540,2863,0.15249857033260467,0.27154653209730895,1.0,0.1288863457659006,0.5,0.8092141994921497,0.853781812871839,0.04417330725927834
