gen,0_AAAS,0_ABAT,0_ABCA3,0_ABCA4,0_ABCD1,0_ACAD8,0_ACAT1,0_ACBD3,0_ACBD4,0_ACE2,0_ACIN1,0_ACOX1,0_ACY1,0_ADA,0_ADAL,0_ADAM33,0_ADAR,0_ADCK2,0_ADCY2,0_ADCY9,0_ADD1,0_ADK,0_ADM,0_ADSL,0_AFG3L2,0_AFP,0_AGL,0_AK7,0_AKAP1,0_AKAP8,0_AKAP8L,0_ALAD,0_ALDH5A1,0_ALG3,0_ALG6,0_ALG9,0_AMPD2,0_ANAPC10,0_ANAPC16,0_ANAPC4,0_ANAPC7,0_ANK3,0_ANKRD39,0_ANKRD49,0_ANKS6,0_ANLN,0_ANP32A,0_ANP32B,0_ANXA11,0_ANXA3,0_AP2A1,0_AP4B1,0_APBB2,0_APCS,0_APOBEC3A,0_APOBEC3D,0_AQP1,0_ARFIP1,0_ARHGAP33,0_ARHGEF10L,0_ARHGEF12,0_ARHGEF5,0_ARID5A,0_ARNT2,0_ARPC1A,0_ARPC2,0_ARPC5L,0_ASAH1,0_ASAP1,0_ATF4,0_ATG4D,0_ATM,0_ATP10D,0_ATP2B3,0_ATP6V1A,0_ATP8A1,0_ATXN2L,0_AUP1,0_AURKB,0_B4GALNT1,0_BAG1,0_BAK1,0_BANF1,0_BAZ1A,0_BBC3,0_BBX,0_BCAR1,0_BCL2L12,0_BDH1,0_BIRC5,0_BNIP3L,0_BPNT1,0_BRAF,0_BRD3,0_BRD4,0_BRD8,0_BTF3,0_BTF3L4,0_BTRC,0_BYSL,0_C11orf54,0_C19orf12,0_C1orf116,0_C3orf18,0_C4BPA,0_C4orf19,0_C8G,0_CA13,0_CAB39L,0_CACYBP,0_CAMLG,0_CAMSAP1,0_CAPN1,0_CAPN2,0_CARD11,0_CASP2,0_CASP4,0_CC2D2B,0_CCDC127,0_CCDC59,0_CCDC86,0_CCDC88C,0_CCNB1,0_CCNB2,0_CCNH,0_CCNL2,0_CCT6A,0_CCT6B,0_CDAN1,0_CDC27,0_CDC42BPB,0_CDC6,0_CDCA5,0_CDH11,0_CDH23,0_CDHR2,0_CDK1,0_CDK20,0_CDK7,0_CDKN2A,0_CDT1,0_CEBPB,0_CENPA,0_CEP55,0_CEP76,0_CFHR1,0_CFHR5,0_CHAC1,0_CHAF1A,0_CHCHD10,0_CHD1,0_CHFR,0_CHMP4C,0_CHRD,0_CHST11,0_CHST15,0_CIR1,0_CKAP5,0_CKS2,0_CLK2,0_CLMN,0_CMPK1,0_CMTM3,0_CNOT2,0_CNOT3,0_CNPY2,0_CNTNAP1,0_COG1,0_COG8,0_COL4A3,0_COL6A2,0_COPB1,0_COPB2,0_COQ7,0_CORO1C,0_COX10,0_CPE,0_CREBBP,0_CRTC1,0_CRTC2,0_CRYL1,0_CRYM,0_CRYZ,0_CSAD,0_CSPG4,0_CTAGE1,0_CTBP2,0_CTBS,0_CTNNBL1,0_CTSF,0_CUTC,0_CUX1,0_CWC15,0_CYFIP1,0_CYFIP2,0_CYP2R1,0_DACT2,0_DCAF12L1,0_DCDC2,0_DCLK3,0_DCTN3,0_DCTN5,0_DCUN1D3,0_DCUN1D5,0_DDR1,0_DDX11,0_DECR1,0_DEK,0_DENR,0_DFFA,0_DGKG,0_DIP2C,0_DLAT,0_DLD,0_DLST,0_DLX5,0_DMGDH,0_DMXL2,0_DNAJA2,0_DNAJB11,0_DNAJC1,0_DNAJC2,0_DNAJC9,0_DNASE1L3,0_DNMT3A,0_DNMT3B,0_DPH5,0_DPM1,0_DPYSL3,0_DPYSL4,0_DSG2,0_DUSP14,0_ECM2,0_EDEM2,0_EFR3A,0_EFS,0_EGFL7,0_EGR1,0_EIF2B4,0_EIF2B5,0_EIF3B,0_EIF4E3,0_EIF5A,0_ELF3,0_ELF4,0_ELK1,0_ELMOD2,0_ELOVL5,0_ELOVL7,0_EME1,0_ENAH,0_EPHX2,0_ERAP1,0_ERCC6L,0_ERLIN2,0_ESRRA,0_ETFB,0_ETFDH,0_EVI5L,0_EXOSC1,0_EYA4,0_F11R,0_F2,0_F2RL1,0_FABP7,0_FAM111A,0_FAM122B,0_FAM136A,0_FAM160A1,0_FAM171A1,0_FAM193B,0_FAM47E,0_FAM91A1,0_FANCC,0_FAR1,0_FBXO5,0_FBXW7,0_FCAR,0_FGD6,0_FGF9,0_FGFR1OP2,0_FH,0_FHOD1,0_FIG4,0_FIGNL1,0_FLNB,0_FLRT3,0_FLVCR1,0_FOXJ2,0_FPR2,0_FRK,0_FRMD8,0_FXR2,0_FXYD2,0_FXYD3,0_FZD4,0_G6PC,0_GABPA,0_GALK1,0_GALNT2,0_GALNT7,0_GAR1,0_GART,0_GAS1,0_GAS8,0_GATAD2B,0_GCSH,0_GEM,0_GFM1,0_GGA3,0_GGT6,0_GHITM,0_GIT2,0_GLB1,0_GLG1,0_GLI2,0_GLIPR2,0_GLOD5,0_GLRX5,0_GMDS,0_GNA12,0_GNAI3,0_GNB4,0_GNG5,0_GNL3,0_GOLGA3,0_GORAB,0_GORASP2,0_GOT1,0_GOT2,0_GPC4,0_GPR107,0_GPR176,0_GRAMD1B,0_GRAMD1C,0_GRB10,0_GREM2,0_GRTP1,0_GSS,0_GSTO2,0_GTF2B,0_GTPBP2,0_GTPBP3,0_GTSF1,0_HAPLN3,0_HAT1,0_HAUS1,0_HAUS5,0_HBP1,0_HCK,0_HDAC3,0_HDHD2,0_HECTD2,0_HIBADH,0_HIRA,0_HM13,0_HMGB2,0_HMGCR,0_HNF1B,0_HOXC13,0_HP,0_HP1BP3,0_HPCAL1,0_HPN,0_HPS3,0_HPS4,0_HS1BP3,0_HSD17B14,0_HSD17B6,0_HSPA6,0_HTR1E,0_HTRA3,0_HUNK,0_ICAM1,0_ID3,0_IDH3G,0_IK,0_IL15RA,0_IL4I1,0_ILF3,0_IMMP2L,0_INPP5B,0_INTS8,0_IP6K1,0_ISCA2,0_ISCU,0_ISG15,0_ISL1,0_ISLR,0_ITGB3BP,0_ITGB8,0_ITIH1,0_ITIH3,0_ITM2B,0_IVD,0_IWS1,0_KAT5,0_KCNE4,0_KCNJ15,0_KCNK1,0_KCTD16,0_KDSR,0_KIAA0232,0_KIAA1143,0_KIAA1614,0_KIAA1755,0_KIAA1841,0_KIF11,0_KIF13B,0_KIF18A,0_KIF2A,0_KIF7,0_KIF9,0_KISS1R,0_KLF5,0_KLHL36,0_KMO,0_KPNA3,0_KPNA4,0_KPTN,0_KRT4,0_KRT7,0_L2HGDH,0_LAPTM5,0_LENG8,0_LGALS8,0_LGI4,0_LGR5,0_LIG1,0_LIG3,0_LMBR1,0_LMNB2,0_LNX2,0_LOXL2,0_LPAR2,0_LRBA,0_LRCH2,0_LRFN3,0_LRG1,0_LRP5,0_LRPAP1,0_LRRC59,0_LRRN3,0_LRRN4CL,0_LRSAM1,0_LTV1,0_LUC7L2,0_LUC7L3,0_LYPD6,0_MAGEA4,0_MAP2K5,0_MAP3K1,0_MAP3K9,0_MAPKAP1,0_MAPKAPK2,0_MAPT,0_MAVS,0_MAX,0_MCAT,0_MCCC1,0_MCCC2,0_MCM6,0_MCM7,0_MDFIC,0_MECP2,0_MED15,0_MED8,0_MEGF8,0_MEP1A,0_MEPCE,0_MFSD9,0_MGAT2,0_MGST2,0_MICAL2,0_MID1,0_MKKS,0_MKNK1,0_MLLT3,0_MME,0_MMP14,0_MOAP1,0_MORC2,0_MPV17L,0_MPZL1,0_MRPL11,0_MRPL18,0_MRPL44,0_MRPL46,0_MRPL49,0_MRPS18B,0_MRPS2,0_MRPS35,0_MS4A6A,0_MS4A7,0_MSN,0_MST1R,0_MSTN,0_MTCH1,0_MTHFD1,0_MTM1,0_MTSS1,0_MUS81,0_MYO10,0_MYO1B,0_MYO6,0_N4BP1,0_NAGK,0_NAIP,0_NASP,0_NAT10,0_NBEA,0_NBR1,0_NCAPH,0_NCBP2,0_NCK1,0_NCSTN,0_NDUFA4L2,0_NDUFA5,0_NDUFA9,0_NDUFB8,0_NDUFS2,0_NEIL1,0_NEUROD1,0_NF2,0_NFIB,0_NFS1,0_NGDN,0_NID2,0_NIT1,0_NKIRAS1,0_NKX2-2,0_NLRP1,0_NME1,0_NME2,0_NMI,0_NMUR1,0_NOLC1,0_NOS1AP,0_NPR3,0_NR5A2,0_NRG2,0_NT5DC2,0_NUDT1,0_NUDT8,0_NUMB,0_NUP50,0_NUS1,0_OCLN,0_ODF2,0_OFD1,0_OGDHL,0_OLFML1,0_OXSM,0_P4HA2,0_PABPC1,0_PABPN1,0_PAG1,0_PAICS,0_PAIP1,0_PAK1IP1,0_PANK2,0_PAQR7,0_PARVA,0_PAX9,0_PBXIP1,0_PCBP3,0_PCDH18,0_PCDHGA1,0_PCID2,0_PCIF1,0_PCK1,0_PCYOX1,0_PCYT2,0_PDCD2L,0_PDE10A,0_PDE12,0_PDGFC,0_PDIA3,0_PDIA4,0_PDIA6,0_PDK2,0_PDLIM2,0_PDSS2,0_PEA15,0_PECR,0_PEG3,0_PELI2,0_PER3,0_PFDN2,0_PFDN4,0_PFDN6,0_PGAM2,0_PGLYRP2,0_PGS1,0_PHB,0_PHC1,0_PHF8,0_PIF1,0_PIGH,0_PIGQ,0_PIGR,0_PILRB,0_PJA1,0_PKD2L2,0_PKP4,0_PLCD1,0_PLEKHA6,0_PLEKHA7,0_PLEKHB2,0_PLEKHG3,0_PLK1,0_PLS1,0_PLTP,0_PLXNB1,0_PML,0_PNP,0_POC5,0_POLR3D,0_PON2,0_PPAN,0_PPAN-P2RY11,0_PPAT,0_PPIB,0_PPIE,0_PPIG,0_PPIL4,0_PPM1G,0_PPM1H,0_PPP1R12A,0_PPP1R9A,0_PPP2CB,0_PPP2R2B,0_PPP2R2D,0_PPP2R3C,0_PPP3R1,0_PPP3R2,0_PPRC1,0_PQBP1,0_PRDM1,0_PRDM11,0_PRDX5,0_PREP,0_PRKAB1,0_PRKCSH,0_PROC,0_PRTFDC1,0_PSEN1,0_PSMA5,0_PSMA6,0_PSMB2,0_PSMC2,0_PSMC6,0_PSMD10,0_PSMD13,0_PSMG3,0_PTER,0_PTGES3,0_PTGIS,0_PTGR2,0_PTPN21,0_PTPN3,0_PTPN7,0_PTPRA,0_PTPRE,0_PTPRJ,0_PYCARD,0_QSER1,0_RAB11FIP1,0_RAB5C,0_RABGAP1,0_RAC2,0_RAD54L2,0_RAD9A,0_RALBP1,0_RANBP1,0_RAP1GAP,0_RAP1GAP2,0_RARB,0_RARG,0_RASGRF1,0_RASSF1,0_RAVER2,0_RBBP7,0_RBM10,0_RBM22,0_RBM34,0_RBM47,0_RBM4B,0_RCCD1,0_REC8,0_RFC4,0_RFX7,0_RGMA,0_RIC8A,0_RIOK1,0_RNASEH2C,0_RNASET2,0_RNF113A,0_RNF123,0_RNF13,0_RNF167,0_RNF17,0_RNF220,0_RNF40,0_RNF7,0_RPAP2,0_RPAP3,0_RPIA,0_RPL10,0_RPL12,0_RPL13A,0_RPL19,0_RPL7,0_RPLP0,0_RPS20,0_RPS25,0_RPS4X,0_RPS6KA1,0_RPS6KA2,0_RPS6KB2,0_RPS6KL1,0_RPS7,0_RRP8,0_RRS1,0_RSAD2,0_RSL1D1,0_RTN4IP1,0_RUFY1,0_RUNX1,0_RUSC1,0_S100A11,0_SALL1,0_SAMD9L,0_SARDH,0_SARNP,0_SART3,0_SBNO2,0_SCARB1,0_SCGB1D2,0_SCIN,0_SCML4,0_SCO1,0_SDC3,0_SDC4,0_SDF2L1,0_SDHD,0_SEC24D,0_SELL,0_SEMA3A,0_SEMA4D,0_SENP8,0_SERPINA3,0_SERPINA4,0_SERPINB5,0_SETDB2,0_SFPQ,0_SGMS1,0_SH2B1,0_SH2B3,0_SH2D4A,0_SH3D19,0_SH3RF1,0_SHC1,0_SHROOM2,0_SHROOM3,0_SIK2,0_SIPA1L1,0_SIRT3,0_SLC13A1,0_SLC13A5,0_SLC15A4,0_SLC16A1,0_SLC1A1,0_SLC20A1,0_SLC25A12,0_SLC25A23,0_SLC26A2,0_SLC27A2,0_SLC29A1,0_SLC29A2,0_SLC2A5,0_SLC2A9,0_SLC30A9,0_SLC36A1,0_SLC38A10,0_SLC38A6,0_SLC39A6,0_SLC3A1,0_SLC43A1,0_SLC47A1,0_SLC6A12,0_SLC9A2,0_SLC9A9,0_SLMAP,0_SMARCD1,0_SMC4,0_SMG6,0_SMTN,0_SMU1,0_SMYD3,0_SNAI1,0_SNRNP48,0_SNRPA,0_SNRPA1,0_SNRPB2,0_SNRPC,0_SNRPD1,0_SNRPD3,0_SNRPG,0_SNX14,0_SNX29,0_SNX8,0_SOCS3,0_SOD2,0_SPAG5,0_SPAST,0_SPATA13,0_SPATA18,0_SPINT2,0_SPTBN1,0_SRP19,0_SRPX2,0_SRRM2,0_SRRT,0_SSBP2,0_SSR1,0_ST3GAL2,0_ST8SIA1,0_STAT1,0_STAT3,0_STC2,0_STRADA,0_STT3A,0_STX11,0_STX4,0_STXBP5,0_SUCLG1,0_SUDS3,0_SUMO2,0_SUOX,0_SUPT5H,0_SV2C,0_SYNGR1,0_SYNGR3,0_SYNJ2,0_TACC3,0_TADA2B,0_TAF5,0_TAF7,0_TAF9B,0_TANK,0_TARDBP,0_TC2N,0_TCF25,0_TCIRG1,0_TCP11L1,0_TDG,0_TEKT2,0_TERF2IP,0_TFE3,0_TGFBI,0_TGM2,0_THBS2,0_THOC1,0_THOC3,0_THRA,0_THRSP,0_TIFA,0_TIMM9,0_TM9SF4,0_TMBIM1,0_TMEM139,0_TMEM159,0_TMEM184C,0_TMEM192,0_TMEM51,0_TMEM70,0_TMEM87B,0_TMEM8B,0_TMX1,0_TMX4,0_TNFRSF11B,0_TNFRSF1B,0_TNFSF4,0_TNIP2,0_TNK2,0_TOMM5,0_TOP2A,0_TPD52,0_TPK1,0_TPM2,0_TPM3,0_TPST1,0_TRAFD1,0_TRAIP,0_TRAM1,0_TRAP1,0_TREM1,0_TRIM27,0_TRIM35,0_TRIM52,0_TRIM65,0_TRIO,0_TRMT2A,0_TRMT61B,0_TSEN34,0_TSKU,0_TST,0_TTC4,0_TTC7A,0_TTC9C,0_TTK,0_TUBA8,0_TUBB,0_TUFM,0_TXNDC5,0_U2AF1,0_U2AF1L4,0_UACA,0_UAP1,0_UBA2,0_UBA7,0_UBAC1,0_UBE2C,0_UBE2D2,0_UBE2N,0_UBE2Z,0_UBE3B,0_UBLCP1,0_UBXN6,0_UCP3,0_UFC1,0_UGDH,0_UGT8,0_UPK3B,0_UQCRC2,0_UROC1,0_USF1,0_USP13,0_USP2,0_USP45,0_USP47,0_USP48,0_UTP6,0_UXT,0_VAMP1,0_VASP,0_VBP1,0_VEGFA,0_VEZF1,0_VEZT,0_VKORC1,0_VPS11,0_VPS35,0_VPS36,0_VPS37C,0_WAS,0_WASL,0_WDR24,0_WDR41,0_WDR48,0_WDR53,0_WLS,0_XAF1,0_XK,0_ZBTB17,0_ZBTB42,0_ZBTB44,0_ZBTB8OS,0_ZCCHC8,0_ZFC3H1,0_ZFPM2,0_ZFYVE1,0_ZMAT3,0_ZMIZ1,0_ZNF22,0_ZNF251,0_ZNF267,0_ZNF304,0_ZNF514,0_ZNF549,0_ZNF610,0_ZNF700,0_ZNF707,0_ZNF768,0_ZNF853,0_ZNHIT6,0_ZRANB2,0_ZSCAN18
0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,29,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,151,92,0,0,0,144,0,0,0,0,0,176,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,290,0,214,0,0,0,36,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,202,84,0,0,0,0,0,0,0,0,0,0,146,0,77,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,82,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,49,0,0,0,0,1,0,0,0,228,0,31,0,77,0,0,0,0,0,0,92,0,0,0,0,0,198,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,176,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,87,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,64,0,0,87,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,283,0,0,133,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,86,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,206,0,0,0,0,0,0,0,35,0,0,97,137,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,97,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,160,167,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,311,0,0,181,0,0,0,19,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,15,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,1,341,0,21,0,0,0,0,0,0,0,0,0,0,0,3,2,102,1,1,0,0,0,0,0,0,0,2,0,2,1,0,2,2,14,0,0,2,0,61,0,1,0,0,1,0,0,0,0,0,0,1,3,0,1,8,2,0,2,0,0,0,1,5,0,1,2,0,0,1,38,0,0,0,0,0,2,0,3,21,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,70,5,1,0,56,0,5,0,0,0,0,3,0,2,0,0,0,0,1,0,2,0,1,1,0,30,10,0,0,1,1,7,1,97,255,0,1,1,2,109,1,0,0,15,0,156,0,36,0,0,0,2,0,0,0,1,0,2,1,1,0,0,0,1,0,1,50,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,38,0,1,0,0,4,4,0,0,2,0,1,0,0,2,1,1,0,102,1,0,0,0,0,0,397,0,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,0,0,208,0,0,2,0,0,0,0,1,0,0,0,44,0,0,0,0,0,7,0,1,0,0,0,8,0,24,0,0,32,0,404,0,0,0,0,28,0,174,1,0,0,1,1,1,1,0,1,21,0,4,0,0,1,0,39,0,0,0,0,3,1,0,0,0,5,0,88,0,0,0,0,8,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,22,0,0,4,0,10,1,0,1,0,11,1,0,1,0,1,0,0,5,3,0,30,0,0,1,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,2,3,157,2,0,0,0,0,0,0,1,0,124,159,0,0,0,0,4,435,0,10,0,0,0,1,2,19,7,1,0,64,0,0,0,0,4,0,181,0,1,34,427,27,4,0,0,0,1,0,2,0,0,0,0,0,3,1,0,4,7,66,0,0,3,0,1,0,0,0,1,0,0,0,0,285,1,0,27,0,1,0,0,0,0,4,0,0,0,0,1,4,0,1,0,0,0,62,0,2,0,0,19,161,0,53,0,1,2,41,0,0,0,13,1,1,0,85,0,2,0,1,1,0,0,1,80,1,163,0,0,0,4,1,0,2,0,0,1,3,118,0,0,0,0,36,0,0,3,1,0,0,1,0,0,0,5,0,1,2,261,0,0,16,16,0,2,52,0,0,0,0,0,0,0,2,15,2,0,1,0,1,2,0,1,67,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,325,1,0,0,0,0,1,2,0,0,2,0,82,0,0,2,0,0,0,0,9,0,24,0,0,3,0,2,0,0,1,1,2,0,184,0,2,0,2,0,0,5,0,2,0,4,0,0,0,0,0,234,1,0,11,0,0,0,0,1,0,0,2,0,11,0,1,1,0,2,0,0,0,0,1,0,0,14,38,0,0,0,0,0,0,0,34,7,0,0,0,5,179,0,0,149,0,0,0,0,2,0,0,0,1,0,0,38,0,1,8,0,0,1,1,3,0,1,1,65,0,0,1,19,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,4,0,0,0,1,0,270,0,0,1,1,0,2,1,0,0,1,0,5,1,1,0,0,1,1,0,0,0,0,0,245,88,0,90,0,0,34,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0,3,3,0,1,0,0,1,0,0,1,2,4,0,6,25,2,436,2,0,2,0,0,0,9,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,9,1,0,162,1,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,2,83,0,26,0,1,12,2,1,2,1,0,0,75,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,33,1,0,1,1,0,1,0,1,0,51,0,2,2,0,0,0,0,0,10,1,3,3,0,80,3,0,0,0,2,0,0,0,0,1,1,0,1,4,0,2,1,0,0,4,0,1,0,0
200,1,0,330,71,0,0,0,0,0,4,0,0,0,0,0,0,0,0,205,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69,0,0,58,5,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,1,1,35,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,28,2,0,4,0,1,1,1,1,0,0,0,13,0,1,3,1,42,199,0,1,0,0,170,1,0,0,1,3,46,1,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,32,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,79,14,0,1,2,0,0,0,1,0,3,0,1,0,2,0,0,0,0,0,0,0,4,1,0,350,1,0,2,0,1,0,209,1,0,0,0,1,0,0,0,3,2,2,0,0,0,0,0,0,0,1,3,3,3,0,0,2,0,0,12,0,0,2,0,0,0,0,54,0,5,0,0,1,36,1,0,0,2,0,0,416,0,3,0,1,0,0,149,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,2,0,0,0,3,7,2,0,0,0,0,0,0,0,2,0,0,0,5,0,6,1,0,0,1,1,0,2,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45,0,0,0,1,0,0,54,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,76,0,0,3,9,0,0,0,2,0,353,241,0,0,0,1,0,437,0,0,0,2,0,21,0,0,26,2,0,0,0,0,0,0,1,1,272,1,1,0,436,0,0,0,0,0,0,1,0,0,0,0,0,34,31,0,0,0,0,52,0,1,0,0,0,1,0,0,0,1,0,0,0,201,0,0,0,0,0,1,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,1,205,190,0,2,0,0,0,0,0,0,0,0,0,0,1,234,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,1,2,1,0,168,0,0,0,3,24,0,1,5,0,0,0,3,0,1,0,0,0,0,0,270,2,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,18,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,3,0,1,0,378,0,0,1,0,5,0,3,7,1,1,0,0,0,1,0,5,0,1,1,123,0,51,3,10,1,2,0,0,0,0,5,0,0,296,1,1,2,0,52,0,1,1,0,0,0,0,0,0,0,0,166,0,1,0,0,0,0,0,0,4,2,0,1,4,0,0,0,1,0,1,0,5,0,0,0,2,2,0,0,1,0,0,5,0,0,10,0,1,1,6,0,181,1,0,0,0,1,9,2,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,197,0,1,0,98,3,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,39,0,2,174,0,0,89,1,6,3,0,0,0,15,1,4,0,1,1,0,4,2,0,1,0,0,239,0,1,0,0,0,8,0,3,2,1,0,39,0,0,0,0,4,1,0,0,1,0,0,0,0,38,0,0,436,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,4,0,0,2,0,1,0,72,13,0,82,0,0,0,0,1,0,0,0,1,0,8,0,0,1,0,0,0,2,0,40,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,10,0,1,0,1,10,0,0,1,0,0,41,0,0,0,0,0,0,3,0,0,2,0,3,0,0,0,1,0,1,0,9,0,0,0,0,1,0,0,0
