
OPTIMIZING ON FOLD NUMBER 0
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 2983
Features active in total: 2983
Computing feature importance
Running optimizer

CREATING FOLDS FOR LEARNING THE FITNESS ADJUSTMENT REGRESSION

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 138
censored 1: 254
deceased 0: 68
deceased 1: 68

STARTING MULTI-OBJECTIVE OPTIMIZATION ON DIFFERENT FOLDS FOR LEARNING THE FITNESS ADJUSTMENT REGRESSION
Computation on different folds for learning the fitness adjustment regression finished in 00-03:10:28
Extracting hall of fames for tuning.

ASSIGNING WEIGHTS TO THE SOLUTIONS IN THE TUNING FRONT RESULTS.

LEARNING FITNESS ADJUSTERS USING TUNING FRONT RESULTS, AND CREATING ADJUSTED OBJECTIVES.
Learning adjustment for root leanness
Training fitness adjuster regressor on 79 samples.
fitness adjuster with regressor
Wrapper for SKLearn predictor Pipeline(steps=[('impute', SimpleImputer()),
                ('zero', DummyRegressor(constant=0.0, strategy='constant'))])
DummyRegressor(constant=0.0, strategy='constant')



Learning adjustment for survival SKSurv Cox model concordance index
Training fitness adjuster regressor on 79 samples.
fitness adjuster with regressor
Wrapper for SKLearn predictor Pipeline(steps=[('impute', SimpleImputer()),
                ('zero', DummyRegressor(constant=0.0, strategy='constant'))])
DummyRegressor(constant=0.0, strategy='constant')




RUNNING THE MAIN OPTIMIZER WITH THE ADJUSTED OBJECTIVES.

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 138
censored 1: 254
deceased 0: 68
deceased 1: 68

RUNNING GENETIC ALGORITHM
Generations completed = 85
Generations completed = 173
Generations completed = 261
Generations completed = 347
Generations completed = 426
   	     	         	        	             adjusted root leanness             	   survival SKSurv Cox model adjusted concordance index  
   	     	         	        	------------------------------------------------	---------------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min     	avg     	max     	std                      
0  	500  	69       	69      	0.140028	0.249698	1  	0.148928	0.459098	0.692801	0.822825	0.0635906                
1  	508  	280      	280     	0.145865	0.30154 	1  	0.12753 	0.5     	0.730869	0.822825	0.0518618                
2  	500  	332      	478     	0.145865	0.327905	1  	0.13676 	0.5     	0.748456	0.822825	0.0524057                
3  	500  	407      	680     	0.145865	0.325252	1  	0.14189 	0.5     	0.758487	0.822825	0.0491728                
4  	500  	450      	887     	0.145865	0.321993	1  	0.138264	0.5     	0.765648	0.822825	0.0447955                
5  	500  	442      	1074    	0.149071	0.315783	1  	0.137672	0.5     	0.77183 	0.822825	0.0423722                
6  	500  	406      	1238    	0.149071	0.310665	1  	0.137616	0.5     	0.776609	0.822825	0.0409815                
7  	500  	450      	1390    	0.160128	0.31082 	1  	0.136557	0.5     	0.778955	0.822825	0.040226                 
8  	500  	424      	1529    	0.166667	0.31145 	1  	0.136022	0.5     	0.780978	0.822825	0.0403541                
9  	500  	424      	1633    	0.164399	0.309543	1  	0.136926	0.5     	0.783429	0.823111	0.0397781                
10 	500  	456      	1747    	0.164399	0.308556	1  	0.137865	0.5     	0.785291	0.827731	0.0400323                
11 	500  	452      	1855    	0.164399	0.307088	1  	0.135656	0.5     	0.787324	0.828427	0.0393311                
12 	500  	505      	1961    	0.164399	0.307036	1  	0.134878	0.5     	0.789107	0.828427	0.0386624                
13 	500  	440      	2034    	0.162221	0.305   	1  	0.134782	0.5     	0.791027	0.828427	0.0380649                
14 	500  	501      	2114    	0.162221	0.304525	1  	0.133035	0.5     	0.792432	0.83117 	0.0376489                
15 	500  	455      	2192    	0.162221	0.304656	1  	0.133012	0.5     	0.79332 	0.831347	0.0377738                
16 	500  	486      	2261    	0.160128	0.306916	1  	0.135483	0.5     	0.793454	0.831347	0.0390001                
17 	500  	486      	2318    	0.160128	0.307679	1  	0.135459	0.5     	0.79416 	0.832455	0.0390297                
18 	500  	480      	2370    	0.158114	0.304381	1  	0.134272	0.5     	0.795721	0.832455	0.0385168                
19 	500  	490      	2423    	0.156174	0.302956	1  	0.134201	0.5     	0.797004	0.832455	0.0381891                
20 	500  	494      	2475    	0.156174	0.303831	1  	0.134872	0.5     	0.797632	0.832455	0.0381898                
21 	500  	484      	2520    	0.156174	0.30315 	1  	0.134055	0.5     	0.79846 	0.832455	0.0382166                
22 	500  	486      	2558    	0.156174	0.303668	1  	0.133768	0.5     	0.799061	0.833579	0.038241                 
23 	500  	493      	2591    	0.156174	0.305274	1  	0.134271	0.5     	0.799376	0.834353	0.0386559                
24 	500  	493      	2631    	0.156174	0.304349	1  	0.133423	0.5     	0.800196	0.839375	0.0386349                
25 	500  	485      	2663    	0.156174	0.304098	1  	0.133668	0.5     	0.800782	0.839375	0.0388511                
26 	500  	479      	2691    	0.156174	0.307666	1  	0.135382	0.5     	0.800251	0.839375	0.0400117                
27 	500  	499      	2711    	0.156174	0.307589	1  	0.135042	0.5     	0.800819	0.843325	0.040018                 
28 	500  	505      	2730    	0.156174	0.308109	1  	0.134288	0.5     	0.801169	0.843325	0.0399118                
29 	500  	482      	2754    	0.158114	0.309916	1  	0.13408 	0.5     	0.801177	0.843325	0.0401043                
30 	500  	497      	2772    	0.158114	0.309931	1  	0.133827	0.5     	0.80176 	0.843325	0.0402224                
31 	500  	492      	2787    	0.160128	0.308097	1  	0.133888	0.5     	0.802794	0.843325	0.0404778                
32 	500  	483      	2797    	0.160128	0.310014	1  	0.133268	0.5     	0.802948	0.843325	0.0406182                
33 	500  	546      	2817    	0.160128	0.311292	1  	0.132957	0.5     	0.803121	0.843325	0.0407305                
34 	500  	484      	2829    	0.162221	0.311877	1  	0.132498	0.5     	0.803517	0.844465	0.0408699                
35 	500  	509      	2845    	0.162221	0.312513	1  	0.131953	0.5     	0.80393 	0.844465	0.0410307                
36 	500  	480      	2851    	0.162221	0.312175	1  	0.132199	0.5     	0.804563	0.844834	0.0413714                
37 	500  	488      	2861    	0.162221	0.3119  	1  	0.132349	0.5     	0.80505 	0.844834	0.0415932                
38 	500  	474      	2871    	0.162221	0.312117	1  	0.132131	0.5     	0.805378	0.844834	0.04173                  
39 	500  	497      	2879    	0.162221	0.31097 	1  	0.132602	0.5     	0.805941	0.844834	0.0419478                
40 	500  	461      	2884    	0.162221	0.306729	1  	0.131347	0.5     	0.807631	0.844834	0.0413399                
41 	500  	463      	2887    	0.164399	0.306414	1  	0.131546	0.5     	0.808072	0.8449  	0.0415278                
42 	500  	501      	2900    	0.164399	0.305035	1  	0.13136 	0.5     	0.808742	0.8449  	0.0416006                
43 	500  	462      	2910    	0.162221	0.307233	1  	0.131012	0.5     	0.808576	0.845312	0.0418098                
44 	500  	489      	2917    	0.164399	0.310641	1  	0.132651	0.5     	0.807936	0.847642	0.0429645                
45 	500  	501      	2922    	0.164399	0.306911	1  	0.131291	0.5     	0.809502	0.847642	0.042184                 
46 	500  	487      	2924    	0.164399	0.305707	1  	0.131967	0.5     	0.810133	0.847642	0.0424297                
47 	500  	479      	2929    	0.164399	0.306483	1  	0.131564	0.5     	0.810381	0.848583	0.0425371                
48 	500  	506      	2936    	0.164399	0.305973	1  	0.131862	0.5     	0.81079 	0.849899	0.042695                 
49 	500  	511      	2940    	0.171499	0.306092	1  	0.131703	0.5     	0.811093	0.849899	0.0427215                
50 	500  	509      	2943    	0.171499	0.304671	1  	0.132601	0.5     	0.81177 	0.85355 	0.0430625                
