gen,0_ABCA2,0_ABCA3,0_ABCE1,0_ABHD10,0_ABHD11,0_ABHD14B,0_ABL1,0_ACAA2,0_ACADL,0_ACBD6,0_ACO2,0_ACOT9,0_ACSS1,0_ACTN1,0_ACTR3,0_ACY1,0_ADA,0_ADAM17,0_ADAM33,0_ADAM8,0_ADCY2,0_ADCY3,0_ADCY4,0_ADK,0_ADPGK,0_AFP,0_AGL,0_AKAP8L,0_AKTIP,0_ALB,0_ALDH1L2,0_AMPD2,0_AMT,0_ANAPC10,0_ANGPTL1,0_ANGPTL4,0_ANK3,0_ANKRA2,0_ANKRD22,0_ANKZF1,0_ANP32E,0_ANXA11,0_ANXA3,0_AP4B1,0_APBB1,0_APBB1IP,0_APCS,0_APOL2,0_APP,0_ARFIP1,0_ARHGAP5,0_ARHGEF35,0_ARID5A,0_ARL13B,0_ARNT,0_ARPC2,0_ARPC5,0_ASRGL1,0_ATF7IP2,0_ATIC,0_ATP1B3,0_ATP2B3,0_ATP6AP1,0_ATP6V1B1,0_ATPAF2,0_ATXN7L3,0_AUH,0_B2M,0_B3GNTL1,0_B4GALNT1,0_B4GALNT2,0_BACH1,0_BCAR1,0_BCL2L10,0_BCL7A,0_BDH1,0_BEX2,0_BICD2,0_BLM,0_BRAF,0_BST2,0_BTF3L4,0_C11orf54,0_C15orf40,0_C18orf32,0_C1orf198,0_C1orf54,0_C21orf91,0_C3orf14,0_C4orf19,0_C5orf22,0_C6orf118,0_CA9,0_CABIN1,0_CACNA1C,0_CADM4,0_CALU,0_CAMK4,0_CAP1,0_CAPZA1,0_CAPZB,0_CARD11,0_CASP10,0_CASP2,0_CASP4,0_CAV2,0_CBR4,0_CBWD5,0_CC2D2B,0_CCDC59,0_CCDC91,0_CCL4,0_CCNB1,0_CCNB2,0_CCNY,0_CCR6,0_CCT2,0_CCT6B,0_CD300C,0_CD53,0_CD9,0_CDC123,0_CDC20,0_CDC25C,0_CDC37L1,0_CDC42BPB,0_CDCA8,0_CDH2,0_CDK11A,0_CDK17,0_CDKN1A,0_CDKN2A,0_CDKN2C,0_CDR2L,0_CEP350,0_CEP55,0_CFHR1,0_CFHR5,0_CHAC1,0_CHCHD10,0_CHCHD6,0_CHD1,0_CHDH,0_CHFR,0_CHI3L2,0_CHRDL1,0_CKS1B,0_CLEC4D,0_CLYBL,0_CMC1,0_CNIH4,0_CNOT8,0_CNTNAP1,0_COL13A1,0_COL4A1,0_COL4A3,0_COMMD3,0_COMTD1,0_COPS3,0_COX4I1,0_CPB2,0_CPE,0_CPNE1,0_CPT2,0_CRAT,0_CRHBP,0_CRISPLD2,0_CRP,0_CRYM,0_CSGALNACT2,0_CSPG4,0_CSPG5,0_CSRNP3,0_CTDSPL2,0_CTSF,0_CTTNBP2,0_CXCR5,0_CYB5R3,0_CYFIP2,0_CYTH4,0_DAXX,0_DCAF12L1,0_DCP1B,0_DDAH1,0_DDRGK1,0_DDX11,0_DDX42,0_DDX58,0_DDX59,0_DEF8,0_DERL3,0_DGCR8,0_DGKD,0_DGKG,0_DKK3,0_DMP1,0_DMTF1,0_DNAJB7,0_DNAJC2,0_DNAJC5,0_DNAJC7,0_DPAGT1,0_DPYSL2,0_DSG2,0_DUSP7,0_EBPL,0_EDAR,0_EEF1B2,0_EEF2,0_EFNA5,0_EHMT1,0_EIF2B1,0_EIF2B4,0_EIF2S2,0_EIF2S3,0_EIF3H,0_EIF4EBP1,0_ELOVL5,0_ELOVL7,0_ENHO,0_ENPP2,0_ENPP3,0_EPHA3,0_EPHA7,0_ERBB3,0_ERGIC1,0_ERGIC2,0_EXOSC1,0_EXTL3,0_EZH1,0_F2,0_F2RL1,0_FADS1,0_FAM104A,0_FAM193B,0_FAM20A,0_FAM53A,0_FAM89A,0_FANCG,0_FBXL2,0_FBXO31,0_FCAR,0_FGB,0_FGF2,0_FGG,0_FKBP7,0_FLAD1,0_FLNA,0_FLRT3,0_FNIP2,0_FOXK1,0_FRAT1,0_FRK,0_FXN,0_FXR1,0_GAB3,0_GALNT2,0_GART,0_GBA2,0_GBGT1,0_GBP3,0_GC,0_GCLC,0_GDI1,0_GEMIN6,0_GGA1,0_GGCX,0_GGT6,0_GHITM,0_GIMAP2,0_GIMAP8,0_GJA4,0_GLG1,0_GLI2,0_GLMN,0_GLRX5,0_GLT8D2,0_GLUD1,0_GMDS,0_GMFG,0_GMPR2,0_GNA12,0_GNAI2,0_GNAT1,0_GOLGA3,0_GORAB,0_GPATCH1,0_GPR143,0_GPR176,0_GPR183,0_GPRC5C,0_GRAMD1C,0_GSTA1,0_GTF2B,0_GTF2H1,0_GTF3C5,0_GTPBP10,0_GTSF1,0_HAGH,0_HAL,0_HAPLN3,0_HAT1,0_HAUS5,0_HDAC3,0_HDGF,0_HDHD2,0_HDHD3,0_HERC3,0_HGF,0_HIBADH,0_HIBCH,0_HINT2,0_HMGB1,0_HMGB2,0_HMGXB4,0_HNRNPA1,0_HOXC13,0_HP,0_HPR,0_HSD17B14,0_HSD17B6,0_HSPA5,0_HTATIP2,0_HTATSF1,0_ICA1,0_ICAM1,0_IFI30,0_IK,0_IKBKE,0_IL4I1,0_IL7,0_ILDR1,0_INTS8,0_IRF3,0_IRF7,0_ITFG1,0_ITIH5,0_JTB,0_JUP,0_KANK2,0_KCNG1,0_KCNJ15,0_KCTD16,0_KDM2A,0_KHSRP,0_KIAA1755,0_KIF18A,0_KIF20A,0_KIF4B,0_KIF7,0_KIFAP3,0_KISS1R,0_KLC4,0_KLHDC2,0_KLRB1,0_KRI1,0_KRT19,0_KRT4,0_LACTB,0_LACTB2,0_LAMP1,0_LARP6,0_LCMT2,0_LDHD,0_LGALS1,0_LIMD1,0_LINS1,0_LMBR1,0_LPAR5,0_LRBA,0_LRP5,0_LRRC24,0_LRRC57,0_LRRC59,0_LRRN4CL,0_LYPLAL1,0_LZTS1,0_MAML3,0_MAN2B1,0_MAP1LC3B2,0_MAP2K1,0_MAP3K1,0_MAP7,0_MARK2,0_MATK,0_MAZ,0_MCCC1,0_MCM5,0_MCM6,0_MECP2,0_MED8,0_MFNG,0_MICALL2,0_MID1,0_MLH1,0_MLX,0_MORC3,0_MPND,0_MPV17L,0_MRPL42,0_MRPL44,0_MRPS2,0_MRPS36,0_MSH2,0_MSH6,0_MSRB3,0_MSTO1,0_MT1E,0_MTA2,0_MVP,0_MX1,0_MYEF2,0_MYO1C,0_N4BP2L1,0_N4BP3,0_NAA10,0_NAA15,0_NAP1L1,0_NBEA,0_NBN,0_NCAM2,0_NCAPH,0_NCL,0_NCOA6,0_NDUFAF1,0_NDUFS2,0_NDUFV1,0_NECAP2,0_NEK7,0_NFIL3,0_NFKBIA,0_NGLY1,0_NIT1,0_NKIRAS1,0_NKX3-2,0_NME2,0_NOMO3,0_NOP56,0_NOP58,0_NPEPL1,0_NRIP1,0_NRP2,0_NSUN6,0_NTRK3,0_NUCKS1,0_NUDT10,0_ORM2,0_OTP,0_P2RX6,0_P4HA2,0_P4HA3,0_P4HB,0_PA2G4,0_PABPC1,0_PAFAH1B1,0_PARP12,0_PARP14,0_PARP16,0_PARP3,0_PARVA,0_PAX5,0_PAX9,0_PBXIP1,0_PCCB,0_PCDHGA1,0_PCDHGA12,0_PCGF3,0_PCID2,0_PDCD5,0_PDCL2,0_PDE10A,0_PDE12,0_PDIA3,0_PDIA5,0_PDK2,0_PDS5A,0_PDZD11,0_PEG3,0_PELI1,0_PEX12,0_PFKM,0_PGAM2,0_PGLYRP2,0_PHC3,0_PHF10,0_PHLDB2,0_PHLDB3,0_PHLPP1,0_PIGH,0_PIK3CG,0_PIK3R2,0_PILRB,0_PJA1,0_PKNOX2,0_PLA2G5,0_PLCD1,0_PLK1,0_PLXDC1,0_PMS2,0_PNPLA4,0_POC5,0_POLA2,0_POLR3D,0_POLR3H,0_PON1,0_POU3F3,0_POU5F1,0_PPA1,0_PPARA,0_PPM1E,0_PPP1R12A,0_PPP1R9A,0_PPP2CB,0_PPP3R1,0_PRC1,0_PRKAA2,0_PRKCB,0_PROM1,0_PRR16,0_PRTFDC1,0_PRTN3,0_PSKH1,0_PSMD12,0_PSMD13,0_PSMD3,0_PTGIS,0_PTHLH,0_PTRH2,0_PTTG2,0_PUS7,0_PZP,0_QRSL1,0_RAB11FIP1,0_RAB11FIP4,0_RAB11FIP5,0_RAB17,0_RAB25,0_RAB6A,0_RAB6C,0_RAB9B,0_RABEPK,0_RAD23A,0_RAD51,0_RALGDS,0_RASEF,0_RASGRF1,0_RB1,0_RBM45,0_RBM4B,0_RBP5,0_RCN1,0_RECQL4,0_REM1,0_REN,0_RER1,0_RHOA,0_RIC8A,0_RIMS2,0_RNASET2,0_RNF130,0_RNF149,0_RNF17,0_RNF4,0_RNF40,0_ROBO2,0_RPGR,0_RPL10,0_RPL31,0_RPL7,0_RPL9,0_RPP30,0_RPS6KA1,0_RPS6KA2,0_RPS6KB1,0_RPS7,0_RSRC2,0_RTKN,0_RUFY3,0_RUNX1,0_S100A10,0_S100A11,0_S1PR2,0_SAMD9,0_SAMHD1,0_SAMM50,0_SBNO2,0_SCOC,0_SDF4,0_SDR39U1,0_SDSL,0_SEC24D,0_SEMA3A,0_SEMA4D,0_SEMA5A,0_SERPINA1,0_SERPINA3,0_SERPINB5,0_SERTAD2,0_SETD3,0_SETD7,0_SFPQ,0_SFXN2,0_SH2D4A,0_SH3BP2,0_SH3GL1,0_SH3GLB1,0_SHC1,0_SHMT2,0_SIKE1,0_SIPA1L1,0_SIRT5,0_SIRT7,0_SIX5,0_SLC12A4,0_SLC16A3,0_SLC20A1,0_SLC25A11,0_SLC25A38,0_SLC29A2,0_SLC35E1,0_SLC37A4,0_SLC38A6,0_SLC41A3,0_SLC7A5,0_SMARCD1,0_SMARCE1,0_SMC4,0_SNAI1,0_SNAP29,0_SNRNP40,0_SNRNP48,0_SNRNP70,0_SNRPA1,0_SNX14,0_SNX15,0_SNX33,0_SOCS5,0_SOX6,0_SPAG5,0_SPTBN1,0_SRRT,0_SSR4,0_STARD13,0_STAT4,0_STEAP3,0_STRADA,0_STRADB,0_STX10,0_STXBP5,0_SUDS3,0_SUMO4,0_SURF6,0_SUSD2,0_SVIL,0_SVIP,0_SYCP3,0_SYNE2,0_SYNGR3,0_SYNJ2BP,0_TACC3,0_TACO1,0_TADA2B,0_TANK,0_TAPBP,0_TARDBP,0_TBC1D19,0_TBX2,0_TCEA2,0_TCIRG1,0_THBS1,0_THG1L,0_TIFA,0_TLE2,0_TMEM132E,0_TMEM159,0_TMEM25,0_TMEM39A,0_TMEM87B,0_TMEM8B,0_TMPRSS2,0_TNFRSF18,0_TNIP2,0_TPPP,0_TPRN,0_TPST1,0_TPT1,0_TPX2,0_TRIB2,0_TRIM17,0_TRIM21,0_TRIM52,0_TRMT1,0_TRMT2A,0_TRMT61B,0_TSHZ3,0_TST,0_TTC19,0_TTC21B,0_TTC27,0_TTK,0_TTLL11,0_TUFM,0_TXLNA,0_U2AF1L4,0_UBA7,0_UBE2F,0_UBE2G2,0_UBE2N,0_UBE2Z,0_UBLCP1,0_UBR7,0_UBXN4,0_UCK1,0_UPK3B,0_UQCRC1,0_UQCRC2,0_URGCP,0_URM1,0_USP1,0_USP10,0_USP2,0_USP39,0_VAPA,0_VEZT,0_VPS35,0_VPS37C,0_WAS,0_WASL,0_WDR59,0_WDR6,0_XK,0_XKR9,0_XPC,0_XRCC1,0_YAP1,0_YTHDC2,0_YTHDF2,0_YWHAG,0_ZBTB1,0_ZBTB12,0_ZBTB2,0_ZBTB20,0_ZBTB42,0_ZMAT3,0_ZNF131,0_ZNF143,0_ZNF207,0_ZNF22,0_ZNF280D,0_ZNF304,0_ZNF37A,0_ZNF503,0_ZNF512,0_ZNF544,0_ZNF549,0_ZNF610,0_ZNF677,0_ZNF687,0_ZNF83,0_ZNHIT3
0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,53,0,169,0,0,0,0,68,0,0,0,35,172,0,0,0,133,0,118,0,71,0,0,0,128,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,133,0,0,115,0,28,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,8,0,0,0,0,45,0,0,0,0,0,0,0,0,0,130,11,0,0,0,0,0,0,88,0,336,0,0,22,0,0,0,0,0,0,19,0,0,140,90,0,0,0,0,0,0,114,0,0,0,0,0,82,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,40,0,0,0,158,0,0,0,0,0,103,0,0,183,0,0,0,280,0,0,151,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,189,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,188,199,0,46,48,23,5,0,0,0,0,0,14,0,0,0,0,0,201,0,0,0,0,0,39,296,0,0,0,0,180,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,40,0,0,26,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,134,143,178,0,88,0,0,0,82,0,0,0,0,11,0,0,0,0,0,0,59,0,0,0,30,56,60,0,0,61,103,0,0,0,0,75,0,0,0,0,83,14,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,3,166,0,0,198,106,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,290,110,0,0,0,0,0,0,0,0,0,0,54,0,0,16,0,0,0,0,169,0,0,0,0,0,0,0,0,0,113,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,103,0,0,0,91,191,0,0,149,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,121,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,154,0,0,84,0,0,0,0,0,3,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,209,0,0,0,0,0,6,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,183,215,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0
100,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,10,0,1,0,2,0,1,0,0,4,1,2,2,3,0,0,11,3,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,2,1,0,6,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,1,0,0,3,0,0,211,0,1,0,0,0,0,0,0,0,298,3,1,0,0,0,1,0,1,0,0,0,0,389,0,1,6,1,1,0,0,440,0,0,0,0,0,0,3,0,0,0,0,0,18,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,109,0,0,0,341,0,0,415,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,73,8,1,2,1,0,13,0,0,0,0,2,3,0,17,0,1,23,1,0,11,2,94,3,0,0,0,0,2,0,2,1,0,0,36,0,1,1,0,0,0,0,0,0,0,0,376,2,0,0,3,98,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,2,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,28,2,0,0,0,0,62,1,8,4,1,0,10,0,0,0,0,0,1,0,0,0,5,1,1,1,0,1,1,11,36,0,0,333,138,0,0,0,0,0,3,0,1,0,0,6,1,7,259,0,1,0,0,0,1,1,0,0,0,0,5,4,23,0,6,0,0,0,2,4,0,0,2,40,1,17,0,0,18,1,0,0,1,1,0,2,0,0,13,0,0,0,0,0,0,5,0,4,0,31,94,0,1,0,0,0,0,0,0,1,0,2,1,0,2,241,0,0,0,0,0,0,4,76,0,0,2,0,0,0,4,1,1,1,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,44,0,0,0,0,1,0,0,0,0,2,0,0,6,3,16,0,6,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,1,1,3,1,0,8,0,1,0,0,0,0,0,5,0,1,1,0,0,2,4,0,1,124,8,2,0,0,2,4,0,1,1,16,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,56,0,0,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,8,0,0,76,55,0,1,0,2,6,1,0,245,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,90,0,1,0,0,1,1,0,0,1,0,124,1,0,5,9,0,40,0,0,8,3,19,3,0,1,0,0,0,1,0,0,1,0,0,0,3,5,0,0,0,1,0,0,0,2,0,1,0,0,0,6,0,1,355,0,0,1,0,0,0,1,121,1,4,0,0,13,0,0,0,0,0,0,0,0,0,1,0,1,1,0,7,0,0,0,0,2,8,321,0,1,0,5,1,0,0,2,8,0,2,1,0,0,0,1,0,2,1,3,0,0,0,1,1,0,0,0,0,1,0,0,1,22,0,1,0,0,0,366,0,0,1,0,0,0,0,0,24,0,23,1,4,0,0,0,39,281,0,0,12,0,7,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,2,2,3,1,225,0,0,1
200,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1,35,0,0,174,0,1,0,4,3,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,44,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,3,0,1,8,0,2,0,0,137,0,0,2,1,0,1,1,0,0,292,0,0,0,0,0,1,0,0,0,0,1,4,363,0,0,0,0,1,0,4,460,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,20,0,0,3,0,368,0,1,431,1,1,1,0,1,0,1,0,11,286,2,0,0,0,2,0,0,0,0,0,1,326,58,1,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,290,0,1,1,4,30,0,1,0,0,0,0,0,1,0,1,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,62,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,302,63,1,0,1,0,0,2,1,0,0,0,10,0,0,171,3,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,1,9,0,1,0,0,0,0,219,0,2,241,0,90,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,1,0,10,44,0,400,8,1,1,2,0,1,3,0,1,0,0,1,0,8,0,0,0,1,0,0,21,0,0,1,0,1,0,0,0,20,0,0,0,15,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,176,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,17,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,6,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,300,0,3,2,0,15,0,1,2,4,10,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,315,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,355,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,44,1,0,0,0,0,1,1,2,379,0,0,45,0,0,0,0,17,0,0,0,0,0,1,0,0,0,171,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,145,0,0,0
300,0,0,1,0,1,0,2,1,1,0,2,0,0,0,0,0,2,0,0,2,0,1,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,1,0,0,91,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,34,0,3,0,1,1,0,1,3,3,0,0,0,1,0,0,222,0,0,0,0,0,0,0,0,0,258,0,0,0,1,1,1,0,0,0,0,0,0,353,0,1,0,0,1,0,0,462,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,374,0,0,438,16,1,0,0,0,4,0,1,81,305,0,0,0,0,0,1,0,0,0,0,0,341,62,0,0,30,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,306,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,281,157,0,0,0,0,0,1,0,0,0,1,7,0,0,160,0,0,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,2,0,282,0,2,287,0,63,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,1,0,405,0,0,0,0,0,0,4,0,0,1,0,0,2,5,0,0,0,0,0,0,3,1,0,0,0,0,0,2,2,51,0,1,2,71,0,0,46,0,2,0,1,1,1,0,0,1,0,1,0,0,0,7,0,0,0,0,0,0,58,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,176,0,0,0,4,0,4,0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,0,0,3,0,2,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,1,310,0,0,0,0,0,0,0,12,0,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,14,15,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,0,1,0,3,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,319,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,1,1,0,0,3,0,2,1,0,266,0,0,0,4,0,0,0,0,324,1,1,12,1,9,0,1,0,0,1,0,0,0,0,2,0,0,110,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,4,0,0,5,3,0,214,4,0,0
400,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,60,0,0,0,21,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,3,0,0,0,1,1,3,1,222,0,0,0,0,0,0,0,0,2,230,0,0,0,1,1,0,1,0,3,0,0,0,301,0,0,0,0,1,1,0,460,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,369,1,0,437,2,1,0,5,0,4,0,1,58,308,0,0,6,0,0,2,0,0,0,0,0,335,45,0,0,26,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,313,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,161,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,242,167,0,0,0,2,1,1,0,0,1,0,6,0,0,156,0,0,0,0,1,0,0,0,0,0,1,0,0,10,1,0,0,0,0,1,0,5,0,0,290,0,1,284,0,21,0,3,0,0,6,0,2,1,1,0,0,0,0,0,2,3,0,1,0,1,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,406,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,87,0,0,1,34,0,0,117,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,37,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48,0,1,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,23,1,0,0,0,1,0,2,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,1,1,315,0,0,0,0,0,0,0,4,0,31,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,14,16,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,0,1,0,334,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,321,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,35,0,0,0,3,0,0,0,0,1,1,0,1,0,278,0,0,0,0,0,0,0,0,286,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,204,2,1,0
