gen,evals,gen_feats,explored,type svm balanced accuracy_min,type svm balanced accuracy_avg,type svm balanced accuracy_max,type svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,420,420,0.25,0.7832832213674783,0.9577698811850075,0.16550990385492367,0.0196078431372549,0.09379096075520539,1.0,0.16922874143149852
1,512,658,668,0.25,0.790229738349729,0.9708410811976178,0.1530282662020868,0.01639344262295082,0.08818653106462218,1.0,0.10568206396034592
2,500,735,926,0.25,0.8117947489691971,0.9708410811976178,0.14062937362245875,0.01639344262295082,0.08676240651213721,1.0,0.10663554008952315
3,500,759,1177,0.25,0.8203061361051238,0.9708410811976178,0.13528363554684103,0.01639344262295082,0.08753188218114581,1.0,0.10639335949618907
4,500,733,1376,0.25,0.8370960319494211,0.9708410811976178,0.1271825340776849,0.015873015873015872,0.0830581806431636,1.0,0.10405188860615931
5,500,754,1592,0.25,0.8444758641633502,0.9741886161945745,0.12485413246536044,0.015625,0.0828675669185596,1.0,0.10430987362531138
6,500,756,1805,0.25,0.8526881656870926,0.9741886161945745,0.12232610454564626,0.015625,0.08116985436276755,1.0,0.10412660417181725
7,500,787,2035,0.25,0.8539449900364626,0.9741886161945745,0.12176580531842823,0.015384615384615385,0.08309123282188884,1.0,0.10452682369841965
8,500,774,2253,0.25,0.8627394859129972,0.9832915622389307,0.11769382145386853,0.015384615384615385,0.07962422666523734,1.0,0.10201415968327014
9,500,771,2458,0.25,0.8668039785251321,0.9832915622389307,0.117022088490011,0.014925373134328358,0.07950628763791241,1.0,0.10209971995528966
10,500,777,2650,0.25,0.8702199263374505,0.9832915622389307,0.11701925807062202,0.014925373134328358,0.07926793506648587,1.0,0.10224649623750616
11,500,774,2846,0.25,0.8740660364646654,0.9832915622389307,0.1158722349452399,0.015151515151515152,0.07891104928683666,1.0,0.10234230073947302
12,500,773,3038,0.25,0.8781361083017952,0.9832915622389307,0.1147401203234178,0.014285714285714285,0.07837005219063314,1.0,0.10248255617643844
13,500,793,3234,0.25,0.8817207756152402,0.9832915622389307,0.11412982258027,0.0136986301369863,0.07803914628444193,1.0,0.10255692750638522
14,500,800,3422,0.25,0.8831804918056959,0.9868647958911277,0.11331248390845791,0.013513513513513514,0.07830907902587733,1.0,0.10240258319559925
15,500,785,3605,0.25,0.8860002281774635,0.9868647958911277,0.11350180291520806,0.013513513513513514,0.07820432497865304,1.0,0.10252685226535882
16,500,778,3762,0.25,0.8895032843571701,0.9868647958911277,0.11307206729333434,0.013513513513513514,0.07785054011925564,1.0,0.1027677184644947
17,500,810,3952,0.25,0.8910140493758234,0.9912507608034083,0.11172237000234543,0.0136986301369863,0.07822007666840261,1.0,0.10258188610786813
18,500,809,4122,0.25,0.8931794410452994,0.9912507608034083,0.11209429931626413,0.0136986301369863,0.07829717693094769,1.0,0.10267228603099184
19,500,796,4283,0.25,0.8899698125665146,0.9912507608034083,0.11481753447660711,0.0136986301369863,0.082149699808992,1.0,0.10509203551683018
20,500,835,4475,0.25,0.8933754590879716,0.9913147648996705,0.1138397049636933,0.014925373134328358,0.0810497312837456,1.0,0.10515483053547155
21,500,820,4645,0.25,0.8967794524351048,0.9913147648996705,0.10979416711961647,0.014925373134328358,0.0792361654225909,1.0,0.10234892666115401
22,500,826,4820,0.25,0.8984258588498025,0.9913147648996705,0.109475172032295,0.015151515151515152,0.07917967787533986,1.0,0.1023375093776806
23,500,787,4975,0.25,0.8995865522245461,0.9913147648996705,0.10887180448293844,0.015151515151515152,0.07936664705073468,1.0,0.10226060456187178
24,500,788,5124,0.25,0.9018213422580594,0.9913147648996705,0.1091197882221341,0.015151515151515152,0.07897105589186762,1.0,0.10243558604450578
25,500,775,5280,0.25,0.9032557846482712,0.9916457811194653,0.10864025417700601,0.015151515151515152,0.0789370307184441,1.0,0.1024855660006731
26,500,805,5445,0.25,0.9040794816469049,0.9916457811194653,0.10843265260535771,0.014705882352941176,0.07897828445685849,1.0,0.10242576172676178
27,500,781,5583,0.25,0.9058423108135526,0.9956140350877193,0.10839562932076977,0.014705882352941176,0.07879273551835587,1.0,0.10251411636841953
28,500,792,5730,0.25,0.9073236770410505,0.9956140350877193,0.10874215619775028,0.014705882352941176,0.07848052474756906,1.0,0.10262874157702918
29,500,796,5870,0.25,0.912829736646343,0.9956140350877193,0.10723841248865328,0.014705882352941176,0.07521772978571019,1.0,0.10187889403211721
30,500,788,6011,0.25,0.9114655457115094,0.996031746031746,0.10794616738098066,0.014492753623188406,0.07692306465424333,1.0,0.1024860257878271
31,500,778,6134,0.25,0.9142568755780708,0.996031746031746,0.1075100924870801,0.014492753623188406,0.07593286357909233,1.0,0.10240392191698411
32,500,777,6266,0.25,0.9171089868361307,0.996031746031746,0.10419068696622123,0.014492753623188406,0.07439754174884929,1.0,0.10004307240051201
33,500,799,6423,0.25,0.9181318185654845,0.996031746031746,0.10430757984319013,0.014492753623188406,0.0744574737053114,1.0,0.10004645374868808
34,500,821,6561,0.25,0.9214772686941537,0.996031746031746,0.10496293993576537,0.014285714285714285,0.07281647851029925,1.0,0.10052865107598055
35,500,797,6684,0.25,0.9261546213118513,0.996031746031746,0.10082292220684064,0.014285714285714285,0.06968265521484195,1.0,0.09752311388105972
36,500,801,6813,0.25,0.9270542531007981,0.996031746031746,0.10092115370898881,0.014285714285714285,0.06956842022382659,1.0,0.09761360686021356
37,500,832,6945,0.25,0.9282261039085846,1.0,0.10124927178637676,0.014285714285714285,0.06924830299229448,1.0,0.09772119954831407
38,500,793,7053,0.25,0.9285777024982826,1.0,0.1009210083059405,0.014285714285714285,0.06946580701918913,1.0,0.0976430781770458
39,500,811,7176,0.25,0.9283520053684627,1.0,0.1004869841113716,0.014705882352941176,0.06993736988963418,1.0,0.0974104931519974
40,500,809,7302,0.25,0.9290762060609019,1.0,0.1005012038956114,0.014705882352941176,0.06991936688189294,1.0,0.09748040632753903
41,500,802,7405,0.25,0.9298975057343094,1.0,0.10029502333754596,0.014705882352941176,0.06979515903596334,1.0,0.09740211735563285
42,500,816,7510,0.25,0.9305495067553241,1.0,0.10021059482304287,0.014705882352941176,0.06977503188371656,1.0,0.09734618847869003
43,500,812,7629,0.25,0.9308816741590231,1.0,0.099882766134915,0.014492753623188406,0.0699762862457405,1.0,0.09731745307076572
44,500,793,7739,0.25,0.9273404112838396,1.0,0.10397000177993522,0.014492753623188406,0.07357966822216161,1.0,0.10031805225332249
45,500,812,7850,0.25,0.9306347497878393,1.0,0.10385373679973955,0.014492753623188406,0.0716693344246726,1.0,0.10046117466595941
46,500,791,7951,0.25,0.9312218465874567,1.0,0.10257059221621698,0.014492753623188406,0.07177238836646914,1.0,0.09977067720348526
47,500,797,8054,0.25,0.9336393713030803,1.0,0.09931626028198905,0.014492753623188406,0.07012406332578527,1.0,0.09726935115831649
48,500,824,8168,0.25,0.9289137340460097,1.0,0.10280263691290484,0.014492753623188406,0.07426339985258351,1.0,0.09979341655325194
49,500,805,8273,0.25,0.9304160703544213,1.0,0.10314802752577532,0.014492753623188406,0.07355374823671035,1.0,0.1002343959859197
50,500,800,8369,0.25,0.9308201012014719,1.0,0.10308811342109005,0.014285714285714285,0.07361172301568465,1.0,0.10024909097829192
51,500,825,8466,0.25,0.9322243683615611,1.0,0.10292184055173305,0.014084507042253521,0.07288241401923116,1.0,0.10018274233378797
52,500,835,8561,0.25,0.9353167403190468,1.0,0.09893463225894236,0.014084507042253521,0.07048797216795046,1.0,0.09710407062048212
53,500,801,8640,0.25,0.9358406439104455,1.0,0.0986329534753414,0.014084507042253521,0.07045195623967167,1.0,0.09712539778966935
54,500,804,8718,0.25,0.9358870038506696,1.0,0.09866015105318175,0.014084507042253521,0.070659349995461,1.0,0.09706571527419078
55,500,820,8811,0.25,0.9362530406712662,1.0,0.0986610444407409,0.014084507042253521,0.07069550480897656,1.0,0.09703165586651075
56,500,836,8909,0.25,0.9369579219147484,1.0,0.09887869180593771,0.014084507042253521,0.07047245310195269,1.0,0.09712246265121018
57,500,831,9002,0.25,0.936907309356776,1.0,0.09856731134672937,0.014492753623188406,0.07080215812671865,1.0,0.09698995105405477
58,500,814,9080,0.25,0.9378935592175814,1.0,0.09863939783170611,0.014492753623188406,0.07039779489290544,1.0,0.09715783314918806
59,500,817,9166,0.25,0.9381867536563055,1.0,0.0982587091226163,0.014492753623188406,0.0706028112542075,1.0,0.09706858385148516
60,500,818,9263,0.25,0.9382365466821853,1.0,0.09767650863362834,0.014492753623188406,0.07082991243953625,1.0,0.09698159863677273
61,500,844,9359,0.25,0.93932283793273,1.0,0.09775837682494459,0.014492753623188406,0.07034777028972838,1.0,0.09716608093755119
62,500,796,9429,0.25,0.9405528663665657,1.0,0.09805213123261773,0.014492753623188406,0.06972479839297746,1.0,0.09738714796088042
63,500,819,9511,0.25,0.9417210129452257,1.0,0.09832407017553697,0.014492753623188406,0.06910231969773727,1.0,0.09759636879016781
64,500,802,9572,0.25,0.9450009179217063,1.0,0.09636530855855296,0.014705882352941176,0.06644847246681622,1.0,0.09628678437995582
