gen,evals,gen_feats,explored,type svm balanced accuracy_min,type svm balanced accuracy_avg,type svm balanced accuracy_max,type svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,458,458,0.25,0.7797315403894352,0.9644785039521881,0.16273075043484372,0.0196078431372549,0.09217339262982753,1.0,0.15968933416463738
1,510,701,706,0.25,0.7951679840627208,0.9644785039521881,0.15217095955996493,0.015625,0.08509426725904663,1.0,0.10667274361431828
2,500,768,949,0.25,0.8135137924940556,0.9653179422916265,0.14115001393628143,0.014705882352941176,0.0825063494441942,1.0,0.10404572215757903
3,500,788,1180,0.25,0.8210363649508385,0.9653179422916265,0.13822108894736856,0.014492753623188406,0.08312814753731503,1.0,0.10408728728512645
4,500,817,1429,0.25,0.8294403476640319,0.9661573806310648,0.13641016531487563,0.014492753623188406,0.08288718218673845,1.0,0.10417179429973529
5,500,825,1658,0.25,0.8380643917486023,0.9709650729387571,0.1307419385910303,0.014492753623188406,0.08227429035810412,1.0,0.1039804195922981
6,500,814,1862,0.25,0.846986641282694,0.9709650729387571,0.12817104369008292,0.013157894736842105,0.08099632242244763,1.0,0.10424171682776208
7,500,860,2106,0.25,0.8533323774179037,0.9709650729387571,0.12179287276757096,0.012987012987012988,0.07941776521791917,1.0,0.10155518493954772
8,500,839,2309,0.25,0.8577158119658119,0.9736721611721613,0.11799855050643537,0.012987012987012988,0.07971431848874225,1.0,0.10141671080881637
9,500,827,2488,0.25,0.8621766114002956,0.9784838699312384,0.1172695855118272,0.012987012987012988,0.07948844966806055,1.0,0.10157898076322476
10,500,828,2682,0.25,0.8652580168369641,0.9784838699312384,0.11683319760101811,0.012987012987012988,0.07954512941376231,1.0,0.10173948045712032
11,500,852,2889,0.25,0.8699736440460124,0.9797410192147034,0.11685170003540674,0.012987012987012988,0.07857649756237307,1.0,0.10207067322579974
12,500,848,3086,0.25,0.8719261053274212,0.9832875457875458,0.11583819827988312,0.012987012987012988,0.07927074101256215,1.0,0.10218487097691634
13,500,868,3286,0.25,0.8741514362830152,0.9872557997557998,0.11367509795681266,0.013513513513513514,0.07969626648374001,1.0,0.10199112207918491
14,500,857,3477,0.25,0.8789294550478762,0.9872557997557998,0.11318519570900257,0.013513513513513514,0.07877235007374606,1.0,0.10221636834941733
15,500,869,3683,0.25,0.8812769423558897,0.9872557997557998,0.11162006906024106,0.013513513513513514,0.07847029631175594,1.0,0.10210413287448131
16,500,846,3852,0.25,0.8823813620589936,0.9872557997557998,0.11121806059521384,0.015151515151515152,0.07920502019230602,1.0,0.10222716278534066
17,500,844,4014,0.25,0.8868674892359102,0.9872557997557998,0.1060685056070852,0.015151515151515152,0.076635865210908,1.0,0.09918847573827846
18,500,864,4198,0.25,0.8876954083927767,0.9872557997557998,0.10561181343951541,0.014705882352941176,0.07703254877493355,1.0,0.09910599369344088
19,500,848,4357,0.25,0.8864421631000577,0.9880952380952381,0.1095041618545116,0.014705882352941176,0.07957291248668652,1.0,0.10207827742574836
20,500,824,4498,0.25,0.8863237099158151,0.9880952380952381,0.10848447729458555,0.014925373134328358,0.08047118026456541,1.0,0.10168885415612473
21,500,852,4664,0.25,0.889055330634278,0.9880952380952381,0.10782457739829156,0.014925373134328358,0.08012867482924842,1.0,0.10185574451254967
22,500,836,4835,0.25,0.8894914369256475,0.9880952380952381,0.10568066735043022,0.014925373134328358,0.08068159677203486,1.0,0.10164316924881239
23,500,870,5010,0.25,0.8907653910417068,0.9880952380952381,0.10454414287260304,0.014925373134328358,0.08072300948361429,1.0,0.10161755119113863
24,500,846,5156,0.25,0.8956897291305186,0.9880952380952381,0.10505128903036465,0.014925373134328358,0.07899954657022436,1.0,0.10203935258966476
25,500,894,5323,0.25,0.8989170201143885,0.9880952380952381,0.10330033334607,0.014925373134328358,0.07709480447551076,1.0,0.10086637874431245
26,500,877,5485,0.25,0.8995529689608636,0.9912240537240538,0.10328261607793389,0.014925373134328358,0.07798601736875296,1.0,0.10180621816826405
