0_age_at_initial_pathologic_diagnosis,1_hsa.let.7e.5p,1_hsa.miR.105.5p,1_hsa.miR.10b.5p,1_hsa.miR.1228.3p,1_hsa.miR.1249,1_hsa.miR.181a.2.3p,1_hsa.miR.196b.5p,1_hsa.miR.222.5p,1_hsa.miR.31.3p,1_hsa.miR.3157.3p,1_hsa.miR.767.3p,2_..728603,2_ACAT1.38,2_ADAMTSL4.54507,2_AES.166,2_AG2.387763,2_AGPAT4.56895,2_AKAP8.10270,2_ALS2CL.259173,2_ARAF.369,2_ARHGAP17.55114,2_ARID5A.10865,2_ARPP21.10777,2_ATP5G1.516,2_B3GNT9.84752,2_BIRC3.330,2_C11orf24.53838,2_C1orf130.400746,2_C1orf135.79000,2_C1orf152.767846,2_C1orf163.65260,2_C1orf91.56063,2_C21orf94.246705,2_C3orf74.100128378,2_C9orf44.158314,2_CATSPERB.79820,2_CCDC46.201134,2_CCL13.6357,2_CD101.9398,2_CD58.965,2_CDKL3.51265,2_CDKN2BAS.100048912,2_CDR2.1039,2_CDSN.1041,2_CH25H.9023,2_CHAF1B.8208,2_CHI3L1.1116,2_CLEC4A.50856,2_CRTAC1.55118,2_CTSZ.1522,2_CUTC.51076,2_CWF19L1.55280,2_DCBLD2.131566,2_DCTN6.10671,2_DEFB119.245932,2_DERL2.51009,2_DGCR2.9993,2_DGCR5.26220,2_DKFZp779M0652.374387,2_DNAJB12.54788,2_ECE1.1889,2_EMILIN2.84034,2_EMILIN3.90187,2_EMR2.30817,2_EN1.2019,2_EPM2A.7957,2_EYA2.2139,2_FAM155A.728215,2_FAM66C.440078,2_FGF21.26291,2_FIGN.55137,2_FLOT2.2319,2_FOLR1.2348,2_FOLR4.390243,2_FOXRED2.80020,2_GBP3.2635,2_GFRA1.2674,2_GIPC3.126326,2_GPHA2.170589,2_GPR1.2825,2_GTF2H5.404672,2_GUCY1B2.2974,2_HCFC1R1.54985,2_HILS1.373861,2_HIST1H2BH.8345,2_HMX1.3166,2_HTR2C.3358,2_HVCN1.84329,2_IFITM3.10410,2_IFITM4P.340198,2_IFT57.55081,2_IGFBP2.3485,2_IGFBP4.3487,2_IRF7.3665,2_ISL2.64843,2_ITIH3.3699,2_JKAMP.51528,2_JUP.3728,2_KIAA1524.57650,2_KLHL22.84861,2_KLHL9.55958,2_KRT40.125115,2_LENEP.55891,2_LHFPL4.375323,2_LHX4.89884,2_LOC100130557.100130557,2_LOC284276.284276,2_LOC285768.285768,2_LOC401052.401052,2_LOC647946.647946,2_LRRC10B.390205,2_LYPD6.130574,2_MAGI2.9863,2_MAP1LC3C.440738,2_MAP4K4.9448,2_MAPK3.5595,2_MCEE.84693,2_MCF2L2.23101,2_MIB1.57534,2_MN1.4330,2_MSL3.10943,2_MYT1.4661,2_NCRNA00092.100188953,2_NEUROG3.50674,2_NFKBIZ.64332,2_NIPAL2.79815,2_NT5DC3.51559,2_OMP.4975,2_OSR2.116039,2_P2RX1.5023,2_PAFAH1B1.5048,2_PCCB.5096,2_PCDHGA8.9708,2_PDCD11.22984,2_PER4.168741,2_PIGG.54872,2_PITX1.5307,2_PIWIL4.143689,2_PKNOX2.63876,2_PLA2G2A.5320,2_PLEKHN1.84069,2_PLSCR2.57047,2_PNMAL2.57469,2_PNPLA4.8228,2_POLR3H.171568,2_PRH1.5554,2_PRICKLE1.144165,2_PRPF6.24148,2_PTGFRN.5738,2_QRSL1.55278,2_RAB2A.5862,2_RAD18.56852,2_RAD54B.25788,2_RASGEF1C.255426,2_RGPD3.653489,2_RIN1.9610,2_RLN2.6019,2_RNF133.168433,2_ROCK2.9475,2_RPL34.6164,2_RPL3.6122,2_RRP1B.23076,2_RSAD1.55316,2_RWDD1.51389,2_SAMD5.389432,2_SEC61A2.55176,2_SEMA6D.80031,2_SERPINF1.5176,2_SERPINH1.871,2_SF3B5.83443,2_SFRS6.6431,2_SH3BGRL2.83699,2_SLC5A9.200010,2_SLITRK5.26050,2_SMC4.10051,2_SMOC1.64093,2_SMYD3.64754,2_SNORA80.677846,2_SOX13.9580,2_SOX6.55553,2_SPAG9.9043,2_SPDYE6.729597,2_SULF2.55959,2_SUPT3H.8464,2_TBCA.6902,2_TCEAL2.140597,2_TET1.80312,2_THAP7.80764,2_THSD4.79875,2_TIAL1.7073,2_TMEM106C.79022,2_TMEM2.23670,2_TMEM30A.55754,2_TPM4.7171,2_TSPYL4.23270,2_TST.7263,2_TTC22.55001,2_TYW1.55253,2_VPS4A.27183,2_VPS54.51542,2_WAPAL.23063,2_WEE1.7465,2_ZADH2.284273,2_ZBTB42.100128927,2_ZNF32.7580,2_ZNF417.147687,2_ZNF486.90649,2_ZNF587.84914,2_ZNF630.57232,2_ZNF652.22834,2_ZNF679.168417,2_ZNF69.7620,2_ZNF705D.728957,2_ZNF720.124411,2_ZNFX1.57169
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
