1_hsa.miR.107,1_hsa.miR.127.3p,1_hsa.miR.145.3p,1_hsa.miR.154.3p,1_hsa.miR.15b.5p,1_hsa.miR.193b.5p,1_hsa.miR.199a.5p,1_hsa.miR.204.3p,1_hsa.miR.212.3p,1_hsa.miR.221.3p,1_hsa.miR.222.5p,1_hsa.miR.24.2.5p,1_hsa.miR.548y,2_A4GNT.51146,2_ABCD1.215,2_ADAMTS19.171019,2_ADNP.23394,2_AGAP8.728404,2_AGPAT4.56895,2_ALDH3A1.218,2_ALDH5A1.7915,2_ALPL.249,2_ANAPC2.29882,2_ANGPTL7.10218,2_ANKRD28.23243,2_ANKRD45.339416,2_AP4M1.9179,2_ARHGAP28.79822,2_ARHGAP31.57514,2_ARHGEF3.50650,2_ARRB1.408,2_ASB13.79754,2_ATAD5.79915,2_ATF4.468,2_ATP8A2.51761,2_AZU1.566,2_BCAS2.10286,2_BCHE.590,2_BPHL.670,2_BRCA2.675,2_BTBD17.388419,2_BTG4.54766,2_C10orf4.118924,2_C10orf62.414157,2_C13orf26.122046,2_C14orf128.84837,2_C14orf48.256369,2_C17orf77.146723,2_C1orf112.55732,2_C1orf53.388722,2_C1QL1.10882,2_C20orf26.26074,2_C21orf57.54059,2_C8orf39.55472,2_C9orf21.195827,2_C9orf3.84909,2_C9orf64.84267,2_CA6.765,2_CATSPER1.117144,2_CCDC56.28958,2_CCDC97.90324,2_CCL3L3.414062,2_CDC20B.166979,2_CDH19.28513,2_CDH9.1007,2_CDK5R2.8941,2_CDKN2BAS.100048912,2_CEACAM1.634,2_CHAF1B.8208,2_CHGB.1114,2_CHMP4A.29082,2_CHST2.9435,2_CIC.23152,2_CLDN23.137075,2_CLDN7.1366,2_CLEC18B.497190,2_CNTN6.27255,2_CORO2A.7464,2_COX6C.1345,2_CTHRC1.115908,2_CTU1.90353,2_CXCR3.2833,2_CXorf40A.91966,2_DAZAP1.26528,2_DBF4B.80174,2_DDIT3.1649,2_DERL2.51009,2_DIRC3.729582,2_DISP1.84976,2_DLL3.10683,2_DNASE1L2.1775,2_DOPEY1.23033,2_DPP10.57628,2_DPY19L2P1.554236,2_DPY19L3.147991,2_DSC2.1824,2_DSCAM.1826,2_DST.667,2_E2F7.144455,2_ECHDC3.79746,2_EEF1A1P9.441032,2_EEF1D.1936,2_EFEMP2.30008,2_EFHB.151651,2_EGF.1950,2_EGLN2.112398,2_ELK1.2002,2_EPSTI1.94240,2_ERICH1.157697,2_ESCO2.157570,2_ESYT1.23344,2_EVX2.344191,2_EXOSC7.23016,2_FAM54A.113115,2_FAM66C.440078,2_FAM84B.157638,2_FAM86B1.85002,2_FAM91A1.157769,2_FLJ36000.284124,2_FLJ37201.283011,2_FRG1.2483,2_FRMD4B.23150,2_FSD1.79187,2_GAL3ST4.79690,2_GALNT5.11227,2_GALNT9.50614,2_GALNTL4.374378,2_GCET2.257144,2_GCNT3.9245,2_GIMAP2.26157,2_GLOD4.51031,2_GLRX5.51218,2_GLUD1.2746,2_GOLGA2P3.401634,2_GPD2.2820,2_GPR1.2825,2_GPR156.165829,2_GRIA3.2892,2_H3F3B.3021,2_HDDC2.51020,2_HERC4.26091,2_HERC6.55008,2_HILS1.373861,2_HIST1H4K.8362,2_HIST2H3D.653604,2_HLA.DPA1.3113,2_HMMR.3161,2_HMOX2.3163,2_HOPX.84525,2_HOXA13.3209,2_HOXB2.3212,2_HPS3.84343,2_ID4.3400,2_IFITM2.10581,2_IGFBP4.3487,2_IGFBP5.3488,2_IKBIP.121457,2_IL10RB.3588,2_INPP1.3628,2_IQGAP2.10788,2_IQGAP3.128239,2_ITGBL1.9358,2_KCND2.3751,2_KCNK17.89822,2_KDELR2.11014,2_KDM4A.9682,2_KIAA0226.9711,2_KIAA0430.9665,2_KIF23.9493,2_LCE5A.254910,2_LOC100240735.100240735,2_LOC257358.257358,2_LOC388387.388387,2_LOC401431.401431,2_LOC441666.441666,2_LOC730811.730811,2_LOC93432.93432,2_LRRC37B.114659,2_LSM10.84967,2_LSM2.57819,2_LTF.4057,2_LYZL1.84569,2_MBOAT1.154141,2_MBOAT4.619373,2_MFAP4.4239,2_MGP.4256,2_MKL2.57496,2_MPDU1.9526,2_MRPS2.51116,2_MTF2.22823,2_MTX3.345778,2_MUTYH.4595,2_MXRA8.54587,2_MYH6.4624,2_NACA2.342538,2_NCOA4.8031,2_NEDD9.4739,2_NFAT5.10725,2_NFE2.4778,2_NID2.22795,2_NMRAL1.57407,2_NOG.9241,2_NOL10.79954,2_NPTXR.23467,2_NSD1.64324,2_NTNG2.84628,2_NUB1.51667,2_ONECUT2.9480,2_OR12D2.26529,2_P2RY2.5029,2_PARP4.143,2_PBXIP1.57326,2_PCDHA1.56147,2_PCK1.5105,2_PCMTD1.115294,2_PCMTD2.55251,2_PGF.5228,2_PGM2.55276,2_PIGL.9487,2_PIGS.94005,2_PLAA.9373,2_PLAGL1.5325,2_PLEKHN1.84069,2_PNMT.5409,2_PRDM7.11105,2_PRDX5.25824,2_PRKAA1.5562,2_PRPF31.26121,2_PUSL1.126789,2_PYCR1.5831,2_RAB18.22931,2_RAB3B.5865,2_RANBP6.26953,2_RASGRF1.5923,2_RBM17.84991,2_RECK.8434,2_RHOD.29984,2_RILP.83547,2_RPAIN.84268,2_RPL23AP32.56969,2_RPL7A.6130,2_RPN2.6185,2_RPS9.6203,2_RSU1.6251,2_RUFY3.22902,2_SCAND3.114821,2_SCD5.79966,2_SEMA3A.10371,2_SEMA3E.9723,2_SESN1.27244,2_SETMAR.6419,2_SH2D3A.10045,2_SH3BGR.6450,2_SHROOM3.57619,2_SIRPD.128646,2_SIRT3.23410,2_SLC7A14.57709,2_SLFN5.162394,2_SNAI2.6591,2_SNORA5C.677796,2_SNRPD2.6633,2_SOCS2.8835,2_SORT1.6272,2_SP3.6670,2_SSTR5.6755,2_ST6GALNAC1.55808,2_STBD1.8987,2_STK11IP.114790,2_SUN1.23353,2_SYNC.81493,2_SYTL3.94120,2_TAF1D.79101,2_TANK.10010,2_TAP2.6891,2_TC2N.123036,2_TELO2.9894,2_TEP1.7011,2_TIGD1.200765,2_TJP2.9414,2_TMED7.51014,2_TMEM156.80008,2_TMEM60.85025,2_TMPPE.643853,2_TMX3.54495,2_TNFRSF11B.4982,2_TNFSF14.8740,2_TOMM34.10953,2_TRIM56.81844,2_TRIM59.286827,2_TRNAU1AP.54952,2_TTC26.79989,2_TTR.7276,2_TUBG2.27175,2_UBE2Q2.92912,2_UPF3A.65110,2_UROD.7389,2_USP34.9736,2_VAMP4.8674,2_VCAN.1462,2_VPS13D.55187,2_VPS26A.9559,2_VPS37C.55048,2_WEE1.7465,2_WNT7B.7477,2_ZBTB42.100128927,2_ZDHHC23.254887,2_ZFP36.7538,2_ZMIZ1.57178,2_ZNF382.84911,2_ZNF498.221785,2_ZNF630.57232,2_ZNF648.127665,2_ZNF701.55762,2_ZNF776.284309,2_ZSCAN2.54993
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
