0_age_at_initial_pathologic_diagnosis,1_hsa.miR.200a.5p,1_hsa.miR.200b.5p,1_hsa.miR.28.5p,1_hsa.miR.29b.2.5p,1_hsa.miR.31.3p,1_hsa.miR.3613.3p,1_hsa.miR.365b.5p,1_hsa.miR.452.3p,1_hsa.miR.552.5p,1_hsa.miR.628.3p,1_hsa.miR.877.5p,2_ABCB4.5244,2_ABCG2.9429,2_ACSL1.2180,2_ACSS3.79611,2_ADAR.103,2_ALDH2.217,2_ALOX12P2.245,2_ALS2CR4.65062,2_ANAPC16.119504,2_ANGPT2.285,2_ANKAR.150709,2_ARL13A.392509,2_ARL5C.390790,2_ATP6V0E2.155066,2_AUH.549,2_BSPRY.54836,2_C12orf35.55196,2_C12orf53.196500,2_C14orf93.60686,2_C17orf77.146723,2_C19orf61.56006,2_C1orf87.127795,2_C21orf33.8209,2_C21orf71.282566,2_C7orf36.57002,2_C9orf122.158228,2_CABP4.57010,2_CACNA2D2.9254,2_CALCRL.10203,2_CBARA1.10367,2_CCDC160.347475,2_CCDC28B.79140,2_CCNB3.85417,2_CCT7.10574,2_CD109.135228,2_CDH6.1004,2_CDKN1B.1027,2_CDKN2B.1030,2_CDKN2BAS.100048912,2_CLCA1.1179,2_CNIH3.149111,2_CNIH4.29097,2_COL5A3.50509,2_COX16.51241,2_CPM.1368,2_CPNE4.131034,2_CS.1431,2_CSNK1E.1454,2_CSTL1.128817,2_CTTNBP2NL.55917,2_CYBRD1.79901,2_CYS1.192668,2_CYTH3.9265,2_DBP.1628,2_DEGS2.123099,2_DEPDC1.55635,2_DHRS4L2.317749,2_DIAPH1.1729,2_DLGAP1.9229,2_DLX1.1745,2_DNASE1L1.1774,2_DNMT3L.29947,2_DOCK3.1795,2_DPEP1.1800,2_EFHB.151651,2_EGF.1950,2_ELF2.1998,2_ELK1.2002,2_EMP3.2014,2_ENDOG.2021,2_ENOX2.10495,2_ESM1.11082,2_ETNK1.55500,2_FAM100B.283991,2_FAM23A.653567,2_FAM36A.116228,2_FAM86B2.653333,2_FAM90A7.441317,2_FAP.2191,2_FIZ1.84922,2_FKBP9L.360132,2_FLJ36000.284124,2_FLT3LG.2323,2_FOLR1.2348,2_FOXC1.2296,2_FZD6.8323,2_GCAT.23464,2_GFRA3.2676,2_GK3P.2713,2_GLB1L.79411,2_GLUD1.2746,2_GNAT2.2780,2_GNPAT.8443,2_GPR139.124274,2_GPR174.84636,2_GPR18.2841,2_GPR98.84059,2_GRB14.2888,2_GRTP1.79774,2_GTF2A1L.11036,2_GTF3C5.9328,2_GXYLT1.283464,2_H2AFY2.55506,2_HDGFL1.154150,2_HILS1.373861,2_HIST1H3G.8355,2_HKDC1.80201,2_HLA.DQA2.3118,2_HSD17B4.3295,2_ICOSLG.23308,2_IGFBP2.3485,2_IL17RC.84818,2_IL1RAP.3556,2_IMP3.55272,2_INO80E.283899,2_IQGAP2.10788,2_ITGA7.3679,2_ITM2B.9445,2_KBTBD6.89890,2_KCND2.3751,2_KCNQ2.3785,2_KIAA0467.23334,2_KLRC3.3823,2_LCE1D.353134,2_LOC100128842.100128842,2_LOC150622.150622,2_LOC643763.643763,2_LOC650368.650368,2_LOC650623.650623,2_LOC80054.80054,2_LPIN3.64900,2_LRRC1.55227,2_LRRIQ4.344657,2_MAGEC2.51438,2_MAP3K1.4214,2_MARK3.4140,2_MBOAT4.619373,2_MCFD2.90411,2_METRN.79006,2_METTL5.29081,2_MGC12982.84793,2_MGC45800.90768,2_MRFAP1.93621,2_MTDH.92140,2_MTMR11.10903,2_MUC12.10071,2_NCRNA00158.54072,2_NEIL2.252969,2_NFIB.4781,2_NFYC.4802,2_NIP7.51388,2_NIPAL1.152519,2_NLRP11.204801,2_NOG.9241,2_NTNG2.84628,2_PARK2.5071,2_PCDHGC3.5098,2_PCSK1.5122,2_PDHB.5162,2_PDIA3P.171423,2_PEA15.8682,2_PER3.8863,2_PGM1.5236,2_PHF8.23133,2_PI4K2B.55300,2_PID1.55022,2_PLOD2.5352,2_PLSCR3.57048,2_PLXNA1.5361,2_PNMAL2.57469,2_PPP1R11.6992,2_PQBP1.10084,2_PTGFRN.5738,2_PTRF.284119,2_QRFP.347148,2_RALB.5899,2_RASEF.158158,2_RBM23.55147,2_REC8.9985,2_RETN.56729,2_RFPL4B.442247,2_RIBC1.158787,2_RNF139.11236,2_RPS15AP10.728963,2_RPS17.6218,2_RPSAP58.388524,2_RRAS2.22800,2_RSL1D1.26156,2_SACM1L.22908,2_SAMD11.148398,2_SAMD9.54809,2_SATB2.23314,2_SC65.10609,2_SEMA4A.64218,2_SEMA6C.10500,2_SEPT4.5414,2_SFRP2.6423,2_SH2B3.10019,2_SIGMAR1.10280,2_SLC2A10.81031,2_SLC2A3.6515,2_SLC4A3.6508,2_SMS.6611,2_SPRY2.10253,2_SRI.6717,2_SULF2.55959,2_SUN1.23353,2_SUSD1.64420,2_SWAP70.23075,2_SYBU.55638,2_TADA2B.93624,2_TBL2.26608,2_TCEAL2.140597,2_TDGF1.6997,2_TERT.7015,2_THBS3.7059,2_TMEM44.93109,2_TNFRSF18.8784,2_TNK2.10188,2_TOM1L1.10040,2_TRAF5.7188,2_TSPAN6.7105,2_TTF2.8458,2_TUBB6.84617,2_TUBG2.27175,2_TUBGCP2.10844,2_TWIST1.7291,2_UBE2T.29089,2_UBE3C.9690,2_UBTF.7343,2_USH1C.10083,2_UTS2R.2837,2_VANGL1.81839,2_VAV3.10451,2_VKORC1.79001,2_VPS72.6944,2_VRK1.7443,2_WDR66.144406,2_WDR67.93594,2_WDR86.349136,2_WEE1.7465,2_WISP1.8840,2_YWHAE.7531,2_ZDHHC5.25921,2_ZNF311.282890,2_ZNF423.23090,2_ZNF473.25888,2_ZNF630.57232,2_ZNF648.127665,2_ZNF705D.728957,2_ZNF841.284371
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
