gen,evals,gen_feats,explored,Pam50 svm adjusted balanced accuracy_min,Pam50 svm adjusted balanced accuracy_avg,Pam50 svm adjusted balanced accuracy_max,Pam50 svm adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,1061,1061,0.1684005579067429,0.5558789390682123,0.687608613088246,0.11342789441181854,0.14002800840280097,0.2438593687931564,1.0,0.14003175635958767
1,504,1287,1335,0.2,0.5625844632982705,0.687608613088246,0.1131697881307063,0.13736056394868904,0.271833992437259,1.0,0.13834250485209432
2,500,1284,1552,0.2,0.5801090636506998,0.6878798025957653,0.10637334666015612,0.13018891098082386,0.2756774439766119,1.0,0.1399000030908426
3,500,1324,1782,0.2,0.5946998817675453,0.6878798025957653,0.1004008134640234,0.12598815766974242,0.27430128030967094,1.0,0.13868518637661695
4,500,1364,2040,0.2,0.6062925769692303,0.6878798025957653,0.09409006565122048,0.1270001270001905,0.27457352591047895,1.0,0.13716810023148382
5,500,1362,2267,0.2,0.6122183973900803,0.6878798025957653,0.0911591669396712,0.1270001270001905,0.2785044217369422,1.0,0.13953479171871627
6,500,1381,2484,0.2,0.6186443111154422,0.6879047484320491,0.08563397113611136,0.1270001270001905,0.27974942340127484,1.0,0.13741555065410294
7,500,1390,2676,0.2,0.6227847981352509,0.6879047484320491,0.08413664230792517,0.1270001270001905,0.2824493457984929,1.0,0.14014211362666543
8,500,1390,2905,0.2,0.6272925291794883,0.687951045960028,0.08206493498998627,0.1270001270001905,0.28382497359844605,1.0,0.1412519352441511
9,500,1398,3107,0.2,0.6312322657598103,0.687951045960028,0.07760338255703603,0.1270001270001905,0.28718835952675886,1.0,0.1390331598918261
10,500,1390,3297,0.2,0.6330336956247933,0.687951045960028,0.07660531898607228,0.1270001270001905,0.2912247801710717,1.0,0.1413220371045629
11,500,1406,3506,0.2,0.6371189178247917,0.687951045960028,0.07396315367844937,0.1270001270001905,0.2910578142949852,1.0,0.14092978326369512
12,500,1445,3701,0.2,0.640783314656562,0.6879737960852049,0.07231404801591368,0.1270001270001905,0.29036819152009713,1.0,0.1409250072766706
13,500,1422,3895,0.2,0.6442245288114749,0.6879737960852049,0.07031316944374973,0.1270001270001905,0.290230615409178,1.0,0.14100099653774673
14,500,1410,4071,0.2,0.645812472183105,0.6879737960852049,0.06905280720351527,0.1270001270001905,0.2935282102159582,1.0,0.1398357387879155
15,500,1411,4259,0.2,0.648032923044881,0.6879737960852049,0.06833339936577283,0.1270001270001905,0.2954436007131885,1.0,0.14230665076950783
16,500,1433,4436,0.2,0.6476884874799207,0.6879737960852049,0.06867923524119375,0.1270001270001905,0.301988844041862,1.0,0.14287789469741802
17,500,1449,4625,0.2,0.649967297961306,0.6879737960852049,0.06666968598572579,0.1270001270001905,0.30416232010055205,1.0,0.14253021488467454
18,500,1491,4859,0.2,0.6512010930582244,0.688168220546295,0.06722541131182598,0.1270001270001905,0.3063276182387508,1.0,0.14447387488282584
19,500,1428,5017,0.2,0.6539798956407724,0.7344556805320295,0.0648192198597671,0.1270001270001905,0.30590401784079013,1.0,0.143579012299513
20,500,1439,5205,0.2,0.6547599287595138,0.7344556805320295,0.06502337229522093,0.14002800840280097,0.3099762227085182,1.0,0.1431854098177648
21,500,1474,5369,0.2,0.6563017839552291,0.7344556805320295,0.06470904835017317,0.14002800840280097,0.31047450493386736,1.0,0.14304723251372786
22,500,1474,5550,0.2,0.6585789530700129,0.7376234350776205,0.064383095023697,0.14002800840280097,0.3085831164008114,1.0,0.14359463310738593
23,500,1493,5745,0.2,0.6586997543335236,0.7376234350776205,0.06623977235103153,0.14002800840280097,0.3118587833382362,1.0,0.1454020048547172
24,500,1445,5912,0.2,0.659222923195225,0.7376234350776205,0.0671924910069118,0.14002800840280097,0.3134168758720517,1.0,0.14791341526025514
25,500,1474,6087,0.2,0.6615497404003127,0.7376234350776205,0.06533468663153923,0.13483997249264842,0.31108017821447465,1.0,0.14616901622329984
26,500,1451,6237,0.2,0.663007574704201,0.7377700744714234,0.06506976067429145,0.13483997249264842,0.31202985737122024,1.0,0.1462468871841833
27,500,1489,6392,0.2,0.6633180128734396,0.7390851434107834,0.06712255041372067,0.13483997249264842,0.3140916090101357,1.0,0.14822980906354008
28,500,1425,6550,0.2,0.6648398614494686,0.7390851434107834,0.06684919717426212,0.13483997249264842,0.31275928289504495,1.0,0.1488264116433443
29,500,1467,6693,0.2,0.6658061207066274,0.7390851434107834,0.06693165868860186,0.13483997249264842,0.31193763778700145,1.0,0.14904620733149063
30,500,1481,6823,0.2,0.6680920365405711,0.7390851434107834,0.06564442378869303,0.13483997249264842,0.30769223331217027,1.0,0.14842240610000582
31,500,1477,6982,0.2,0.6702071870960634,0.7390851434107834,0.06620980644350882,0.14002800840280097,0.3062952236160219,1.0,0.14746255382133114
32,500,1423,7151,0.2,0.6715655512287312,0.7390851434107834,0.06844503912503173,0.14285714285714285,0.30876176066973593,1.0,0.1493749184087709
