gen,evals,gen_feats,explored,Pam50 svm adjusted balanced accuracy_min,Pam50 svm adjusted balanced accuracy_avg,Pam50 svm adjusted balanced accuracy_max,Pam50 svm adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,1089,1089,0.2,0.5643459510199759,0.7396730286628581,0.12092688904820285,0.14002800840280097,0.25893860090983206,1.0,0.1485010956131339
1,507,1319,1368,0.2,0.5896389217777389,0.7396979903069499,0.11841604141750184,0.13245323570650439,0.2676788417137147,1.0,0.13093272419928337
2,500,1316,1593,0.2,0.6046210082178761,0.7439978607800003,0.11442847919799608,0.1270001270001905,0.27731930388497733,1.0,0.13650472659002555
3,500,1327,1810,0.2,0.616754646600295,0.7535137797806342,0.11065263173011146,0.1270001270001905,0.27923822099358514,1.0,0.1377972402723777
4,500,1379,2055,0.2,0.6338177387285316,0.7544114140955785,0.10453260792872862,0.1270001270001905,0.27379746153944895,1.0,0.13592091326893488
5,500,1390,2289,0.2,0.6405511029615386,0.7573737867764747,0.10450141108970254,0.1386750490563073,0.2787746833988941,1.0,0.13725750560225775
6,500,1404,2527,0.2,0.6521186749906124,0.7630125923059594,0.09820140978744861,0.13018891098082386,0.2762208781721973,1.0,0.13771787206164837
7,500,1405,2725,0.2,0.6565301074172194,0.7637828382513157,0.09589772663478396,0.13736056394868904,0.27976498666878763,1.0,0.13739767373451942
8,500,1430,2954,0.2,0.6614761388940569,0.7637828382513157,0.09509284956249922,0.13245323570650439,0.2846632948193347,1.0,0.13935006095609756
9,500,1435,3151,0.2,0.6666807846537958,0.7654257871712894,0.09231088370718106,0.13245323570650439,0.28703895486147357,1.0,0.138427768652577
10,500,1405,3355,0.2,0.673361162285903,0.7654257871712894,0.0901830996568769,0.13245323570650439,0.28737589750244424,1.0,0.14036710698997945
11,500,1380,3539,0.2,0.6797224984792588,0.7654257871712894,0.08719848290522318,0.13245323570650439,0.28520649896124395,1.0,0.13934058002406519
12,500,1408,3730,0.2,0.6840929603798567,0.7654257871712894,0.08763720394368915,0.13245323570650439,0.284705866034141,1.0,0.13985000087792235
13,500,1434,3923,0.2,0.6893002339938678,0.7662519370692956,0.08459676966512641,0.13245323570650439,0.28521543649940534,1.0,0.13953391384249023
