0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_ABCC10.89845,1_ABCC6.368,1_ABI3BP.25890,1_ACCSL.390110,1_ACOT8.10005,1_ACSL1.2180,1_ACVR2A.92,1_ADRB3.155,1_AHCYL2.23382,1_AKNAD1.254268,1_AMOT.154796,1_ANKRD13D.338692,1_AP3S1.1176,1_AQR.9716,1_ATG9A.79065,1_ATP7A.538,1_ATP8B3.148229,1_BOC.91653,1_BPGM.669,1_C13orf36.400120,1_C14orf149.112849,1_C15orf42.90381,1_C16orf57.79650,1_C16orf59.80178,1_C16orf7.9605,1_C18orf20.221241,1_C19orf61.56006,1_C19orf77.284422,1_C1orf144.26099,1_C1orf77.26097,1_C1orf92.149499,1_C4orf34.201895,1_C4orf45.152940,1_C4orf48.401115,1_C5orf38.153571,1_C6orf118.168090,1_C8orf33.65265,1_C9orf109.286333,1_C9orf144B.259308,1_CAMK2N2.94032,1_CASQ2.845,1_CBX4.8535,1_CCDC102A.92922,1_CCDC121.79635,1_CCDC48.79825,1_CCNL1.57018,1_CD1B.910,1_CD63.967,1_CDC42SE2.56990,1_CDH22.64405,1_CDKL2.8999,1_CDT1.81620,1_CEP55.55165,1_CILP2.148113,1_CKAP4.10970,1_CLEC14A.161198,1_COL11A1.1301,1_COL1A1.1277,1_COL24A1.255631,1_CORO6.84940,1_CPXM2.119587,1_CTAGE1.64693,1_CXCL5.6374,1_CYP3A7.1551,1_CYTSA.23384,1_DDX11.1663,1_DENND2A.27147,1_DGKE.8526,1_DHX34.9704,1_DHX58.79132,1_DIRAS2.54769,1_DKFZP434L187.26082,1_DNAH7.56171,1_DOK7.285489,1_DUSP9.1852,1_ECHDC3.79746,1_EFHC2.80258,1_EIF3B.8662,1_EME1.146956,1_ENAH.55740,1_FABP1.2168,1_FAM104A.84923,1_FAM151A.338094,1_FAM160A1.729830,1_FAP.2191,1_FBRSL1.57666,1_FCER1A.2205,1_FGF3.2248,1_FJX1.24147,1_FLJ43663.378805,1_FNBP1L.54874,1_FOXA2.3170,1_FOXP4.116113,1_FREM1.158326,1_G6PC3.92579,1_GABBR1.2550,1_GABRA5.2558,1_GABRE.2564,1_GIGYF2.26058,1_GIPC2.54810,1_GNA12.2768,1_GNG3.2785,1_GPRC5D.55507,1_GPSM1.26086,1_GRAMD3.65983,1_GUSBL2.375513,1_H3F3A.3020,1_HAPLN3.145864,1_HES7.84667,1_HHLA2.11148,1_HIPK3.10114,1_HNRNPA3P1.10151,1_HPX.3263,1_HYAL1.3373,1_IGF2BP2.10644,1_IKZF2.22807,1_INPP5F.22876,1_ITPRIPL2.162073,1_KANK1.23189,1_KDM2B.84678,1_KHK.3795,1_KIAA0562.9731,1_KIAA1199.57214,1_KLF2.10365,1_LARP4B.23185,1_LDHD.197257,1_LMO1.4004,1_LOC100134713.100134713,1_LOC100286793.100286793,1_LOC728743.728743,1_LOC728855.728855,1_LOC729020.729020,1_LPIN3.64900,1_MAGIX.79917,1_MAML2.84441,1_MANF.7873,1_MAP3K5.4217,1_MARCKSL1.65108,1_MBL2.4153,1_MED15.51586,1_MEIS3.56917,1_MEMO1.51072,1_METTL7A.25840,1_MGC72080.389538,1_MLYCD.23417,1_MNX1.3110,1_MOCOS.55034,1_MRPS34.65993,1_MTA1.9112,1_MVD.4597,1_MYL3.4634,1_MYST3.7994,1_NCRNA00028.140875,1_NCRNA00152.112597,1_NIPSNAP1.8508,1_NME2.4831,1_NOTUM.147111,1_NUBPL.80224,1_ODF3L1.161753,1_OFD1.8481,1_OGFOD1.55239,1_OLAH.55301,1_OPN5.221391,1_OR12D2.26529,1_OR4K2.390431,1_OR52A4.390053,1_OR52K1.390036,1_PBX4.80714,1_PDE1B.5153,1_PDE4D.5144,1_PDE6D.5147,1_PEBP1.5037,1_PEBP4.157310,1_PEX6.5190,1_PHKG2.5261,1_PIP5KL1.138429,1_PLA2G2F.64600,1_PLAC8L1.153770,1_PLEKHG4B.153478,1_PLVAP.83483,1_POLE2.5427,1_POLR3G.10622,1_PPIH.10465,1_PRKCZ.5590,1_PRMT7.54496,1_PRPF40B.25766,1_PRRT2.112476,1_PRSS3.5646,1_PSMA5.5686,1_PSMB4.5692,1_PTPN2.5771,1_PYCR1.5831,1_RAB11FIP4.84440,1_RAPGEF2.9693,1_RAPGEF6.51735,1_RARG.5916,1_RASSF6.166824,1_RELN.5649,1_RHEB.6009,1_RNF10.9921,1_RPL31.6160,1_RPL32P3.132241,1_RPS20.6224,1_RPS4X.6191,1_RPS6KA2.6196,1_RPS7.6201,1_RPUSD1.113000,1_SCN4A.6329,1_SCP2.6342,1_SCXB.642658,1_SERPINA11.256394,1_SERPINF1.5176,1_SF3B4.10262,1_SH3BP5.9467,1_SHE.126669,1_SHISA6.388336,1_SHROOM3.57619,1_SKA1.220134,1_SLC16A12.387700,1_SLC22A6.9356,1_SLC25A34.284723,1_SLC40A1.30061,1_SLN.6588,1_SNAPC3.6619,1_SNORA8.654320,1_SNRPC.6631,1_SNRPD1.6632,1_SNX18.112574,1_SP110.3431,1_SPEG.10290,1_SPINT1.6692,1_SPTBN5.51332,1_STK11IP.114790,1_STK32B.55351,1_STON1.GTF2A1L.286749,1_STRADA.92335,1_SUB1.10923,1_SYCP2L.221711,1_SYT5.6861,1_TEKT2.27285,1_TM4SF19.116211,1_TMBIM1.64114,1_TMEM192.201931,1_TMEM86B.255043,1_TMPRSS5.80975,1_TNFAIP2.7127,1_TNFRSF8.943,1_TOPORS.10210,1_TRIM46.80128,1_TSEN2.80746,1_TTLL3.26140,1_UBE3A.7337,1_UBTF.7343,1_UXT.8409,1_WDR72.256764,1_WDSUB1.151525,1_YLPM1.56252,1_ZDHHC24.254359,1_ZMYND11.10771,1_ZNF14.7561,1_ZNF17.7565,1_ZNF518B.85460,1_ZNF560.147741,1_ZSCAN4.201516
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
