0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage I,0_ajcc_pathologic_tumor_stage_Stage IV,1_ABCA13.154664,1_ABCB1.5243,1_ABCD1.215,1_ACCN2.41,1_ADAM11.4185,1_ADD3.120,1_AKAP6.9472,1_AKR7A2.8574,1_ALDH6A1.4329,1_ARHGEF37.389337,1_ATF7IP2.80063,1_ATP1A1.476,1_BAGE2.85319,1_BARX1.56033,1_BID.637,1_C15orf52.388115,1_C15orf63.25764,1_C16orf75.116028,1_C17orf101.79701,1_C20orf27.54976,1_C21orf125.284836,1_C21orf59.56683,1_C6.729,1_C6orf125.84300,1_C6orf186.728464,1_C7orf40.285958,1_C9orf5.23731,1_CACNB4.785,1_CAND1.55832,1_CAPZB.832,1_CCDC42B.387885,1_CCDC59.29080,1_CCNF.899,1_CDK5R2.8941,1_CHRNB4.1143,1_CHST10.9486,1_COL7A1.1294,1_COX6B2.125965,1_CRELD1.78987,1_CT45A6.541465,1_CTAGE1.64693,1_CTNND1.1500,1_CYP3A7.1551,1_DCST1.149095,1_DDO.8528,1_DEDD2.162989,1_DENND5B.160518,1_DLAT.1737,1_DLGAP3.58512,1_DNAJC27.51277,1_DONSON.29980,1_DSN1.79980,1_E2F6.1876,1_EMCN.51705,1_EPHA4.2043,1_EPOR.2057,1_FAM104A.84923,1_FAM110C.642273,1_FAM124B.79843,1_FAM128A.653784,1_FAM19A3.284467,1_FBP1.2203,1_FKTN.2218,1_FOXB2.442425,1_GIPC2.54810,1_GJB3.2707,1_GNB3.2784,1_GPR153.387509,1_GPX8.493869,1_GTPBP4.23560,1_GUCY2E.390226,1_HADHB.3032,1_HHIPL2.79802,1_HIST1H4C.8364,1_HLA.J.3137,1_HLA.L.3139,1_HNRNPK.3190,1_HOXA1.3198,1_HOXA2.3199,1_HOXA3.3200,1_IFNG.3458,1_IGF2BP3.10643,1_IGFN1.91156,1_IL11.3589,1_ITGAE.3682,1_IVD.3712,1_KCNF1.3754,1_KIAA1024.23251,1_KIAA1109.84162,1_KISS1.3814,1_KLK8.11202,1_KTN1.3895,1_LCTL.197021,1_LGALS9C.654346,1_LHPP.64077,1_LIMCH1.22998,1_LMBRD1.55788,1_LNX2.222484,1_LOC100128788.100128788,1_LOC202181.202181,1_LOC285501.285501,1_LOC286467.286467,1_LOC399815.399815,1_LOC550643.550643,1_LOC643719.643719,1_LOC678655.678655,1_LOC80054.80054,1_LRP2.4036,1_LRRC16A.55604,1_LTV1.84946,1_LY6G6C.80740,1_LZTS2.84445,1_MAGEH1.28986,1_MANEAL.149175,1_MBNL3.55796,1_MCPH1.79648,1_MDK.4192,1_MGAT3.4248,1_MLYCD.23417,1_MRPS10.55173,1_MTMR14.64419,1_MXRA8.54587,1_NARG2.79664,1_NCKAP5.344148,1_NGRN.51335,1_NOM1.64434,1_NPEPL1.79716,1_NPY6R.4888,1_NSUN5.55695,1_NUDT16.131870,1_OLIG3.167826,1_OR11A1.26531,1_OR2T10.127069,1_PAPD7.11044,1_PCDHA12.56137,1_PCSK7.9159,1_PDCD6IP.10015,1_PEX14.5195,1_PEX16.9409,1_PHF17.79960,1_PIPSL.266971,1_PISD.23761,1_POLR3G.10622,1_PPP1R3D.5509,1_PPP2R2C.5522,1_PSMG1.8624,1_PSORS1C2.170680,1_PTPRB.5787,1_PTPRH.5794,1_PTPRS.5802,1_PVT1.5820,1_RAB11FIP4.84440,1_RAB3IL1.5866,1_RAB40A.142684,1_RANBP3.8498,1_RIMKLA.284716,1_RPL36.25873,1_RPS25.6230,1_RTKN2.219790,1_SERTAD4.56256,1_SFN.2810,1_SFXN5.94097,1_SGMS1.259230,1_SGSH.6448,1_SIPA1L1.26037,1_SLC2A1.6513,1_SLC35A3.23443,1_SLC35B2.347734,1_SLC46A1.113235,1_SLC7A2.6542,1_SLFNL1.200172,1_SLMO1.10650,1_SLPI.6590,1_SMARCD1.6602,1_SMEK2.57223,1_SMYD5.10322,1_SNORA74B.677841,1_SNRPC.6631,1_SORBS2.8470,1_SOX6.55553,1_SPATA18.132671,1_SPOCK1.6695,1_SSTR1.6751,1_SSX7.280658,1_SULT1B1.27284,1_SYCP2L.221711,1_SYT11.23208,1_tAKR.389932,1_TAL2.6887,1_TBC1D3C.414060,1_TDRD7.23424,1_TFEC.22797,1_TRDMT1.1787,1_TRIM46.80128,1_TRPM3.80036,1_TTC12.54970,1_TUBB3.10381,1_UBE2C.11065,1_UBXN1.51035,1_UCHL1.7345,1_UCK2.7371,1_VGLL2.245806,1_XKR3.150165,1_XKR8.55113,1_ZNF323.64288,1_ZNF350.59348,1_ZNF420.147923,1_ZNF517.340385,1_ZNF613.79898,1_ZNF879.345462,1_ZNRF3.84133,1_ZPBP.11055
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
