0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage IV,1_A2M.2,1_ABP1.26,1_ADAM22.53616,1_ADRB3.155,1_AFG3L1.172,1_AGBL4.84871,1_AKAP6.9472,1_ANO4.121601,1_APPL1.26060,1_ARHGAP31.57514,1_ARHGAP42.143872,1_ARNTL2.56938,1_ATG9B.285973,1_ATP8A1.10396,1_AURKAPS1.6791,1_B3GAT1.27087,1_BAG1.573,1_BARX1.56033,1_BCL2.596,1_BCL3.602,1_BFSP2.8419,1_BNC1.646,1_C11orf17.56672,1_C15orf26.161502,1_C1orf53.388722,1_C20orf26.26074,1_C4orf12.404201,1_C5orf25.375484,1_C6orf186.728464,1_C6orf89.221477,1_C8orf44.56260,1_C9orf139.401563,1_C9orf30.91283,1_C9orf95.54981,1_CABLES2.81928,1_CADPS2.93664,1_CAPN8.388743,1_CASC4.113201,1_CCDC109B.55013,1_CCDC79.283847,1_CCDC84.338657,1_CD44.960,1_CDC42SE1.56882,1_CDC45.8318,1_CDC7.8317,1_CENPI.2491,1_CFL1.1072,1_CGB8.94115,1_CHAC2.494143,1_CHFR.55743,1_CHKB.CPT1B.386593,1_CHURC1.91612,1_CLMN.79789,1_CNNM2.54805,1_COL24A1.255631,1_CREB1.1385,1_CRELD2.79174,1_CSN3.1448,1_CTBP2.1488,1_CYLC2.1539,1_DBC1.1620,1_DCTN6.10671,1_DDX11L2.84771,1_DDX51.317781,1_DDX55.57696,1_DGKI.9162,1_DKFZp686A1627.266695,1_DLX4.1748,1_DNM1L.10059,1_DONSON.29980,1_DPEP1.1800,1_DRD5.1816,1_DSCR9.257203,1_E2F4.1874,1_ELMO2.63916,1_EPM2A.7957,1_ERCC6L.54821,1_ESD.2098,1_FAM72A.729533,1_FAM86D.692099,1_FBXL6.26233,1_FCGR2B.2213,1_FGF21.26291,1_FKTN.2218,1_FLII.2314,1_FLJ23867.200058,1_FOXB2.442425,1_FOXE1.2304,1_FRY.10129,1_FSCN2.25794,1_FXR2.9513,1_GATA4.2626,1_GCNT4.51301,1_GJB3.2707,1_GLIPR1L2.144321,1_GPR44.11251,1_GRIN3B.116444,1_GSN.2934,1_GTPBP2.54676,1_HABP2.3026,1_HAGHL.84264,1_HHIPL2.79802,1_HMGA1.3159,1_HMGN1.3150,1_HMP19.51617,1_HS1BP3.64342,1_HSD17B10.3028,1_HSH2D.84941,1_HSPC072.29075,1_HYMAI.57061,1_IGDCC4.57722,1_IGFN1.91156,1_IKBKG.8517,1_IL1F9.56300,1_IL25.64806,1_IL7R.3575,1_INTS7.25896,1_IPP.3652,1_IQGAP3.128239,1_IQSEC3.440073,1_IRF1.3659,1_ITM2A.9452,1_KCNAB3.9196,1_KHDRBS1.10657,1_KIAA0101.9768,1_KITLG.4254,1_KLF5.688,1_KLF6.1316,1_KLHDC7B.113730,1_KLHL17.339451,1_KTI12.112970,1_LCTL.197021,1_LEP.3952,1_LIG1.3978,1_LIMCH1.22998,1_LOC100132288.100132288,1_LOC100192378.100192378,1_LOC285359.285359,1_LOC286467.286467,1_LOC339674.339674,1_LOC400804.400804,1_LOC728855.728855,1_LOC96610.96610,1_LPAL2.80350,1_MAPK10.5602,1_MASP1.5648,1_MECP2.4204,1_METTL14.57721,1_MMP13.4322,1_MND1.84057,1_MRPS6.64968,1_MTHFD2.10797,1_MTMR7.9108,1_MTMR8.55613,1_MUTED.63915,1_MYCBPAP.84073,1_MYST3.7994,1_NCAPD2.9918,1_NCAPG.64151,1_NCAPH.23397,1_NDC80.10403,1_NDUFB4.4710,1_NDUFS2.4720,1_NEBL.10529,1_NINJ2.4815,1_NME1.NME2.654364,1_NR2E3.10002,1_NUP93.9688,1_OASL.8638,1_OBFC2A.64859,1_OLFM3.118427,1_OR1F1.4992,1_OTOF.9381,1_PA2G4P4.647033,1_PARD3B.117583,1_PCDHA12.56137,1_PCNXL3.399909,1_PDCD2L.84306,1_PDP2.57546,1_PHLDA3.23612,1_PIP5K1B.8395,1_PLA2G4D.283748,1_PLAUR.5329,1_PLB1.151056,1_PLCL2.23228,1_PLXNA1.5361,1_PODXL2.50512,1_POLA2.23649,1_PPAP2B.8613,1_PPP1R1A.5502,1_PRKCG.5582,1_PSMA4.5685,1_PSMD3.5709,1_PSMG1.8624,1_PTCD1.26024,1_PTTG3P.26255,1_PYGO2.90780,1_RAB26.25837,1_RAD51.5888,1_RAD54L2.23132,1_RAD54L.8438,1_RAET1K.646024,1_RALY.22913,1_RCAN1.1827,1_RGS17.26575,1_RNF152.220441,1_RP1.177G6.2.286411,1_RPP30.10556,1_RPSAP52.204010,1_RRP1.8568,1_RTEL1.51750,1_RUFY3.22902,1_SAT1.6303,1_SDC4P.376844,1_SEC31A.22872,1_SEC31B.25956,1_SERPINA3.12,1_SH3BGRL2.83699,1_SH3GL3.6457,1_SKA3.221150,1_SLC12A2.6558,1_SLC22A6.9356,1_SLC23A3.151295,1_SLC24A6.80024,1_SLC39A1.27173,1_SMARCD1.6602,1_SMN2.6607,1_SMPX.23676,1_SNAP47.116841,1_SNAPIN.23557,1_SNX33.257364,1_SORBS2.8470,1_SP4.6671,1_SPATS1.221409,1_SPNS2.124976,1_SRP54.6729,1_STK32B.55351,1_STX2.2054,1_SULF2.55959,1_SYAP1.94056,1_TBP.6908,1_TBXA2R.6915,1_TERF2IP.54386,1_THEG.51298,1_TLR4.7099,1_TMC5.79838,1_TMC8.147138,1_TMEM165.55858,1_TMEM208.29100,1_TMEM66.51669,1_TMEM79.84283,1_TPD52L2.7165,1_TSFM.10102,1_TSPAN18.90139,1_TSPYL3.128854,1_TSSC1.7260,1_TTC12.54970,1_TUBB3.10381,1_TULP3.7289,1_TYR.7299,1_TYRO3.7301,1_UBE2S.27338,1_UGDH.7358,1_UNC119B.84747,1_VAMP1.6843,1_WBP5.51186,1_WIT1.51352,1_YPEL2.388403,1_ZBTB20.26137,1_ZFHX4.79776,1_ZFP82.284406,1_ZNF14.7561,1_ZNF296.162979,1_ZNF323.64288,1_ZNF33B.7582,1_ZNF385D.79750,1_ZNF430.80264,1_ZNF615.284370,1_ZSCAN4.201516
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
