0_age_at_initial_pathologic_diagnosis,1_hsa.let.7e.5p,1_hsa.miR.15b.5p,1_hsa.miR.181b.5p,1_hsa.miR.23b.5p,1_hsa.miR.25.3p,1_hsa.miR.29b.1.5p,1_hsa.miR.320b,1_hsa.miR.361.5p,1_hsa.miR.381.3p,1_hsa.miR.432.5p,1_hsa.miR.6892.5p,2_..57714,2_ABCA13.154664,2_ABCC8.6833,2_ABI1.10006,2_ACTR10.55860,2_ADORA2B.136,2_AIM1.202,2_AKAP6.9472,2_AKNA.80709,2_ALDH1B1.219,2_ALDH5A1.7915,2_ALOX15B.247,2_ANAPC13.25847,2_ANGPTL2.23452,2_ANXA5.308,2_ARHGEF4.50649,2_ARL9.132946,2_ARNTL.406,2_ARSE.415,2_ATE1.11101,2_BBC3.27113,2_BEX4.56271,2_BMS1.9790,2_BRIP1.83990,2_C10orf4.118924,2_C11orf35.256329,2_C15orf60.283677,2_C17orf42.79736,2_C19orf28.126321,2_C1orf95.375057,2_C22orf27.150291,2_C5orf46.389336,2_C6orf81.221481,2_C7orf69.80099,2_C8orf56.157556,2_C9orf23.138716,2_CAND1.55832,2_CATSPER1.117144,2_CCDC8.83987,2_CCL14.CCL15.348249,2_CCNB3.85417,2_CCNK.8812,2_CCR6.1235,2_CD3E.916,2_CD96.10225,2_CEP135.9662,2_CEPT1.10390,2_CIB3.117286,2_CLCNKB.1188,2_COL4A3.1285,2_COPZ2.51226,2_COX4I1.1327,2_CRBN.51185,2_CRYGD.1421,2_CSNK2B.1460,2_CUL7.9820,2_CYP39A1.51302,2_DBNDD1.79007,2_DDX24.57062,2_DENND5A.23258,2_DGKI.9162,2_DNAJB12.54788,2_DNAJC22.79962,2_DPYS.1807,2_DUSP15.128853,2_DYX1C1.161582,2_E2F4.1874,2_EDC3.80153,2_EFHB.151651,2_ELAVL1.1994,2_ELK1.2002,2_ERBB2.2064,2_ETV2.2116,2_FADS3.3995,2_FAM110B.90362,2_FAM126A.84668,2_FAM133A.286499,2_FAM35B2.439965,2_FAM38A.9780,2_FAM65C.140876,2_FAM66C.440078,2_FAM82A1.151393,2_FBN2.2201,2_FBXL17.64839,2_FGGY.55277,2_FLJ40292.643210,2_FOXB1.27023,2_FRMD5.84978,2_FRMD8.83786,2_GAL3ST1.9514,2_GALNTL1.57452,2_GANAB.23193,2_GDAP1L1.78997,2_GDF15.9518,2_GFI1.2672,2_GNA14.9630,2_GNB2L1.10399,2_GOLGA2P3.401634,2_GPR152.390212,2_GPR156.165829,2_GRAMD2.196996,2_GSG1.83445,2_GSTA1.2938,2_GUCY1A3.2982,2_GUF1.60558,2_H2AFY2.55506,2_HDC.3067,2_HEATR3.55027,2_HGSNAT.138050,2_HIATL2.84278,2_HILS1.373861,2_HIST1H2BG.8339,2_HIST1H3C.8352,2_HIST2H3D.653604,2_HLA.DRB1.3123,2_HLCS.3141,2_HOXA11.3207,2_HS6ST1.9394,2_HSPA7.3311,2_ICAM1.3383,2_IFT20.90410,2_IKBKAP.8518,2_IL15.3600,2_INPP5B.3633,2_INTS1.26173,2_IPP.3652,2_ITGA6.3655,2_KCNE1.3753,2_KCNJ13.3769,2_KDELR1.10945,2_KDM5C.8242,2_KIAA0090.23065,2_KIAA0467.23334,2_KIAA1012.22878,2_KIAA1522.57648,2_KIF1A.547,2_KLHL26.55295,2_KLHL9.55958,2_LCE1D.353134,2_LGALS8.3964,2_LMNA.4000,2_LMX1A.4009,2_LOC100128542.100128542,2_LOC100132215.100132215,2_LOC100132288.100132288,2_LOC283761.283761,2_LOC284749.284749,2_LOC340074.340074,2_LOC441666.441666,2_LOC93622.93622,2_LOXL1.4016,2_LPIN1.23175,2_LRRC36.55282,2_LRRN1.57633,2_LSM1.27257,2_LY96.23643,2_MAFA.389692,2_MARK3.4140,2_MATN1.4146,2_MAVS.57506,2_MECP2.4204,2_MMP14.4323,2_MOBKL1A.92597,2_MPL.4352,2_MRGPRE.116534,2_MRPL52.122704,2_MSN.4478,2_MSX2.4488,2_MYO1H.283446,2_MYO3A.53904,2_NBPF9.400818,2_NCRNA00092.100188953,2_NFAM1.150372,2_NFE2L1.4779,2_NOM1.64434,2_NRADDP.100129354,2_NSUN7.79730,2_NUP155.9631,2_OAS1.4938,2_OLIG2.10215,2_OR7A5.26659,2_OSBPL3.26031,2_OSR2.116039,2_P2RY8.286530,2_PAAF1.80227,2_PDGFRA.5156,2_PDLIM7.9260,2_PHF8.23133,2_PKD1L1.168507,2_PLA2G2C.391013,2_PLAUR.5329,2_PLCD1.5333,2_PLIN5.440503,2_PMS2L1.5379,2_POLQ.10721,2_PORCN.64840,2_PPP1R3D.5509,2_PRMT2.3275,2_PSMA5.5686,2_PSMB5.5693,2_PSORS1C1.170679,2_PTCRA.171558,2_PTGFRN.5738,2_PTGS1.5742,2_PTPMT1.114971,2_PTPRF.5792,2_PTRF.284119,2_PVT1.5820,2_RABGGTA.5875,2_RAD18.56852,2_RAET1K.646024,2_RASSF10.644943,2_RCVRN.5957,2_RDBP.7936,2_REEP6.92840,2_RFWD3.55159,2_RGAG1.57529,2_RING1.6015,2_RNF113B.140432,2_RNF141.50862,2_RNPC3.55599,2_ROR2.4920,2_RPL10A.4736,2_RPL15.6138,2_RPL24.6152,2_RPL34.6164,2_RPL3.6122,2_RPL6.6128,2_RPL7.6129,2_RPL7A.6130,2_RSL24D1.51187,2_RSU1.6251,2_RUNX2.860,2_SAA2.6289,2_SAP18.10284,2_SCAMP4.113178,2_SEMA3F.6405,2_SERPINA5.5104,2_SEZ6.124925,2_SH3BGR.6450,2_SIPA1L3.23094,2_SKINTL.391037,2_SLC11A2.4891,2_SLC23A3.151295,2_SLC2A7.155184,2_SLC6A16.28968,2_SLC6A18.348932,2_SMAP1.60682,2_SNTG2.54221,2_SOX6.55553,2_SPCS3.60559,2_ST8SIA1.6489,2_STAP1.26228,2_STX16.8675,2_SULF2.55959,2_TAF5.6877,2_TBL3.10607,2_TH1L.51497,2_THBS4.7060,2_TLE1.7088,2_TMED8.283578,2_TMEM106C.79022,2_TMEM132E.124842,2_TMEM154.201799,2_TMEM19.55266,2_TMEM71.137835,2_TMEM81.388730,2_TNIP2.79155,2_TROAP.10024,2_TSPAN11.441631,2_TSPAN31.6302,2_TXNRD2.10587,2_UBE2D1.7321,2_UNC5C.8633,2_UNG.7374,2_UPF1.5976,2_USP48.84196,2_VDAC2.7417,2_VEPH1.79674,2_WBP1.23559,2_WDR25.79446,2_XPA.7507,2_XRN2.22803,2_ZBTB33.10009,2_ZCCHC24.219654,2_ZDHHC12.84885,2_ZDHHC22.283576,2_ZHX2.22882,2_ZNF101.94039,2_ZNF223.7766,2_ZNF277.11179,2_ZNF432.9668,2_ZNF443.10224,2_ZNF630.57232,2_ZNF648.127665,2_ZNF716.441234,2_ZNF780B.163131,2_ZNF793.390927
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
