0_age_at_initial_pathologic_diagnosis,1_hsa.miR.10b.5p,1_hsa.miR.1228.3p,1_hsa.miR.148a.5p,1_hsa.miR.15b.5p,1_hsa.miR.222.5p,1_hsa.miR.23b.5p,1_hsa.miR.27b.5p,1_hsa.miR.3131,1_hsa.miR.3157.3p,1_hsa.miR.484,1_hsa.miR.550a.3p,1_hsa.miR.550a.5p,1_hsa.miR.590.5p,1_hsa.miR.767.5p,1_hsa.miR.372.3p,1_hsa.miR.520e,2_ABCA13.154664,2_ABLIM3.22885,2_ACBD6.84320,2_ACSS2.55902,2_ADAMTS12.81792,2_ADCK1.57143,2_ADCY3.109,2_ADCY9.115,2_AGPAT4.56895,2_AIFM1.9131,2_ANKRD35.148741,2_APCDD1L.164284,2_APOL2.23780,2_ARL3.403,2_ART3.419,2_ASRGL1.80150,2_ASTE1.28990,2_ATP1A3.478,2_BDKRB1.623,2_BDKRB2.624,2_BHLHE40.8553,2_C10orf26.54838,2_C12orf66.144577,2_C14orf28.122525,2_C15orf60.283677,2_C19orf40.91442,2_C1orf25.81627,2_C1orf53.388722,2_C1orf84.149469,2_C20orf20.55257,2_C20orf26.26074,2_C4orf49.84709,2_C4orf6.10141,2_C6orf118.168090,2_C6orf123.26238,2_C6orf150.115004,2_C6orf48.50854,2_C8orf40.114926,2_C9orf25.203259,2_C9orf86.55684,2_CA5BP.340591,2_CAV1.857,2_CBR4.84869,2_CCDC77.84318,2_CD101.9398,2_CD226.10666,2_CD79A.973,2_CDC25C.995,2_CDCA2.157313,2_CDNF.441549,2_CHD8.57680,2_CHRNA1.1134,2_CLRN1.7401,2_CMKLR1.1240,2_CNN3.1266,2_COPZ2.51226,2_CRYZL1.9946,2_CSNK1E.1454,2_CTBP2.1488,2_CTNND2.1501,2_DCAF8.50717,2_DCHS1.8642,2_DCUN1D5.84259,2_DDI1.414301,2_DDIT4L.115265,2_DDX27.55661,2_DLGAP1.9229,2_DMD.1756,2_DPM1.8813,2_DUSP10.11221,2_DUSP5.1847,2_ECT2.1894,2_EEF1E1.9521,2_EEF2K.29904,2_EIF4G1.1981,2_EMP3.2014,2_EOMES.8320,2_ERCC5.2073,2_EVC.2121,2_FADS3.3995,2_FAF1.11124,2_FAM177A1.283635,2_FAM181A.90050,2_FAS.355,2_FBXL5.26234,2_FER.2241,2_FOLR1.2348,2_FRY.10129,2_FZD2.2535,2_FZD6.8323,2_G6PC.2538,2_GAS2L2.246176,2_GAS5.60674,2_GATM.2628,2_GDAP2.54834,2_GGN.199720,2_GPR1.2825,2_GRINL1A.81488,2_HAUS1.115106,2_HDAC1.3065,2_HDDC2.51020,2_HGSNAT.138050,2_HHEX.3087,2_HILS1.373861,2_HIST1H2AM.8336,2_HIST1H3D.8351,2_HKR1.284459,2_HOXA10.3206,2_HOXD4.3233,2_HSD17B14.51171,2_HSF2BP.11077,2_HSP90B3P.343477,2_IAPP.3375,2_IGFL3.388555,2_IL18BP.10068,2_ISL2.64843,2_ITGA2.3673,2_ITSN2.50618,2_KCNN4.3783,2_KIAA1244.57221,2_KIF18A.81930,2_KIF23.9493,2_KRT7.3855,2_KRTAP6.1.337966,2_LATS2.26524,2_LIMS3.96626,2_LOC285593.285593,2_LOC338799.338799,2_LOC388387.388387,2_LOC389332.389332,2_LOC493754.493754,2_LOC647946.647946,2_LPPR1.54886,2_LRRK2.120892,2_LUZP6.767558,2_LYPD6.130574,2_MAB21L1.4081,2_MAST4.375449,2_MATN4.8785,2_MAX.4149,2_MBOAT7.79143,2_MCEE.84693,2_MCF2.4168,2_MCM6.4175,2_MGAT4A.11320,2_MLLT10.8028,2_MLST8.64223,2_MTBP.27085,2_MUCL1.118430,2_MYH6.4624,2_MYH7.4625,2_MYL6.4637,2_MYOM1.8736,2_NADK.65220,2_NCAPD3.23310,2_NFKBIZ.64332,2_NR1H2.7376,2_OSCAR.126014,2_PCDHB1.29930,2_PCDHGA12.26025,2_PCSK6.5046,2_PDK3.5165,2_PFKM.5213,2_PGD.5226,2_PGM5P2.595135,2_PHEX.5251,2_PLOD1.5351,2_POLL.27343,2_POLR1A.25885,2_PRSS35.167681,2_PSMA2.5683,2_PTGFR.5737,2_PTPN14.5784,2_RAB27A.5873,2_RAB6C.84084,2_RAD51AP1.10635,2_RASGEF1C.255426,2_RECQL.5965,2_RHBDF1.64285,2_RNASE13.440163,2_RNASE2.6036,2_RORC.6097,2_RPL21P44.402176,2_RPL6.6128,2_RRN3P2.653390,2_SART1.9092,2_SC65.10609,2_SCARNA1.677774,2_SCMH1.22955,2_SEL1L2.80343,2_SEL1L3.23231,2_SFRS6.6431,2_SH3YL1.26751,2_SLC15A2.6565,2_SLC25A20.788,2_SLC34A2.10568,2_SLITRK5.26050,2_SMS.6611,2_SNAPC2.6618,2_SOAT1.6646,2_SON.6651,2_SSTR5.6755,2_ST3GAL3.6487,2_STAP1.26228,2_STAT1.6772,2_SULF2.55959,2_TCP11.6954,2_TFB2M.64216,2_THBS3.7059,2_TIMM9.26520,2_TM9SF3.56889,2_TMED7.TICAM2.100302736,2_TMEM154.201799,2_TMEM163.81615,2_TMEM206.55248,2_TMEM51.55092,2_TMEM8A.58986,2_TMX3.54495,2_TNFRSF4.7293,2_TPCN1.53373,2_TPTE2P1.646405,2_TRIM16L.147166,2_TSEN2.80746,2_TTC35.9694,2_TXNDC17.84817,2_TXNL4B.54957,2_UBE4A.9354,2_UPF3A.65110,2_USP24.23358,2_USP29.57663,2_VAV2.7410,2_VIPR2.7434,2_WBP1.23559,2_WBSCR26.171022,2_WEE1.7465,2_ZAK.51776,2_ZBP1.81030,2_ZBTB34.403341,2_ZBTB38.253461,2_ZBTB49.166793,2_ZCCHC11.23318,2_ZFP36L1.677,2_ZMYM4.9202,2_ZNF234.10780,2_ZNF275.10838,2_ZNF648.127665,2_ZNF71.58491,2_ZNF780B.163131,2_ZNF808.388558,2_ZNFX1.57169
1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
