gen,evals,gen_feats,explored,expression_subtype svm balanced accuracy_min,expression_subtype svm balanced accuracy_avg,expression_subtype svm balanced accuracy_max,expression_subtype svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,638,638,0.14285714285714285,0.624162979148761,0.8681896072052953,0.17101119608268764,0.0196078431372549,0.09198841139293298,1.0,0.15468131548041503
1,509,885,902,0.14285714285714285,0.6485602531026804,0.8723907116215426,0.16561169012156268,0.017857142857142856,0.08717600718030537,1.0,0.1084136738585428
2,500,934,1149,0.14285714285714285,0.6662641306987459,0.8824953743105921,0.1586462462616844,0.014925373134328358,0.08739760239080113,1.0,0.10653572544326649
3,500,969,1411,0.14285714285714285,0.6811897558259506,0.886085542772343,0.15523010289559186,0.014925373134328358,0.08691799501524193,1.0,0.10650599987779442
4,500,980,1626,0.14285714285714285,0.7044195971999778,0.9009632851402635,0.1486413604213082,0.014705882352941176,0.08225356315652477,1.0,0.10414951444798025
5,500,992,1856,0.14285714285714285,0.7161229098292999,0.9102702337261496,0.15000260202592872,0.014492753623188406,0.08184375217308316,1.0,0.10465140016584669
6,500,996,2088,0.14285714285714285,0.7267845461858344,0.9155803995916781,0.1475323029194366,0.014492753623188406,0.07939875594964457,1.0,0.10215031377188225
7,500,977,2290,0.14285714285714285,0.7350153995410831,0.9155803995916781,0.147183401895175,0.013888888888888888,0.0790548349390109,1.0,0.10228035816499077
8,500,985,2511,0.14285714285714285,0.7467165721246354,0.9316778712641556,0.14825206498271196,0.013333333333333334,0.07732496147104242,1.0,0.10281799166707373
9,500,989,2714,0.14285714285714285,0.7526237919237492,0.9316778712641556,0.1462534608624248,0.011904761904761904,0.0768492653755469,1.0,0.10256312711883653
10,500,1018,2927,0.14285714285714285,0.7596379314843782,0.9316778712641556,0.14621721494504553,0.011904761904761904,0.07641513881793345,1.0,0.10272444871695947
11,500,1022,3119,0.14285714285714285,0.7675595860874478,0.9316778712641556,0.14381322362911558,0.011904761904761904,0.0744631505511735,1.0,0.10004898823952495
12,500,1022,3325,0.14285714285714285,0.77453216989512,0.9354866588009276,0.14286002384264507,0.012048192771084338,0.07402176859020329,1.0,0.10014925597839575
13,500,1037,3524,0.14285714285714285,0.7883526265451327,0.9382544698711148,0.13938316874651435,0.011494252873563218,0.06962224013096076,1.0,0.09745857592949246
14,500,1065,3756,0.14285714285714285,0.7893916668003848,0.9479506560378892,0.14481501949251271,0.011494252873563218,0.07210926541820671,1.0,0.10076686707314049
15,500,1000,3929,0.14285714285714285,0.7968261653714523,0.9479506560378892,0.139460115637483,0.011494252873563218,0.0693186247454457,1.0,0.09760299409879757
16,500,1018,4125,0.14285714285714285,0.8013260808286866,0.9479506560378892,0.13973471223559633,0.011494252873563218,0.06880910684669313,1.0,0.09775717094271442
17,500,1060,4330,0.14285714285714285,0.805309042686919,0.9479506560378892,0.13856076197335573,0.011904761904761904,0.06844437965278566,1.0,0.09784008718203294
