0_AGPAT6,0_ALOX15,0_AMOT,0_ASGR2,0_ATP9B,0_BAI3,0_C11orf16,0_C11orf82,0_C14orf109,0_C17orf86,0_C19orf60,0_C1orf112,0_C1orf125,0_C3orf16,0_C3orf35,0_C6orf147,0_CASP14,0_CBR1,0_CCDC108,0_CCL21,0_CD300LB,0_CD300LG,0_CDH26,0_CDH9,0_CECR7,0_CHAD,0_CHD1,0_CHRNA2,0_CLCN1,0_COL18A1,0_COX4NB,0_CTHRC1,0_CTNNAL1,0_CTNNBIP1,0_CYMP,0_DBNDD1,0_DCTPP1,0_DDX23,0_DNAJC10,0_DNAJC28,0_DNM1P35,0_DOCK7,0_EEF1DP3,0_FABP4,0_FAM109A,0_FAM72D,0_FAM83A,0_FHL2,0_FNTA,0_FOXJ1,0_FTHL3,0_FUT3,0_GABRA2,0_GAD2,0_GADD45G,0_GALNTL4,0_GJC2,0_GMPS,0_GNA14,0_GPATCH3,0_GRID1,0_GRID2IP,0_GRK5,0_HMX3,0_HRC,0_HS6ST1,0_IPO9,0_IRS4,0_JHDM1D,0_KCNB1,0_KRT23,0_KRT2,0_KRT3,0_KRTDAP,0_LIPG,0_LOC143666,0_LOC284440,0_LOC285359,0_LOC646851,0_LYN,0_MAGOHB,0_MAP3K8,0_MRPS10,0_MYO1B,0_NACC2,0_NEIL3,0_NKX3-2,0_NNT,0_NOL3,0_NUCB2,0_OGN,0_OR2L2,0_OR7E24,0_P2RY13,0_PALM2-AKAP2,0_PAQR8,0_PCGF5,0_PDE6G,0_PDE8A,0_PGM2L1,0_PLEKHG2,0_PLGLB2,0_PRIMA1,0_R3HDML,0_RAE1,0_RBM10,0_RBM5,0_RCOR3,0_REV3L,0_RIF1,0_RLBP1,0_RPS6KB1,0_SCN9A,0_SDR9C7,0_SEL1L,0_SEMA3E,0_SFXN4,0_SLC47A1,0_SLC6A4,0_SMC3,0_SNHG9,0_SRRM2,0_SSBP4,0_SUV420H1,0_SUZ12P,0_TEK,0_TGFB1,0_TLR5,0_TMEM218,0_TRAIP,0_USPL1,0_ZC3H12D,0_ZNF24,0_ZNF2,0_ZNF45,0_ZNF467,0_ZNF707,0_ZNF738
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1
1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
