gen,evals,gen_feats,explored,type random forest (msl4) balanced accuracy_min,type random forest (msl4) balanced accuracy_avg,type random forest (msl4) balanced accuracy_max,type random forest (msl4) balanced accuracy_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,402,402,0.2,0.7947293400233861,0.8992319751540864,0.12643246661143837,0.14002800840280097,0.2532409767642736,1.0,0.14805592772831136
1,539,611,622,0.2,0.796016525500845,0.8996999714101163,0.12911917380859703,0.14002800840280097,0.27991733480328046,1.0,0.1401279222275965
2,544,675,860,0.2,0.806491822405716,0.9057619835397812,0.11555705187188414,0.13608276348795434,0.28975063996671335,1.0,0.1397774029150889
3,540,693,1064,0.2,0.8121926071836176,0.9057638705624745,0.11168677794516732,0.13608276348795434,0.2993301807094566,1.0,0.140935122871955
4,539,714,1272,0.2,0.818811159489432,0.908861732817366,0.10972458808214547,0.14002800840280097,0.3018445670144268,1.0,0.1392960475063919
5,544,729,1473,0.2,0.8213712031488632,0.908861732817366,0.10851227937875058,0.14002800840280097,0.3078848949448976,1.0,0.14004252019609661
6,537,718,1648,0.2,0.8254411483871613,0.9200323853185959,0.10749901827680326,0.1414213562373095,0.31179820760162286,1.0,0.1401703815739466
7,530,739,1810,0.2,0.829413707511632,0.9200323853185959,0.10483815835985336,0.1414213562373095,0.31505846586203645,1.0,0.13861534108595347
8,533,720,1965,0.2,0.8340386412057017,0.9200323853185959,0.10311763059764746,0.14002800840280097,0.3162747473402922,1.0,0.13765695048088478
9,534,730,2114,0.2,0.8351267115510645,0.9200323853185959,0.10473641208278466,0.1386750490563073,0.3211204713597083,1.0,0.13896852716845787
10,532,796,2291,0.2,0.8380956821939898,0.9200323853185959,0.10404881133833722,0.14433756729740643,0.32337123954423247,1.0,0.13717860766150178
11,554,785,2457,0.2,0.8389986304064057,0.9200323853185959,0.10310710433832448,0.14433756729740643,0.32798434062898135,1.0,0.13756360635170375
12,539,813,2603,0.2,0.839024784581894,0.9200323853185959,0.10421126538537522,0.14285714285714285,0.33321802489884683,1.0,0.13834529531239814
13,535,800,2754,0.2,0.842007757993794,0.9200323853185959,0.10235676598866535,0.14285714285714285,0.33328255517075694,1.0,0.13813568648404045
14,532,795,2898,0.2,0.8441130203101948,0.9219015441971006,0.10031319283264714,0.1414213562373095,0.3339575865439107,1.0,0.13761195158507797
15,526,804,3026,0.2,0.846242683822257,0.9219015441971006,0.09990502364962642,0.14285714285714285,0.3355867383595182,1.0,0.13605551336406727
16,524,844,3161,0.2,0.8463380573561127,0.9219015441971006,0.1019272121405864,0.15075567228888181,0.33824627215408243,1.0,0.13608892163441513
17,538,787,3258,0.2,0.8476535139713465,0.9219015441971006,0.10019807450143785,0.15075567228888181,0.341112069190454,1.0,0.1352968345032367
18,531,783,3366,0.2,0.8477587087929057,0.9219015441971006,0.10138933079285992,0.1767766952966369,0.34459151401202176,1.0,0.13600452125982246
19,538,770,3462,0.2,0.8487073375440086,0.9226757120793365,0.10084084431723835,0.1796053020267749,0.34665087010767925,1.0,0.1348408072200997
