gen,evals,gen_feats,explored,Pam50 naive Bayes balanced accuracy_min,Pam50 naive Bayes balanced accuracy_avg,Pam50 naive Bayes balanced accuracy_max,Pam50 naive Bayes balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,931,931,0.2,0.6017682816782703,0.8428675415744042,0.15181750668624744,0.0196078431372549,0.08599133740325761,1.0,0.14582263230904965
1,360,1278,1352,0.2,0.6297968597494007,0.846383467685272,0.1631534904832045,0.017857142857142856,0.0898817609069533,1.0,0.10341815659965148
2,359,1346,1744,0.2,0.6484968757972777,0.8522397105993071,0.16094816696865472,0.016666666666666666,0.09549075504124403,1.0,0.1039579528579359
3,371,1351,2167,0.2,0.6816666731301579,0.8554807677877327,0.1543658807061623,0.01694915254237288,0.09310013415693914,1.0,0.1050720031478393
4,358,1260,2538,0.2,0.6942817703963228,0.8613049959547754,0.1554319052096899,0.016666666666666666,0.0958334043600466,1.0,0.10792870683242438
5,358,1202,2927,0.2,0.7062044500029333,0.8691755416030551,0.1588226182484061,0.01639344262295082,0.09803081845016814,1.0,0.10865433805361054
6,353,1180,3305,0.2,0.716178927960893,0.8891203068913438,0.16172922390769043,0.01639344262295082,0.09944709996865521,1.0,0.10940853473081504
7,358,1087,3658,0.2,0.7359035188508833,0.8891203068913438,0.15748756838258404,0.01639344262295082,0.0960207234826719,1.0,0.10787286356719687
8,367,1120,4038,0.2,0.7442070762865929,0.8895667354627724,0.15848270068944603,0.01639344262295082,0.09831181014380937,1.0,0.1104995389228814
9,358,1110,4383,0.2,0.7509054567130266,0.8895667354627724,0.15621332092117063,0.017543859649122806,0.09960428205908466,1.0,0.10998216692293772
10,364,1070,4722,0.2,0.7519173896482496,0.891326851594146,0.15881341818389103,0.016666666666666666,0.10446755354780637,1.0,0.11295675931679203
11,373,1081,5061,0.2,0.7660853270901805,0.8918202641197441,0.15544724921933084,0.016666666666666666,0.1017796735325224,1.0,0.11274114253835417
12,358,1028,5393,0.2,0.7771690957200432,0.9048094642908306,0.15342084616624296,0.016666666666666666,0.0987287045983648,1.0,0.11216650709877878
13,369,1026,5714,0.2,0.7884715711604815,0.9048094642908306,0.1485704210132793,0.01639344262295082,0.09512629713162829,1.0,0.11031016916051054
14,372,993,6014,0.2,0.7946721469569407,0.9048094642908306,0.14666257309308506,0.015625,0.09538435345203362,1.0,0.11021649530913133
