gen,evals,gen_feats,explored,expression_subtype random forest balanced accuracy_min,expression_subtype random forest balanced accuracy_avg,expression_subtype random forest balanced accuracy_max,expression_subtype random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,9019,9019,0.14285714285714285,0.47041528927791015,0.6653143863353891,0.1189297554708176,0.0196078431372549,0.10217290650981854,1.0,0.1918058419256767
1,348,5138,9249,0.14285714285714285,0.4661755529528066,0.6653143863353891,0.13545713497145076,0.018867924528301886,0.1403206867636303,1.0,0.2224233457528333
2,357,3504,9474,0.14285714285714285,0.4730430360715915,0.6921797663950772,0.14796852591367374,0.015384615384615385,0.1812098929389911,1.0,0.2777189427483982
3,370,2392,9700,0.14285714285714285,0.47896193942435605,0.6921797663950772,0.15840420951828726,0.015625,0.21356785547930315,1.0,0.3125976725928858
4,361,1825,9894,0.14285714285714285,0.4590261894797412,0.6921797663950772,0.18285108462906327,0.015384615384615385,0.2878149765314373,1.0,0.3696488934358709
5,363,1320,10099,0.14285714285714285,0.42432618962239077,0.6966196299230558,0.20375909016033578,0.015625,0.38324247828849906,1.0,0.41453365820855576
6,353,1110,10276,0.14285714285714285,0.3650073623284284,0.6966196299230558,0.21667857593578957,0.016129032258064516,0.5239872071928405,1.0,0.4413557337372914
7,347,843,10477,0.14285714285714285,0.27789384209560525,0.6998127493404659,0.20292737600930155,0.019230769230769232,0.7181629322454159,1.0,0.4078449306635866
8,316,632,10663,0.14285714285714285,0.155809921832641,0.6998127493404659,0.07836759793606252,0.023255813953488372,0.9756747112155507,1.0,0.14516117541942272
9,311,520,10822,0.14285714285714285,0.1578419902445303,0.6998127493404659,0.08276993019827417,0.023255813953488372,0.9716509016917412,1.0,0.153864087922855
10,308,510,10993,0.14285714285714285,0.15895531377336167,0.6998127493404659,0.08597474904079899,0.023255813953488372,0.9698223949044109,1.0,0.15869298958330127
11,306,531,11175,0.14285714285714285,0.1639062493078173,0.6998127493404659,0.09834006822009363,0.023255813953488372,0.960820078593271,1.0,0.18077467617167253
12,310,544,11342,0.14285714285714285,0.1606421091513528,0.7166174882213047,0.08950103803671722,0.05,0.9668479925303455,1.0,0.16457223337842583
13,311,482,11519,0.14285714285714285,0.16292021096839107,0.7166174882213047,0.09590889259064009,0.05,0.963317961570593,1.0,0.17326389127993608
14,300,467,11669,0.14285714285714285,0.16163292894412853,0.7166174882213047,0.09430067434731508,0.05,0.9663473988000303,1.0,0.1671642893940081
15,299,446,11823,0.14285714285714285,0.16565556910353696,0.7166174882213047,0.10370420039767812,0.05,0.9592582175134807,1.0,0.18360801733266893
16,300,486,11989,0.14285714285714285,0.16456692275064705,0.7166174882213047,0.10098651655400957,0.05,0.9614938818491451,1.0,0.1776118321382122
17,306,474,12140,0.14285714285714285,0.16552216434191888,0.7166174882213047,0.10300319553378638,0.05,0.9598311834364466,1.0,0.18106226648125687
18,315,505,12293,0.14285714285714285,0.16747137068506496,0.7166174882213047,0.10717388021839325,0.05,0.9564740405793037,1.0,0.18802143180997316
19,301,476,12423,0.14285714285714285,0.1685432519927203,0.7166174882213047,0.1095754962523877,0.05,0.9546278867331499,1.0,0.1920731144978362
20,322,499,12570,0.14285714285714285,0.1695996719758745,0.7166174882213047,0.1118506245730481,0.05,0.9528612200664831,1.0,0.19570465520330604
21,314,480,12702,0.14285714285714285,0.168421329687993,0.7166174882213047,0.1090237232466004,0.05,0.9547867389920022,1.0,0.19138900902798905
22,313,490,12838,0.14285714285714285,0.1706187791623132,0.7166174882213047,0.11391420232816848,0.05,0.9510834422887054,1.0,0.19927316411680548
23,303,465,12939,0.14285714285714285,0.1663661646911586,0.7166174882213047,0.10444182637864662,0.05,0.9584967254967255,1.0,0.18301343556563132
24,287,446,13059,0.14285714285714285,0.16440541380498652,0.7166174882213047,0.10021126316810003,0.05,0.9620759462759463,1.0,0.17486254662767595
25,304,457,13180,0.14285714285714285,0.1653632666515038,0.7166174882213047,0.1022810176115515,0.05,0.9604910977910978,1.0,0.17806326885873003
26,294,475,13287,0.14285714285714285,0.1633120217464541,0.7166174882213047,0.09742503072224175,0.05,0.9640500721500721,1.0,0.1696994721424802
27,280,444,13401,0.14285714285714285,0.16233914330699248,0.7166174882213047,0.09517148439210621,0.05,0.9658278499278499,1.0,0.1653551493111649
28,317,524,13527,0.14285714285714285,0.16135034635389817,0.7166174882213047,0.09277683449840847,0.05,0.967688961038961,1.0,0.1604476549558705
29,313,455,13626,0.14285714285714285,0.16135034635389817,0.7166174882213047,0.09277683449840847,0.05,0.967688961038961,1.0,0.1604476549558705
30,302,468,13728,0.14285714285714285,0.1624380843184091,0.7166174882213047,0.09569594174429316,0.05,0.9658707792207792,1.0,0.165153086772747
31,307,485,13822,0.14285714285714285,0.16411422460152406,0.7166174882213047,0.1005845516495314,0.05,0.9632874458874459,1.0,0.17263933418445418
32,305,471,13916,0.14285714285714285,0.16354999286542277,0.7166174882213047,0.09855641292798188,0.05,0.964109668109668,1.0,0.16942338187954145
33,325,522,14021,0.14285714285714285,0.16265861666373463,0.7166174882213047,0.09673854977327598,0.05,0.9657096681096681,1.0,0.16594146977036814
34,291,463,14117,0.14285714285714285,0.1637199084212023,0.7166174882213047,0.09938994158064104,0.05,0.9639318903318904,1.0,0.17026959983875156
35,301,463,14225,0.14285714285714285,0.16394217184724513,0.7166174882213047,0.10048656593866674,0.05,0.9638795093795094,1.0,0.1705585947209317
36,311,484,14340,0.14285714285714285,0.16603766343359763,0.7166174882213047,0.10537019408805831,0.05,0.9603652236652237,1.0,0.17864320959901692
