0_BAALC,0_CFB,0_COPB1,0_EMCN,0_GPRIN2,0_NIT1,0_PLCG2,0_STC2,0_TBC1D25
1,1,0,1,1,0,0,1,1
0,1,1,1,0,1,0,1,0
0,1,0,1,0,1,0,1,0
0,1,0,1,0,0,0,1,0
0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
