gen,evals,gen_feats,explored,root leanness_min,root leanness_avg,root leanness_max,root leanness_std,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std,type naive Bayes balanced accuracy_min,type naive Bayes balanced accuracy_avg,type naive Bayes balanced accuracy_max,type naive Bayes balanced accuracy_std,root separation_min,root separation_avg,root separation_max,root separation_std
0,500,481,481,0.14002800840280097,0.2470158863576262,1.0,0.1444489574838191,0.44785565269582833,0.6661591328654116,0.7826293514180532,0.06671221762577646,0.24922600619195046,0.7662567195869324,0.8954762315962178,0.128784524853269,0.0,0.5647519435066992,0.6124690241010633,0.07376012240900688
1,504,702,713,0.14002800840280097,0.25962724518563257,1.0,0.13043634069402546,0.5,0.6886135102450515,0.7826293514180532,0.05826024305166133,0.25,0.7743932282208682,0.8986087159703051,0.117999386833659,0.0,0.572127243028925,0.6134583025685942,0.05307036220122421
2,500,722,913,0.13608276348795434,0.28036423737936794,1.0,0.13517179590385403,0.4631527358261785,0.6908785853416453,0.7826293514180532,0.06037138486222244,0.25,0.7680007276430715,0.8986087159703051,0.11982741909879747,0.0,0.5716813571957767,0.6147949571042002,0.05045364370133164
3,500,799,1153,0.13608276348795434,0.27542416987986507,1.0,0.13385459571459182,0.46345633994540564,0.7077686347834804,0.7826293514180532,0.054217984320768464,0.25,0.7780555408813498,0.8986087159703051,0.11568311298515087,0.0,0.5751353173044303,0.6173730019048681,0.04993624078397994
4,500,823,1371,0.13608276348795434,0.28195117195483077,1.0,0.1344678894540324,0.46345633994540564,0.7087918895316838,0.7826293514180532,0.05486909189227355,0.25,0.7791582712572099,0.8986087159703051,0.10992223599708112,0.0,0.5773759880410275,0.6173730019048681,0.047186387181557134
5,500,787,1556,0.1386750490563073,0.2940482369325224,1.0,0.13645264534495127,0.46345633994540564,0.7084378307265143,0.7955166771945752,0.054275818646713894,0.25,0.7740015467177329,0.8986087159703051,0.11278718833785174,0.0,0.5756414157305564,0.6173730019048681,0.047079548675751676
6,500,834,1734,0.14002800840280097,0.3027896576278886,1.0,0.14268962308292782,0.46345633994540564,0.7089080248445104,0.7955166771945752,0.05440652764494951,0.25,0.7728753241376858,0.9026640879571897,0.11918010818895254,0.0,0.5750381788567802,0.6173730019048681,0.049106808047993986
7,500,827,1898,0.14002800840280097,0.3008702982845051,1.0,0.1418147199577968,0.46345633994540564,0.7107063291899526,0.7955166771945752,0.055033608795086474,0.25,0.78028148738879,0.9111189702771139,0.11369334200613412,0.0,0.5780133999369343,0.6173730019048681,0.04607559350983284
8,500,813,2055,0.1414213562373095,0.3051946015757136,1.0,0.14357858093686227,0.46345633994540564,0.7116917969329397,0.7955166771945752,0.055270045201810704,0.25,0.778904064134181,0.9111189702771139,0.11571329378958642,0.0,0.5782856423409439,0.6173730019048681,0.04634163328610708
9,500,838,2205,0.1414213562373095,0.30584176790856926,1.0,0.14617373023184418,0.46345633994540564,0.7133062661392078,0.8009145480763896,0.055140725864212314,0.25,0.7840401752946764,0.9181017405019086,0.1149869510288871,0.0,0.5806012224043298,0.6173730019048681,0.04631230719031765
10,500,842,2365,0.1414213562373095,0.30863799075623843,1.0,0.1478739621904543,0.46345633994540564,0.7137058029113519,0.8009145480763896,0.055748922219639035,0.25,0.785760559078776,0.9181017405019086,0.11550068967318446,0.0,0.5806522241279152,0.6173730019048681,0.04660693695117751
11,500,836,2501,0.1414213562373095,0.3135589751855701,1.0,0.15065258947548182,0.46345633994540564,0.713295504876515,0.8009145480763896,0.05879236452383602,0.25,0.7852515327490178,0.9196862372598968,0.11548019156192882,0.0,0.5813059405834617,0.621167453300598,0.045952643365400954
12,500,885,2647,0.1414213562373095,0.31951837965205904,1.0,0.1487161895398645,0.46345633994540564,0.7145367496442251,0.8009145480763896,0.05642707415364331,0.25,0.7828755273189972,0.9219885354945052,0.1136500185460715,0.0,0.5808880102907388,0.621167453300598,0.04511457554249009
13,500,859,2764,0.14002800840280097,0.31771289217065873,1.0,0.1519227169029844,0.46345633994540564,0.7141850612630979,0.8009145480763896,0.05698119780896676,0.25,0.7858235173478743,0.9219885354945052,0.11503156748067496,0.0,0.582457697947262,0.622566943945777,0.04575216780365285
14,500,884,2895,0.14002800840280097,0.3085021943229038,1.0,0.1504493759258178,0.46345633994540564,0.7169128521749365,0.8009145480763896,0.05791733445006395,0.25,0.7940366507338655,0.9219885354945052,0.11037643892028313,0.0,0.585889266756918,0.622566943945777,0.04439194363570072
15,500,886,3034,0.14002800840280097,0.31941095587288515,1.0,0.148338781589038,0.46345633994540564,0.7189125712080695,0.8009145480763896,0.055688326748874015,0.25,0.7881694176569639,0.9219885354945052,0.1104889621530307,0.0,0.5855441492445996,0.622566943945777,0.04465512729441385
16,500,850,3150,0.14285714285714285,0.3202240918830836,1.0,0.14673927530048136,0.46345633994540564,0.7182260378491915,0.8009145480763896,0.05595074600519844,0.25,0.7926145428293505,0.9219885354945052,0.1076441910165997,0.0,0.5870113967902195,0.622566943945777,0.043132796223910204
17,500,903,3271,0.14586499149789456,0.32112887496365183,1.0,0.14820536322653946,0.46345633994540564,0.7179763225274158,0.8009145480763896,0.05649181686293887,0.25,0.7936211849534079,0.9219885354945052,0.11009632087783854,0.0,0.5875064790694985,0.622566943945777,0.04611448739571301
18,500,887,3377,0.14586499149789456,0.3156303239201534,1.0,0.14632141461914328,0.46345633994540564,0.7207222922004166,0.8009145480763896,0.055185385127894684,0.25,0.7970736951315218,0.9219885354945052,0.1116980598009576,0.0,0.5883170842860819,0.622566943945777,0.046479802361153816
19,500,867,3481,0.14433756729740643,0.31441549913311834,1.0,0.14535338933743283,0.46345633994540564,0.7217712975706597,0.8009145480763896,0.05490430924081495,0.25,0.7990639075067876,0.9227625293025548,0.11166830770386807,0.0,0.5897494543191284,0.6245070944240567,0.04658742284902159
20,500,867,3602,0.14433756729740643,0.31327373652260293,1.0,0.1498703959729055,0.46345633994540564,0.7219684008798135,0.8009145480763896,0.0557109372282593,0.25,0.7991936882995502,0.9227625293025548,0.11479038359320369,0.0,0.5890030886630562,0.6245070944240567,0.04819650218317394
21,500,877,3695,0.14433756729740643,0.3135378114952975,1.0,0.14928697324451135,0.46345633994540564,0.7214843530210223,0.8014938750986342,0.05623059922859228,0.25,0.8001302296964725,0.9227625293025548,0.1154605942713666,0.0,0.5892666340963428,0.6263330563815805,0.0481977832793652
