
OPTIMIZING ON FOLD NUMBER 7
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5778
Features active in total: 5778
Computing active features for outcome survival
Features selected for this outcome: 2957
Features active in total: 5846
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 53
PRCC T1: 107
PRCC T2: 45
ccRCC: 324
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 140
censored 1: 252
deceased 0: 69
deceased 1: 68
Strata from each outcome has been integrated.
Counts:
ChRCC censored 0: 7
ChRCC censored 1: 36
ChRCC deceased 0: 4
ChRCC deceased 1: 6
PRCC T1 censored 0: 53
PRCC T1 censored 1: 43
PRCC T1 deceased 0: 5
PRCC T1 deceased 1: 6
PRCC T2 censored 0: 19
PRCC T2 censored 1: 17
PRCC T2 deceased 0: 6
PRCC T2 deceased 1: 3
ccRCC censored 0: 61
ccRCC censored 1: 156
ccRCC deceased 0: 54
ccRCC deceased 1: 53

RUNNING GENETIC ALGORITHM
Generations completed = 49
Generations completed = 101
Generations completed = 153
Generations completed = 201
Generations completed = 252
Generations completed = 301
Generations completed = 349
Generations completed = 397
Generations completed = 445
Generations completed = 489
   	     	         	        	                 root leanness                  	       survival SKSurv Cox model concordance index       	        type naive Bayes balanced accuracy       	                 root separation                 
   	     	         	        	------------------------------------------------	---------------------------------------------------------	-------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min     	avg     	max     	std             	min 	avg     	max     	std        	min	avg     	max     	std      
0  	500  	396      	396     	0.140028	0.24509 	1  	0.150552	0.489515	0.698963	0.779353	0.0532413       	0.25	0.805913	0.908758	0.130535   	0  	0.570655	0.634068	0.0905546
1  	509  	601      	607     	0.125988	0.257474	1  	0.129803	0.5     	0.707568	0.779353	0.04825         	0.25	0.807561	0.917443	0.122359   	0  	0.581293	0.634633	0.0502721
2  	500  	637      	810     	0.125988	0.260951	1  	0.121724	0.5     	0.712559	0.779769	0.044778        	0.25	0.815034	0.918082	0.108576   	0  	0.586097	0.634633	0.0473396
3  	500  	711      	1042    	0.125988	0.26902 	1  	0.124445	0.5     	0.713993	0.780745	0.0448164       	0.25	0.81347 	0.920551	0.109606   	0  	0.586114	0.634633	0.0472429
4  	500  	729      	1263    	0.128037	0.284178	1  	0.127588	0.5     	0.712205	0.780745	0.047662        	0.25	0.805108	0.928465	0.115435   	0  	0.583429	0.635648	0.0482686
5  	500  	731      	1450    	0.128037	0.293571	1  	0.130143	0.456529	0.711513	0.790622	0.0507775       	0.25	0.801894	0.928465	0.1141     	0  	0.584666	0.635648	0.0483454
6  	500  	747      	1645    	0.128037	0.301649	1  	0.133733	0.456529	0.711121	0.790622	0.0523019       	0.25	0.797794	0.928465	0.118775   	0  	0.584146	0.635754	0.0495971
7  	500  	748      	1813    	0.128037	0.300602	1  	0.130366	0.456529	0.713455	0.790622	0.0507988       	0.25	0.804101	0.934088	0.109607   	0  	0.587171	0.636412	0.0478254
8  	500  	731      	2005    	0.128037	0.301631	1  	0.134553	0.5     	0.71469 	0.794613	0.0521201       	0.25	0.805294	0.934088	0.114012   	0  	0.587134	0.636551	0.050042 
9  	500  	746      	2167    	0.128037	0.308065	1  	0.137517	0.5     	0.713552	0.794613	0.0525479       	0.25	0.803526	0.934088	0.117409   	0  	0.586837	0.636911	0.051588 
10 	500  	753      	2322    	0.128037	0.297609	1  	0.134209	0.5     	0.717727	0.794613	0.0508012       	0.25	0.815619	0.934088	0.112865   	0  	0.592057	0.636911	0.0500223
11 	500  	763      	2459    	0.128037	0.290112	1  	0.125813	0.5     	0.72272 	0.805181	0.0474978       	0.25	0.823133	0.934088	0.104415   	0  	0.59545 	0.636911	0.047586 
12 	500  	782      	2612    	0.128037	0.28283 	1  	0.124261	0.5     	0.725115	0.805181	0.0477968       	0.25	0.831715	0.934088	0.0969424  	0  	0.598256	0.636911	0.044715 
13 	500  	775      	2745    	0.128037	0.274559	1  	0.11465 	0.5     	0.728591	0.805181	0.0426015       	0.25	0.840696	0.934088	0.0891247  	0  	0.600978	0.636911	0.0422066
14 	500  	781      	2869    	0.128037	0.271746	1  	0.111917	0.5     	0.730375	0.805181	0.0428463       	0.25	0.846008	0.934088	0.0849599  	0  	0.602664	0.638208	0.0404351
15 	500  	775      	2991    	0.127   	0.27166 	1  	0.113554	0.5     	0.731377	0.805181	0.0417928       	0.25	0.847429	0.934088	0.0860802  	0  	0.602867	0.638208	0.0407583
16 	500  	771      	3108    	0.127   	0.269788	1  	0.111461	0.5     	0.733938	0.805181	0.0411186       	0.25	0.850335	0.934088	0.0826621  	0  	0.603755	0.638208	0.0401905
17 	500  	772      	3233    	0.127   	0.273646	1  	0.113806	0.5     	0.733313	0.805872	0.0423556       	0.25	0.848689	0.936446	0.0839621  	0  	0.603016	0.638208	0.0402866
18 	500  	786      	3333    	0.127   	0.279827	1  	0.112803	0.5     	0.731295	0.805872	0.0437137       	0.25	0.847865	0.936579	0.0823638  	0  	0.603093	0.638208	0.0400838
19 	500  	772      	3425    	0.127   	0.280444	1  	0.113549	0.5     	0.732257	0.805872	0.043183        	0.25	0.84825 	0.936579	0.0819969  	0  	0.603713	0.638208	0.0402649
20 	500  	825      	3536    	0.127   	0.280823	1  	0.113537	0.5     	0.734117	0.805872	0.0429708       	0.25	0.847174	0.936579	0.0823985  	0  	0.603824	0.639331	0.0404018
21 	500  	813      	3635    	0.13484 	0.282611	1  	0.113149	0.5     	0.733847	0.805872	0.0427639       	0.25	0.845981	0.934088	0.0823393  	0  	0.603055	0.639331	0.0397974
22 	500  	789      	3720    	0.13484 	0.285783	1  	0.11326 	0.5     	0.732355	0.806855	0.0433986       	0.25	0.844613	0.934088	0.0829762  	0  	0.603068	0.639331	0.0398152
23 	500  	825      	3812    	0.13484 	0.286874	1  	0.114119	0.5     	0.731565	0.806855	0.0427558       	0.25	0.846184	0.934088	0.0842014  	0  	0.604084	0.639331	0.0402561
24 	500  	806      	3896    	0.132453	0.286574	1  	0.113524	0.5     	0.731844	0.806855	0.0430726       	0.25	0.847859	0.93411 	0.078815   	0  	0.605402	0.639331	0.0383436
25 	500  	791      	3974    	0.132453	0.290195	1  	0.116508	0.5     	0.730861	0.806855	0.0440893       	0.25	0.846706	0.93411 	0.0795298  	0  	0.605373	0.639331	0.038277 
26 	500  	807      	4053    	0.132453	0.29319 	1  	0.119215	0.5     	0.729767	0.806855	0.0449624       	0.25	0.845849	0.93411 	0.0818556  	0  	0.60569 	0.639852	0.0385795
