
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5791
Features active in total: 5791
Computing active features for outcome survival
Features selected for this outcome: 3003
Features active in total: 5859
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 45
ccRCC: 323
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 130
censored 1: 262
deceased 0: 69
deceased 1: 68
Strata from each outcome has been integrated.
Counts:
ChRCC censored 0: 7
ChRCC censored 1: 37
ChRCC deceased 0: 5
ChRCC deceased 1: 5
PRCC T1 censored 0: 48
PRCC T1 censored 1: 48
PRCC T1 deceased 1: 6
PRCC T2 censored 0: 16
PRCC T2 censored 1: 20
PRCC T2 deceased 0: 7
PRCC T2 deceased 1 + PRCC T1 deceased 0: 7
ccRCC censored 0: 59
ccRCC censored 1: 157
ccRCC deceased 0: 52
ccRCC deceased 1: 55

RUNNING GENETIC ALGORITHM
Generations completed = 57
Generations completed = 116
Generations completed = 174
Generations completed = 232
Generations completed = 290
Generations completed = 345
Generations completed = 400
Generations completed = 454
   	     	         	        	                 root leanness                  	       survival SKSurv Cox model concordance index       	            type naive Bayes balanced accuracy           	                 root separation                 
   	     	         	        	------------------------------------------------	---------------------------------------------------------	---------------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min     	avg     	max     	std             	min     	avg     	max     	std      	min	avg     	max     	std      
0  	500  	421      	421     	0.140028	0.251437	1  	0.145645	0.45417 	0.722594	0.807483	0.0590023       	0.25    	0.78932 	0.931099	0.133358 	0  	0.572545	0.626403	0.0713309
1  	504  	649      	661     	0.136083	0.259894	1  	0.126048	0.491354	0.732844	0.815294	0.0526977       	0.25    	0.799477	0.931099	0.112931 	0  	0.580287	0.626403	0.0449744
2  	500  	672      	866     	0.132453	0.269264	1  	0.13681 	0.491354	0.734467	0.815294	0.0544251       	0.248452	0.79814 	0.931099	0.122672 	0  	0.58197 	0.629705	0.0487355
3  	500  	759      	1109    	0.122169	0.26172 	1  	0.131448	0.491354	0.743693	0.815294	0.0508649       	0.248452	0.812566	0.931099	0.111846 	0  	0.586843	0.629705	0.0468809
4  	500  	744      	1322    	0.122169	0.267255	1  	0.124933	0.491354	0.744476	0.815294	0.0499015       	0.25    	0.815618	0.931099	0.103911 	0  	0.586631	0.629705	0.0445368
5  	500  	731      	1500    	0.132453	0.283996	1  	0.124833	0.491354	0.741229	0.822619	0.05175         	0.25    	0.80921 	0.931099	0.103652 	0  	0.58585 	0.629705	0.0442921
6  	500  	764      	1701    	0.138675	0.286198	1  	0.128588	0.491354	0.742858	0.822619	0.0527116       	0.25    	0.812298	0.931099	0.104568 	0  	0.587555	0.629705	0.0438316
7  	500  	779      	1882    	0.138675	0.293867	1  	0.130901	0.491354	0.743769	0.822619	0.0537005       	0.25    	0.807913	0.931099	0.106359 	0  	0.587647	0.629705	0.0442821
8  	500  	764      	2045    	0.140028	0.292585	1  	0.130981	0.491354	0.748117	0.822619	0.0490829       	0.25    	0.810699	0.931099	0.105935 	0  	0.589224	0.629705	0.0444276
9  	500  	770      	2201    	0.138675	0.293774	1  	0.137681	0.491354	0.749535	0.822619	0.0503894       	0.25    	0.811013	0.931099	0.111312 	0  	0.58897 	0.629705	0.0461579
10 	500  	766      	2338    	0.138675	0.293032	1  	0.142472	0.491354	0.752959	0.822619	0.0514978       	0.25    	0.810067	0.931099	0.115592 	0  	0.58901 	0.629705	0.0472835
11 	500  	782      	2456    	0.138675	0.30061 	1  	0.147181	0.491354	0.749598	0.822619	0.053332        	0.25    	0.810762	0.931099	0.118902 	0  	0.590372	0.629705	0.0480002
