
OPTIMIZING FINAL MODEL ON WHOLE DATASET

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3421
Features active in total: 3421
Computing active features for outcome type
Features selected for this outcome: 5837
Features active in total: 5902
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 206
censored 1: 382
deceased 0: 103
deceased 1: 102
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 80
PRCC T1: 160
PRCC T2: 68
ccRCC: 485
Strata from each outcome has been integrated.
Counts:
censored 0 ChRCC: 10
censored 0 PRCC T1: 79
censored 0 PRCC T2: 27
censored 0 ccRCC: 90
censored 1 ChRCC: 55
censored 1 PRCC T1: 65
censored 1 PRCC T2: 27
censored 1 ccRCC: 235
deceased 0 ChRCC: 7
deceased 0 PRCC T1: 7
deceased 0 PRCC T2: 10
deceased 0 ccRCC: 79
deceased 1 ChRCC: 8
deceased 1 PRCC T1: 9
deceased 1 PRCC T2: 4
deceased 1 ccRCC: 81

RUNNING GENETIC ALGORITHM
Generations completed = 49
Generations completed = 102
Generations completed = 150
Generations completed = 197
Generations completed = 244
Generations completed = 292
Generations completed = 341
Generations completed = 388
Generations completed = 434
Generations completed = 480
   	     	         	        	                 root leanness                  	       survival SKSurv Cox model concordance index       	            type naive Bayes balanced accuracy           	                 root separation                 
   	     	         	        	------------------------------------------------	---------------------------------------------------------	---------------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min     	avg     	max     	std             	min     	avg     	max     	std      	min	avg     	max     	std      
0  	500  	581      	581     	0.140028	0.249731	1  	0.157537	0.48723 	0.706931	0.786516	0.0609975       	0.246907	0.775042	0.890258	0.138401 	0  	0.551293	0.621556	0.0887411
1  	509  	792      	802     	0.125988	0.267932	1  	0.136975	0.480977	0.706525	0.786516	0.0608818       	0.246907	0.770233	0.890258	0.136335 	0  	0.559096	0.621815	0.0523081
2  	500  	801      	994     	0.125   	0.267908	1  	0.126544	0.5     	0.714461	0.788333	0.0521028       	0.25    	0.782127	0.898714	0.11887  	0  	0.563733	0.621815	0.0476271
3  	500  	853      	1218    	0.127   	0.273849	1  	0.124214	0.5     	0.715875	0.79062 	0.0512367       	0.25    	0.784597	0.908601	0.11356  	0  	0.566837	0.623093	0.0470163
4  	500  	890      	1430    	0.129099	0.2869  	1  	0.128446	0.5     	0.715312	0.79062 	0.0524891       	0.25    	0.778608	0.908601	0.117207 	0  	0.566322	0.623093	0.0471213
5  	500  	903      	1638    	0.130189	0.284241	1  	0.13373 	0.5     	0.719191	0.79062 	0.051412        	0.25    	0.78639 	0.908601	0.118608 	0  	0.570219	0.623093	0.0473129
6  	500  	928      	1841    	0.131306	0.289538	1  	0.135924	0.5     	0.71883 	0.79062 	0.0521942       	0.25    	0.788303	0.908601	0.116667 	0  	0.571786	0.623093	0.0474111
7  	500  	888      	1988    	0.123091	0.295523	1  	0.138196	0.498462	0.720465	0.790985	0.0537138       	0.25    	0.785563	0.908601	0.11818  	0  	0.571492	0.623093	0.0482014
8  	500  	926      	2157    	0.127   	0.297575	1  	0.135612	0.498462	0.72092 	0.807674	0.0540772       	0.25    	0.791837	0.911286	0.11226  	0  	0.574964	0.623093	0.046762 
9  	500  	936      	2313    	0.133631	0.299939	1  	0.134915	0.485992	0.719885	0.807674	0.0557374       	0.25    	0.795646	0.911762	0.107715 	0  	0.576887	0.623093	0.0456335
10 	500  	942      	2467    	0.13484 	0.301993	1  	0.141092	0.485992	0.71883 	0.807674	0.0586111       	0.25    	0.798763	0.911762	0.109538 	0  	0.57864 	0.623093	0.046387 
11 	500  	956      	2607    	0.13484 	0.305715	1  	0.144215	0.485992	0.721214	0.807674	0.0579243       	0.25    	0.795742	0.911762	0.115347 	0  	0.57849 	0.623093	0.0483842
12 	500  	973      	2755    	0.13484 	0.311366	1  	0.144392	0.485992	0.720724	0.807674	0.0585961       	0.25    	0.794921	0.914431	0.113376 	0  	0.580395	0.623093	0.0480755
13 	500  	970      	2895    	0.13484 	0.305505	1  	0.145585	0.485992	0.723263	0.807674	0.0596139       	0.25    	0.80201 	0.914431	0.112208 	0  	0.582771	0.624421	0.0481599
14 	500  	952      	3014    	0.13484 	0.301084	1  	0.142872	0.485992	0.726002	0.807674	0.058494        	0.25    	0.80555 	0.914431	0.112142 	0  	0.584173	0.624421	0.0482415
15 	500  	960      	3140    	0.13484 	0.289637	1  	0.136107	0.485992	0.731734	0.807674	0.0546466       	0.25    	0.814553	0.914431	0.105216 	0  	0.588696	0.624421	0.0461427
16 	500  	914      	3243    	0.133631	0.269873	1  	0.120396	0.485992	0.739836	0.807674	0.0485624       	0.25    	0.830283	0.914431	0.088006 	0  	0.59438 	0.624421	0.0423362
17 	500  	953      	3347    	0.132453	0.273015	1  	0.129265	0.485992	0.739685	0.807674	0.0523206       	0.25    	0.826273	0.914431	0.0977887	0  	0.593337	0.624421	0.0457593
18 	500  	955      	3448    	0.132453	0.262194	1  	0.118689	0.5     	0.744756	0.807674	0.0465408       	0.25    	0.835234	0.914431	0.0861807	0  	0.596461	0.624421	0.0414624
19 	500  	946      	3553    	0.131306	0.262053	1  	0.115111	0.5     	0.745926	0.807674	0.0433262       	0.25    	0.838529	0.914887	0.0813536	0  	0.598488	0.624421	0.0401051
20 	500  	959      	3642    	0.131306	0.262943	1  	0.115667	0.5     	0.746066	0.808332	0.0437058       	0.25    	0.839225	0.914887	0.0811384	0  	0.599475	0.624421	0.0397849
21 	500  	992      	3749    	0.131306	0.262335	1  	0.115681	0.5     	0.747176	0.808332	0.0437497       	0.25    	0.839928	0.914887	0.0816134	0  	0.599823	0.624421	0.0401975
22 	500  	1012     	3843    	0.131306	0.261858	1  	0.116856	0.5     	0.747682	0.808332	0.0445476       	0.25    	0.841237	0.914887	0.0816106	0  	0.599577	0.624421	0.0402484
23 	500  	1008     	3930    	0.131306	0.261955	1  	0.116646	0.5     	0.748252	0.808576	0.04425         	0.25    	0.840923	0.914963	0.0819582	0  	0.600231	0.624674	0.0405436
24 	500  	959      	4016    	0.13484 	0.264778	1  	0.119862	0.5     	0.747115	0.808584	0.0457996       	0.25    	0.841388	0.914963	0.0871888	0  	0.599476	0.624674	0.0427176
25 	500  	996      	4100    	0.133631	0.267331	1  	0.118065	0.5     	0.747123	0.809127	0.0449906       	0.25    	0.841378	0.914963	0.0833998	0  	0.600614	0.625445	0.04063  
26 	500  	1032     	4184    	0.133631	0.262281	1  	0.118792	0.5     	0.751916	0.810582	0.0439362       	0.25    	0.842822	0.914963	0.0828668	0  	0.601112	0.625445	0.0403975
27 	500  	993      	4249    	0.133631	0.261701	1  	0.119868	0.5     	0.752737	0.810582	0.043392        	0.25    	0.844546	0.918603	0.0831248	0  	0.601292	0.625445	0.0404741
28 	500  	972      	4299    	0.132453	0.259457	1  	0.118738	0.5     	0.752949	0.810582	0.0433424       	0.25    	0.84713 	0.918603	0.0817683	0  	0.602199	0.625445	0.0402081
29 	500  	1042     	4372    	0.133631	0.262546	1  	0.119307	0.5     	0.753225	0.811186	0.0445286       	0.25    	0.84491 	0.918603	0.0833068	0  	0.601496	0.625445	0.0409834
30 	500  	1028     	4447    	0.133631	0.2617  	1  	0.117723	0.5     	0.754449	0.811186	0.0435739       	0.25    	0.846863	0.918603	0.0815071	0  	0.602051	0.625445	0.040597 
31 	500  	1008     	4510    	0.133631	0.263871	1  	0.117557	0.5     	0.753617	0.811186	0.0445431       	0.25    	0.847595	0.918603	0.0806318	0  	0.602207	0.627761	0.0400679
32 	500  	1006     	4566    	0.133631	0.265105	1  	0.118014	0.5     	0.752611	0.811186	0.0456296       	0.25    	0.848785	0.918603	0.0801152	0  	0.602888	0.627761	0.0394279
33 	500  	985      	4623    	0.133631	0.265656	1  	0.11769 	0.5     	0.752557	0.812532	0.0454811       	0.25    	0.849607	0.918603	0.0793577	0  	0.603296	0.626262	0.0390843
34 	500  	1031     	4680    	0.13484 	0.271745	1  	0.119917	0.5     	0.751038	0.812532	0.0457313       	0.25    	0.847097	0.923291	0.0829611	0  	0.602146	0.626262	0.0401878
35 	500  	1006     	4736    	0.13484 	0.271457	1  	0.117203	0.5     	0.751243	0.812532	0.0446494       	0.25    	0.847631	0.923291	0.0838301	0  	0.601738	0.626262	0.0405633
36 	500  	1033     	4789    	0.136083	0.275127	1  	0.117362	0.5     	0.75075 	0.812532	0.0442616       	0.25    	0.847242	0.923291	0.0828812	0  	0.601874	0.626262	0.0398196
37 	500  	1018     	4828    	0.136083	0.277959	1  	0.117355	0.5     	0.749963	0.814816	0.0453858       	0.25    	0.845931	0.919706	0.0826442	0  	0.601149	0.626262	0.0400621
38 	500  	1045     	4871    	0.136083	0.28238 	1  	0.117091	0.5     	0.749194	0.814816	0.0461483       	0.25    	0.844829	0.919706	0.0822181	0  	0.601127	0.626262	0.0397983
39 	500  	1005     	4910    	0.133631	0.28255 	1  	0.11854 	0.5     	0.749177	0.817836	0.0460931       	0.25    	0.84602 	0.919706	0.0821886	0  	0.601347	0.626262	0.039807 
40 	500  	994      	4951    	0.133631	0.282952	1  	0.118677	0.5     	0.749985	0.817836	0.0464047       	0.25    	0.845724	0.919706	0.0809803	0  	0.600944	0.626262	0.0395375
41 	500  	1003     	4990    	0.133631	0.28343 	1  	0.118933	0.5     	0.750509	0.817836	0.0462326       	0.25    	0.845632	0.919706	0.0798739	0  	0.601545	0.626964	0.039384 
42 	500  	993      	5028    	0.133631	0.284719	1  	0.12026 	0.5     	0.750092	0.817836	0.0466664       	0.25    	0.84537 	0.923347	0.0809383	0  	0.601476	0.626964	0.0395415
43 	500  	1012     	5072    	0.133631	0.286476	1  	0.120356	0.5     	0.750549	0.817836	0.0459556       	0.25    	0.844448	0.923347	0.0813399	0  	0.600962	0.626964	0.0390328
44 	500  	984      	5107    	0.136083	0.290597	1  	0.122618	0.5     	0.749309	0.817139	0.0462668       	0.25    	0.842186	0.923347	0.0846882	0  	0.600334	0.626964	0.0398775
45 	500  	975      	5141    	0.136083	0.291261	1  	0.120835	0.5     	0.748902	0.817139	0.0462164       	0.25    	0.842142	0.923347	0.0847488	0  	0.600937	0.626964	0.0398921
46 	500  	974      	5177    	0.13484 	0.29615 	1  	0.121616	0.5     	0.74807 	0.817139	0.0466923       	0.25    	0.840439	0.923347	0.0858731	0  	0.599918	0.626699	0.0401768
47 	500  	968      	5210    	0.13484 	0.297083	1  	0.121975	0.5     	0.748185	0.817139	0.0470318       	0.25    	0.839815	0.923347	0.0855292	0  	0.600017	0.626699	0.0402567
48 	500  	1012     	5242    	0.13484 	0.298485	1  	0.120994	0.5     	0.747222	0.823457	0.0462802       	0.25    	0.841233	0.923347	0.0852303	0  	0.600644	0.626699	0.0398038
49 	500  	1037     	5278    	0.13484 	0.295985	1  	0.118933	0.5     	0.747601	0.823457	0.0468103       	0.25    	0.843555	0.923347	0.0810883	0  	0.601374	0.627043	0.0390042
50 	500  	1008     	5297    	0.136083	0.299162	1  	0.118807	0.5     	0.746574	0.823457	0.0477339       	0.25    	0.842818	0.923347	0.0809166	0  	0.60105 	0.627733	0.0388851
51 	500  	965      	5332    	0.140028	0.303132	1  	0.118085	0.5     	0.74472 	0.823457	0.0487185       	0.25    	0.841737	0.923347	0.0810327	0  	0.600764	0.627733	0.0388886
52 	500  	1004     	5352    	0.140028	0.304612	1  	0.119059	0.5     	0.743592	0.823457	0.0495753       	0.25    	0.84101 	0.923347	0.0844842	0  	0.600502	0.627733	0.0398559
53 	500  	966      	5367    	0.141421	0.306405	1  	0.119739	0.5     	0.742626	0.823457	0.0494721       	0.25    	0.840176	0.923347	0.0867963	0  	0.60009 	0.627733	0.0400274
54 	500  	978      	5397    	0.141421	0.307348	1  	0.122046	0.5     	0.742197	0.823457	0.0508014       	0.25    	0.839273	0.923347	0.0897412	0  	0.598756	0.627733	0.0407937
55 	500  	987      	5421    	0.142857	0.309356	1  	0.122292	0.5     	0.741865	0.823457	0.0509028       	0.25    	0.838866	0.9264  	0.0898519	0  	0.598569	0.627733	0.0407314
56 	500  	965      	5438    	0.142857	0.307557	1  	0.122912	0.5     	0.74241 	0.823457	0.0512021       	0.25    	0.839193	0.9264  	0.0898315	0  	0.599036	0.626317	0.0408929
57 	500  	982      	5458    	0.142857	0.307158	1  	0.123014	0.5     	0.743068	0.823457	0.0510046       	0.25    	0.839427	0.9264  	0.0876908	0  	0.599351	0.628499	0.0403257
58 	500  	976      	5474    	0.141421	0.306168	1  	0.123268	0.5     	0.744394	0.823457	0.0504526       	0.25    	0.838688	0.9264  	0.0876652	0  	0.599615	0.628499	0.0403836
59 	500  	954      	5488    	0.141421	0.306639	1  	0.123598	0.5     	0.744103	0.823457	0.0515673       	0.25    	0.839393	0.9264  	0.087595 	0  	0.599745	0.628903	0.0403399
60 	500  	957      	5506    	0.141421	0.305826	1  	0.12396 	0.5     	0.745324	0.823457	0.0518238       	0.25    	0.839527	0.9264  	0.0872514	0  	0.599975	0.628903	0.0404953
61 	500  	980      	5522    	0.141421	0.30764 	1  	0.123909	0.5     	0.744201	0.823457	0.0518467       	0.25    	0.838095	0.9264  	0.0877357	0  	0.600029	0.628903	0.0406219
62 	500  	969      	5538    	0.141421	0.310348	1  	0.12297 	0.5     	0.743609	0.823457	0.050633        	0.25    	0.837586	0.9264  	0.0878772	0  	0.599727	0.628903	0.0405953
63 	500  	971      	5547    	0.141421	0.308477	1  	0.122591	0.5     	0.74595 	0.823457	0.0498833       	0.25    	0.837088	0.9264  	0.0881085	0  	0.599381	0.628903	0.0406102
