
OPTIMIZING ON FOLD NUMBER 3
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5765
Features active in total: 5765
Computing active features for outcome survival
Features selected for this outcome: 3002
Features active in total: 5835
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 53
PRCC T1: 106
PRCC T2: 46
ccRCC: 323
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 138
censored 1: 254
deceased 0: 68
deceased 1: 68
Strata from each outcome has been integrated.
Counts:
ChRCC censored 0: 6
ChRCC censored 1: 37
ChRCC deceased 0: 5
ChRCC deceased 1: 5
PRCC T1 censored 0: 53
PRCC T1 censored 1: 43
PRCC T1 deceased 0: 4
PRCC T1 deceased 1: 6
PRCC T2 censored 0: 19
PRCC T2 censored 1: 17
PRCC T2 deceased 0: 7
PRCC T2 deceased 1: 3
ccRCC censored 0: 60
ccRCC censored 1: 157
ccRCC deceased 0: 52
ccRCC deceased 1: 54

RUNNING GENETIC ALGORITHM
Generations completed = 56
Generations completed = 111
Generations completed = 166
Generations completed = 221
Generations completed = 272
Generations completed = 324
Generations completed = 377
Generations completed = 429
Generations completed = 479
   	     	         	        	                 root leanness                  	       survival SKSurv Cox model concordance index       	        type naive Bayes balanced accuracy       	                 root separation                 
   	     	         	        	------------------------------------------------	---------------------------------------------------------	-------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min     	avg     	max     	std             	min 	avg     	max     	std        	min	avg     	max     	std      
0  	500  	423      	423     	0.140028	0.252912	1  	0.156725	0.5     	0.717831	0.805792	0.0618413       	0.25	0.781218	0.893267	0.132684   	0  	0.559759	0.607775	0.0846138
1  	509  	608      	621     	0.133631	0.265069	1  	0.124983	0.491086	0.719532	0.805792	0.0575873       	0.25	0.782823	0.90574 	0.111602   	0  	0.567249	0.607775	0.0432687
2  	500  	680      	839     	0.133631	0.258136	1  	0.117332	0.5     	0.729544	0.805792	0.0517269       	0.25	0.798204	0.907818	0.0980374  	0  	0.573311	0.607775	0.0391885
3  	500  	732      	1079    	0.136083	0.265378	1  	0.122227	0.5     	0.72722 	0.805792	0.0543879       	0.25	0.79906 	0.907818	0.0988074  	0  	0.574493	0.607775	0.0390993
4  	500  	712      	1266    	0.130189	0.277887	1  	0.124997	0.5     	0.727812	0.805792	0.0545246       	0.25	0.792258	0.907818	0.10318    	0  	0.573086	0.607952	0.0406381
5  	500  	723      	1456    	0.136083	0.287605	1  	0.13118 	0.5     	0.72771 	0.805792	0.0557747       	0.25	0.787071	0.907818	0.112933   	0  	0.571233	0.607952	0.0440428
6  	500  	772      	1653    	0.136083	0.29567 	1  	0.134817	0.5     	0.729019	0.80713 	0.0563608       	0.25	0.783945	0.90876 	0.116503   	0  	0.570218	0.607952	0.0446374
7  	500  	748      	1832    	0.132453	0.291434	1  	0.134106	0.49916 	0.733745	0.81693 	0.0570831       	0.25	0.787912	0.90876 	0.114316   	0  	0.571955	0.609834	0.0437575
8  	500  	771      	1994    	0.132453	0.291511	1  	0.136143	0.49916 	0.733239	0.81693 	0.0572727       	0.25	0.792883	0.90876 	0.113647   	0  	0.573842	0.609834	0.0435472
9  	500  	788      	2162    	0.132453	0.292115	1  	0.140349	0.49916 	0.736633	0.81693 	0.0571708       	0.25	0.791942	0.90876 	0.117477   	0  	0.573755	0.609834	0.0453637
10 	500  	771      	2317    	0.132453	0.294128	1  	0.141028	0.49916 	0.740229	0.81693 	0.0579926       	0.25	0.791208	0.90876 	0.119755   	0  	0.573821	0.612983	0.0465068
11 	500  	748      	2446    	0.132453	0.284657	1  	0.134098	0.49916 	0.744586	0.81693 	0.055734        	0.25	0.803481	0.914969	0.108433   	0  	0.578018	0.612983	0.0430321
12 	500  	823      	2599    	0.132453	0.281782	1  	0.134138	0.49916 	0.74838 	0.82003 	0.0558115       	0.25	0.806473	0.914969	0.10527    	0  	0.579538	0.612983	0.0414849
13 	500  	806      	2719    	0.132453	0.282119	1  	0.136436	0.49916 	0.74978 	0.82003 	0.0558001       	0.25	0.807086	0.914969	0.106372   	0  	0.580496	0.612983	0.0420001
14 	500  	815      	2856    	0.132453	0.278212	1  	0.131603	0.49916 	0.752858	0.82003 	0.0549063       	0.25	0.812076	0.921916	0.0994815  	0  	0.582686	0.612983	0.0401711
15 	500  	830      	2968    	0.132453	0.267151	1  	0.120272	0.5     	0.760012	0.82003 	0.0459461       	0.25	0.821046	0.921916	0.0888436  	0  	0.585737	0.612983	0.0374696
16 	500  	843      	3089    	0.128037	0.270132	1  	0.12402 	0.5     	0.759155	0.82003 	0.0493682       	0.25	0.82103 	0.921916	0.0924061  	0  	0.585229	0.614147	0.0380735
17 	500  	861      	3222    	0.128037	0.26903 	1  	0.122132	0.5     	0.761685	0.82003 	0.0487962       	0.25	0.822077	0.925895	0.0921384  	0  	0.58571 	0.614147	0.0384674
18 	500  	856      	3320    	0.128037	0.272893	1  	0.117474	0.5     	0.761871	0.82003 	0.0458742       	0.25	0.821875	0.925895	0.088326   	0  	0.586538	0.614147	0.0374734
19 	500  	884      	3428    	0.128037	0.273219	1  	0.119836	0.494753	0.762026	0.82003 	0.0478108       	0.25	0.823208	0.925895	0.0897509  	0  	0.587007	0.614147	0.0376381
20 	500  	821      	3521    	0.128037	0.286294	1  	0.125411	0.494753	0.756857	0.82003 	0.0513601       	0.25	0.816781	0.925895	0.0963672  	0  	0.586365	0.614511	0.0390724
21 	500  	842      	3623    	0.128037	0.281064	1  	0.117896	0.5     	0.757154	0.82003 	0.0498639       	0.25	0.824399	0.92735 	0.088056   	0  	0.588865	0.614511	0.0374852
22 	500  	836      	3716    	0.128037	0.281758	1  	0.118518	0.5     	0.757468	0.82003 	0.0494468       	0.25	0.825817	0.92735 	0.0894154  	0  	0.589072	0.617606	0.0375917
23 	500  	867      	3818    	0.140028	0.285328	1  	0.120723	0.5     	0.756676	0.822552	0.0512626       	0.25	0.826678	0.92735 	0.089471   	0  	0.588936	0.620138	0.0373223
24 	500  	848      	3901    	0.140028	0.288695	1  	0.122572	0.5     	0.754726	0.822552	0.0538961       	0.25	0.825984	0.92735 	0.0900539  	0  	0.588896	0.620138	0.0374112
25 	500  	861      	3989    	0.142857	0.293032	1  	0.120631	0.5     	0.754165	0.822552	0.0551866       	0.25	0.824974	0.92735 	0.0876476  	0  	0.58844 	0.620138	0.0368416
26 	500  	897      	4071    	0.142857	0.2974  	1  	0.120836	0.5     	0.753001	0.822552	0.0572864       	0.25	0.822481	0.92735 	0.087538   	0  	0.588237	0.620138	0.0373585
27 	500  	842      	4152    	0.142857	0.300196	1  	0.120737	0.5     	0.751964	0.822552	0.0574956       	0.25	0.822411	0.92735 	0.088817   	0  	0.587977	0.620138	0.0378884
28 	500  	841      	4228    	0.142857	0.301424	1  	0.120662	0.5     	0.751005	0.828562	0.0580517       	0.25	0.823273	0.92735 	0.0884694  	0  	0.588318	0.620138	0.037622 
29 	500  	828      	4289    	0.142857	0.301652	1  	0.121017	0.5     	0.75148 	0.828562	0.059136        	0.25	0.822679	0.92735 	0.0884874  	0  	0.588218	0.620138	0.0375199
30 	500  	857      	4368    	0.142857	0.301874	1  	0.122048	0.5     	0.749522	0.828562	0.0606181       	0.25	0.823858	0.925895	0.0881074  	0  	0.588567	0.620724	0.0374949
31 	500  	824      	4428    	0.142857	0.304072	1  	0.123982	0.5     	0.750686	0.828562	0.0595723       	0.25	0.824348	0.925895	0.0864035  	0  	0.588394	0.620724	0.0365909
32 	500  	851      	4479    	0.141421	0.306321	1  	0.122187	0.5     	0.751174	0.828562	0.0581757       	0.25	0.823506	0.925895	0.0862303  	0  	0.588602	0.620724	0.0364347
33 	500  	850      	4531    	0.140028	0.307144	1  	0.125007	0.5     	0.74956 	0.828562	0.0592656       	0.25	0.82255 	0.925895	0.0876686  	0  	0.588743	0.620724	0.036592 
