0_ABL1,0_ANP32E,0_ATP13A5,0_C15orf62,0_C21orf70,0_CEP55,0_ESR1,0_EXO1,0_FOXC1,0_IRX1,0_LDLRAD2,0_NAALADL1,0_NECAP1,0_PPL,0_PROZ,0_TRIM22,0_TSG101
1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0
1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0
0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
