gen,evals,gen_feats,explored,PanKidney svm balanced accuracy_min,PanKidney svm balanced accuracy_avg,PanKidney svm balanced accuracy_max,PanKidney svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,634,634,0.25,0.8363460967914172,0.9359039880866558,0.1320366894502129,0.0196078431372549,0.08645159921003963,1.0,0.16639727876448268
1,512,883,902,0.25,0.8380569763918427,0.936473211871891,0.11897913985533558,0.015151515151515152,0.08900959098394898,1.0,0.1085185049247027
2,500,946,1164,0.25,0.8475399952576418,0.9553246206113475,0.10767825070330456,0.015151515151515152,0.09332806339747418,1.0,0.11063672282559667
3,500,968,1410,0.25,0.8582241697493872,0.9572777456113475,0.09999372685140803,0.015151515151515152,0.09301444474184978,1.0,0.11106341929411562
4,500,951,1616,0.25,0.8687345935314685,0.9579220755082547,0.09208883786941029,0.015151515151515152,0.08970445089010713,1.0,0.10909397602519715
5,500,964,1844,0.25,0.8743817220955591,0.9579220755082547,0.08592639013252698,0.015151515151515152,0.090072327955839,1.0,0.10896432708000515
6,500,1008,2092,0.25,0.8765059126842875,0.9611238994575013,0.08581746106642489,0.015151515151515152,0.0927150420370879,1.0,0.11106763420756319
7,500,973,2301,0.25,0.8798172431466731,0.9617682293544085,0.0838168743655657,0.016666666666666666,0.09393251807729112,1.0,0.11047147438545131
8,500,990,2520,0.25,0.8837867636953897,0.9617682293544085,0.08179629076212738,0.01694915254237288,0.09428560277940651,1.0,0.11062742331309837
9,500,1008,2729,0.25,0.8856783489384327,0.964360558899863,0.08064498317615006,0.020833333333333332,0.09544146174483888,1.0,0.11028481723453529
10,500,998,2948,0.25,0.8891066604223741,0.964360558899863,0.08041302835030757,0.02040816326530612,0.09495403064071702,1.0,0.11043501924227073
11,500,969,3152,0.25,0.8925441917940308,0.964360558899863,0.07897002502216433,0.02040816326530612,0.09396550919090438,1.0,0.11035926452486879
12,500,963,3339,0.25,0.8955135041746269,0.9650250241060485,0.07686765436735551,0.02127659574468085,0.09252631059869242,1.0,0.1080355774842741
13,500,979,3536,0.25,0.897828585267825,0.9650250241060485,0.07664763487020342,0.02127659574468085,0.09218012797809322,1.0,0.10821589757734569
14,500,960,3728,0.25,0.8999061957613906,0.9669781491060485,0.07641799056355676,0.02127659574468085,0.09208379048681203,1.0,0.10828688374769621
15,500,966,3927,0.25,0.9013715017505047,0.968266808899863,0.07768856031943105,0.02127659574468085,0.09315775351732421,1.0,0.11044267495634102
16,500,996,4139,0.25,0.9018488139598804,0.968266808899863,0.07714067592181476,0.02127659574468085,0.09510458297512187,1.0,0.11046957783130057
17,500,934,4321,0.25,0.9034351645294139,0.968266808899863,0.07653183549266217,0.02127659574468085,0.09505398243900685,1.0,0.11053959938667186
18,500,985,4532,0.25,0.904874494955753,0.968266808899863,0.07577081770562416,0.02127659574468085,0.09509459689258586,1.0,0.11053669699140332
19,500,978,4727,0.25,0.9093411388305638,0.968266808899863,0.07373965835377387,0.02127659574468085,0.09119460128226278,1.0,0.10865276550546474
20,500,963,4923,0.25,0.9095386127644907,0.968266808899863,0.07680416569045198,0.02127659574468085,0.0927454158138501,1.0,0.1111046298306298
21,500,950,5101,0.25,0.9121184876495927,0.968266808899863,0.07407676234872503,0.02127659574468085,0.09085379514095325,1.0,0.10870616396594525
22,500,966,5287,0.25,0.9128636439671798,0.968266808899863,0.07398187454288893,0.021739130434782608,0.0908086650814821,1.0,0.10869072812399903
23,500,940,5451,0.25,0.916467859090008,0.968266808899863,0.07183533195845467,0.022222222222222223,0.08719629615457884,1.0,0.1064729681891797
24,500,960,5634,0.25,0.9143327150619999,0.968266808899863,0.073942310801192,0.022222222222222223,0.09090162964824978,1.0,0.108525667134168
25,500,972,5815,0.25,0.9151010700156802,0.968266808899863,0.0734775987914623,0.022222222222222223,0.09126698340826188,1.0,0.1084536165485317
26,500,948,5969,0.25,0.9163163200765085,0.968266808899863,0.07333634150152611,0.022222222222222223,0.09052230275320312,1.0,0.10850504526767007
27,500,980,6177,0.25,0.9173744587966801,0.968266808899863,0.07277139460580563,0.021739130434782608,0.09032343685382031,1.0,0.10857512375132737
28,500,934,6339,0.25,0.9199429433485329,0.968266808899863,0.07087112418888744,0.021739130434782608,0.08773495062032717,1.0,0.10620253277511693
29,500,972,6505,0.25,0.9203991139337466,0.9695906139607815,0.07088170472465562,0.021739130434782608,0.08810079109147262,1.0,0.10626910348189662
30,500,951,6675,0.25,0.9207876539858337,0.9695906139607815,0.07077177726077152,0.021739130434782608,0.08839466283549141,1.0,0.10617013495592548
31,500,954,6833,0.25,0.9233279345734806,0.9702349438576887,0.07027327917553547,0.021739130434782608,0.08549471630198058,1.0,0.10555147019075124
