gen,evals,gen_feats,explored,PanKidney svm balanced accuracy_min,PanKidney svm balanced accuracy_avg,PanKidney svm balanced accuracy_max,PanKidney svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,614,614,0.25,0.8321025600848895,0.9424773639697931,0.12326912831006434,0.0196078431372549,0.08157335408645155,1.0,0.13221506558335705
1,505,862,880,0.25,0.8370898560283144,0.9424773639697931,0.11585955277127971,0.016666666666666666,0.09351186875875361,1.0,0.11200341332808685
2,500,920,1144,0.25,0.8545647449039363,0.9424773639697931,0.09910457281663726,0.017241379310344827,0.09308868107873039,1.0,0.11087870228723987
3,500,945,1394,0.25,0.8663072977682755,0.9436161213142529,0.09110073563721392,0.016129032258064516,0.09028420892634273,1.0,0.10881548631447116
4,500,916,1596,0.25,0.8734517044328095,0.9501696716621009,0.08749878487826405,0.015873015873015872,0.08982711100188649,1.0,0.10911395906235744
5,500,951,1827,0.25,0.877592874128127,0.9501696716621009,0.08523808038180554,0.015873015873015872,0.0897873361180762,1.0,0.10908914280465787
6,500,943,2032,0.25,0.8807303303091882,0.9501696716621009,0.08334166816021045,0.015873015873015872,0.09059144285893522,1.0,0.1089846981647565
7,500,953,2244,0.25,0.8856144351862699,0.9527271657144403,0.08268386151489854,0.015873015873015872,0.08925701041511877,1.0,0.10952805964665213
8,500,982,2474,0.25,0.8921713427519646,0.9546802907144403,0.07716781052018075,0.015873015873015872,0.0856704651285438,1.0,0.10732968024299029
9,500,970,2697,0.25,0.8950017293836963,0.9546802907144403,0.07619114142451537,0.015873015873015872,0.08582946410489666,1.0,0.10727343928205384
10,500,966,2894,0.25,0.8969458807381406,0.9553194952598947,0.07544594491213431,0.015625,0.08626435790151019,1.0,0.10715204465341818
11,500,984,3122,0.25,0.9020560058980969,0.9636561328491097,0.07400243400336662,0.015384615384615385,0.0825778077614269,1.0,0.10688847831502803
12,500,1005,3351,0.25,0.9015571664804268,0.9636561328491097,0.0741610542038613,0.015384615384615385,0.0858193170356502,1.0,0.10744660216847202
13,500,1000,3558,0.25,0.9042465503568596,0.9636561328491097,0.07358730104859934,0.015384615384615385,0.08496355441979107,1.0,0.10758652054123456
14,500,976,3749,0.25,0.9065672780103273,0.9636561328491097,0.0728850735347353,0.015384615384615385,0.0846252279339311,1.0,0.10772017555863632
15,500,1007,3977,0.25,0.9079869423504975,0.9636561328491097,0.07291504249036683,0.015384615384615385,0.08439261257235117,1.0,0.10768780584805154
