gen,0_ABCB6,0_ABCD1,0_ABHD13,0_ABHD14B,0_ACAD8,0_ACAT2,0_ACMSD,0_ACSL4,0_ACSM2A,0_ACTN3,0_ACVR1,0_ACVR2B,0_ADAM17,0_ADAM33,0_ADCY3,0_ADCY6,0_ADRB1,0_AEBP1,0_AFF3,0_AFM,0_AGPAT4,0_AGRN,0_AHCY,0_AHCYL1,0_AHNAK2,0_AHR,0_AIMP1,0_AK2,0_AK3,0_AKAP13,0_AKAP7,0_AKR1A1,0_AKR1C3,0_AKR1E2,0_ALDH1A2,0_ALDH5A1,0_ALDH7A1,0_ALG1,0_ALG8,0_ALG9,0_ALKBH1,0_ALKBH2,0_ALKBH3,0_ALKBH7,0_AMBP,0_ANAPC11,0_ANAPC5,0_ANAPC7,0_ANGPTL4,0_ANK3,0_ANKHD1,0_ANKRA2,0_ANKRD26,0_ANKRD31,0_ANKRD49,0_ANKRD6,0_ANKZF1,0_ANXA6,0_ANXA9,0_APBA3,0_APOD,0_APOLD1,0_APPL2,0_ARFGEF2,0_ARHGEF2,0_ARHGEF7,0_ARL1,0_ARL2,0_ARMC10,0_ARMC8,0_ARMC9,0_ARMCX1,0_ARMCX2,0_ARRB1,0_ARRDC4,0_ASPSCR1,0_ATF4,0_ATG4B,0_ATG4C,0_ATIC,0_ATP11A,0_ATP13A1,0_ATP1A1,0_ATP6V1B1,0_ATP6V1C2,0_ATP7B,0_ATPAF1,0_ATRX,0_ATXN7L1,0_AUP1,0_AURKB,0_B2M,0_B3GNT3,0_B4GALNT1,0_B4GALT6,0_BAK1,0_BARX2,0_BCL2L12,0_BCL2L14,0_BCL2L2,0_BCL7A,0_BDH1,0_BEX2,0_BGN,0_BHMT2,0_BIK,0_BIRC3,0_BLOC1S1,0_BNIP1,0_BPNT1,0_BRMS1,0_BTBD1,0_BTF3,0_BVES,0_BYSL,0_C11orf45,0_C12orf57,0_C17orf49,0_C17orf97,0_C18orf25,0_C1orf116,0_C1orf162,0_C1orf198,0_C1orf226,0_C1orf35,0_C21orf91,0_C2CD3,0_C2orf49,0_C2orf88,0_C5orf22,0_C5orf34,0_C5orf46,0_C6orf118,0_C6orf226,0_C7orf50,0_CA9,0_CABIN1,0_CACNA1H,0_CAMK2G,0_CAND2,0_CARD11,0_CASK,0_CASP9,0_CBLB,0_CBLC,0_CBR1,0_CBWD3,0_CBX5,0_CC2D1A,0_CCDC125,0_CCDC134,0_CCDC152,0_CCDC89,0_CCDC90B,0_CCM2,0_CCNG1,0_CCNK,0_CCS,0_CCT3,0_CCT8,0_CD151,0_CD164,0_CD1B,0_CD300C,0_CD44,0_CD47,0_CDAN1,0_CDC16,0_CDC37L1,0_CDH1,0_CDH23,0_CDK11A,0_CDK14,0_CDK16,0_CDK19,0_CDK20,0_CDK2AP1,0_CDKN1A,0_CDKN2AIPNL,0_CDKN2C,0_CDS2,0_CECR2,0_CEP68,0_CES3,0_CFHR1,0_CGGBP1,0_CHAC1,0_CHCHD6,0_CHDH,0_CHEK2,0_CHFR,0_CHI3L2,0_CHKA,0_CHN2,0_CHPT1,0_CHRM3,0_CHST11,0_CISH,0_CITED1,0_CKS1B,0_CLCC1,0_CLCN7,0_CLDN2,0_CLDN4,0_CLDN8,0_CLEC3B,0_CLEC4C,0_CLEC4D,0_CLPB,0_CLTCL1,0_CMIP,0_CNOT8,0_CNPY2,0_CNTN2,0_CNTN5,0_CNTNAP1,0_COG1,0_COMMD3,0_COPA,0_COPG2,0_COPS6,0_COQ4,0_COX18,0_COX19,0_COX5A,0_CP,0_CPM,0_CPNE1,0_CPNE5,0_CRBN,0_CREB3L1,0_CREBBP,0_CRHBP,0_CRISPLD2,0_CRLF1,0_CRP,0_CRYZ,0_CSNK1E,0_CSPG4,0_CSRNP2,0_CSRNP3,0_CTNND1,0_CTPS2,0_CTSO,0_CWC15,0_CWC22,0_CWC27,0_CX3CR1,0_CYP1B1,0_CYP27A1,0_CYTH4,0_CYTIP,0_DACT2,0_DAPK3,0_DAZAP1,0_DBF4B,0_DBNL,0_DCAF8,0_DCBLD2,0_DCTN2,0_DDX11,0_DDX19B,0_DDX41,0_DDX43,0_DDX47,0_DEDD,0_DENR,0_DHRS3,0_DIP2C,0_DIRAS3,0_DMAP1,0_DMGDH,0_DNA2,0_DNAJB1,0_DNAJC25,0_DNAL4,0_DNASE1L3,0_DNMT3B,0_DPEP2,0_DPH1,0_DPM2,0_DPPA4,0_DPY19L3,0_DPYSL2,0_DPYSL4,0_DR1,0_DSTN,0_DUSP14,0_DUSP6,0_DYRK2,0_E2F1,0_EBAG9,0_EBNA1BP2,0_ECE1,0_ECHDC2,0_EDAR,0_EDN1,0_EEF1E1,0_EEF1G,0_EFCAB2,0_EFHC1,0_EFNA1,0_EFNB2,0_EGR1,0_EHHADH,0_EHMT1,0_EIF2AK1,0_EIF3A,0_EIF3E,0_EIF3H,0_EIF4ENIF1,0_EIF6,0_EML4,0_ENAH,0_ENHO,0_ENO1,0_ENOSF1,0_ENPEP,0_ENPP3,0_ENPP5,0_ENTPD1,0_ENTPD2,0_EP400,0_EPHA3,0_EPHA7,0_EPHB2,0_EPPK1,0_EPS8,0_EPS8L2,0_ERCC1,0_ERCC4,0_ERCC5,0_ERGIC2,0_ETV5,0_EVPL,0_EXOC4,0_EXOC6B,0_EXOSC9,0_F11R,0_F2RL1,0_FABP7,0_FADD,0_FAM104A,0_FAM114A2,0_FAM118B,0_FAM122B,0_FAM135A,0_FAM160B2,0_FAM174B,0_FAM189A2,0_FAM20A,0_FAM53C,0_FAM89B,0_FAS,0_FASTKD3,0_FBL,0_FBXL14,0_FBXL5,0_FBXO21,0_FBXO38,0_FBXO6,0_FCN3,0_FECH,0_FGB,0_FGD4,0_FGFRL1,0_FGG,0_FIGN,0_FIP1L1,0_FKBP15,0_FKBP5,0_FLAD1,0_FLRT3,0_FLVCR1,0_FMO4,0_FOS,0_FOXP2,0_FOXRED2,0_FRRS1,0_FTSJ1,0_FXYD2,0_FZD1,0_G6PC,0_GABPA,0_GABPB1,0_GABRG3,0_GALNS,0_GALNT12,0_GALNT2,0_GALNT3,0_GALNT5,0_GAS1,0_GAS2L1,0_GATAD2B,0_GATM,0_GCNT3,0_GCSH,0_GGA2,0_GGH,0_GIMAP2,0_GK5,0_GLB1L,0_GLG1,0_GLIPR2,0_GLIS3,0_GLOD5,0_GLT8D2,0_GMFG,0_GNAI1,0_GOLM1,0_GPATCH1,0_GPBP1,0_GPR143,0_GPRASP1,0_GPS2,0_GPX3,0_GRB7,0_GREM2,0_GRK5,0_GRK6,0_GRPEL1,0_GRPEL2,0_GRTP1,0_GSPT1,0_GSTA1,0_GSTA2,0_GSTA3,0_GSTA4,0_GTPBP1,0_GUF1,0_H6PD,0_HAL,0_HAUS2,0_HAUS5,0_HCRTR1,0_HDAC10,0_HDAC4,0_HDDC3,0_HECTD3,0_HEG1,0_HEPH,0_HEYL,0_HGF,0_HGSNAT,0_HHAT,0_HHLA2,0_HIBCH,0_HIPK2,0_HLA-DQA1,0_HMBS,0_HMGB2,0_HMGCR,0_HMGN1,0_HMOX2,0_HNRNPC,0_HNRNPUL1,0_HPCAL1,0_HPN,0_HPRT1,0_HPS1,0_HS1BP3,0_HS2ST1,0_HSD17B6,0_HSPA12A,0_HSPA5,0_HSPBAP1,0_HTATSF1,0_HTN1,0_HTRA4,0_ICA1L,0_IDH3A,0_IDI1,0_IFNB1,0_IFRD2,0_IGFBP7,0_IKZF4,0_IL15,0_IL18R1,0_IL23A,0_INTS1,0_INTS8,0_IP6K2,0_IRAK3,0_IRF7,0_ISG15,0_ITFG1,0_ITGA3,0_ITGB3,0_ITIH5,0_JAK1,0_KCND1,0_KCNE4,0_KCNJ1,0_KCNJ2,0_KCNK1,0_KCNK10,0_KCTD16,0_KHDRBS2,0_KHK,0_KIAA0319L,0_KIAA1522,0_KIAA1614,0_KIF16B,0_KIF18A,0_KIF21A,0_KIF26B,0_KIF7,0_KLC2,0_KLF7,0_KLHDC4,0_KLHDC8B,0_KLHL25,0_KLHL5,0_KLRB1,0_KPNA3,0_KPTN,0_KTN1,0_LAMB1,0_LAMB2,0_LARP4,0_LDOC1,0_LENG9,0_LEO1,0_LETM2,0_LGALS8,0_LGI4,0_LGR5,0_LIMA1,0_LIME1,0_LIMK2,0_LIPT2,0_LONRF2,0_LPCAT1,0_LPIN1,0_LRCH2,0_LRIT3,0_LRRC24,0_LRRC25,0_LRRC28,0_LRRC45,0_LRRC56,0_LRRFIP1,0_LRRN3,0_LRRN4CL,0_LSM14A,0_LSM2,0_LY75,0_LYSMD4,0_LZTS2,0_MAD2L2,0_MAFG,0_MAGEA4,0_MAGEE1,0_MANF,0_MANSC1,0_MAP1LC3B2,0_MAP2,0_MAP3K1,0_MAP3K6,0_MAP4K2,0_MAPK13,0_MAPKAPK5,0_MAPRE1,0_MBIP,0_MCC,0_MCM3,0_MCM4,0_MCPH1,0_MDFIC,0_ME2,0_MED12L,0_MED25,0_MED8,0_MEP1A,0_MEPCE,0_METAP1,0_MFGE8,0_MGAM,0_MGST1,0_MICAL3,0_MID1,0_MINPP1,0_MIS12,0_MKRN2,0_MLF2,0_MLPH,0_MMAB,0_MMP2,0_MMS19,0_MOXD1,0_MPEG1,0_MPHOSPH10,0_MPI,0_MPP6,0_MPV17L,0_MPZL1,0_MRPL19,0_MRPL23,0_MRPL37,0_MRPL45,0_MRPL47,0_MRPL52,0_MRPS18C,0_MRPS36,0_MS4A6A,0_MST1R,0_MSTN,0_MT1A,0_MT1E,0_MTAP,0_MTCH1,0_MTDH,0_MTG1,0_MTMR1,0_MTMR11,0_MTOR,0_MTR,0_MYD88,0_MYO1B,0_MYO1E,0_NAE1,0_NAGPA,0_NAPSA,0_NCEH1,0_NCL,0_NCLN,0_NCOA7,0_NDRG1,0_NDUFA3,0_NDUFA4L2,0_NDUFB4,0_NDUFS3,0_NDUFS5,0_NDUFV1,0_NECAB3,0_NEDD4L,0_NEIL1,0_NEK3,0_NEK7,0_NFIA,0_NFIL3,0_NFKBIA,0_NFS1,0_NFYB,0_NGB,0_NGEF,0_NIPAL3,0_NKIRAS1,0_NKX2-2,0_NLGN1,0_NME2,0_NME7,0_NMT2,0_NOL11,0_NOMO1,0_NOMO2,0_NONO,0_NOP2,0_NOP58,0_NOS1AP,0_NOSIP,0_NOTCH1,0_NOTCH3,0_NPLOC4,0_NPM3,0_NPR3,0_NQO2,0_NR2C1,0_NRF1,0_NRG2,0_NRP2,0_NRSN2,0_NSUN4,0_NSUN6,0_NTN1,0_NTRK3,0_NUDT10,0_NUDT14,0_NUDT15,0_NUP153,0_NUP43,0_NUP62,0_NUP88,0_OCIAD2,0_OGDHL,0_OGFOD1,0_OGFOD2,0_OMA1,0_ONECUT2,0_ORM1,0_OSGIN2,0_OTP,0_P4HA3,0_PABPN1,0_PACS1,0_PADI1,0_PAG1,0_PAK1IP1,0_PANK2,0_PARL,0_PARP12,0_PARVA,0_PAWR,0_PAX9,0_PBXIP1,0_PCBD1,0_PCBP2,0_PCCA,0_PCDH10,0_PCDH18,0_PCDHGA1,0_PCDHGA11,0_PCDHGA12,0_PCDHGA4,0_PCDHGA6,0_PCDHGB5,0_PCDHGC4,0_PCID2,0_PCLO,0_PCYT1A,0_PCYT2,0_PDCD2L,0_PDE12,0_PDE1A,0_PDE3A,0_PDHX,0_PDK1,0_PDK2,0_PDLIM2,0_PDPK1,0_PDZK1IP1,0_PEA15,0_PECR,0_PER2,0_PEX11B,0_PFN1,0_PGLYRP2,0_PGPEP1,0_PGRMC2,0_PHACTR4,0_PHB2,0_PHF14,0_PHF20,0_PHKA2,0_PHLDA3,0_PHPT1,0_PIGH,0_PIGR,0_PIH1D1,0_PINK1,0_PIR,0_PITPNM2,0_PIWIL4,0_PKN1,0_PLA2G6,0_PLAA,0_PLCB4,0_PLCG2,0_PLEKHA1,0_PLEKHB2,0_PLEKHJ1,0_PLRG1,0_PLXDC1,0_PM20D2,0_PNCK,0_PODNL1,0_PODXL2,0_POLD1,0_POLH,0_POLR2H,0_POU5F1,0_PPA2,0_PPARD,0_PPAT,0_PPIB,0_PPID,0_PPIL3,0_PPM1B,0_PPP1R14B,0_PPP2R2B,0_PPP2R2C,0_PPP5C,0_PPT1,0_PRAM1,0_PRDM2,0_PRDX1,0_PRKCD,0_PRKCH,0_PRKX,0_PROC,0_PRODH,0_PROS1,0_PRPF39,0_PRR15L,0_PRRC1,0_PRRT3,0_PRTFDC1,0_PSMA4,0_PSMC3,0_PSMC6,0_PSMD13,0_PSMF1,0_PSMG3,0_PTEN,0_PTGR1,0_PTGS1,0_PTHLH,0_PTMS,0_PTOV1,0_PTPN9,0_PXDN,0_PXN,0_PYGL,0_PYGO2,0_QPCT,0_RAB34,0_RAB5B,0_RAB6A,0_RABAC1,0_RAD1,0_RAD21,0_RALA,0_RALBP1,0_RALGAPB,0_RANBP1,0_RAP1GAP,0_RAP1GAP2,0_RASD2,0_RASSF3,0_RAVER1,0_RBKS,0_RBM17,0_RBM19,0_RBM38,0_RBM47,0_RBM8A,0_RDH14,0_REN,0_REP15,0_RFC3,0_RFXANK,0_RHOT1,0_RHPN1,0_RILPL2,0_RIMS4,0_RIOK3,0_RIT1,0_RNASEL,0_RNF13,0_RNF139,0_RNF14,0_RNF149,0_RNF213,0_RNF220,0_ROBO2,0_ROCK1,0_ROCK2,0_RORA,0_RPA4,0_RPAP1,0_RPL10L,0_RPLP2,0_RPS6KA1,0_RPS6KB1,0_RPTOR,0_RRAGB,0_RRN3,0_RRP15,0_RSF1,0_RSL1D1,0_RSPRY1,0_RSRC2,0_RUFY2,0_RUNX1,0_RUSC1,0_S100A1,0_S100A10,0_SAA4,0_SAAL1,0_SACM1L,0_SARNP,0_SAT1,0_SCAF1,0_SCAMP4,0_SCARF2,0_SCCPDH,0_SCFD2,0_SCYL2,0_SCYL3,0_SDC4,0_SDCBP,0_SDHA,0_SEC31A,0_SEC62,0_SEMA3A,0_SERINC2,0_SERPINA1,0_SERPINA3,0_SERPINA6,0_SETD1A,0_SF1,0_SFXN1,0_SFXN2,0_SGSM1,0_SGSM2,0_SH3RF3,0_SHE,0_SHPRH,0_SHROOM2,0_SHROOM3,0_SIK2,0_SIL1,0_SIPA1L1,0_SIRT5,0_SKP1,0_SLBP,0_SLC10A1,0_SLC10A3,0_SLC13A3,0_SLC16A4,0_SLC1A1,0_SLC1A4,0_SLC23A2,0_SLC25A22,0_SLC25A4,0_SLC26A11,0_SLC26A2,0_SLC30A5,0_SLC35B3,0_SLC35F2,0_SLC38A10,0_SLC3A1,0_SLC41A3,0_SLC43A2,0_SLC44A1,0_SLC4A10,0_SLC9A9,0_SMAP1,0_SMARCE1,0_SMS,0_SMU1,0_SNAI1,0_SNAP29,0_SNRNP27,0_SNRPB,0_SNRPB2,0_SNRPD1,0_SNX15,0_SNX5,0_SNX9,0_SOCS1,0_SOCS6,0_SORCS1,0_SOX30,0_SOX6,0_SP1,0_SPAG5,0_SPAG9,0_SPRY1,0_SPRY4,0_SPTBN2,0_SPTBN4,0_SQSTM1,0_SRD5A1,0_SREBF2,0_SRI,0_SRM,0_SRRM1,0_SRRM2,0_SS18L1,0_SSBP1,0_SSBP2,0_SSR3,0_ST3GAL1,0_STAG2,0_STARD4,0_STC1,0_STC2,0_STK35,0_STOM,0_STRADB,0_STT3A,0_STX17,0_STX3,0_SUDS3,0_SUMO4,0_SUSD2,0_SV2C,0_SYNGR2,0_SYNGR3,0_SYNJ2,0_SYT15,0_SYTL1,0_TACC1,0_TADA1,0_TAF4,0_TARBP2,0_TAX1BP3,0_TBC1D1,0_TBC1D15,0_TBC1D4,0_TBC1D8B,0_TBC1D9B,0_TBCD,0_TBCE,0_TCERG1,0_TCFL5,0_TCTN1,0_TEK,0_TEKT3,0_TF,0_TFRC,0_THAP7,0_THBS1,0_THOC7,0_THRSP,0_TIFA,0_TIMM50,0_TLCD1,0_TLN1,0_TM4SF18,0_TMED4,0_TMED7-TICAM2,0_TMEFF2,0_TMEM132E,0_TMEM169,0_TMEM223,0_TMEM33,0_TMEM43,0_TMEM50B,0_TMEM62,0_TNFRSF10B,0_TNFRSF18,0_TNFRSF6B,0_TNIP2,0_TNPO1,0_TNPO2,0_TOE1,0_TOMM6,0_TOR1AIP1,0_TOR3A,0_TP53BP1,0_TPM4,0_TPST1,0_TPT1,0_TRABD,0_TRAF3IP1,0_TRAPPC6A,0_TRIM32,0_TRIM35,0_TRIM5,0_TRIM69,0_TRIOBP,0_TRIP4,0_TRMT61B,0_TRPT1,0_TSHZ1,0_TSPAN1,0_TSPYL1,0_TSTD1,0_TTC30A,0_TTC30B,0_TTC38,0_TTF1,0_TUBB8,0_TWF1,0_TXLNA,0_TXN2,0_TXNL1,0_U2AF1,0_U2AF2,0_UBA5,0_UBAP2,0_UBE2D1,0_UBE2D4,0_UBL7,0_UBR4,0_UBXN2A,0_UBXN6,0_UBXN7,0_UFC1,0_UGDH,0_UGT1A6,0_ULK3,0_UPB1,0_UPK1B,0_UPK3B,0_UQCRB,0_UQCRC1,0_UQCRQ,0_UROC1,0_USP10,0_USP13,0_USP45,0_UTP6,0_VAMP8,0_VAPA,0_VARS2,0_VDAC1,0_VIPR1,0_VPS37A,0_VRK3,0_VSIG2,0_VTA1,0_WBP4,0_WDR1,0_WDR41,0_WDR90,0_WFS1,0_WLS,0_WSCD2,0_XK,0_XKR9,0_XPA,0_XPO1,0_XRCC4,0_XRCC5,0_XRN2,0_YAF2,0_YIF1A,0_YPEL5,0_YTHDC1,0_YTHDF2,0_ZBED4,0_ZBTB2,0_ZBTB20,0_ZBTB34,0_ZC3H4,0_ZMIZ2,0_ZNF134,0_ZNF304,0_ZNF415,0_ZNF433,0_ZNF518B,0_ZNF521,0_ZNHIT6
0,0,0,0,61,0,50,16,19,17,29,0,0,0,131,6,17,0,40,11,0,0,0,0,0,0,12,0,0,6,0,2,0,47,15,16,0,55,0,0,46,33,0,0,0,0,0,0,0,14,146,0,0,0,0,0,0,0,0,9,45,34,0,39,6,0,0,0,0,0,13,18,1,0,0,0,0,0,0,0,0,0,9,0,19,2,0,0,0,0,0,0,0,0,13,0,0,0,0,32,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,19,65,0,0,0,0,0,2,0,0,85,34,74,19,0,0,21,0,3,0,43,46,0,0,0,0,0,38,0,15,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,68,0,47,0,16,15,0,0,34,28,0,0,0,0,0,0,77,0,0,20,0,0,0,24,35,31,0,1,0,3,22,0,0,29,38,77,4,4,23,0,0,0,0,0,0,0,0,13,0,12,0,2,0,33,0,0,122,0,31,0,0,0,0,10,8,0,2,2,18,0,18,0,0,0,0,0,3,0,2,9,20,12,3,0,64,0,20,0,2,0,5,0,0,0,11,0,0,44,0,36,0,0,13,0,0,15,0,0,0,0,5,0,0,0,42,0,0,0,0,0,59,0,0,13,0,5,14,0,0,0,0,19,0,0,0,68,0,0,0,41,75,0,103,4,0,48,0,41,16,0,0,0,0,0,2,0,26,0,0,8,36,72,0,0,78,3,0,0,0,0,0,47,4,0,17,0,0,21,0,0,0,0,76,5,1,9,0,32,0,1,0,35,0,151,0,0,0,43,0,0,0,165,16,61,0,0,4,0,0,0,8,167,0,0,0,0,0,0,0,0,0,0,22,0,0,0,25,0,0,31,16,11,0,43,62,0,57,0,137,0,66,0,19,50,0,24,8,0,51,0,0,0,38,0,15,30,0,2,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,6,0,28,0,0,0,0,0,30,13,0,0,5,40,6,0,0,21,36,0,0,0,6,0,3,0,0,0,0,0,0,0,0,79,27,2,0,23,12,0,32,0,185,69,0,0,0,0,0,152,3,0,197,0,0,0,0,0,0,0,0,0,0,20,14,11,0,0,0,0,0,87,2,0,0,0,45,0,0,20,0,0,3,0,84,0,0,34,45,3,0,0,0,0,0,0,0,24,0,0,0,0,0,22,29,13,0,0,0,26,0,0,0,0,0,0,0,7,0,2,0,15,2,5,1,40,43,0,0,0,0,21,0,95,0,0,0,3,90,7,113,0,0,0,0,0,0,0,0,0,0,9,144,51,10,13,1,0,0,0,16,6,0,0,0,0,0,0,84,0,0,0,0,27,0,23,0,0,0,0,17,0,0,0,0,0,2,0,38,0,21,0,0,0,40,107,0,1,6,0,20,0,0,0,11,91,0,38,0,0,21,41,19,0,0,0,57,16,0,0,0,40,32,0,0,0,0,0,17,0,0,18,0,0,157,38,0,14,54,0,21,88,0,0,3,27,0,0,0,2,1,0,0,0,63,0,190,0,53,0,41,21,0,0,0,0,0,10,0,0,28,0,0,0,0,0,17,0,0,0,0,0,112,0,0,36,18,0,0,0,0,0,0,40,0,0,25,0,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,21,0,0,3,0,0,14,41,9,0,20,0,0,12,0,0,89,21,15,0,0,0,0,26,0,0,0,0,25,0,42,11,0,6,40,0,0,9,0,0,0,0,0,0,0,0,21,0,0,0,1,67,0,23,0,0,27,0,87,0,18,0,0,0,111,0,0,0,0,0,19,0,0,0,17,12,0,0,0,0,0,7,0,0,31,12,41,15,0,13,6,0,0,3,36,0,7,0,0,14,0,0,17,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,39,5,167,0,0,55,0,0,6,14,0,9,0,24,0,0,0,104,0,0,0,0,0,0,15,12,1,0,0,0,0,0,0,25,0,0,0,0,0,10,0,41,0,0,0,0,0,34,0,0,63,0,0,0,0,17,24,0,9,0,2,0,0,9,214,0,35,9,144,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,7,0,0,0,0,16,0,13,0,142,0,0,30,0,0,0,0,2,0,0,0,0,3,33,0,0,49,0,0,0,28,0,0,0,0,0,0,0,0,0,71,0,4,0,118,1,0,0,0,0,0,0,27,2,0,0,0,31,0,0,0,23,0,3,0,0,9,0,2,1,0,32,0,0,0,0,0,52,0,0,4,0,0,34,4,20,0,0,0,0,0,28,0,0,0,0,44,0,0,0,0,0,8,0,0,2,120,0,0,0,10,0,0,0,0,0,1,0,0,15,0,19,23,0,0,14,0,0,0,0,207,125,50,0,0,9,16,0,10,0,0,0,0,3,0,0,4,0,0,0,0,7,20,3,190,0
100,1,1,0,0,0,5,0,0,0,7,0,5,0,85,0,0,0,123,6,0,0,0,0,12,0,3,2,0,0,4,0,1,233,0,0,1,95,1,0,0,0,0,1,2,0,2,1,1,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,1,30,13,0,0,1,1,2,1,3,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,16,4,1,0,0,0,0,0,0,3,0,20,0,0,1,0,0,28,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,7,13,0,1,0,0,0,0,0,0,0,31,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,3,7,0,0,0,0,0,1,1,0,3,0,0,0,0,2,0,0,1,44,0,0,1,0,0,0,0,0,0,0,133,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,79,0,0,0,3,0,0,0,0,0,0,301,1,0,0,0,1,0,1,160,0,25,0,0,0,0,0,0,0,160,0,0,0,1,1,2,0,0,0,0,54,0,1,0,0,0,0,0,0,0,0,0,29,2,0,1,0,0,107,3,0,46,0,21,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,8,1,0,0,2,0,0,0,4,0,0,28,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,230,0,0,140,1,0,0,0,1,18,1,1,0,1,0,0,0,1,0,0,0,0,195,0,0,0,1,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,1,0,0,0,0,75,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,25,0,17,0,0,0,2,0,1,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,15,0,1,0,4,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,23,0,213,0,0,39,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,89,0,10,0,0,0,0,1,1,0,1,0,1,0,1,4,1,0,0,2,0,0,0,0,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18,0,0,0,2,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,37,1,0,0,2,0,0,0,1,0,0,0,0,0,6,0,2,0,49,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,82,0,0,5,1,1,0,0,11,0,4,0,0,1,4,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,46,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,5,0,229,1,0,0,52,0,40,2,0,3,1,0,2,2,0,0,0,0,1,1,0,144,0,0,0,0,2,0,0,0,0,0,0,62,1,0,0,1,0,0,3,0,3,0,0,0,3,107,0,0,9,7,12,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,72,0,0,0,0,19,0,0,0,0,0,0,0,0,3,1,2,0,6,0,0,1,0,0,0,0,0,2,0,0,100,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9,0,0,18,1,0,0,0,0,0,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,188,170,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,12
