gen,evals,gen_feats,explored,type naive Bayes adjusted balanced accuracy_min,type naive Bayes adjusted balanced accuracy_avg,type naive Bayes adjusted balanced accuracy_max,type naive Bayes adjusted balanced accuracy_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std,survival SKSurv Cox model adjusted concordance index_min,survival SKSurv Cox model adjusted concordance index_avg,survival SKSurv Cox model adjusted concordance index_max,survival SKSurv Cox model adjusted concordance index_std
0,500,421,421,0.1712981160000484,0.7106177248076638,0.8523971282671403,0.13335849534714245,0.14002800840280097,0.25143687236196066,1.0,0.145645161513894,0.32701427160221047,0.595437546639717,0.6803266711013897,0.059002279974944484
1,504,650,659,0.1689761345758998,0.7101261145897668,0.8523971282671403,0.13496209717419883,0.1336306209562122,0.2723220736207452,1.0,0.1399340107042235,0.34430164227502996,0.6077807048002893,0.6881381573600717,0.05574132064226589
2,500,682,864,0.1689761345758998,0.7101959116313906,0.8523971282671403,0.13339611999975556,0.13245323570650439,0.2835739646836768,1.0,0.14102317814046436,0.34430164227502996,0.6107408480500479,0.6881381573600717,0.05609581487463674
3,500,749,1102,0.1712981160000484,0.6958463766170787,0.8523971282671403,0.14268706381309212,0.13245323570650439,0.3079426196642809,1.0,0.14862609773852029,0.34430164227502996,0.60479274104702,0.6881381573600717,0.06175711628224731
4,500,698,1278,0.1712981160000484,0.7142253306832655,0.8523971282671403,0.1317220341305763,0.13483997249264842,0.29451055024879697,1.0,0.14519748342237465,0.3464862462961426,0.6175935394077607,0.6882949620516917,0.054951030862533445
5,500,721,1451,0.1712981160000484,0.7159904718668089,0.8523971282671403,0.12892047537244963,0.1414213562373095,0.300772864394475,1.0,0.14248436294631597,0.3464862462961426,0.6194311006963451,0.6919144864667858,0.05355797802431126
6,500,745,1628,0.1712981160000484,0.7158288410626591,0.8523971282671403,0.12412512764505712,0.1414213562373095,0.3080475232223577,1.0,0.14025807517090366,0.3464862462961426,0.6190916324770351,0.6939070134676827,0.0549221897546634
7,500,757,1808,0.1712981160000484,0.7118105486071297,0.8523971282671403,0.1262599057035097,0.14285714285714285,0.3147385689688044,1.0,0.14282282613417063,0.3464862462961426,0.6196086679800462,0.6939070134676827,0.05704771863842729
8,500,743,1980,0.1712981160000484,0.7114812208591971,0.8523971282671403,0.12291308088388757,0.14744195615489714,0.3208989939561102,1.0,0.14253415967703845,0.3464862462961426,0.6197277302960468,0.6939070134676827,0.05746530642940533
9,500,774,2137,0.1712981160000484,0.7128986589477297,0.8523971282671403,0.12468853394417115,0.14744195615489714,0.32006430878604014,1.0,0.14333687846137713,0.3464862462961426,0.6240271100943512,0.6939070134676827,0.05580186349704474
10,500,746,2278,0.1712981160000484,0.7164346166264234,0.8523971282671403,0.12493073267816879,0.14744195615489714,0.32026998129977197,1.0,0.14478563541240927,0.3464862462961426,0.6258899079250909,0.6942938265488047,0.05557462809078542
11,500,742,2422,0.1712981160000484,0.7176613945081506,0.8523971282671403,0.1264202024568994,0.14744195615489714,0.31976253719845715,1.0,0.14444173657629555,0.3464862462961426,0.628093758952842,0.69536137501473,0.05386085930100398
12,500,767,2566,0.1712981160000484,0.7198259186399326,0.8523971282671403,0.12791966086865855,0.14744195615489714,0.31792008099634744,1.0,0.14668331090544492,0.3464862462961426,0.6297306735914112,0.69536137501473,0.0544752148298717
13,500,730,2694,0.1712981160000484,0.7206476539077951,0.8523971282671403,0.12408020682237145,0.14744195615489714,0.3216538385146822,1.0,0.1450723196329975,0.3464862462961426,0.6296632796404481,0.6954776316538925,0.05394365392684656
14,500,770,2813,0.1712981160000484,0.7243278456675071,0.8523971282671403,0.12612686933829967,0.14744195615489714,0.3160026495248473,1.0,0.1478624059268669,0.3464862462961426,0.6325479824342907,0.7005701094060073,0.054982938408270635
15,500,767,2938,0.1712981160000484,0.7371989227861174,0.8523971282671403,0.11440689140668447,0.14744195615489714,0.3046218158391722,1.0,0.1405080913707421,0.3728438963674572,0.6363338334883784,0.7005701094060073,0.052337365785214585
16,500,782,3056,0.1712981160000484,0.7337800025088191,0.8523971282671403,0.11843836849696592,0.14744195615489714,0.3107456175238999,1.0,0.14544458594053278,0.3728438963674572,0.6347856035937536,0.7005701094060073,0.053972606248230054
17,500,772,3171,0.1712981160000484,0.7305497867978971,0.8523971282671403,0.12374923033510041,0.14744195615489714,0.3157235132879018,1.0,0.14658780166827637,0.3728438963674572,0.6340784518740638,0.7019150458863367,0.053688405439109986
18,500,787,3284,0.1712981160000484,0.7374238539598769,0.8523971282671403,0.11617570694159647,0.14433756729740643,0.3074466474837533,1.0,0.13989776349923894,0.3728438963674572,0.6388602494002691,0.7019150458863367,0.050953519450090225
19,500,760,3380,0.1712981160000484,0.7438889260224778,0.8546903092986391,0.11150990467137956,0.14433756729740643,0.296557902632358,1.0,0.1331145117178715,0.3728438963674572,0.6450300841975407,0.7019150458863367,0.04594442521952768
20,500,762,3465,0.1712981160000484,0.7463339390804421,0.8546903092986391,0.11197924823291903,0.14433756729740643,0.2957713455845101,1.0,0.13490352966334523,0.3728438963674572,0.6458671952416052,0.7035796618353057,0.04606211510715246
21,500,782,3562,0.1712981160000484,0.7443410920263336,0.8546903092986391,0.11310140864652411,0.14433756729740643,0.30269739789224853,1.0,0.13523744801499293,0.3728438963674572,0.6443475935970049,0.7035796618353057,0.04625343653743034
22,500,768,3657,0.1712981160000484,0.7422009228461295,0.8546903092986391,0.11344566739230391,0.14433756729740643,0.30579865494486724,1.0,0.13316857170229754,0.3728438963674572,0.6451654665733424,0.7035796618353057,0.04547980703759589
23,500,790,3746,0.1712981160000484,0.7401240105268484,0.8546903092986391,0.11548298343377449,0.1543033499620919,0.30943836272831016,1.0,0.13442916766619306,0.3728438963674572,0.644657882606969,0.7035796618353057,0.04614049749102832
24,500,796,3824,0.1712981160000484,0.7398496172640509,0.8546903092986391,0.11495815876104061,0.1543033499620919,0.31176559212687255,1.0,0.13347105501598214,0.3728438963674572,0.6456557529167322,0.7035796618353057,0.04560467857297932
25,500,819,3908,0.1712981160000484,0.7416371351470853,0.8546903092986391,0.11579476152084979,0.1543033499620919,0.31252486132811713,1.0,0.13466699989511977,0.3728438963674572,0.6448982628013189,0.7036143908918376,0.04619725260538857
26,500,811,4001,0.1712981160000484,0.7455155410145423,0.8546903092986391,0.1092803114999345,0.1543033499620919,0.31113392935266726,1.0,0.13195106830372033,0.3728438963674572,0.6450721814931262,0.7036143908918376,0.04625767639165917
27,500,806,4074,0.1712981160000484,0.747312448361402,0.8546903092986391,0.10779994560738805,0.1543033499620919,0.3105868628053397,1.0,0.12986454945497583,0.3728438963674572,0.6450106376760281,0.7043691413001419,0.04627808722668435
28,500,790,4148,0.1712981160000484,0.745281932644157,0.8546903092986391,0.10731434650300678,0.1543033499620919,0.3138064496137804,1.0,0.12945981077078306,0.3728438963674572,0.6447156608309056,0.7061125485570665,0.04687708315198123
29,500,772,4214,0.1712981160000484,0.7473085375091997,0.8546903092986391,0.10730316850045188,0.1543033499620919,0.312364455809589,1.0,0.12926798425245226,0.3728438963674572,0.6446177739652003,0.7061125485570665,0.047687165874051675
30,500,813,4302,0.1712981160000484,0.7490717722407051,0.8546903092986391,0.10772121509149543,0.15811388300841897,0.30955839513162703,1.0,0.13017089674490898,0.3728438963674572,0.6457758365245747,0.7127974252165142,0.04813070588532826
31,500,798,4368,0.1712981160000484,0.749380906224954,0.8546903092986391,0.10632970708540784,0.15811388300841897,0.31353697304002426,1.0,0.1310835639981521,0.3728438963674572,0.644502464738253,0.7127974252165142,0.04979600754045777
32,500,829,4446,0.1712981160000484,0.7469324169729926,0.8546903092986391,0.10689071970199855,0.15811388300841897,0.3152828716103584,1.0,0.13122856398158947,0.3728438963674572,0.6457737917643251,0.7127974252165142,0.04909520001162682
33,500,838,4523,0.1712981160000484,0.7479232979917388,0.8546903092986391,0.1054907875090972,0.15811388300841897,0.3159769405244382,1.0,0.1316547793939762,0.3728438963674572,0.6458020738175988,0.7127974252165142,0.05003927250724838
34,500,770,4570,0.1712981160000484,0.7468396582758099,0.8546903092986391,0.10584932047953939,0.15811388300841897,0.31712683854656837,1.0,0.13176185634790946,0.3728438963674572,0.6461985741765538,0.7127974252165142,0.05032110716661935
35,500,795,4626,0.1712981160000484,0.7471966132357466,0.8546903092986391,0.10628313501749866,0.15811388300841897,0.31220788921275244,1.0,0.1322506817929489,0.3728438963674572,0.649883265474334,0.7127974252165142,0.04968172772945932
36,500,829,4686,0.1712981160000484,0.7493584234864359,0.8546903092986391,0.10627430582334145,0.15811388300841897,0.3121002879384191,1.0,0.13249111528967203,0.3728438963674572,0.6494859547692515,0.7127974252165142,0.049765564020885444
37,500,820,4727,0.1712981160000484,0.749965915446438,0.85702675789677,0.10628948269834088,0.15811388300841897,0.313656023570669,1.0,0.1337762133817503,0.3728438963674572,0.6495025710106348,0.7127974252165142,0.050227904523792756
38,500,803,4779,0.1712981160000484,0.7515780152013531,0.85702675789677,0.10698301921858437,0.1543033499620919,0.3140506299785187,1.0,0.13304454539341443,0.3728438963674572,0.6492915814136759,0.7135356352242574,0.050065767182805976
39,500,826,4828,0.1712981160000484,0.7537314875910197,0.85702675789677,0.1076447910989868,0.1543033499620919,0.31293021675033356,1.0,0.13419904952765466,0.3728438963674572,0.6487824309522306,0.7135356352242574,0.05027087886171587
40,500,822,4875,0.1712981160000484,0.7543563404812931,0.85702675789677,0.10693432851721067,0.1543033499620919,0.3123489319677742,1.0,0.13429029929495037,0.3728438963674572,0.64986213486864,0.7135356352242574,0.050593156481681514
41,500,792,4916,0.1712981160000484,0.7534211550281972,0.85702675789677,0.10663262249001174,0.15617376188860607,0.3151664049973311,1.0,0.1339709192033506,0.3728438963674572,0.6494805893306886,0.7135356352242574,0.05095204595813442
42,500,799,4961,0.1712981160000484,0.752881933072814,0.8571354224480143,0.10656890843113391,0.15811388300841897,0.31774011811920955,1.0,0.13355006255885357,0.3728438963674572,0.6487378119478833,0.7149695044774113,0.05115560501507761
43,500,814,5004,0.1712981160000484,0.7543101943756955,0.8571354224480143,0.10502729764086821,0.15811388300841897,0.31965972046045876,1.0,0.13301887695364037,0.3728438963674572,0.6473013758594043,0.7149695044774113,0.05183449057342555
44,500,812,5034,0.1712981160000484,0.7566708996557854,0.8571354224480143,0.10440856795816546,0.15617376188860607,0.31824432485124793,1.0,0.13411132623279617,0.3728438963674572,0.6476333901042487,0.7149695044774113,0.05290076246484034
45,500,796,5068,0.1712981160000484,0.7579688447276766,0.8571354224480143,0.10371711156419502,0.15617376188860607,0.3194164565301744,1.0,0.13306432916337538,0.3728438963674572,0.6468414996437228,0.7149695044774113,0.05337327914837048
46,500,779,5095,0.1712981160000484,0.7568108380577735,0.8571354224480143,0.1033951281047457,0.15617376188860607,0.32295158211743397,1.0,0.13234546794672986,0.3728438963674572,0.6468386620401679,0.7149695044774113,0.05382384734580926
47,500,789,5127,0.1712981160000484,0.756690414855427,0.8592257415510066,0.10405041596659059,0.15617376188860607,0.32341655546335757,1.0,0.13244934222540378,0.3728438963674572,0.6465716258196341,0.7160433720108706,0.05494499455727766
48,500,792,5148,0.1712981160000484,0.7559111866095022,0.8592257415510066,0.10295786811717363,0.15617376188860607,0.32574970945756615,1.0,0.13085158519332477,0.3728438963674572,0.6468630482164535,0.7160433720108706,0.05570719098384314
49,500,796,5180,0.1712981160000484,0.7561750336775419,0.8592257415510066,0.10324443609499767,0.15617376188860607,0.3272184189922531,1.0,0.13072121784955829,0.3728438963674572,0.6464123908467987,0.7160433720108706,0.05562603735769529
50,500,775,5206,0.1712981160000484,0.7540077671053941,0.8592257415510066,0.10542180397321849,0.15617376188860607,0.33086469643242333,1.0,0.13216671669448027,0.3728438963674572,0.6453005388799855,0.7160433720108706,0.05621941993581308
51,500,824,5235,0.1712981160000484,0.7560378936020767,0.8592257415510066,0.10579287355963382,0.15617376188860607,0.3292855434094737,1.0,0.13273912410168776,0.3728438963674572,0.6451200860689897,0.7192065300854108,0.056476647423444264
52,500,806,5266,0.1712981160000484,0.7557590901016638,0.8592257415510066,0.10477105366830963,0.15617376188860607,0.32877143422743066,1.0,0.13171888336550014,0.3728438963674572,0.6465483278993733,0.7192065300854108,0.05615568603706979
53,500,789,5291,0.1712981160000484,0.7554567025357174,0.8592257415510066,0.10505840806909988,0.15617376188860607,0.32932529258015486,1.0,0.13217615802224345,0.3728438963674572,0.6468247773541785,0.7193678870513213,0.05638768914884945
54,500,778,5315,0.1712981160000484,0.7567160304872621,0.8592257415510066,0.10494619109254875,0.15811388300841897,0.3302744247278698,1.0,0.13206080706690312,0.3728438963674572,0.6458352335416323,0.7199653848530437,0.05683498752728354
55,500,755,5337,0.1712981160000484,0.7566845807263991,0.8592257415510066,0.10546358585888213,0.15811388300841897,0.3312255338315963,1.0,0.13165215827554305,0.3728438963674572,0.6454493756284716,0.7199653848530437,0.057025965141982105
56,500,768,5353,0.1712981160000484,0.7548480833685338,0.8592257415510066,0.10682330592120065,0.15617376188860607,0.3333206764059179,1.0,0.1316208662385317,0.3728438963674572,0.6454136351831169,0.7199653848530437,0.05695633034433745
57,500,772,5380,0.1712981160000484,0.7548295748698727,0.8592257415510066,0.10638418886178179,0.15617376188860607,0.3361504642584034,1.0,0.1295908540475604,0.3728438963674572,0.6446035755000814,0.7216474472530927,0.056340947323686386
58,500,806,5401,0.1712981160000484,0.7540966781772831,0.8592257415510066,0.105960214586408,0.1543033499620919,0.337725603730212,1.0,0.12963081374002677,0.3728438963674572,0.6446664420002625,0.7216474472530927,0.05652757664635727
59,500,800,5417,0.1712981160000484,0.7524498345395711,0.8592257415510066,0.10761778974039661,0.1543033499620919,0.3388166818899555,1.0,0.13119188909807175,0.3728438963674572,0.6459146032318206,0.7233328081659337,0.056288443658634765
60,500,806,5443,0.1712981160000484,0.7528061121142725,0.8616563875263996,0.10778690165053405,0.1543033499620919,0.338941468181677,1.0,0.13195332125736742,0.3728438963674572,0.6455961153293007,0.7233328081659337,0.05673242847860055
61,500,788,5459,0.1712981160000484,0.7527766724868613,0.8616563875263996,0.10809311116862143,0.15249857033260467,0.33911259816786277,1.0,0.1327028833024971,0.3728438963674572,0.6454402927330124,0.7233328081659337,0.05717497307107402
62,500,785,5476,0.1712981160000484,0.7530951331366839,0.8616563875263996,0.1078836207933434,0.15617376188860607,0.33904007032309946,1.0,0.1327579883456758,0.3728438963674572,0.6460461847980822,0.7233328081659337,0.05733669688870204
63,500,754,5487,0.1712981160000484,0.7528592233068285,0.8616563875263996,0.10814277558460098,0.1543033499620919,0.33928477762967274,1.0,0.13296868132834108,0.3728438963674572,0.6462125778753713,0.724514407413641,0.05737365879247699
64,500,797,5501,0.1712981160000484,0.7517967806263077,0.8616563875263996,0.10882424825240407,0.1543033499620919,0.3414914970329156,1.0,0.1329223227265449,0.3728438963674572,0.6457715935493158,0.724514407413641,0.057292692410721296
65,500,768,5512,0.1712981160000484,0.7523516180206304,0.8616563875263996,0.11035085713166774,0.1543033499620919,0.34323704092833196,1.0,0.13424451986709757,0.3728438963674572,0.6450522181311686,0.7247822049270286,0.057962209682536445
66,500,785,5521,0.1712981160000484,0.7528879947651305,0.8616563875263996,0.11028584576977614,0.15249857033260467,0.3440390242351408,1.0,0.13369277624115922,0.3728438963674572,0.6447346136973415,0.7247822049270286,0.057988353259028076
67,500,790,5533,0.1712981160000484,0.7563615979594824,0.8616563875263996,0.10954688888164281,0.15249857033260467,0.3415497273156595,1.0,0.13458779986443464,0.3728438963674572,0.6447678235810019,0.7247822049270286,0.05846877359278204
68,500,757,5540,0.1712981160000484,0.7563060285261562,0.8616563875263996,0.10851870989185859,0.15249857033260467,0.34177050204252973,1.0,0.13452186877006736,0.3728438963674572,0.6446849026724293,0.7247822049270286,0.05866702375610152
69,500,765,5552,0.1712981160000484,0.7564794525954617,0.8616563875263996,0.1089281014517219,0.15249857033260467,0.3428501802573587,1.0,0.13498798988925675,0.3728438963674572,0.6441969685017253,0.7247822049270286,0.05905484224213737
70,500,766,5564,0.1712981160000484,0.7569092379883311,0.8616563875263996,0.10906316185722885,0.15249857033260467,0.34134020735163567,1.0,0.13578117537233844,0.3728438963674572,0.6450129977330076,0.7247822049270286,0.05957344716200509
71,500,759,5574,0.1712981160000484,0.756779918170553,0.8616563875263996,0.10930192700855798,0.15249857033260467,0.3420853545944601,1.0,0.13569838490634495,0.3728438963674572,0.64458780688155,0.7247822049270286,0.05995155686701633
72,500,775,5589,0.1712981160000484,0.7570441869835054,0.8616563875263996,0.11000193021656131,0.15249857033260467,0.34168332638762117,1.0,0.13591790666218373,0.3728438963674572,0.6444950170897037,0.7247822049270286,0.06034686397815157
73,500,761,5596,0.1712981160000484,0.7565295214484933,0.8616563875263996,0.11014255832813191,0.15075567228888181,0.34324823437865926,1.0,0.13544568823049546,0.3728438963674572,0.6445682909659873,0.7247822049270286,0.06011042571293966
74,500,787,5608,0.1712981160000484,0.7562854134997993,0.8632188423164808,0.1100843450682204,0.15075567228888181,0.3433311563523088,1.0,0.13553833808088744,0.3728438963674572,0.6451420202446618,0.7247822049270286,0.06025829369480647
75,500,790,5613,0.1712981160000484,0.7578905452207392,0.8632188423164808,0.10884705160777962,0.15075567228888181,0.34241410886212803,1.0,0.13536869629883255,0.3728438963674572,0.6449496327311854,0.7247822049270286,0.06029321751750919
76,500,790,5622,0.1712981160000484,0.7576064163000013,0.8632188423164808,0.10892714698179953,0.15075567228888181,0.3426296954233002,1.0,0.1358308529814612,0.3728438963674572,0.6446304537092611,0.7247822049270286,0.060840899729915805
77,500,765,5628,0.1712981160000484,0.7571655072578031,0.8632188423164808,0.10942498469650064,0.15075567228888181,0.3415066199304092,1.0,0.13688779719529123,0.3728438963674572,0.6463208284713382,0.7247822049270286,0.06126388357644777
78,500,772,5634,0.1712981160000484,0.7563288589055069,0.8632188423164808,0.1097107981801173,0.15075567228888181,0.3438517511988111,1.0,0.13632570936664629,0.3728438963674572,0.6453402752144376,0.7247822049270286,0.06098905333479383
79,500,799,5650,0.1712981160000484,0.7561859017937123,0.8650708281236474,0.11100952738599626,0.15249857033260467,0.34467883974999564,1.0,0.13663852185138375,0.3728438963674572,0.6444707971134714,0.7259933471746921,0.061044646599879175
80,500,787,5658,0.1712981160000484,0.7571735108735249,0.8650708281236474,0.11125895604032601,0.15249857033260467,0.34402016725759277,1.0,0.13657669198364603,0.3728438963674572,0.6445354163709628,0.7259933471746921,0.06105470145098071
