gen,evals,gen_feats,explored,survival SKSurv Cox model adjusted concordance index_min,survival SKSurv Cox model adjusted concordance index_avg,survival SKSurv Cox model adjusted concordance index_max,survival SKSurv Cox model adjusted concordance index_std,adjusted root leanness_min,adjusted root leanness_avg,adjusted root leanness_max,adjusted root leanness_std
0,500,74,74,0.40159039417413933,0.6081193814046012,0.6690334019080186,0.0484535222771708,0.14002800840280097,0.24959752785726863,1.0,0.1590496243082404
1,510,293,293,0.4330335254529114,0.6101154915196815,0.6709966024756312,0.054749955910378706,0.14002800840280097,0.2686367823191508,1.0,0.1402882399353754
2,500,349,522,0.4443379046681215,0.6148202438365492,0.6709966024756312,0.05239948693129947,0.1386750490563073,0.2817773802314582,1.0,0.14483449684220154
3,500,385,727,0.446525854623352,0.6206440678814912,0.6709966024756312,0.04928212844540731,0.1386750490563073,0.2850271933322355,1.0,0.14735794450311035
4,500,428,962,0.45440236419659874,0.6245879472826992,0.6766469994653164,0.04797571385080282,0.1386750490563073,0.28877913556138013,1.0,0.14973290224182187
5,500,420,1152,0.4635263552705689,0.6298221985573018,0.6845184177641704,0.044518433251065526,0.1386750490563073,0.2841981236717484,1.0,0.14845126371171305
6,500,436,1328,0.4541257786020859,0.6327409910620484,0.6845184177641704,0.043812979247853906,0.1386750490563073,0.28535314212709884,1.0,0.15014326896016494
7,500,452,1496,0.4541257786020859,0.6350934951644566,0.6845184177641704,0.043121463088250926,0.1386750490563073,0.28501296671625714,1.0,0.15059748227631312
8,500,454,1641,0.4698234638750288,0.6360519625887712,0.6845184177641704,0.041993894797990775,0.1386750490563073,0.28732891383632553,1.0,0.14848536066269058
9,500,464,1772,0.47116666250858175,0.6384896959930674,0.6845184177641704,0.04094473534329176,0.13736056394868904,0.28497106691021057,1.0,0.1481709257098178
10,500,480,1905,0.47240452145656686,0.639957079485408,0.6845184177641704,0.04047909423959704,0.13736056394868904,0.28532688379384147,1.0,0.1483370358228638
