gen,0_A2BP1,0_AADAC,0_ABCA1,0_ABCB11,0_ABCC2,0_ABCD1,0_ABR,0_ACACA,0_ACAT2,0_ACOT4,0_ACOX1,0_ACPL2,0_ACSM5,0_ACSS3,0_ACTL6B,0_ADAM12,0_ADAM8,0_ADAMTS5,0_ADCYAP1,0_ADH1B,0_ADH1C,0_ADM,0_ADRA1A,0_ADRA1B,0_ADRA2C,0_ADRB2,0_ADSS,0_AGMAT,0_AGPAT2,0_AGPAT9,0_AGTRAP,0_AIFM3,0_AKAP5,0_AKR1C1,0_AKR1E2,0_AKR7L,0_ALAS2,0_ALDH1B1,0_ALKBH1,0_AMPH,0_ANGPTL1,0_ANKDD1A,0_ANKRD13B,0_ANKRD20A3,0_ANKRD40,0_ANKRD53,0_ANLN,0_ANO3,0_ANO7,0_ANXA3,0_AOC3,0_AP1M2,0_APC2,0_APLP2,0_APOB48R,0_APOBEC3B,0_APOF,0_AQP7,0_ARAP3,0_ARHGEF15,0_ARMC10,0_ARNT2,0_ASCC1,0_ATP11C,0_ATP5B,0_ATP6V0D2,0_ATP6V0E2,0_ATP6V1G2,0_ATP7A,0_ATP7B,0_ATRX,0_AVPI1,0_AVPR2,0_B4GALT1,0_B4GALT6,0_BAALC,0_BAHCC1,0_BAP1,0_BCHE,0_BCL9L,0_BFAR,0_BICD2,0_BIRC5,0_BLNK,0_BLOC1S3,0_BMP2,0_BMP3,0_BRSK1,0_BSCL2,0_BST2,0_BUB3,0_C10orf128,0_C10orf47,0_C11orf16,0_C11orf31,0_C11orf46,0_C11orf70,0_C11orf83,0_C11orf95,0_C12orf39,0_C12orf40,0_C14orf53,0_C14orf68,0_C14orf79,0_C14orf80,0_C15orf48,0_C16orf53,0_C16orf55,0_C16orf59,0_C17orf55,0_C17orf57,0_C17orf62,0_C17orf91,0_C18orf56,0_C19orf12,0_C19orf33,0_C19orf40,0_C1QTNF1,0_C1orf180,0_C1orf226,0_C1orf92,0_C20orf112,0_C20orf11,0_C20orf134,0_C20orf191,0_C20orf72,0_C20orf85,0_C20orf96,0_C21orf129,0_C21orf29,0_C21orf56,0_C21orf57,0_C21orf90,0_C22orf27,0_C2CD4B,0_C2orf15,0_C2orf81,0_C2orf86,0_C4BPA,0_C6orf120,0_C6orf138,0_C6orf142,0_C6orf58,0_C6orf81,0_C7orf29,0_C7orf41,0_C7orf53,0_C7orf58,0_C8orf75,0_C9orf116,0_C9orf27,0_C9orf46,0_C9orf89,0_C9orf95,0_CALY,0_CAMK1,0_CAMP,0_CAPSL,0_CARD18,0_CASKIN1,0_CASP6,0_CAV3,0_CBLN2,0_CBX4,0_CCDC135,0_CCDC149,0_CCDC151,0_CCDC160,0_CCDC38,0_CCDC43,0_CCDC46,0_CCDC50,0_CCDC74A,0_CCL14,0_CCL17,0_CCL25,0_CCL8,0_CCNE2,0_CD14,0_CD1A,0_CD300LG,0_CD34,0_CDC42BPB,0_CDC7,0_CDCA2,0_CDCA3,0_CDH10,0_CDH2,0_CDK19,0_CDKN1C,0_CDR1,0_CEBPA,0_CELP,0_CENPA,0_CENPP,0_CEP55,0_CES1,0_CETP,0_CFH,0_CGREF1,0_CHAF1B,0_CHEK2,0_CHMP2A,0_CHMP4A,0_CIB3,0_CISH,0_CKAP2,0_CKB,0_CKMT1A,0_CKS2,0_CLC,0_CLDN2,0_CLDN5,0_CLEC18C,0_CLEC4M,0_CLEC6A,0_CLN8,0_CLNK,0_CLSTN3,0_CLU,0_CLVS1,0_CNOT10,0_COG8,0_COL22A1,0_COL5A1,0_COMMD3,0_COMP,0_CPB2,0_CPO,0_CPSF2,0_CPXM2,0_CR1,0_CRB3,0_CRCT1,0_CRTAC1,0_CRTAP,0_CSN1S1,0_CSN3,0_CSNK2A2,0_CST1,0_CST4,0_CST7,0_CSTF3,0_CS,0_CT47B1,0_CTBP2,0_CUBN,0_CX3CR1,0_CXCL10,0_CXCL13,0_CXCR1,0_CXorf56,0_CYB5R3,0_CYP2A6,0_CYP3A5,0_CYP3A7,0_CYP46A1,0_CYP4F11,0_DCAF12,0_DCDC1,0_DCLRE1A,0_DDIT4,0_DDX3Y,0_DEPDC1,0_DEPDC7,0_DGAT1,0_DGAT2,0_DHX30,0_DHX58,0_DIRAS2,0_DIRC3,0_DKFZp779M0652,0_DKK4,0_DLEU2,0_DLGAP2,0_DNA2,0_DNAJC12,0_DNAJC1,0_DNAJC9,0_DNTTIP1,0_DOK4,0_DPCD,0_DPP6,0_DSC1,0_DTX3L,0_DUOX2,0_DUSP15,0_DUSP5P,0_DUSP6,0_DYNC1I1,0_DYNC1LI2,0_DYRK1B,0_E2F1,0_ECSCR,0_EFEMP1,0_EIF2B3,0_ELAVL2,0_ELMOD3,0_ELOVL2,0_EMID2,0_EMP1,0_EMX1,0_ENTHD1,0_ENTPD8,0_EPDR1,0_ESR2,0_ETF1,0_ETFA,0_ETS2,0_ETV7,0_F2RL2,0_FABP2,0_FABP9,0_FAM111B,0_FAM128A,0_FAM138B,0_FAM13C,0_FAM150A,0_FAM168B,0_FAM173A,0_FAM182B,0_FAM184B,0_FAM200A,0_FAM36A,0_FAM43A,0_FAM74A3,0_FAM86C,0_FAM9C,0_FANCA,0_FANCF,0_FAT4,0_FBXO31,0_FBXW9,0_FCAR,0_FCRLA,0_FCRLB,0_FDPS,0_FFAR3,0_FGD3,0_FHOD1,0_FLG2,0_FLJ25758,0_FLJ35220,0_FLJ35776,0_FLJ42289,0_FLJ42875,0_FLT3,0_FOXD3,0_FOXQ1,0_FOXRED2,0_FRAT2,0_FRMD3,0_FRMD4A,0_FRMPD4,0_FSD1,0_FUZ,0_FXYD3,0_FZD4,0_GABARAPL2,0_GABRA1,0_GABRA2,0_GABRA4,0_GABRB1,0_GAD1,0_GADL1,0_GALNT9,0_GALNTL2,0_GALP,0_GHR,0_GIMAP6,0_GIPC2,0_GK3P,0_GLDC,0_GNAI1,0_GOSR2,0_GPA33,0_GPAM,0_GPATCH1,0_GPLD1,0_GPR107,0_GPR109B,0_GPR116,0_GPR120,0_GPR123,0_GPR124,0_GPR133,0_GPR142,0_GPR17,0_GPR50,0_GPR64,0_GPR68,0_GPR97,0_GRB10,0_GREB1L,0_GRHPR,0_GRRP1,0_GRTP1,0_GSN,0_GUCY2D,0_H1FX,0_H2AFX,0_HABP4,0_HARBI1,0_HAS1,0_HAS3,0_HBA2,0_HBEGF,0_HCG2P7,0_HDAC11,0_HEBP2,0_HELLS,0_HEPACAM,0_HERC2,0_HES5,0_HINT2,0_HIST1H2AC,0_HIST1H2BD,0_HIST1H2BH,0_HIST1H2BN,0_HIST1H3B,0_HIST1H3D,0_HIST1H3F,0_HIST1H3H,0_HIST1H4J,0_HIST2H3C,0_HIST3H2A,0_HIST3H2BB,0_HKR1,0_HLA-DOB,0_HMG20B,0_HNRNPR,0_HOOK3,0_HOXA2,0_HOXB13,0_HOXB9,0_HOXD3,0_HRH2,0_HR,0_HSD17B7P2,0_HSPA2,0_HTR1D,0_IDH2,0_IFI30,0_IFITM1,0_IFNAR1,0_IFNG,0_IGFL3,0_IL12B,0_IL1F10,0_IL1R1,0_IL1RL2,0_IL6,0_IL9R,0_ILDR1,0_IMP5,0_INO80B,0_INPP5A,0_IQCJ,0_IRX2,0_ISCA1P1,0_ISCU,0_ISLR2,0_ITGA7,0_ITIH5,0_JAM2,0_JRKL,0_KALRN,0_KANK1,0_KBTBD12,0_KCNA2,0_KCNB1,0_KCNH1,0_KCNH4,0_KCNH5,0_KCNIP2,0_KCNIP3,0_KCNJ11,0_KCNJ1,0_KCNK3,0_KCNT1,0_KCTD4,0_KCTD6,0_KIAA0232,0_KIAA1211,0_KIAA1539,0_KIF11,0_KIF25,0_KIF2C,0_KIF4A,0_KIFC1,0_KLF14,0_KLF8,0_KLHDC7B,0_KLHL30,0_KLRC2,0_KRT20,0_KRT34,0_KRT37,0_KRT71,0_KRTAP10-6,0_KRTAP13-4,0_KRTAP5-9,0_L1CAM,0_LALBA,0_LAMA4,0_LDHD,0_LGALS12,0_LGI4,0_LGMN,0_LHFPL3,0_LHFP,0_LHX6,0_LILRA1,0_LIN9,0_LINS1,0_LIX1,0_LOC100128675,0_LOC100128977,0_LOC100130148,0_LOC100130238,0_LOC100131496,0_LOC100189589,0_LOC100190938,0_LOC100192378,0_LOC100216001,0_LOC134466,0_LOC145820,0_LOC149837,0_LOC388387,0_LOC389705,0_LOC399815,0_LOC400696,0_LOC494141,0_LOC647859,0_LOC647946,0_LOC729467,0_LOC731779,0_LOC84856,0_LOC90586,0_LOR,0_LOXHD1,0_LPHN3,0_LPPR5,0_LRCH3,0_LRP5,0_LRRC3,0_LRRC46,0_LRRC59,0_LRRC66,0_LRRFIP2,0_LRRN3,0_LSM5,0_LSR,0_LTB,0_LUZP1,0_MAFA,0_MAFG,0_MAFK,0_MAF,0_MAGEA1,0_MAG,0_MAP3K5,0_MAPK10,0_MAPK11,0_MASP1,0_MBD5,0_MBOAT2,0_MBP,0_MCM3,0_MCOLN1,0_MCOLN2,0_ME1,0_MERTK,0_METRN,0_METTL12,0_METTL7A,0_MFAP2,0_MGLL,0_MGRN1,0_MIAT,0_MID2,0_MINK1,0_MIOS,0_MLXIPL,0_MMGT1,0_MMP11,0_MMP12,0_MMP1,0_MMP3,0_MMP9,0_MMRN2,0_MORC4,0_MPP1,0_MPPED1,0_MPZL3,0_MRGPRX1,0_MRO,0_MRPS18C,0_MS4A15,0_MS4A8B,0_MT3,0_MTA3,0_MTERF,0_MTHFD2,0_MTMR10,0_MYBPH,0_MYD88,0_MYH1,0_MYH2,0_MYL12B,0_MYO7B,0_MYOC,0_MYST3,0_NAGA,0_NAT8L,0_NBPF4,0_NBPF6,0_NBR2,0_NCRNA00099,0_NCRNA00181,0_NDUFS3,0_NDUFS4,0_NEUROD1,0_NEUROG2,0_NFE2,0_NFIA,0_NFKB2,0_NIPAL1,0_NIPAL4,0_NLGN1,0_NMBR,0_NMB,0_NME1,0_NME3,0_NMNAT2,0_NMT1,0_NMT2,0_NOS2,0_NOV,0_NPR3,0_NPRL2,0_NR3C1,0_NRM,0_NRP1,0_NUBP2,0_NUP210,0_OIP5,0_OLAH,0_OR10H4,0_OR10X1,0_OR11G2,0_OR13C3,0_OR4C13,0_OR52B4,0_OR52E6,0_OR56A3,0_OR5D14,0_OR5H2,0_OR7D2,0_OTUD1,0_OTX1,0_P2RX4,0_P4HTM,0_PACS1,0_PAFAH1B1,0_PALM2-AKAP2,0_PAMR1,0_PAPOLB,0_PARN,0_PARP14,0_PARS2,0_PCBP3,0_PCDHB3,0_PCDHGA11,0_PCDHGA3,0_PCDHGA7,0_PCDHGA9,0_PCDHGB5,0_PCDHGB6,0_PCDHGC3,0_PCNAP1,0_PCOTH,0_PDCL3,0_PDE11A,0_PDE1B,0_PDE3B,0_PDE8A,0_PDHX,0_PDIA4,0_PDIK1L,0_PDP1,0_PDZD3,0_PDZK1P1,0_PELO,0_PERP,0_PFKFB3,0_PGA3,0_PGM5,0_PHACTR2,0_PHF10,0_PHKA2,0_PHLDA3,0_PHLDB1,0_PHTF2,0_PHYHIP,0_PIGQ,0_PIK3C2B,0_PKD1L1,0_PKHD1L1,0_PKP3,0_PLA2G10,0_PLA2G2F,0_PLAC1,0_PLAC4,0_PLCXD1,0_PLCXD3,0_PLD5,0_PLEK2,0_PLEKHG5,0_PLK1,0_PLXNB3,0_PMF1,0_PNCK,0_PNKD,0_POLR2C,0_POLR2G,0_POLR2H,0_POLR2I,0_POT1,0_PPAPDC2,0_PPARA,0_PPARGC1B,0_PPDPF,0_PPP1CA,0_PPP1R12B,0_PRAMEF16,0_PRELP,0_PRKAB2,0_PRKAG3,0_PRKCD,0_PRR23C,0_PRRG3,0_PRRT3,0_PRRT4,0_PSD2,0_PSENEN,0_PSG1,0_PSKH1,0_PSMC4,0_PSPC1,0_PTCHD3,0_PTPN14,0_PTPN2,0_PTPN5,0_PTPN6,0_PTPRQ,0_PUSL1,0_PVALB,0_PYDC1,0_PYGM,0_PYY2,0_PYY,0_QRFPR,0_RAB26,0_RAB36,0_RAB6B,0_RAB8A,0_RAET1G,0_RAG2,0_RASGRP1,0_RAVER1,0_RBM11,0_RBM34,0_RBP7,0_RCOR3,0_RDH11,0_RDH14,0_RDM1,0_REPS1,0_REV3L,0_RGL1,0_RHBDL1,0_RIBC2,0_RLN2,0_RNASE13,0_RNF139,0_RNF39,0_RNFT2,0_ROBO3,0_RORB,0_RP1,0_RPF1,0_RPH3A,0_RPL14,0_RPL19,0_RPL28,0_RPL39L,0_RPLP1,0_RPS24,0_RPS2,0_RPS4Y1,0_RPUSD1,0_RRM2,0_RTN4,0_RUFY4,0_RUSC1,0_RUVBL2,0_RXRG,0_RYR3,0_S100A4,0_SALL4,0_SARM1,0_SATL1,0_SCRN1,0_SDCBP2,0_SDF2L1,0_SDHAP2,0_SEPT12,0_SERPINA11,0_SERPINA1,0_SERPINA3,0_SERPINA9,0_SERPIND1,0_SEZ6,0_SFPQ,0_SFXN2,0_SH2D7,0_SH3BGR,0_SH3GL3,0_SH3TC2,0_SHISA5,0_SILV,0_SIRPG,0_SIX3,0_SI,0_SLC14A2,0_SLC16A7,0_SLC17A7,0_SLC19A2,0_SLC20A1,0_SLC20A2,0_SLC25A34,0_SLC39A8,0_SLC45A1,0_SLC6A3,0_SLC7A10,0_SLC7A13,0_SLIT3,0_SLITRK3,0_SMAD5OS,0_SMC4,0_SMEK1,0_SMPDL3B,0_SMR3A,0_SMR3B,0_SMTNL1,0_SNAPC2,0_SNORA57,0_SNRPA,0_SNTN,0_SNW1,0_SNX3,0_SNX9,0_SOX12,0_SP7,0_SPACA4,0_SPAG5,0_SPAG8,0_SPATS2,0_SPINK4,0_SPINK7,0_SPOCD1,0_SPRR2G,0_SPRR4,0_SPRY3,0_SRD5A2,0_SREBF1,0_ST6GALNAC3,0_ST8SIA6,0_STAB1,0_STAB2,0_STAP1,0_STARD10,0_STAT1,0_STBD1,0_STIL,0_STRA13,0_STRBP,0_STX2,0_STXBP1,0_SUCLG1,0_SULT4A1,0_SUMO2,0_SYT13,0_SYT1,0_TACC3,0_TAF10,0_TAS2R31,0_TBC1D14,0_TBC1D2B,0_TBCB,0_TBP,0_TBX15,0_TCEA3,0_TCF25,0_TCP10L,0_TCTEX1D4,0_TDP1,0_TDRD10,0_TEKT4,0_TFAP2A,0_TFF1,0_TIGD3,0_TIMP4,0_TM4SF18,0_TM7SF4,0_TMEM125,0_TMEM132A,0_TMEM145,0_TMEM155,0_TMEM160,0_TMEM164,0_TMEM170A,0_TMEM211,0_TMEM215,0_TMEM31,0_TMEM56,0_TMEM82,0_TMEM8A,0_TMEM97,0_TMOD2,0_TNFRSF18,0_TNFRSF9,0_TNFSF11,0_TNMD,0_TNNI3,0_TNNT1,0_TNS1,0_TOX3,0_TPO,0_TPX2,0_TRAF3IP3,0_TRAF7,0_TRDN,0_TRIM68,0_TRPV3,0_TSC22D1,0_TSPAN13,0_TTBK1,0_TTC16,0_TTC36,0_TTLL2,0_TUBA3C,0_TUBA3D,0_TXNDC11,0_TXNDC6,0_TYRP1,0_UBE2C,0_UBE2DNL,0_UBE2I,0_UBE2Z,0_UGT3A2,0_UPK1B,0_USF2,0_USP17L2,0_UST,0_UTS2D,0_VARS2,0_VAV3,0_VOPP1,0_VPS4A,0_VSIG1,0_VSIG8,0_VWA5B1,0_VWF,0_WBP4,0_WBSCR28,0_WDR44,0_WDR90,0_WHAMML1,0_WNT5A,0_WWOX,0_XKRX,0_YIPF5,0_ZCCHC24,0_ZCCHC7,0_ZDHHC14,0_ZMYND10,0_ZNF101,0_ZNF138,0_ZNF347,0_ZNF385B,0_ZNF408,0_ZNF410,0_ZNF581,0_ZNF586,0_ZNF620,0_ZNF648,0_ZNF652,0_ZNF695,0_ZNF804B,0_ZNF93,0_ZP1,0_ZP2,0_ZWINT
0,0,0,0,15,18,0,0,0,0,12,0,0,0,14,0,0,0,0,60,0,68,0,14,47,92,42,0,88,0,0,0,18,0,34,2,8,0,0,0,61,0,0,49,0,0,0,14,0,44,0,0,76,63,0,0,11,68,0,0,0,0,0,0,0,0,19,52,82,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,1,4,12,0,2,0,0,66,19,0,0,58,0,0,0,0,0,95,0,0,4,0,0,0,31,0,0,0,93,0,55,49,0,0,25,45,0,0,0,0,0,0,0,0,28,26,50,0,0,29,0,0,0,26,0,10,42,0,14,0,0,0,0,26,0,0,0,0,0,0,0,0,62,0,0,0,11,10,0,0,0,0,2,0,0,0,0,0,8,0,54,92,0,0,0,10,0,0,0,0,0,25,13,0,9,1,61,88,51,0,0,8,10,0,78,0,0,0,0,0,0,0,0,13,110,0,0,0,96,73,0,0,60,0,0,0,0,0,28,0,0,44,50,0,0,52,6,26,75,4,0,52,55,0,4,0,0,0,0,0,0,0,5,0,29,48,0,0,7,17,4,0,4,0,0,0,18,0,31,0,0,53,0,0,0,104,62,70,0,0,0,0,0,0,0,0,0,56,0,0,0,46,21,0,77,0,0,0,0,111,0,15,0,0,11,0,6,0,0,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,34,0,15,0,20,0,0,87,0,0,0,0,0,43,10,12,0,0,0,0,0,0,0,0,0,0,5,9,26,86,27,0,49,87,0,5,0,71,0,12,0,0,8,0,0,5,0,48,0,0,0,0,0,0,0,0,44,25,0,0,37,0,0,60,0,54,0,0,0,0,0,0,0,0,75,0,0,0,0,0,111,0,0,0,52,0,34,4,42,0,19,0,23,22,0,5,0,0,0,0,33,11,0,0,21,24,64,87,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,5,0,0,0,0,75,0,0,0,2,0,0,13,0,0,20,0,11,50,0,0,0,61,0,0,68,0,16,0,0,0,29,98,38,18,75,23,65,0,0,14,76,0,0,0,63,0,0,130,0,25,84,0,0,44,0,32,0,2,3,0,44,3,6,23,7,15,0,0,88,0,0,51,46,0,0,1,0,153,0,0,5,0,86,21,23,0,28,0,36,0,0,0,0,0,0,0,0,33,1,0,14,0,33,0,0,28,0,0,0,48,0,0,41,0,0,45,0,0,0,0,0,63,0,0,59,7,25,0,0,0,0,37,6,0,0,0,8,39,31,0,0,0,0,31,0,0,0,0,0,38,101,0,3,20,12,2,0,0,0,0,26,20,0,5,0,0,0,0,1,0,0,0,0,0,26,56,0,48,0,0,0,0,0,0,0,5,0,0,0,0,0,0,154,57,0,0,40,0,35,0,0,0,0,0,0,0,0,0,0,11,22,26,0,52,35,72,0,0,0,0,0,0,10,0,0,0,0,0,101,0,21,0,31,0,50,0,0,0,0,0,0,0,0,0,0,27,35,0,2,91,27,0,0,0,0,49,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,88,0,0,0,0,0,0,0,0,19,0,0,5,0,26,0,16,37,0,0,0,81,0,56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,47,0,0,0,24,0,0,53,0,0,48,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,12,0,52,134,0,38,0,0,0,39,38,49,24,0,53,0,0,0,0,0,129,23,0,70,0,0,0,28,3,0,0,0,0,29,63,65,86,0,0,0,61,132,0,0,0,0,36,75,0,42,0,0,0,0,0,0,0,0,0,0,0,41,0,17,0,126,0,45,0,0,38,0,54,69,13,0,0,0,0,0,0,68,0,4,0,0,41,0,0,4,0,0,0,0,0,0,0,0,0,0,15,59,0,32,0,4,0,0,0,0,0,17,0,0,0,42,0,12,143,4,0,0,0,0,0,7,0,12,29,0,58,0,0,0,0,0,0,29,0,0,19,0,20,0,16,0,0,0,31,0,0,0,0,19,11,0,0,36,0,0,24,0,0,68,90,0,0,0,0,0,0,0,1,61,31,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,34,50,0,56,0,1
100,0,0,14,0,0,4,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,9,0,2,0,1,2,3,0,1,1,0,0,0,13,1,2,1,1,7,0,1,1,0,0,76,12,1,0,0,1,0,0,0,0,0,0,0,1,102,0,7,14,285,0,0,4,0,1,13,1,1,0,0,0,1,55,3,0,0,0,0,0,84,0,0,0,0,1,0,44,0,0,0,2,0,24,0,59,1,1,0,2,0,0,0,0,0,0,0,62,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,22,9,0,0,2,1,0,0,1,1,0,0,0,1,0,52,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,65,0,0,0,0,0,1,1,7,0,0,1,2,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2,1,1,0,0,1,0,1,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,2,0,1,1,0,237,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,6,23,0,0,0,0,1,0,1,1,0,0,2,2,0,0,1,7,0,1,1,0,0,1,1,0,0,1,0,2,0,1,0,0,0,1,0,2,0,0,5,0,1,0,0,0,3,1,0,0,0,0,5,0,2,0,26,2,1,2,0,1,0,34,58,0,2,0,1,0,0,7,0,0,0,2,0,0,1,0,6,0,0,0,1,1,1,1,0,5,0,0,1,0,160,1,2,0,0,433,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,1,111,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,3,0,2,0,0,0,3,0,0,0,0,1,1,77,1,0,0,0,0,9,1,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,3,1,3,1,0,0,2,0,2,0,0,0,0,0,0,0,1,1,7,0,12,0,0,0,24,1,0,0,3,2,0,3,0,0,4,0,4,0,2,5,0,0,1,267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,2,0,0,2,83,1,0,0,0,76,12,0,0,0,2,0,1,0,0,5,0,0,0,0,0,0,1,0,1,24,1,0,49,0,1,0,0,3,2,0,1,2,4,0,1,4,0,11,0,1,0,186,0,0,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,1,0,10,0,2,0,0,0,0,0,0,0,1,3,0,0,12,0,1,0,0,2,1,1,1,1,352,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,2,0,4,3,1,0,0,0,5,0,1,0,1,0,0,5,0,0,0,5,1,0,1,0,11,1,0,0,7,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,1,5,2,0,0,0,0,1,0,0,0,0,0,0,1,12,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,13,0,4,0,0,0,0,1,0,0,0,0,0,1,96,1,0,0,1,0,1,4,0,1,0,1,0,1,1,0,0,0,0,100,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,11,3,17,0,2,0,0,0,3,0,0,0,0,1,0,325,57,1,3,0,0,3,366,6,0,0,0,0,8,1,29,0,0,2,0,2,0,0,7,1,68,1,0,1,0,9,0,0,0,0,1,0,1,1,1,0,1,0,17,1,0,0,0,0,0,0,0,48,1,1,0,1,0,3,0,1,1,0,2,1,1,0,17,0,0,0,0,5,1,0,0,0,0,2,0,2,51,1,1,0,0,0,0,0,0,1,0,3,0,0,1,2,0,0,0,0,55,0,2,3,0,0,0,3,1,0,0,0,0,0,2,0,2,2,2,0,1,7,0,0,1,1,0,0,24,362,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,0,0,0,1,0,0,0,0,1,1,0,5,0,1,4,0
