gen,0_A4GNT,0_AADAC,0_ABCA1,0_ABCC2,0_ABCC9,0_ABCG4,0_ABLIM3,0_ACCN3,0_ACOT4,0_ACOT7,0_ACSM2B,0_ACSS2,0_ACSS3,0_ACTC1,0_ACVR1C,0_ADAM33,0_ADAMTSL4,0_ADCY3,0_ADC,0_ADH7,0_ADK,0_ADM,0_ADRA1A,0_ADRA1B,0_ADRA2C,0_ADRB2,0_ADRB3,0_AFAP1L1,0_AGBL2,0_AGK,0_AIF1L,0_AIM1,0_AKAP13,0_AKR1C3,0_AKR1CL1,0_AKR1E2,0_AKR7A3,0_AKR7L,0_AKTIP,0_ALDH18A1,0_ALDH1A1,0_ALDH1A3,0_ALDH4A1,0_ALS2CR11,0_AMPH,0_AMT,0_ANGPTL2,0_ANKRD11,0_ANKRD53,0_ANO3,0_ANO7,0_ANO9,0_ANXA10,0_ANXA3,0_AOC3,0_AP1G2,0_AP3B2,0_APOA1,0_APOLD1,0_APTX,0_AQP7,0_ARFIP2,0_ARHGAP11A,0_ARHGAP31,0_ARHGEF16,0_ARMC10,0_ARPC5L,0_ART4,0_ARTN,0_ASAM,0_ASB13,0_ASB1,0_ASPHD2,0_ASXL3,0_ATP1A2,0_ATP2B2,0_ATP6V0D2,0_AURKB,0_AVPR2,0_B4GALNT3,0_BAALC,0_BAMBI,0_BARHL1,0_BCL2A1,0_BCL8,0_BIRC3,0_BIRC5,0_BRP44L,0_BTBD3,0_BTBD8,0_BTN1A1,0_BTN2A2,0_BUB1,0_BUD31,0_BVES,0_C10orf128,0_C10orf25,0_C10orf2,0_C10orf72,0_C10orf90,0_C11orf16,0_C11orf41,0_C11orf82,0_C11orf87,0_C12orf11,0_C12orf39,0_C13orf33,0_C13orf36,0_C14orf109,0_C14orf139,0_C14orf142,0_C15orf51,0_C15orf52,0_C15orf58,0_C16orf88,0_C17orf55,0_C17orf63,0_C18orf34,0_C18orf45,0_C19orf55,0_C19orf75,0_C1QBP,0_C1orf103,0_C1orf190,0_C1orf220,0_C1orf94,0_C20orf132,0_C20orf24,0_C21orf129,0_C21orf29,0_C21orf56,0_C21orf82,0_C2orf29,0_C2orf39,0_C2orf40,0_C2orf50,0_C2orf88,0_C3orf52,0_C4BPA,0_C4orf38,0_C6orf123,0_C6orf126,0_C6orf138,0_C6orf35,0_C6orf57,0_C6orf59,0_C6orf81,0_C6orf89,0_C8orf51,0_C9orf117,0_C9orf150,0_C9orf3,0_C9orf66,0_C9orf79,0_C9orf86,0_CA3,0_CABC1,0_CACHD1,0_CAPN11,0_CAPN3,0_CAPSL,0_CASP9,0_CAV3,0_CBLC,0_CBLL1,0_CBLN2,0_CBLN4,0_CC2D2A,0_CCDC11,0_CCDC123,0_CCDC12,0_CCDC153,0_CCDC78,0_CCL25,0_CCL7,0_CCNB2,0_CCNF,0_CCNI2,0_CCT8L2,0_CD177,0_CD19,0_CD1A,0_CD209,0_CD27,0_CD2BP2,0_CD34,0_CD48,0_CD5,0_CD6,0_CD93,0_CDC14B,0_CDC42BPB,0_CDH11,0_CDH13,0_CDH26,0_CDH5,0_CDKN1A,0_CDKN2D,0_CDKN3,0_CELF2,0_CELSR3,0_CEL,0_CENPE,0_CEP250,0_CEP55,0_CEPT1,0_CES1,0_CES2,0_CES4,0_CETP,0_CFB,0_CFL1,0_CGREF1,0_CHCHD1,0_CHD4,0_CHL1,0_CHM,0_CHRDL1,0_CHRNA9,0_CHST3,0_CHST9,0_CHTF8,0_CIT,0_CKMT2,0_CLDN10,0_CLDN11,0_CLDN8,0_CLEC11A,0_CLEC3B,0_CLEC4M,0_CLEC6A,0_CLGN,0_CLSPN,0_CLU,0_CNKSR2,0_CNNM1,0_CNTF,0_CNTN6,0_COL17A1,0_COMMD3,0_COMP,0_COPG2,0_COPZ2,0_CORO7,0_COX16,0_CPLX4,0_CPNE8,0_CPO,0_CR1L,0_CRB3,0_CREB5,0_CRISP2,0_CRYAB,0_CRYL1,0_CSF3,0_CSN1S1,0_CSN3,0_CST4,0_CX3CL1,0_CXCL13,0_CXCL2,0_CXCR2,0_CXorf40A,0_CXorf56,0_CYLC2,0_CYP1A1,0_CYP1A2,0_CYP24A1,0_CYP2A6,0_CYP2C9,0_CYP4F11,0_CYP8B1,0_DAK,0_DAOA,0_DAXX,0_DAZL,0_DBF4,0_DCDC1,0_DCDC2,0_DCLRE1A,0_DCUN1D3,0_DDAH1,0_DDX26B,0_DEFB1,0_DENND2A,0_DENND2D,0_DES,0_DGAT2,0_DGKG,0_DHX37,0_DIAPH3,0_DIRC3,0_DKFZP686I15217,0_DKFZp779M0652,0_DKK3,0_DLEU1,0_DLG2,0_DLGAP5,0_DLK1,0_DLL4,0_DLX2,0_DMD,0_DMGDH,0_DMRT3,0_DNAJC19,0_DNAJC2,0_DNTTIP1,0_DOC2A,0_DOCK6,0_DOK3,0_DPCD,0_DPH2,0_DPY19L2,0_DPYSL2,0_DRD1,0_DSEL,0_DTX1,0_DUOX2,0_DUSP22,0_DVL3,0_DYNC1LI2,0_DYX1C1,0_EBF3,0_EBNA1BP2,0_EDN2,0_EFHA1,0_EGF,0_EIF2B3,0_ELAVL1,0_ELOVL2,0_EMCN,0_EMILIN2,0_EML1,0_EMP1,0_EMX2OS,0_EPT1,0_ERCC6L,0_ERP27,0_ESM1,0_ESR2,0_ETNK1,0_EYA1,0_F12,0_F5,0_FAM102A,0_FAM10A4,0_FAM128B,0_FAM159A,0_FAM178B,0_FAM184B,0_FAM190B,0_FAM24A,0_FAM65A,0_FAM76A,0_FAM82A1,0_FANCD2,0_FBLN5,0_FBXL19,0_FBXW9,0_FCRL4,0_FCRLB,0_FER,0_FGD3,0_FGD6,0_FGF1,0_FGF9,0_FHOD1,0_FIZ1,0_FLCN,0_FLJ25328,0_FLJ25758,0_FLJ34503,0_FLJ42875,0_FLJ43390,0_FLJ45983,0_FLNC,0_FLT3,0_FMO2,0_FOSB,0_FOXJ1,0_FOXO3,0_FOXQ1,0_FPGS,0_FRAT2,0_FRMD3,0_FRMD4A,0_FSD1L,0_FSD1,0_FSIP1,0_FSTL1,0_FZD5,0_GABRA2,0_GABRA4,0_GADD45G,0_GADL1,0_GALE,0_GATA6,0_GBP5,0_GCKR,0_GEM,0_GEN1,0_GINS1,0_GJC2,0_GLB1L3,0_GLYR1,0_GMPPB,0_GNG2,0_GNG5,0_GOLGA9P,0_GPLD1,0_GPNMB,0_GPR109A,0_GPR109B,0_GPR133,0_GPR139,0_GPR142,0_GPR182,0_GPR25,0_GPR37L1,0_GPR4,0_GPR50,0_GPSM3,0_GPT2,0_GPX2,0_GPX3,0_GREB1,0_GRIA1,0_GRIA3,0_GRID2,0_GRM6,0_GSTZ1,0_GYS2,0_H2AFZ,0_HADH,0_HAGHL,0_HAS1,0_HBA2,0_HEBP2,0_HERC2,0_HERC3,0_HES5,0_HIBCH,0_HIST1H2AB,0_HIST1H2AE,0_HIST1H2AJ,0_HIST1H2BC,0_HIST1H2BD,0_HIST1H2BO,0_HIST1H3C,0_HIST1H3J,0_HIST1H4D,0_HIST1H4J,0_HIVEP2,0_HLA-DPB2,0_HMX2,0_HN1L,0_HN1,0_HNRNPA3P1,0_HNRNPC,0_HNRNPU,0_HOPX,0_HORMAD2,0_HOXA4,0_HOXB2,0_HOXD3,0_HOXD4,0_HPN,0_HPR,0_HRNR,0_HSD17B7P2,0_HSD3B2,0_HSH2D,0_HSPA2,0_HSPA5,0_HSPC159,0_HTA,0_HTR1D,0_ICOS,0_IDO2,0_IFI30,0_IFI6,0_IGFALS,0_IGFBP1,0_IGSF8,0_IL17RA,0_IL1RL2,0_IL20,0_IL21,0_IL22RA1,0_IL33,0_ING2,0_INPP5A,0_INTU,0_IQCJ,0_IRX2,0_IRX3,0_IRX5,0_ISLR2,0_ISPD,0_ITGA8,0_ITGAL,0_ITGB7,0_ITIH2,0_JAKMIP2,0_JTB,0_KANK3,0_KCNA4,0_KCNA6,0_KCNE1,0_KCNJ11,0_KCNK15,0_KCNK6,0_KCNMB2,0_KCTD4,0_KCTD6,0_KCTD8,0_KDM2B,0_KDM4A,0_KDM4B,0_KIAA0391,0_KIAA0427,0_KIAA0556,0_KIAA1045,0_KIAA1199,0_KIAA1522,0_KIAA1598,0_KIAA1644,0_KIAA1908,0_KIF24,0_KIF2C,0_KIF4A,0_KIFC1,0_KIFC2,0_KLB,0_KLF10,0_KLF15,0_KLF2,0_KLF4,0_KLHL13,0_KLHL31,0_KLK4,0_KLK8,0_KL,0_KRT13,0_KRT1,0_KRT37,0_KRTAP13-4,0_L1CAM,0_LACTB,0_LANCL3,0_LAPTM5,0_LARS2,0_LCAT,0_LCMT1,0_LDB3,0_LETMD1,0_LGALS12,0_LGALS4,0_LGI4,0_LHX4,0_LHX6,0_LIAS,0_LIG3,0_LIMCH1,0_LIPH,0_LMNB1,0_LMO7,0_LMX1A,0_LNP1,0_LOC100127888,0_LOC100128675,0_LOC100128977,0_LOC100130238,0_LOC100133545,0_LOC100134259,0_LOC100192378,0_LOC143188,0_LOC162632,0_LOC201651,0_LOC221442,0_LOC285045,0_LOC285847,0_LOC389634,0_LOC389705,0_LOC399815,0_LOC399959,0_LOC400804,0_LOC606724,0_LOC642597,0_LOC644669,0_LOC647309,0_LOC647859,0_LOC647946,0_LOC653113,0_LOC728723,0_LOC80054,0_LOH3CR2A,0_LPAR2,0_LPL,0_LPPR1,0_LQK1,0_LRCH4,0_LRP11,0_LRP5,0_LRRC8A,0_LRRN4CL,0_LRSAM1,0_LSM14B,0_LST-3TM12,0_LYNX1,0_LYPD1,0_LYRM7,0_MAD2L1BP,0_MAFF,0_MAFK,0_MAF,0_MALL,0_MAMDC2,0_MAOA,0_MAP1LC3B2,0_MAP2K5,0_MAP3K5,0_MAP7D3,0_MASP1,0_MAX,0_MCAM,0_MCAT,0_MCHR2,0_MCM10,0_MCOLN2,0_MDH1,0_MED29,0_MEG8,0_MEN1,0_MEOX1,0_MEST,0_METTL11B,0_MFSD6L,0_MGST1,0_MICAL3,0_MID2,0_MIPEP,0_MIPOL1,0_MLXIPL,0_MLX,0_MMGT1,0_MMP12,0_MMRN1,0_MMRN2,0_MORC4,0_MPP1,0_MPPED1,0_MPZ,0_MRGPRF,0_MRPL42P5,0_MRPS30,0_MS4A1,0_MST1,0_MSX1,0_MT1L,0_MTX1,0_MUCL1,0_MUSTN1,0_MYH11,0_MYH2,0_MYLK4,0_MYO1G,0_MYOC,0_MYT1,0_NAPSA,0_NAPSB,0_NBLA00301,0_NCAPG,0_NCRNA00086,0_NCRNA00115,0_NCRNA00160,0_NCRNA00181,0_NCRNA00204B,0_NCRNA00219,0_NDEL1,0_NDN,0_NDRG1,0_NDUFS4,0_NECAB1,0_NECAB2,0_NECAB3,0_NELL1,0_NENF,0_NETO1,0_NEURL,0_NFATC2IP,0_NFIX,0_NFKB2,0_NFKBIA,0_NIPSNAP3B,0_NME1-NME2,0_NMNAT2,0_NMT2,0_NNAT,0_NOP2,0_NOS2,0_NOTCH1,0_NOTCH4,0_NPAS1,0_NPY5R,0_NR5A2,0_NRN1,0_NRXN1,0_NUCB2,0_NUDT16L1,0_NUDT7,0_NUF2,0_NXNL2,0_NYNRIN,0_OBFC1,0_OCIAD2,0_ODF3L1,0_OLAH,0_OLR1,0_OPHN1,0_OPN4,0_OR10J3,0_OR51B2,0_OR5J2,0_OR5K1,0_OR6B1,0_OR8B2,0_OSCAR,0_OSTM1,0_OTC,0_OTX1,0_OXGR1,0_P2RX4,0_P2RY11,0_P2RY12,0_PAF1,0_PAK3,0_PAMR1,0_PARD6A,0_PARK2,0_PART1,0_PARVA,0_PATE3,0_PAX3,0_PCDH12,0_PCDHA10,0_PCDHB2,0_PCDHGA3,0_PCDHGA4,0_PCSK4,0_PDCD1,0_PDE8A,0_PDE8B,0_PDE9A,0_PDK4,0_PDLIM1,0_PDP1,0_PDZK1P1,0_PEAR1,0_PF4,0_PGAM2,0_PGAP1,0_PGLYRP2,0_PGM1,0_PGRMC2,0_PHAX,0_PHGR1,0_PHKG1,0_PHLDB1,0_PHTF1,0_PHYH,0_PI15,0_PIAS3,0_PID1,0_PIGO,0_PIK3C2G,0_PIK3R1,0_PIK3R3,0_PIRT,0_PIWIL2,0_PKD1,0_PKIB,0_PKNOX2,0_PLA2G10,0_PLAC1,0_PLAUR,0_PLEKHF1,0_PLEKHG1,0_PLK1,0_PLP1,0_PLTP,0_PLXNA4,0_PM20D1,0_PMCHL1,0_PNCK,0_PNKD,0_POLD4,0_POLR2C,0_POU3F2,0_PPEF1,0_PPIF,0_PPP2R4,0_PRAMEF4,0_PRDX6,0_PRG4,0_PRKAR2B,0_PRKG2,0_PRKRIP1,0_PROK1,0_PROKR1,0_PROL1,0_PRPF4,0_PRR15,0_PTGES2,0_PTGFR,0_PTMA,0_PTPLB,0_PTPN23,0_PTPRG,0_PTPRH,0_PTPRQ,0_PTPRZ1,0_PUS1,0_PUS7,0_PVRL2,0_PYGO2,0_PYROXD2,0_PYY,0_RABEP2,0_RACGAP1,0_RAE1,0_RASAL3,0_RBM41,0_RBP7,0_RDH14,0_RELB,0_REPIN1,0_REPS1,0_RFTN1,0_RFTN2,0_RFX2,0_RFXAP,0_RGN,0_RGS1,0_RIPK2,0_RIPK4,0_RLN1,0_RNASE7,0_RND3,0_RNF186,0_RNF214,0_RNF31,0_RNF39,0_RNF40,0_RNF41,0_RNPEP,0_ROBO2,0_ROBO4,0_ROD1,0_ROGDI,0_RORB,0_RPGR,0_RPH3A,0_RPL23AP64,0_RPL23A,0_RPL27A,0_RPPH1,0_RPS6KA1,0_RPS6KA2,0_RPUSD4,0_RSPO3,0_RTKN2,0_RUVBL1,0_RWDD1,0_S100A12,0_S100B,0_SAA1,0_SALL4,0_SBDSP1,0_SCARB2,0_SCGN,0_SCN2A,0_SCUBE2,0_SDHD,0_SDPR,0_SDSL,0_SDS,0_SEC63,0_SEMA3B,0_SEPT12,0_SEPT7,0_SERPINA9,0_SERPIND1,0_SEZ6,0_SFI1,0_SFPQ,0_SFTPA1,0_SGK1,0_SH2D1A,0_SH3D19,0_SH3GL3,0_SHISA3,0_SHKBP1,0_SIGIRR,0_SIK2,0_SILV,0_SIM1,0_SKAP1,0_SLA2,0_SLAMF8,0_SLC12A3,0_SLC14A2,0_SLC15A2,0_SLC16A12,0_SLC19A2,0_SLC19A3,0_SLC22A1,0_SLC24A4,0_SLC25A18,0_SLC25A34,0_SLC25A35,0_SLC25A42,0_SLC25A43,0_SLC25A4,0_SLC26A7,0_SLC28A3,0_SLC35F3,0_SLC36A2,0_SLC38A2,0_SLC4A1,0_SLC4A4,0_SLC5A1,0_SLC5A4,0_SLC8A3,0_SLFN13,0_SLIT3,0_SLITRK2,0_SMAP1,0_SMR3B,0_SMTNL2,0_SMUG1,0_SNF8,0_SNHG5,0_SNRPD1,0_SNRPF,0_SNTB2,0_SNTG2,0_SNTN,0_SNX3,0_SORD,0_SP2,0_SPA17,0_SPATA22,0_SPATS2,0_SPDYC,0_SPEG,0_SPIB,0_SPIN2A,0_SPINK4,0_SPNS2,0_SPOCK3,0_SPRR2B,0_SPRY1,0_SPTBN1,0_SREBF1,0_SRPK2,0_SRPX2,0_SRPX,0_ST8SIA1,0_STEAP4,0_STOML2,0_SUMO1P3,0_SV2B,0_SVIL,0_SVIP,0_SYNE1,0_SYNM,0_SYT13,0_SYT1,0_TACC2,0_TACR1,0_TAL1,0_TARSL2,0_TAS1R1,0_TBC1D2B,0_TBPL1,0_TBX19,0_TBX2,0_TDRD10,0_TDRD6,0_TEAD4,0_TFF3,0_TGFBR3,0_THAP4,0_THRA,0_TIMP2,0_TJP3,0_TLE1,0_TLE4,0_TLX1NB,0_TLX1,0_TM6SF2,0_TMBIM1,0_TMEM125,0_TMEM130,0_TMEM143,0_TMEM145,0_TMEM178,0_TMEM184C,0_TMEM191A,0_TMEM196,0_TMEM207,0_TMEM217,0_TMEM31,0_TMEM69,0_TMEM87B,0_TMEM97,0_TMIGD2,0_TMOD2,0_TMPPE,0_TMPRSS2,0_TNFRSF11A,0_TNFRSF21,0_TNFRSF9,0_TNNI3,0_TOX3,0_TPI1P2,0_TRABD,0_TRAF3IP3,0_TREH,0_TRHDE,0_TRIM2,0_TRIM37,0_TRIM39,0_TRIM45,0_TRIM62,0_TRMT2A,0_TRPM3,0_TRPS1,0_TRUB2,0_TSC22D3,0_TSEN15,0_TSHZ2,0_TSLP,0_TSPAN1,0_TTC24,0_TTLL5,0_TUBA3D,0_TUBA3E,0_TXNDC11,0_TXNIP,0_TYMS,0_TYRP1,0_UBASH3A,0_UBE2S,0_UBE2T,0_UBQLN3,0_UGDH,0_UGT2B4,0_UNC13B,0_UPK3A,0_USHBP1,0_USP25,0_USP44,0_USPL1,0_UTF1,0_VAMP3,0_VIP,0_VKORC1L1,0_VOPP1,0_VPS24,0_VSIG1,0_VSIG8,0_VSX2,0_VWCE,0_VWF,0_WASF3,0_WDR24,0_WDR59,0_WISP3,0_WNT11,0_WNT3A,0_WRAP53,0_WSCD2,0_XAGE3,0_XKRX,0_ZBED3,0_ZBTB10,0_ZBTB12,0_ZBTB16,0_ZBTB20,0_ZBTB41,0_ZC3H12C,0_ZFAND1,0_ZFPM2,0_ZNF238,0_ZNF275,0_ZNF282,0_ZNF284,0_ZNF334,0_ZNF385B,0_ZNF391,0_ZNF444,0_ZNF586,0_ZNF589,0_ZNF629,0_ZNF672,0_ZNF764,0_ZP1,0_ZSCAN16,0_ZSCAN1,0_ZSCAN4
0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,174,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,119,108,0,0,0,0,0,4,78,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,4,39,0,41,0,0,103,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,0,0,0,52,0,0,0,0,0,0,62,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,144,75,0,0,0,23,0,0,0,0,0,0,31,143,0,0,0,79,0,0,0,84,0,120,0,0,0,0,0,0,0,0,0,0,47,0,0,55,0,0,0,0,0,0,0,61,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,84,0,0,120,0,0,0,0,0,36,0,0,77,0,0,0,0,40,119,0,0,0,0,0,1,0,0,0,0,56,0,0,48,0,26,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,60,33,0,43,93,0,0,0,0,20,0,9,42,0,72,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,66,0,0,0,0,217,0,0,0,0,0,0,30,0,23,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,45,0,0,140,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,80,0,0,0,0,0,14,0,0,0,147,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,93,0,0,0,0,28,0,0,0,27,0,0,0,0,105,0,0,0,0,105,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,109,25,0,0,0,0,0,0,0,24,0,0,244,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,140,0,0,0,51,0,71,174,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,137,0,56,0,0,0,69,0,0,0,0,0,0,96,0,0,0,0,0,0,199,39,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,99,0,0,144,0,0,0,0,157,73,0,0,0,0,0,0,0,0,6,0,0,0,0,0,72,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,45,24,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,140,31,0,0,0,0,0,0,0,0,0,0,0,72,0,0,36,0,0,0,0,0,0,0,0,0,88,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,117,0,15,0,0,0,54,0,0,0,0,0,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,54,0,0,0,129,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,87,0,0,0,87,0,85,0,0,0,0,0,117,51,0,0,0,0,0,0,82,0,0,0,88,0,0,0,0,137,39,0,0,0,98,40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,58,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,49,64,0,16,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,85,0,0,0,151,0,0,0,131,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,77,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,104,0,0,77,0,0,35,0,212,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,222,0,0,33,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
100,2,0,0,0,1,1,0,0,0,1,0,2,1,7,0,1,0,7,0,0,0,0,0,0,1,30,0,0,0,0,0,73,0,1,2,1,58,0,0,1,11,0,21,0,0,0,0,0,0,274,29,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,50,0,1,0,0,0,0,0,5,0,1,1,2,0,0,3,0,1,0,0,0,0,1,0,0,12,0,1,0,0,1,407,0,1,0,1,0,1,1,1,0,0,1,2,0,0,0,0,149,65,0,1,0,0,4,1,1,4,0,6,5,107,0,1,0,386,1,0,0,8,0,87,0,0,0,2,3,2,0,0,1,3,0,1,0,100,0,0,1,1,0,0,0,0,1,0,0,1,0,0,7,0,0,1,0,0,0,1,0,5,3,0,6,0,0,0,0,0,0,0,358,0,0,0,0,138,6,0,1,0,0,3,46,0,2,1,1,0,0,0,8,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,3,0,0,10,1,1,0,1,2,0,1,165,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,1,0,0,0,201,0,0,1,1,0,0,0,0,0,0,1,3,225,0,0,0,0,0,0,0,0,0,353,4,3,0,2,0,4,41,0,0,0,0,2,7,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,1,9,0,2,0,0,182,2,0,0,2,14,5,0,0,2,1,0,0,1,0,0,3,0,0,0,0,1,0,0,13,1,0,1,0,0,0,1,0,1,51,0,0,0,2,0,1,0,0,0,0,139,3,0,2,0,0,0,0,4,0,135,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,62,0,0,0,0,0,0,0,0,125,0,13,0,1,0,0,0,141,0,0,0,70,0,1,0,0,17,0,1,0,1,0,1,1,0,0,34,5,1,0,0,1,0,0,62,0,0,3,0,0,10,4,0,0,1,0,5,6,0,0,0,1,2,15,0,1,0,0,0,0,13,4,0,0,1,1,297,0,0,48,0,0,1,36,0,1,0,0,398,18,0,0,9,0,25,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,2,4,0,2,25,2,3,0,0,1,0,0,0,2,383,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,0,0,2,0,2,1,53,12,0,0,0,0,5,0,0,0,0,0,68,173,3,0,0,1,2,0,378,0,0,3,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,1,0,0,9,1,0,1,0,0,0,0,39,0,0,0,1,0,0,0,2,3,1,0,0,0,114,0,0,0,0,1,0,1,0,0,0,241,0,1,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,150,24,0,0,0,0,0,6,0,1,22,1,0,1,0,10,0,0,1,0,0,125,0,1,0,0,9,6,0,0,0,0,85,0,0,0,0,2,0,0,1,0,2,0,0,0,1,8,6,0,0,0,8,0,1,5,3,38,0,1,1,0,0,0,0,1,0,1,7,1,6,0,1,0,0,1,0,5,0,1,0,0,0,4,0,0,0,0,0,200,0,1,0,9,1,0,0,0,183,1,1,1,0,1,2,0,0,0,0,0,1,12,1,0,1,1,0,0,197,1,0,8,220,1,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,187,0,0,0,4,3,1,0,0,0,349,2,0,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,3,1,0,0,163,0,0,2,1,0,0,37,1,1,1,0,0,76,2,1,0,2,0,4,1,0,0,3,0,0,0,0,1,167,15,0,0,0,3,0,2,0,2,0,0,0,0,1,1,0,0,3,0,0,0,91,0,1,0,0,5,0,1,8,0,0,0,0,1,1,2,1,0,0,1,5,1,0,0,0,0,3,9,1,1,0,0,1,0,0,7,1,1,0,0,0,0,1,0,0,255,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,1,0,0,1,3,198,0,0,0,60,0,0,0,0,0,0,0,0,83,44,5,0,0,0,8,0,1,0,1,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,4,0,13,2,0,1,0,0,1,1,0,0,0,79,0,0,42,0,1,0,0,344,0,0,0,0,0,0,3,58,1,0,356,1,1,1,15,284,0,1,13,0,8,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,12,0,0,52,0,0,0,4,6,0,0,13,0,0,1
