0_age_at_initial_pathologic_diagnosis,1_ACSS3.79611,1_ADAMTSL4.54507,1_AGPAT9.84803,1_ALS2CL.259173,1_AMHR2.269,1_ANKRD32.84250,1_ANKRD53.79998,1_BEX4.56271,1_BGN.633,1_BID.637,1_BRCA1.672,1_C10orf114.399726,1_C11orf63.79864,1_C1orf105.92346,1_C6orf58.352999,1_CCDC153.283152,1_CCNB1.891,1_CD97.976,1_CDC20B.166979,1_CDKN2BAS.100048912,1_CHRND.1144,1_COL4A2.1284,1_CPA2.1358,1_CTCF.10664,1_DPY19L1.23333,1_DUSP26.78986,1_EEF1D.1936,1_EEPD1.80820,1_EIF3L.51386,1_ELK1.2002,1_ENHO.375704,1_FAM45A.404636,1_FGD6.55785,1_FGGY.55277,1_FOLR4.390243,1_FSTL1.11167,1_GRID1.2894,1_HLCS.3141,1_HOXA6.3203,1_IGF2BP3.10643,1_KIAA1279.26128,1_KIAA1524.57650,1_KIF4A.24137,1_KLHL25.64410,1_KLK15.55554,1_LDHB.3945,1_LOC284276.284276,1_LOC541471.541471,1_MAB21L1.4081,1_MRPS16.51021,1_MYOD1.4654,1_NCEH1.57552,1_NDST4.64579,1_NOG.9241,1_PMFBP1.83449,1_POLD3.10714,1_PRSS35.167681,1_PTGFRN.5738,1_RAB27A.5873,1_REXO2.25996,1_RPL7.6129,1_RYR3.6263,1_SERPINH1.871,1_SHCBP1.79801,1_SKP2.6502,1_SLC13A3.64849,1_SLC35F5.80255,1_SLITRK5.26050,1_SMCP.4184,1_SSTR5.6755,1_TCF25.22980,1_TCF7L1.83439,1_TLE3.7090,1_TOB1.10140,1_TTC22.55001,1_TYR.7299,1_UGCG.7357,1_ULBP3.79465,1_USP3.9960,1_USP53.54532,1_VSIG10L.147645,1_WEE1.7465,1_ZFYVE27.118813,1_ZNF648.127665,1_ZNF695.57116
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
