gen,evals,gen_feats,explored,survival SKSurv Cox model concordance index_min,survival SKSurv Cox model concordance index_avg,survival SKSurv Cox model concordance index_max,survival SKSurv Cox model concordance index_std,root leanness_min,root leanness_avg,root leanness_max,root leanness_std
0,500,234,234,0.745940481104343,0.9048190062185296,0.9393618563214868,0.03551597468900944,0.2,0.33303385957880743,0.7071067811865476,0.11576515629786142
1,406,206,251,0.745940481104343,0.9021611682599876,0.9393618563214868,0.03724298184603351,0.2,0.34644826658400585,0.7071067811865476,0.11781413958140581
2,428,213,273,0.745940481104343,0.902768050402103,0.9393618563214868,0.03714830325052201,0.2,0.3509719355786846,0.7071067811865476,0.12083478776387485
3,394,208,282,0.745940481104343,0.9035894433519374,0.9393618563214868,0.036678480543139956,0.2,0.3513346788394292,0.7071067811865476,0.11994520126786
4,402,219,291,0.5,0.9027707403022389,0.9393618563214868,0.041443318772431334,0.2,0.3536985299220161,1.0,0.124282843965477
5,410,207,294,0.5,0.9021853682124243,0.9393618563214868,0.04295609795625696,0.2,0.3557079106750824,1.0,0.12720037893131986
6,404,212,295,0.5,0.9017433682238866,0.9393618563214868,0.04341780859646355,0.2,0.3573789436251628,1.0,0.1278545562640208
7,406,228,297,0.5,0.9013383728585942,0.9393618563214868,0.04431881280952825,0.2,0.3585918610997963,1.0,0.1298484944291819
8,398,205,298,0.5,0.9013216965661333,0.9393618563214868,0.04432679501500378,0.2,0.35875382123727406,1.0,0.12975864997391132
9,410,207,298,0.5,0.9013597012364464,0.9393618563214868,0.04433653427232495,0.2,0.35875382123727406,1.0,0.12975864997391132
10,394,202,298,0.5,0.9014474790319484,0.9393618563214868,0.044313304517604894,0.2,0.3584350989341396,1.0,0.12962100768465673
11,408,221,298,0.5,0.9014015089698524,0.9393618563214868,0.044356981614472935,0.2,0.3584954028610713,1.0,0.12993755705717788
12,407,214,298,0.5,0.9015405906494636,0.9393618563214868,0.04431531157562302,0.2,0.358087418278585,1.0,0.12980117757289042
13,390,195,298,0.5,0.9015013277543387,0.9393618563214868,0.044340645800091755,0.2,0.3582709216976573,1.0,0.12993674677053108
14,400,195,298,0.5,0.9014354765177225,0.9393618563214868,0.04434145736699163,0.2,0.35845496274655136,1.0,0.12994223528591398
15,415,211,298,0.5,0.9010276780416764,0.9393618563214868,0.045061865950608064,0.2,0.35946689329036985,1.0,0.13162508926328556
16,413,213,298,0.5,0.9010296319930245,0.9393618563214868,0.04506173697718708,0.2,0.35946689329036985,1.0,0.13162508926328556
17,398,201,298,0.5,0.9009578430796186,0.9393618563214868,0.045088051847384625,0.2,0.3598002266237032,1.0,0.1317694433270007
18,396,203,298,0.5,0.9010820201453824,0.9393618563214868,0.04504178498463776,0.2,0.35927957288055645,1.0,0.13156671313885948
19,405,207,298,0.5,0.900957396000633,0.9393618563214868,0.04508795572439143,0.2,0.3598002266237031,1.0,0.13176944332700066
20,401,216,298,0.5,0.900995267243256,0.9393618563214868,0.04506446638305663,0.2,0.35961672320463095,1.0,0.13163789347324356
21,400,210,298,0.5,0.9010230684844293,0.9393618563214868,0.045072472798586435,0.2,0.3595724660993699,1.0,0.13171656356971773
22,418,202,298,0.5,0.900974981328437,0.9393618563214868,0.045079234244563664,0.2,0.359722296013631,1.0,0.13172923880897053
23,408,199,298,0.5,0.9009560696909049,0.9393618563214868,0.045088904916930045,0.2,0.3598002266237031,1.0,0.13176944332700066
24,411,208,298,0.5,0.9010381509237536,0.9393618563214868,0.04504867379602019,0.2,0.35942940279481755,1.0,0.131579736331511
25,402,204,298,0.5,0.900954981459013,0.9393618563214868,0.04508977467954928,0.2,0.3598002266237031,1.0,0.13176944332700066
26,407,218,298,0.5,0.9009747198077717,0.9393618563214868,0.04507907558076125,0.2,0.359722296013631,1.0,0.13172923880897053
27,414,212,298,0.5,0.9009763837999389,0.9393618563214868,0.04507839740557186,0.2,0.359722296013631,1.0,0.13172923880897053
28,396,203,298,0.5,0.9009588541725366,0.9393618563214868,0.04508708031442028,0.2,0.35980022662370315,1.0,0.1317694433270007
29,389,200,298,0.5,0.9010234268725407,0.9393618563214868,0.04507190601809329,0.2,0.35957246609936994,1.0,0.13171656356971773
30,407,211,298,0.5,0.9009902498146817,0.9393618563214868,0.0450739377820453,0.2,0.3596617283787217,1.0,0.13171387435847712
31,411,208,298,0.5,0.9009958105515163,0.9393618563214868,0.04506414562278435,0.2,0.35961672320463095,1.0,0.13163789347324356
32,405,206,298,0.5,0.9009593974807967,0.9393618563214868,0.045086760153817906,0.2,0.3598002266237032,1.0,0.1317694433270007
33,408,205,298,0.5,0.901043447447637,0.9393618563214868,0.04507657536230894,0.2,0.3595382549647369,1.0,0.13172559542506393
34,407,204,298,0.5,0.9009588541725366,0.9393618563214868,0.04508708031442028,0.2,0.35980022662370315,1.0,0.1317694433270007
35,418,201,298,0.5,0.9009886137225721,0.9393618563214868,0.045074353251979844,0.2,0.3596617283787217,1.0,0.13171387435847712
36,414,203,298,0.5,0.9009892511062783,0.9393618563214868,0.045074187871377534,0.2,0.3596617283787217,1.0,0.13171387435847712
37,406,216,298,0.5,0.9010237107641069,0.9393618563214868,0.04507194121637295,0.2,0.3595724660993699,1.0,0.13171656356971773
38,412,202,298,0.5,0.9009756236081148,0.9393618563214868,0.045078703427227286,0.2,0.359722296013631,1.0,0.13172923880897053
39,397,199,298,0.5,0.900975813668535,0.9393618563214868,0.045078626317245754,0.2,0.359722296013631,1.0,0.13172923880897053
40,426,198,298,0.5,0.9009573571868459,0.9393618563214868,0.045087979347446246,0.2,0.3598002266237031,1.0,0.1317694433270007
41,406,218,298,0.5,0.9009588541725366,0.9393618563214868,0.04508708031442028,0.2,0.3598002266237032,1.0,0.1317694433270007
42,400,201,298,0.5,0.9009998722984032,0.9393618563214868,0.04507209387006074,0.2,0.3596129062138898,1.0,0.1317116052501673
43,401,208,298,0.5,0.9010237107641069,0.9393618563214868,0.04507194121637295,0.2,0.3595724660993699,1.0,0.13171656356971773
44,389,191,298,0.5,0.9010627382736813,0.9393618563214868,0.04506272866277467,0.2,0.3594326821557368,1.0,0.13163409995707365
45,413,210,298,0.5,0.9010396117380858,0.9393618563214868,0.04507981903797732,0.2,0.3595382549647369,1.0,0.13172559542506393
46,413,206,298,0.5,0.9009951044945794,0.9393618563214868,0.04506480919979306,0.2,0.3596167232046309,1.0,0.13163789347324356
47,409,209,298,0.5,0.9009968323637204,0.9393618563214868,0.04506377247728153,0.2,0.35961672320463084,1.0,0.13163789347324356
48,410,204,298,0.5,0.9009593974807967,0.9393618563214868,0.045086760153817906,0.2,0.3598002266237032,1.0,0.1317694433270007
49,404,207,298,0.5,0.9010610766796426,0.9393618563214868,0.04504871986947154,0.2,0.35938896268029763,1.0,0.13158464322370975
