gen,evals,gen_feats,explored,PanKidney random forest balanced accuracy_min,PanKidney random forest balanced accuracy_avg,PanKidney random forest balanced accuracy_max,PanKidney random forest balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,634,634,0.25,0.7855014323949246,0.89426045121116,0.12139836389416041,0.0196078431372549,0.08645159921003963,1.0,0.16639727876448268
1,512,881,899,0.25,0.7837892589530314,0.89426045121116,0.11643595772739301,0.017543859649122806,0.0938436854318677,1.0,0.10844449522232989
2,500,922,1137,0.25,0.7981120739199589,0.89426045121116,0.10578082108498464,0.01694915254237288,0.09835699360055267,1.0,0.11513685065293636
3,500,951,1382,0.25,0.8094335155743098,0.89426045121116,0.09336772397426384,0.01694915254237288,0.0993071423010106,1.0,0.11465038205943646
4,500,937,1586,0.25,0.8185890811990845,0.89426045121116,0.08785115180286496,0.01694915254237288,0.09851172690062737,1.0,0.11498736588527735
5,500,967,1816,0.25,0.8248002220234663,0.8981912860013698,0.08393770809336969,0.01694915254237288,0.0987515747412804,1.0,0.11393857934963544
6,500,1015,2070,0.25,0.827203849251586,0.8981912860013698,0.0830165164714724,0.01694915254237288,0.10212912695300184,1.0,0.11398119227502271
7,500,962,2281,0.25,0.8321031904467955,0.8988059057566146,0.08169497584852528,0.018518518518518517,0.10117443282356776,1.0,0.11420762982493966
8,500,981,2513,0.25,0.8343994060787794,0.8988059057566146,0.0815063908118347,0.018518518518518517,0.10329917557016986,1.0,0.11521349831640397
9,500,988,2732,0.25,0.8382274756010741,0.8988059057566146,0.07875978623358519,0.018518518518518517,0.10303946781953342,1.0,0.11373708815428928
10,500,960,2948,0.25,0.8393665767383389,0.9027070304051619,0.07749556560769451,0.018518518518518517,0.10651361862812328,1.0,0.1151219142026836
11,500,1025,3186,0.25,0.8422636142851994,0.9027070304051619,0.07661745536581895,0.01818181818181818,0.10613840147270892,1.0,0.11516410821436347
12,500,1034,3413,0.25,0.8442979525065785,0.9066030297022566,0.07681119740816565,0.017857142857142856,0.1066269839201127,1.0,0.11497734431115302
13,500,1011,3629,0.25,0.8456388260016402,0.9066030297022566,0.07808092945216011,0.017857142857142856,0.10881843616283755,1.0,0.11695625009125102
14,500,992,3823,0.25,0.847073266899016,0.9066030297022566,0.07802893917851221,0.017857142857142856,0.10947985792210002,1.0,0.11694845459547994
15,500,1006,4017,0.25,0.8486732014522204,0.9066030297022566,0.07803638867589878,0.017857142857142856,0.10967114978991231,1.0,0.11685981453247159
16,500,1017,4215,0.25,0.8486922424708023,0.9066030297022566,0.08042433367944997,0.017857142857142856,0.11208046954158926,1.0,0.11876913997439084
17,500,973,4398,0.25,0.8511501389477146,0.9066030297022566,0.07984761596374403,0.01818181818181818,0.11140323229116114,1.0,0.11891606041121716
18,500,1022,4576,0.25,0.8528608574093433,0.9066030297022566,0.07990231504775674,0.017543859649122806,0.1116677871409639,1.0,0.11861521402221088
19,500,1017,4775,0.25,0.8523826759741547,0.9079719209591954,0.0815985833591614,0.017857142857142856,0.11618481305648805,1.0,0.11933730445325155
20,500,1018,4969,0.25,0.852299408219036,0.9105092797022566,0.08238799949359603,0.017857142857142856,0.12036322285243757,1.0,0.12004281895288912
21,500,1009,5147,0.25,0.8524569699710728,0.9105092797022566,0.0834980350406104,0.017857142857142856,0.12388798583254011,1.0,0.12101482224706044
22,500,1013,5331,0.25,0.8560182922666895,0.9137711998053493,0.08181290472029848,0.017857142857142856,0.12205530714343246,1.0,0.11934732236067995
