gen,evals,gen_feats,explored,expression_subtype svm balanced accuracy_min,expression_subtype svm balanced accuracy_avg,expression_subtype svm balanced accuracy_max,expression_subtype svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,638,638,0.14285714285714285,0.624162979148761,0.8681896072052953,0.17101119608268764,0.0196078431372549,0.09198841139293298,1.0,0.15468131548041503
1,380,1037,1062,0.14285714285714285,0.6529564604578769,0.8723907116215426,0.16149245056342526,0.01639344262295082,0.07967645600499432,1.0,0.09669837861347169
2,345,1147,1483,0.14285714285714285,0.6692994524651125,0.8723907116215426,0.1627895522044779,0.015873015873015872,0.08098638399835388,1.0,0.09837945957512308
3,362,1155,1860,0.14285714285714285,0.6822840959674618,0.8845248122982843,0.15907333015001748,0.015873015873015872,0.08042063642830646,1.0,0.097388106758311
4,356,1163,2229,0.14285714285714285,0.6930716533824747,0.8880004526568922,0.16098689638600772,0.015873015873015872,0.08090752884796673,1.0,0.09939095760310991
5,368,1182,2592,0.14285714285714285,0.7083442318654521,0.8949247427880136,0.15680824861915116,0.015873015873015872,0.07799700533540849,1.0,0.09841709841131431
6,359,1155,2972,0.14285714285714285,0.7168103515846119,0.9083671827010414,0.15870839612704316,0.015384615384615385,0.07744874331692103,1.0,0.09867812363578364
7,370,1208,3349,0.14285714285714285,0.7243205092428306,0.9083671827010414,0.16041403381900768,0.015151515151515152,0.0769081385066722,1.0,0.09888853408731296
8,367,1147,3684,0.14285714285714285,0.7374442295550883,0.9119573511627925,0.15958729194042426,0.014084507042253521,0.07363677501358785,1.0,0.09809317165501909
9,361,1138,4003,0.13612884429625485,0.7445138618274759,0.912942168253925,0.16254822267696964,0.013888888888888888,0.07348294700984005,1.0,0.10020816647270664
10,366,1104,4307,0.14285714285714285,0.7481642242311055,0.912942168253925,0.16108188031132445,0.0136986301369863,0.07374328071734419,1.0,0.1002001027451013
11,352,1080,4627,0.14285714285714285,0.7537227634682802,0.912942168253925,0.16122234143783223,0.013513513513513514,0.0732423731918179,1.0,0.10035474624050535
12,362,1123,4948,0.14285714285714285,0.760310358904621,0.912942168253925,0.160680120939355,0.013513513513513514,0.07242161825045076,1.0,0.10052605672242144
13,369,1122,5258,0.14285714285714285,0.7702337169160405,0.9140214290346584,0.15509213360673327,0.012987012987012988,0.06915037311353185,1.0,0.09753837251676051
14,364,1121,5546,0.14285714285714285,0.7743975757251808,0.9159696371725664,0.15336676957082476,0.012195121951219513,0.06886769485400927,1.0,0.09758075878271585
