gen,evals,gen_feats,explored,expression_subtype svm balanced accuracy_min,expression_subtype svm balanced accuracy_avg,expression_subtype svm balanced accuracy_max,expression_subtype svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,655,655,0.14285714285714285,0.6479843829509873,0.8683320381568695,0.16946977611047337,0.0196078431372549,0.0878346805204604,1.0,0.1535633848270015
1,365,1056,1088,0.14285714285714285,0.6602870034926871,0.8683320381568695,0.16536276620776338,0.017543859649122806,0.0814399965412583,1.0,0.09843094940448055
2,361,1163,1503,0.14285714285714285,0.6764965684895713,0.8734457633475269,0.16623454026154988,0.017241379310344827,0.08267430860803751,1.0,0.10028904415709093
3,339,1150,1873,0.14285714285714285,0.6934375533497157,0.8881459786383445,0.16173735595714853,0.014492753623188406,0.08107288329511769,1.0,0.10110891350338652
4,360,1160,2223,0.14285714285714285,0.7109039991265557,0.8999839156910999,0.15791288673476445,0.014084507042253521,0.07803452489086019,1.0,0.10047159932890364
5,359,1216,2597,0.14285714285714285,0.7214505180136994,0.9112682326944369,0.15613899923990443,0.0125,0.07700065774374229,1.0,0.10053707010584643
6,354,1201,2964,0.14285714285714285,0.7260474214424598,0.9112682326944369,0.1586113761166709,0.0125,0.0782142864775423,1.0,0.10254557374425759
7,373,1273,3364,0.14285714285714285,0.732107438140429,0.9149045963308007,0.15891564139236936,0.013157894736842105,0.07820739672848655,1.0,0.10266411660075768
8,363,1229,3723,0.14285714285714285,0.7412972127405741,0.9149045963308007,0.1577745624163859,0.012658227848101266,0.07717524249284777,1.0,0.10277589276563212
9,360,1210,4075,0.14285714285714285,0.7529459497704332,0.9149045963308007,0.1528328670259495,0.012658227848101266,0.07398430265828038,1.0,0.09995171011293913
10,367,1241,4377,0.14285714285714285,0.7550789689270764,0.9260532982358051,0.15246400245461922,0.012658227848101266,0.07432626286318415,1.0,0.09984207685725516
11,356,1186,4712,0.14285714285714285,0.7590255200151567,0.9260532982358051,0.15325305546154522,0.0136986301369863,0.07430539369955437,1.0,0.09988370520840614
12,359,1178,5052,0.14285714285714285,0.7660485256566923,0.9316039805068091,0.1545440423730118,0.0136986301369863,0.0730265347773346,1.0,0.10025270524199043
13,351,1123,5364,0.14285714285714285,0.7650624271771153,0.9316039805068091,0.1537886375852303,0.0136986301369863,0.07437794078535566,1.0,0.10007791424848003
14,372,1182,5663,0.14285714285714285,0.76801342277454,0.9316039805068091,0.15280846912450535,0.0136986301369863,0.07427903571214173,1.0,0.10002110566598058
15,355,1126,5929,0.14285714285714285,0.7699640281116551,0.9335061628315267,0.15208126785383438,0.0136986301369863,0.07456561564794614,1.0,0.10000532518820264
16,357,1179,6240,0.14285714285714285,0.774182320358985,0.9345032059246761,0.15234533955410076,0.0136986301369863,0.0741839052927871,1.0,0.10021255351586689
17,370,1171,6525,0.14285714285714285,0.7833970772379342,0.9383447425393218,0.15185373006692054,0.013513513513513514,0.07181885325123048,1.0,0.10032628430366625
18,336,1118,6772,0.14285714285714285,0.7911262243123718,0.9433020811988737,0.14703221270786343,0.013157894736842105,0.06885361953630001,1.0,0.09734252619524054
19,354,1127,7015,0.14285714285714285,0.7903666435667146,0.9433020811988737,0.15131554680437323,0.013157894736842105,0.07082425129772714,1.0,0.10022066608330743
20,374,1141,7277,0.14285714285714285,0.7883615764606509,0.9433020811988737,0.15328675860314125,0.013888888888888888,0.07244454054792648,1.0,0.10050830076023623
21,373,1134,7539,0.14285714285714285,0.7972460839637736,0.9433020811988737,0.15065562766479323,0.0136986301369863,0.07024210354380096,1.0,0.10048650100737881
22,374,1074,7767,0.14285714285714285,0.8021297185651239,0.9437874324357933,0.14699571652957694,0.0136986301369863,0.06850532911061456,1.0,0.0977838731715781
23,355,1050,8003,0.14285714285714285,0.8028450291400582,0.9437874324357933,0.14626664580309098,0.0136986301369863,0.06887801653222962,1.0,0.09768237901447971
24,356,1060,8244,0.14285714285714285,0.8053561585062141,0.9437874324357933,0.14457149026060812,0.013333333333333334,0.0685977419521945,1.0,0.0975640333340806
25,371,1055,8474,0.14285714285714285,0.8056760363582709,0.9560668285831027,0.14348839019445317,0.013333333333333334,0.06897772304148271,1.0,0.09743157525605692
26,350,1022,8723,0.14285714285714285,0.8067779712303845,0.9560668285831027,0.14348975577875217,0.013333333333333334,0.06917296281529287,1.0,0.0974584215225172
27,356,1033,8924,0.14285714285714285,0.8084324578962548,0.9560668285831027,0.1415440788794376,0.0125,0.06899909577410039,1.0,0.09719109792284443
28,352,1009,9154,0.14285714285714285,0.8112430755165587,0.9560668285831027,0.14302659222422792,0.0125,0.06878167493359248,1.0,0.09751971205757404
29,389,1066,9372,0.14285714285714285,0.8116577635615131,0.9560668285831027,0.1437131586032134,0.0125,0.06931396964375613,1.0,0.09762685143185358
30,368,1035,9587,0.14285714285714285,0.8134808664262185,0.9568217972372312,0.14400580306716232,0.0125,0.06914261078054977,1.0,0.09765867485050732
31,368,1051,9786,0.14285714285714285,0.8172001719628067,0.9568217972372312,0.1448339518228394,0.0125,0.06830847416550016,1.0,0.09794098327206512
32,361,996,9963,0.14285714285714285,0.8185174221691041,0.9596890980036914,0.14492363900772148,0.012345679012345678,0.0683720658784947,1.0,0.09798672779824032
33,376,1047,10159,0.14285714285714285,0.8213241070700581,0.9596890980036914,0.1449543091453831,0.012345679012345678,0.0680116075084331,1.0,0.09809277994753832
34,361,1040,10334,0.14285714285714285,0.8244602788897167,0.9596890980036914,0.14398863724043964,0.012195121951219513,0.06704639261104321,1.0,0.09795331146010175
35,357,1056,10512,0.14285714285714285,0.8297585975568861,0.9596890980036914,0.13921771595682714,0.012048192771084338,0.06445046494156367,1.0,0.09486511730736322
36,364,1046,10708,0.14285714285714285,0.8301804538915274,0.9631555983633154,0.13917146608016387,0.011904761904761904,0.06459590552297985,1.0,0.09482415814788077
37,350,1025,10879,0.14285714285714285,0.8319500631003248,0.9631555983633154,0.13908053966026934,0.011764705882352941,0.06437170650715236,1.0,0.09489641156403252
38,380,1061,11057,0.14285714285714285,0.8345537861107869,0.9638907786759603,0.13975788298229097,0.011764705882352941,0.06393713282391159,1.0,0.09504343748919877
39,345,1019,11223,0.14285714285714285,0.8370481520039645,0.9638907786759603,0.13980977635436992,0.011494252873563218,0.06346544312901158,1.0,0.09516812420828638
40,354,1045,11379,0.14285714285714285,0.8378795544737478,0.9638907786759603,0.13973487790870448,0.011494252873563218,0.06355728277177662,1.0,0.09516306029315948
41,364,1068,11539,0.14285714285714285,0.8390240052652598,0.9638907786759603,0.1400605748686929,0.011494252873563218,0.06344267289611996,1.0,0.09522246944031415
42,344,1031,11680,0.14285714285714285,0.8419997630725031,0.9638907786759603,0.14015673546533589,0.011494252873563218,0.0628714022359394,1.0,0.09540153496578266
43,352,999,11822,0.14285714285714285,0.8428794261797434,0.9638907786759603,0.14011359963693065,0.011627906976744186,0.06291388788776256,1.0,0.09540602028606233
44,355,1031,11946,0.14285714285714285,0.8428135154034692,0.9638907786759603,0.13973719893923278,0.011627906976744186,0.06320638807010126,1.0,0.09533851360390042
45,354,1032,12076,0.14285714285714285,0.8445822610227322,0.9638907786759603,0.14003896362548085,0.011627906976744186,0.06292095386276128,1.0,0.09544765355158082
46,360,1052,12213,0.14285714285714285,0.844027253956706,0.9638907786759603,0.13919539272220632,0.011627906976744186,0.06329152471589343,1.0,0.09529600925583417
47,366,1046,12340,0.14285714285714285,0.8453590241286443,0.9638907786759603,0.13951386878506647,0.011627906976744186,0.06311524908471923,1.0,0.09537962189535132
48,366,1063,12469,0.14285714285714285,0.8454001848989374,0.9638907786759603,0.13910913068932843,0.011627906976744186,0.06324333166121074,1.0,0.0953241831885211
49,356,1005,12598,0.14285714285714285,0.845689169364847,0.9638907786759603,0.13895895168142564,0.011627906976744186,0.06330445809481045,1.0,0.09530178812400071
50,357,1006,12710,0.14285714285714285,0.8458804743726177,0.9638907786759603,0.1388572204960703,0.011627906976744186,0.06337787538817581,1.0,0.09527555112790392
51,350,983,12828,0.14285714285714285,0.8474314357301408,0.9638907786759603,0.13895391551678266,0.011627906976744186,0.06321375995367423,1.0,0.09535705428553867
52,367,988,12941,0.14285714285714285,0.8477924124252281,0.9638907786759603,0.13854813374958358,0.011627906976744186,0.06326890066782381,1.0,0.09529484226031583
53,367,977,13047,0.14285714285714285,0.8488300534641119,0.9638907786759603,0.138607442219932,0.011627906976744186,0.06314344177027527,1.0,0.09534461618448878
54,358,992,13139,0.14285714285714285,0.8497353520584174,0.9638907786759603,0.13869059954012103,0.011627906976744186,0.06291812905576387,1.0,0.09540647956123889
55,358,1030,13245,0.14285714285714285,0.8516687581436593,0.9638907786759603,0.1387795613442457,0.011627906976744186,0.06235586081812633,1.0,0.09551476957774983
56,354,1016,13363,0.14285714285714285,0.8576123263283448,0.9708295541861645,0.13551058629860138,0.011363636363636364,0.0596232414553779,1.0,0.0940608003210126
57,375,1023,13468,0.14285714285714285,0.8584464525889807,0.9708295541861645,0.13287898899919634,0.011363636363636364,0.059002363570426895,1.0,0.09198121812974065
58,350,1008,13563,0.14285714285714285,0.8589912256686384,0.9708295541861645,0.1329293138819469,0.011363636363636364,0.05898212524994649,1.0,0.0919938733831039
59,354,975,13665,0.14285714285714285,0.8576778957665997,0.9708295541861645,0.13910590816461949,0.011235955056179775,0.06046206604200784,1.0,0.09534216392617727
60,349,996,13772,0.14285714285714285,0.8620198289944035,0.9708295541861645,0.13304626481038806,0.011235955056179775,0.058290565016108825,1.0,0.0921693159220836
61,360,1012,13872,0.14285714285714285,0.8618887981838391,0.9708295541861645,0.13274509589137187,0.011235955056179775,0.05845507734657807,1.0,0.09212479505881097
62,349,963,13955,0.14285714285714285,0.8621788309603364,0.9708295541861645,0.13261578707097052,0.011235955056179775,0.058503495042049124,1.0,0.09211549722479173
63,374,1000,14048,0.14285714285714285,0.8625623297066948,0.9708295541861645,0.13272548062608092,0.011235955056179775,0.05847003894140974,1.0,0.09214045673525406
64,354,962,14137,0.14285714285714285,0.8635209066385017,0.9708295541861645,0.1318859418612283,0.011235955056179775,0.05837313229954074,1.0,0.09215497391117414
65,347,980,14214,0.14285714285714285,0.8639055002348293,0.9708295541861645,0.13150017441571676,0.011235955056179775,0.05837122678382511,1.0,0.09214532177942926
66,334,959,14294,0.14285714285714285,0.8645131392887435,0.9716746246086998,0.13155297991820356,0.011235955056179775,0.05829250899336462,1.0,0.09216979230435988
67,372,985,14378,0.14285714285714285,0.8652494322468472,0.9716746246086998,0.1316142919014384,0.011235955056179775,0.058120979006805074,1.0,0.09221113016358329
68,341,957,14443,0.14285714285714285,0.8656057482943932,0.9716746246086998,0.13164198933928983,0.011235955056179775,0.058058658118946664,1.0,0.09222364943753492
69,358,991,14516,0.14285714285714285,0.8653921586988648,0.9716746246086998,0.13159736296639613,0.011235955056179775,0.058234489753362796,1.0,0.09219546225604358
70,360,1028,14588,0.14285714285714285,0.8658179276924336,0.9716746246086998,0.13164516639780488,0.011111111111111112,0.05830067043425572,1.0,0.09219939755859413
71,340,1009,14654,0.14285714285714285,0.8674658269180485,0.9716746246086998,0.13193741653266214,0.011111111111111112,0.05786490687339533,1.0,0.09231331720860142
72,352,1025,14733,0.14285714285714285,0.8678335504563295,0.9716746246086998,0.13187726803114314,0.011111111111111112,0.057866383082390456,1.0,0.09232065025576897
73,360,988,14804,0.14285714285714285,0.868218826630163,0.9716746246086998,0.1319368385652481,0.011111111111111112,0.057812496271034367,1.0,0.09232054205881916
74,362,986,14855,0.14285714285714285,0.8675663286130632,0.9716746246086998,0.13170658042397346,0.011111111111111112,0.05811601229369784,1.0,0.09224927288334887
75,360,994,14923,0.14285714285714285,0.8691524968714957,0.9716746246086998,0.13203287571843558,0.011111111111111112,0.05773015853212813,1.0,0.0923670647329328
76,332,953,14983,0.14285714285714285,0.8708684335143821,0.9736866970433073,0.13195384563007356,0.011111111111111112,0.05714744226174244,1.0,0.09242689353963766
77,361,1011,15056,0.14285714285714285,0.8688118939387042,0.9736866970433073,0.13157429878545895,0.011111111111111112,0.05797075521139016,1.0,0.09227780649731455
78,366,1014,15123,0.14285714285714285,0.869795981483831,0.9736866970433073,0.13167850710211004,0.011111111111111112,0.05775916531457332,1.0,0.09233675354835978
79,373,1015,15181,0.14285714285714285,0.8679792808023108,0.9736866970433073,0.13100288580569397,0.011111111111111112,0.05847607580992047,1.0,0.09212506734459072
80,359,986,15245,0.14285714285714285,0.8699312091740403,0.9736866970433073,0.13144380321786645,0.011111111111111112,0.05790015047919137,1.0,0.09228193240464644
81,357,1013,15309,0.14285714285714285,0.8704919097845646,0.9736866970433073,0.13138855919805284,0.011111111111111112,0.057919006111826515,1.0,0.09230843553678254
82,342,960,15353,0.14285714285714285,0.8702126860393851,0.9736866970433073,0.13109227308529503,0.011111111111111112,0.05807339455817099,1.0,0.09225896603926603
83,361,1003,15411,0.14285714285714285,0.8691053903624552,0.9736866970433073,0.13085875680761244,0.011111111111111112,0.05858162541607731,1.0,0.0921416319762497
84,347,991,15472,0.14285714285714285,0.8695679849790798,0.9736866970433073,0.1306776976808247,0.011111111111111112,0.05844347311867551,1.0,0.09214720865042422
85,357,982,15521,0.14285714285714285,0.870033673366257,0.9736866970433073,0.13088969541241358,0.01098901098901099,0.05837016948453311,1.0,0.09217801941424275
86,359,1028,15581,0.14285714285714285,0.871870719102704,0.9736866970433073,0.13127326127919411,0.01098901098901099,0.0578692364631005,1.0,0.09233501240554982
87,327,945,15628,0.14285714285714285,0.8734337894745542,0.9736866970433073,0.13132549672712662,0.01098901098901099,0.057298236956159904,1.0,0.09242590627431291
