gen,evals,gen_feats,explored,expression_subtype svm balanced accuracy_min,expression_subtype svm balanced accuracy_avg,expression_subtype svm balanced accuracy_max,expression_subtype svm balanced accuracy_std,leanness_min,leanness_avg,leanness_max,leanness_std
0,500,586,586,0.14133822609425756,0.6575416396669203,0.8685269793307201,0.17015617136310185,0.0196078431372549,0.08688892793568738,1.0,0.15470263246850563
1,369,989,1009,0.14133822609425756,0.6586799035896785,0.8809570565574901,0.16437053316206995,0.017241379310344827,0.08172243030593765,1.0,0.09714909106543414
2,362,1113,1440,0.14133822609425756,0.6729247068891471,0.8899670046227379,0.15859217688114965,0.01694915254237288,0.0817135223487629,1.0,0.09616963625190776
3,360,1105,1813,0.14133822609425756,0.6858778665823799,0.8909783835332765,0.16375472139073588,0.015625,0.0827356547163621,1.0,0.10014301851697875
4,340,1103,2188,0.14133822609425756,0.7060438462164322,0.8909783835332765,0.16269376542985906,0.015384615384615385,0.07976883458181645,1.0,0.10025262432802576
5,371,1167,2573,0.14133822609425756,0.7132041484412398,0.893203955316994,0.16273848261453192,0.015384615384615385,0.07978936130085369,1.0,0.09957271712040411
6,360,1149,2945,0.14133822609425756,0.7218506459860431,0.893203955316994,0.161818191868132,0.015625,0.07958170103036462,1.0,0.09975167364465448
7,349,1064,3307,0.14133822609425756,0.7300185479488435,0.901893882900931,0.1628975067149816,0.016129032258064516,0.0796024483071396,1.0,0.10280066638105056
8,373,1083,3680,0.14285714285714285,0.739887194377563,0.9051627382286097,0.16154286861890912,0.015625,0.07825173093578494,1.0,0.10238828258614899
9,352,1041,4013,0.14285714285714285,0.742336870715201,0.9051627382286097,0.16083860336521488,0.013888888888888888,0.07875346345928667,1.0,0.10232410763102744
10,372,1024,4328,0.14285714285714285,0.7468242908397288,0.9053693800251132,0.1596596964155466,0.0136986301369863,0.07881242466864462,1.0,0.1022654404759598
