gen,0_ABCA3,0_ABCA4,0_ABCB6,0_ABCC10,0_ABCC3,0_ABCD3,0_ABCG1,0_ABHD10,0_ABHD11,0_ABHD14B,0_ABTB2,0_ACAA2,0_ACADL,0_ACADM,0_ACAP2,0_ACAT2,0_ACE2,0_ACOT9,0_ACSL1,0_ACTN3,0_ADAM23,0_ADAM33,0_ADCK2,0_ADCY2,0_ADCY3,0_ADSL,0_AFTPH,0_AGFG1,0_AKAP1,0_AKAP8L,0_AKR1C1,0_AKR7A2,0_AKTIP,0_ALDH1A1,0_ALDH1L2,0_ALDH4A1,0_ALDH5A1,0_ALDH6A1,0_ALG9,0_ALKBH7,0_ALOX15,0_ALOX5,0_ALS2,0_AMIGO1,0_AMN,0_AMPD2,0_AMT,0_ANAPC4,0_ANGPTL4,0_ANKRD26,0_ANKRD39,0_ANKRD49,0_ANKS6,0_ANKZF1,0_ANXA3,0_ANXA5,0_ANXA7,0_AP3M2,0_APBB1,0_APBB2,0_APCS,0_APOBEC3A,0_APOBEC3G,0_APOD,0_APOL2,0_APOOL,0_ARFGAP2,0_ARGLU1,0_ARHGAP24,0_ARHGAP33,0_ARMC8,0_ARMCX1,0_ARNT2,0_ARPC5L,0_ARRDC4,0_ASB13,0_ASB8,0_ASCC3,0_ASRGL1,0_ATF7IP2,0_ATG5,0_ATP1A1,0_ATP1B1,0_ATP1B3,0_ATP2B3,0_ATP6V1D,0_ATP6V1H,0_ATP7B,0_ATPAF2,0_ATXN7L3,0_AURKAIP1,0_B4GALT6,0_BAK1,0_BATF2,0_BCL2L10,0_BCL2L12,0_BCL2L14,0_BEX1,0_BEX2,0_BGN,0_BIK,0_BIRC2,0_BLK,0_BLM,0_BRWD1,0_BVES,0_C11orf45,0_C17orf97,0_C1orf116,0_C1orf174,0_C2orf88,0_C4BPA,0_C4orf19,0_C5orf22,0_C5orf24,0_C5orf34,0_C5orf46,0_C6orf118,0_C6orf62,0_C9orf40,0_C9orf78,0_CA9,0_CACNA1H,0_CACNB4,0_CAMK2G,0_CAMLG,0_CAP1,0_CAPN2,0_CASP1,0_CASP9,0_CBWD5,0_CC2D1A,0_CC2D2B,0_CCAR1,0_CCDC77,0_CCDC88C,0_CCDC96,0_CCL4,0_CCNA2,0_CCNB1,0_CCNB2,0_CCNL2,0_CCNT2,0_CCR6,0_CCT5,0_CCT6B,0_CCT8,0_CD24,0_CD2AP,0_CD300C,0_CD44,0_CD55,0_CD9,0_CDC123,0_CDC16,0_CDC27,0_CDC6,0_CDCA7L,0_CDCA8,0_CDH11,0_CDH23,0_CDHR2,0_CDK11A,0_CDK12,0_CDK2AP1,0_CDK5RAP3,0_CDK7,0_CDKN1A,0_CDKN2A,0_CDKN2C,0_CENPA,0_CENPV,0_CEP55,0_CES2,0_CFHR1,0_CHAC1,0_CHDH,0_CHFR,0_CHI3L2,0_CHMP1B,0_CHPF2,0_CHRD,0_CHRDL1,0_CHST11,0_CHST6,0_CIB2,0_CITED4,0_CKAP5,0_CLEC11A,0_CLIC1,0_CLIC3,0_CLMN,0_CLVS1,0_CLYBL,0_CMTM1,0_CMTM4,0_CNOT2,0_CNTN2,0_COBL,0_COL13A1,0_COL1A2,0_COPB2,0_CORO1C,0_COX6A1,0_CPB2,0_CPNE5,0_CPSF7,0_CPT1A,0_CRAT,0_CRHBP,0_CROT,0_CRP,0_CRTC2,0_CRYAB,0_CRYZ,0_CSGALNACT2,0_CSNK1G3,0_CSNK2B,0_CSRNP2,0_CTBP2,0_CTDSPL2,0_CTSF,0_CTSH,0_CTTNBP2,0_CUL1,0_CWC15,0_CYB5B,0_CYP2R1,0_DAAM2,0_DAXX,0_DCAF12L1,0_DCAF4,0_DCBLD2,0_DCLK1,0_DCLK3,0_DCP2,0_DCTN1,0_DCTN3,0_DDHD2,0_DDR1,0_DDX41,0_DDX47,0_DECR1,0_DEDD,0_DEPDC1,0_DGKA,0_DGKG,0_DGUOK,0_DHX30,0_DLD,0_DMGDH,0_DMP1,0_DNAJB11,0_DNAJB6,0_DNAJB7,0_DNAJC10,0_DNAJC12,0_DNAL1,0_DNASE1L3,0_DNMT3B,0_DPAGT1,0_DPYSL3,0_DPYSL4,0_DR1,0_DSG2,0_DTNA,0_DUSP10,0_DUSP22,0_DVL3,0_DYNLT3,0_DZIP1L,0_ECHDC3,0_ECM2,0_EDAR,0_EDNRB,0_EFHC1,0_EFNA5,0_EFR3A,0_EIF3CL,0_EIF3E,0_EIF3J,0_ELF2,0_ELMO3,0_ELMOD2,0_ELMOD3,0_ELOVL7,0_EME1,0_ENDOD1,0_ENHO,0_ENPP5,0_ENTPD1,0_ENY2,0_EPHA3,0_EPHX2,0_EPS8,0_EPSTI1,0_ERBB3,0_ERGIC2,0_ERLEC1,0_ERN2,0_ERP44,0_ESRP1,0_ESRRA,0_ETFB,0_ETFDH,0_ETNK2,0_ETV5,0_EXOSC1,0_EXOSC9,0_EXTL3,0_EZH2,0_EZR,0_F2,0_F2RL1,0_FAAH,0_FABP7,0_FADS1,0_FAM104A,0_FAM117A,0_FAM156A,0_FAM167A,0_FAM171A1,0_FAM171B,0_FAM172A,0_FAM20A,0_FAM53A,0_FAM83H,0_FAM89A,0_FAM91A1,0_FANCG,0_FANCL,0_FBXO21,0_FBXO5,0_FCHSD1,0_FEN1,0_FGB,0_FGD6,0_FGF9,0_FKBP10,0_FKBP5,0_FLNA,0_FLOT2,0_FLRT3,0_FMO4,0_FNBP1L,0_FNTA,0_FPR2,0_FRK,0_FUCA1,0_FUT8,0_FXR1,0_FXYD2,0_FZD7,0_G6PC,0_GABARAPL1,0_GABPB1,0_GALK1,0_GALNT7,0_GBA2,0_GBE1,0_GBGT1,0_GCAT,0_GCK,0_GCNT2,0_GDA,0_GEMIN6,0_GFM1,0_GGA1,0_GGT6,0_GHITM,0_GIMAP2,0_GLI2,0_GLMN,0_GLOD4,0_GNAI3,0_GNB2,0_GNL3,0_GORAB,0_GPR183,0_GPX4,0_GREM2,0_GRIN2D,0_GRTP1,0_GSTM4,0_GSTO2,0_GSTP1,0_GSTZ1,0_GTF2E1,0_GTF2H1,0_GTPBP2,0_HADHA,0_HADHB,0_HAND2,0_HAPLN3,0_HAUS3,0_HBP1,0_HDAC1,0_HDAC2,0_HDAC4,0_HDAC5,0_HECTD2,0_HEG1,0_HESX1,0_HGD,0_HIF3A,0_HIPK1,0_HIPK2,0_HK1,0_HM13,0_HMGN2,0_HNRNPA2B1,0_HNRNPA3,0_HNRNPL,0_HNRNPU,0_HOXA6,0_HOXC13,0_HP,0_HP1BP3,0_HPR,0_HSD17B3,0_HSD17B6,0_HSP90B1,0_HSPA12A,0_HTR1E,0_HTR2B,0_ICA1,0_ICA1L,0_ICAM1,0_IER3,0_IER5,0_IFNGR2,0_IFT20,0_IKBKE,0_IL10,0_IL4I1,0_IL7,0_ILF2,0_IMPA2,0_ING1,0_INO80D,0_ISCA2,0_ISLR,0_ITIH1,0_ITM2B,0_ITSN1,0_JAK2,0_JAKMIP2,0_JARID2,0_JMJD6,0_KCMF1,0_KCND1,0_KCNE3,0_KCNE4,0_KCNS3,0_KCTD16,0_KCTD20,0_KIAA0232,0_KIAA1522,0_KIAA1614,0_KIF11,0_KIF13B,0_KIF18A,0_KIF2A,0_KIF7,0_KIF9,0_KISS1R,0_KLF5,0_KLHDC2,0_KLHL20,0_KPNA3,0_KRT4,0_LBP,0_LBR,0_LDHB,0_LDHD,0_LEMD2,0_LGALS1,0_LGALS9,0_LGI4,0_LHX6,0_LIMK2,0_LINS1,0_LMNB1,0_LMO4,0_LMO7,0_LNX1,0_LNX2,0_LOXL2,0_LPCAT1,0_LRCH2,0_LRFN3,0_LRPAP1,0_LRSAM1,0_LSM12,0_LSR,0_LTBP2,0_LTV1,0_LY75,0_MACC1,0_MAEA,0_MAGEA4,0_MAGEE1,0_MAML1,0_MANF,0_MAP3K1,0_MAP7,0_MAPK12,0_MAPT,0_MARCKS,0_MCCC2,0_MCRS1,0_MEGF8,0_MEPCE,0_MFNG,0_MGAT2,0_MGST3,0_MIA2,0_MIPEP,0_MLPH,0_MLXIP,0_MMP14,0_MMP2,0_MN1,0_MORC3,0_MOXD1,0_MPHOSPH9,0_MPV17L,0_MRPL16,0_MRPL2,0_MRPL46,0_MRPL49,0_MRPL9,0_MRPS17,0_MRPS18C,0_MRPS24,0_MRPS35,0_MRPS9,0_MSI2,0_MSN,0_MST1R,0_MSTO1,0_MTHFS,0_MTSS1,0_MVK,0_MX1,0_MYEF2,0_MYO9B,0_N4BP1,0_NAAA,0_NAALADL1,0_NAIP,0_NAPSA,0_NBEA,0_NCAM2,0_NCAPH,0_NCBP2,0_NCKAP5L,0_NCSTN,0_NDRG3,0_NDST2,0_NDUFA10,0_NDUFA13,0_NDUFA4,0_NDUFA4L2,0_NDUFA5,0_NDUFA9,0_NDUFAF1,0_NDUFB6,0_NDUFB8,0_NDUFC1,0_NDUFC2,0_NDUFS4,0_NEU1,0_NEURL1B,0_NEUROD1,0_NF2,0_NFIL3,0_NFKB2,0_NFKBIE,0_NFS1,0_NFYB,0_NID2,0_NKIRAS1,0_NKX2-2,0_NLN,0_NME5,0_NMUR1,0_NNMT,0_NNT,0_NONO,0_NOP56,0_NOS1AP,0_NOXO1,0_NPLOC4,0_NPR3,0_NR1D2,0_NRBP1,0_NRP2,0_NT5E,0_NTRK3,0_NUDT1,0_NUDT12,0_NUDT16L1,0_NUDT17,0_NUDT22,0_NUDT5,0_NUDT8,0_OAS2,0_OCLN,0_OLA1,0_ONECUT2,0_ORM2,0_OTP,0_OTUB1,0_OTUD6B,0_OXSM,0_P4HA1,0_P4HA3,0_P4HTM,0_PABPC1,0_PADI1,0_PAFAH2,0_PAK1IP1,0_PARP3,0_PAX9,0_PBLD,0_PCBP3,0_PCDHB7,0_PCDHGA1,0_PCDHGC4,0_PCGF1,0_PCK1,0_PCYOX1,0_PDCD1LG2,0_PDCD2L,0_PDCD6IP,0_PDCD7,0_PDCL2,0_PDCL3,0_PDE10A,0_PDIA4,0_PDIA5,0_PDK1,0_PDS5A,0_PDZRN3,0_PEPD,0_PEX14,0_PEX26,0_PFDN2,0_PFDN4,0_PGAM2,0_PGAP3,0_PGLYRP2,0_PGS1,0_PHC1,0_PHLDB2,0_PICK1,0_PIGR,0_PIK3R6,0_PILRB,0_PINK1,0_PIP5K1A,0_PIR,0_PIWIL4,0_PKD2L2,0_PKNOX2,0_PLA2G15,0_PLCL1,0_PLEK2,0_PLEKHA7,0_PLK2,0_PLK3,0_PLXNB1,0_PML,0_PNCK,0_PNPLA4,0_PNPT1,0_POLA2,0_POLR2H,0_PPA2,0_PPFIBP2,0_PPIH,0_PPIL3,0_PPIL4,0_PPIP5K1,0_PPM1A,0_PPM1E,0_PPM1G,0_PPP1R9A,0_PPP2R3C,0_PPP3R2,0_PPT1,0_PPWD1,0_PQBP1,0_PRCC,0_PRDM1,0_PREP,0_PRKAA2,0_PRKCB,0_PROC,0_PRR15L,0_PRRC1,0_PRTFDC1,0_PSKH1,0_PSMA6,0_PSMB1,0_PSMD1,0_PSMD10,0_PSMD13,0_PTGIS,0_PTGR1,0_PTHLH,0_PTPN2,0_PTPRE,0_PXDN,0_PYCR1,0_PYGO2,0_PZP,0_RAB11FIP4,0_RAB1A,0_RAB21,0_RAB27B,0_RAB31,0_RAB9B,0_RABGGTA,0_RAD9A,0_RALBP1,0_RALGDS,0_RANBP1,0_RANBP3L,0_RANBP9,0_RAP1GAP,0_RAPH1,0_RASD2,0_RBL1,0_RBM14,0_RBM17,0_RBM25,0_RBM47,0_RBMX2,0_RCCD1,0_RECQL,0_RELL1,0_RFX7,0_RGMA,0_RGPD1,0_RHOT1,0_RIC3,0_RNASE3,0_RNASET2,0_RNF149,0_RNF17,0_RNF19A,0_RNF19B,0_RNF213,0_RNF220,0_ROBO2,0_RPA4,0_RPAP2,0_RPAP3,0_RPIA,0_RPL10,0_RPN2,0_RPUSD2,0_RSAD2,0_RSRC2,0_RTN4IP1,0_RUFY2,0_RUFY3,0_SAAL1,0_SACM1L,0_SCAP,0_SCAPER,0_SCARA5,0_SCARB1,0_SCGB1D2,0_SCLT1,0_SDCBP2,0_SDHD,0_SDR39U1,0_SDSL,0_SEMA3A,0_SEMA4D,0_SEMA5A,0_SENP7,0_SENP8,0_SERINC2,0_SERPINA3,0_SERPINB5,0_SERPINC1,0_SETD3,0_SETDB2,0_SH3BGRL2,0_SH3PXD2B,0_SHC1,0_SHMT2,0_SHROOM3,0_SIK2,0_SIKE1,0_SIRPA,0_SLC13A1,0_SLC13A5,0_SLC15A4,0_SLC16A1,0_SLC1A4,0_SLC1A5,0_SLC20A1,0_SLC25A10,0_SLC25A12,0_SLC25A42,0_SLC25A5,0_SLC29A1,0_SLC2A5,0_SLC2A9,0_SLC38A10,0_SLC38A6,0_SLC39A6,0_SLC41A3,0_SLC43A2,0_SLC44A3,0_SLC48A1,0_SLC6A12,0_SLC7A5,0_SLC9A3R1,0_SMAGP,0_SMAP1,0_SMARCB1,0_SMARCD1,0_SMC4,0_SMG6,0_SMPD3,0_SMTN,0_SMU1,0_SNN,0_SNRNP27,0_SNRPA,0_SNRPA1,0_SNRPD1,0_SNRPG,0_SNW1,0_SNX12,0_SNX15,0_SOCS2,0_SOCS3,0_SOCS5,0_SOD2,0_SOX30,0_SPAST,0_SPATA18,0_SPRYD3,0_SPTA1,0_SPTBN1,0_SREBF2,0_SRM,0_SRP19,0_SRPX2,0_SSR1,0_SSX2IP,0_STAM,0_STARD13,0_STARD4,0_STARD5,0_STAT4,0_STC2,0_STK36,0_STRADA,0_STRADB,0_STX4,0_STX6,0_STXBP5,0_SUDS3,0_SULT1C2,0_SUMO2,0_SV2C,0_SYNGR1,0_SYNGR3,0_SYT15,0_SYTL2,0_TAB2,0_TACO1,0_TADA2B,0_TAF1,0_TAF12,0_TAF1A,0_TAF9B,0_TARDBP,0_TBC1D4,0_TBC1D7,0_TBCA,0_TBCE,0_TBL1XR1,0_TBL3,0_TC2N,0_TCERG1,0_TCF12,0_TECPR2,0_TEKT2,0_TF,0_TFE3,0_TGFB1,0_THAP8,0_THBS1,0_THOC2,0_TMCC3,0_TMEM132E,0_TMEM39A,0_TMEM59L,0_TMEM70,0_TMEM72,0_TMPRSS2,0_TMX1,0_TNFRSF6B,0_TNK2,0_TOLLIP,0_TP53RK,0_TPBG,0_TPP2,0_TPPP,0_TPST1,0_TPX2,0_TRAFD1,0_TRAIP,0_TRDMT1,0_TRIB2,0_TRIB3,0_TRIM11,0_TRIM17,0_TRIM27,0_TRIM35,0_TRIM55,0_TRIM69,0_TRMT61B,0_TSHR,0_TSHZ3,0_TST,0_TTC27,0_TUBB6,0_TUBGCP5,0_TUFM,0_TUFT1,0_TXNDC5,0_TXNRD1,0_UACA,0_UBA7,0_UBAC1,0_UBAP1,0_UBE2D1,0_UBE2E3,0_UBE2G2,0_UCK1,0_UCN,0_UGGT1,0_UPK3B,0_UQCRC2,0_UQCRH,0_USP1,0_USP10,0_USP13,0_USP15,0_USP2,0_USP48,0_VAMP1,0_VASP,0_VCAN,0_VEZT,0_VIL1,0_VPS16,0_VPS4A,0_WASL,0_WDR11,0_WDR17,0_WDR18,0_WDR31,0_WDR47,0_WDR6,0_WSB1,0_WT1,0_WTAP,0_XPA,0_XPC,0_XRN1,0_YAP1,0_YWHAE,0_YWHAZ,0_ZBTB10,0_ZBTB20,0_ZC3H12C,0_ZC3H15,0_ZC3HAV1,0_ZFAND2A,0_ZFPM2,0_ZIC1,0_ZNF19,0_ZNF207,0_ZNF251,0_ZNF267,0_ZNF304,0_ZNF326,0_ZNF382,0_ZNF433,0_ZNF436,0_ZNF549,0_ZNF608,0_ZNF687,0_ZNF7,0_ZNF83,0_ZNF853,0_ZNHIT6,0_ZNRF2,0_ZSCAN18
0,131,72,0,0,88,0,0,0,10,0,4,0,84,0,0,0,42,0,9,0,26,53,0,18,38,34,0,0,0,0,0,0,0,57,54,65,18,0,0,0,27,30,0,38,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,51,53,62,11,0,0,0,0,0,112,8,0,4,0,0,0,0,0,0,55,0,0,0,0,14,0,0,6,0,0,0,0,0,0,13,0,8,2,0,0,39,0,0,0,0,0,0,38,22,0,11,34,55,0,0,0,5,66,0,0,0,23,55,0,0,0,0,0,0,0,5,0,15,0,0,34,0,25,0,0,1,0,0,17,0,65,0,117,0,0,0,120,36,0,0,0,0,52,0,0,9,60,91,0,0,0,0,126,81,37,0,22,0,0,0,0,22,0,0,0,0,10,3,21,0,0,0,0,15,0,42,0,27,0,0,2,0,4,9,53,0,0,0,0,105,32,0,0,0,33,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,13,0,53,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,59,0,0,0,0,0,21,54,77,0,0,0,9,0,25,60,0,0,0,0,0,38,0,34,0,85,35,0,69,0,0,0,0,0,0,67,0,21,0,1,0,0,0,0,0,31,0,0,0,15,0,4,0,0,0,44,33,0,0,0,0,175,3,0,0,23,0,0,0,0,49,47,0,0,0,65,38,0,0,0,0,0,29,0,0,33,0,0,0,21,0,0,91,0,0,0,0,0,30,0,0,40,0,3,0,0,0,0,0,0,0,0,5,118,0,0,6,0,15,0,0,28,0,0,0,0,0,0,32,0,68,86,0,0,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,37,0,0,0,0,0,0,0,0,0,5,4,41,0,10,0,36,0,0,0,85,3,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,19,0,0,0,78,0,0,0,8,0,0,0,11,0,0,36,17,0,0,5,0,34,99,6,0,0,0,0,37,32,0,0,27,0,0,0,35,0,0,0,0,0,0,4,0,14,0,76,4,0,0,0,103,54,0,9,0,0,190,0,0,0,0,73,37,6,14,0,0,1,0,43,0,0,75,0,7,0,0,67,13,0,42,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,94,38,99,17,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,124,0,45,0,11,12,16,0,0,0,0,9,0,11,0,0,11,0,33,0,9,0,0,0,0,0,52,56,0,6,34,79,0,0,0,0,22,0,0,57,0,0,0,24,126,15,10,13,11,0,7,0,0,0,0,0,0,0,63,0,120,0,0,0,0,0,0,0,0,31,0,106,0,0,0,0,0,41,0,1,0,0,0,0,0,41,0,50,59,36,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,0,0,37,12,0,5,0,0,0,0,0,0,66,0,3,0,0,104,0,0,65,79,0,0,62,0,0,0,0,0,0,0,36,0,70,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,167,0,53,0,0,0,0,0,11,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,45,33,57,0,0,0,4,0,19,0,0,0,0,66,19,29,38,238,0,0,0,0,27,0,0,0,0,0,0,65,68,85,0,21,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,27,0,10,0,0,0,0,0,11,0,38,0,70,0,0,0,0,3,0,59,16,0,0,178,0,0,0,0,90,0,0,43,15,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,17,0,0,4,113,106,35,0,8,16,0,0,26,0,74,0,0,0,31,0,0,49,0,96,0,0,49,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,46,28,0,0,0,0,0,52,0,0,0,26,0,18,0,0,0,0,23,0,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,86,75,35,0,0,0,179,0,0,0,62,0,6,0,0,0,0,66,0,0,0
100,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,4,0,0,0,0,207,0,12,0,0,1,1,0,0,0,6,0,4,4,0,0,0,0,0,0,0,0,0,2,1,1,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,22,0,1,0,0,1,0,11,0,4,0,0,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,27,0,12,0,0,0,0,0,0,0,2,1,127,0,1,0,1,1,0,4,0,3,23,0,1,0,0,0,2,0,0,6,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,2,1,1,115,0,0,2,0,0,0,1,62,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37,27,8,0,0,0,0,0,0,0,0,0,321,0,0,1,0,0,0,0,1,0,0,0,0,7,1,0,0,5,10,311,1,0,1,0,0,0,26,0,6,0,0,0,0,1,3,0,18,0,1,5,0,0,1,0,2,0,0,38,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,175,0,0,11,216,0,3,1,2,0,0,441,6,0,0,1,0,1,0,0,3,315,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,4,10,0,378,2,0,0,1,0,0,1,0,0,1,0,13,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,43,0,0,0,1,0,1,27,0,1,97,0,0,0,0,7,224,0,1,0,0,0,0,0,0,0,0,0,0,248,0,0,1,0,0,9,0,0,2,0,60,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,1,2,0,0,1,1,40,12,0,193,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,18,1,0,1,0,6,0,0,420,0,1,0,1,0,1,0,0,1,0,373,0,0,3,11,0,0,0,0,0,0,3,10,0,1,14,0,15,0,4,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,2,0,0,1,2,0,0,0,0,2,5,0,20,0,0,0,313,0,0,0,0,0,19,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,37,0,0,0,0,0,0,0,0,24,0,0,0,0,41,2,0,1,0,0,0,260,0,0,0,0,0,0,5,0,1,0,1,0,1,13,0,0,1,0,0,1,1,0,0,0,0,0,452,0,0,0,9,0,0,1,1,0,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,27,6,0,0,0,0,0,0,7,3,0,0,0,6,0,0,0,90,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,3,27,1,7,0,13,212,1,0,0,0,0,0,10,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,8,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,8,0,182,3,0,0,2,0,0,1,0,0,0,0,0,26,0,0,0,1,0,1,14,1,0,4,0,0,3,1,0,0,0,0,0,0,42,5,3,0,0,0,0,0,2,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,2,0,9,0,1,2,4,0,5,0,0,0,0,0,0,0,0,121,0,0,27,0,17,1,0,22,1,2,0,1,3,1,0,2,0,1,42,0,0,0,62,0,22,0,0,0,0,0,0,0,0,0,1,87,0,1,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,2,1,15,45,1,2,2,4,0,0,0,2,46,1,0,0,426,0,1,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,10,5,0,1,6,1,0,0,1,0,0,0,0,0,9,0,1,0,0,1,1,27,0,2,1,0,17,400,0,0,1,2,0,0,0,0
