gen,0_AACS,0_ABAT,0_ABCA4,0_ABCC10,0_ABCD1,0_ABCD3,0_ABCE1,0_ABHD11,0_ABHD3,0_ABLIM3,0_ACADL,0_ACADM,0_ACAT1,0_ACIN1,0_ACO2,0_ACOT1,0_ACTR3B,0_ADAM33,0_ADCY4,0_ADD1,0_ADK,0_ADM,0_AEBP1,0_AFP,0_AGL,0_AK2,0_ALDH1A2,0_ALDH1L1,0_ALDH1L2,0_ALG13,0_ALG2,0_ALG9,0_ALKBH1,0_ALOX5,0_ALS2,0_AMFR,0_AMT,0_AMZ2,0_ANAPC5,0_ANAPC7,0_ANKRD13D,0_ANXA3,0_ANXA5,0_ANXA6,0_APBB1,0_API5,0_APLP2,0_APOBEC3D,0_ARAP1,0_ARFGAP2,0_ARPC2,0_ASB8,0_ATF7IP2,0_ATG16L1,0_ATG4D,0_ATP10D,0_ATP1A1,0_ATP6V1B1,0_ATP6V1H,0_ATP8A1,0_ATRN,0_B3GNTL1,0_B4GALNT2,0_BACH1,0_BAG1,0_BAP1,0_BATF2,0_BAZ1A,0_BBX,0_BCKDK,0_BCL2L11,0_BCL2L2,0_BHMT2,0_BICD1,0_BIRC3,0_BIRC5,0_BLK,0_BLOC1S3,0_BNIP3,0_BPHL,0_BRCA1,0_BTBD1,0_BTF3L4,0_C11orf45,0_C17orf75,0_C18orf32,0_C1D,0_C1orf116,0_C1orf226,0_C3orf14,0_C3orf18,0_C5orf24,0_CAB39L,0_CALU,0_CAMK4,0_CAMLG,0_CAMSAP1,0_CANX,0_CARD11,0_CARHSP1,0_CASP1,0_CASP4,0_CASP8,0_CASP9,0_CBX1,0_CC2D1A,0_CCAR1,0_CCDC28A,0_CCDC68,0_CCDC96,0_CCNDBP1,0_CCT5,0_CD276,0_CD2BP2,0_CD86,0_CDC27,0_CDC45,0_CDC6,0_CDH1,0_CDH11,0_CDH2,0_CDK17,0_CDK18,0_CDK5RAP3,0_CDKN1A,0_CDKN2C,0_CES2,0_CFB,0_CHD1L,0_CHDH,0_CHEK2,0_CHI3L2,0_CHKB,0_CHRD,0_CHRDL1,0_CHRM2,0_CHST11,0_CHST12,0_CHST15,0_CISH,0_CLDN4,0_CLEC4D,0_CLK2,0_CLVS1,0_CLYBL,0_CMAS,0_CMPK2,0_CNOT8,0_CNTN2,0_CNTNAP1,0_COG8,0_COL1A1,0_COL4A1,0_COL4A3,0_COL6A2,0_COMMD8,0_COMTD1,0_COX18,0_COX6A1,0_CPNE5,0_CREBBP,0_CRHBP,0_CRISP3,0_CRISPLD2,0_CROT,0_CRTC1,0_CRYL1,0_CRYM,0_CS,0_CSPG4,0_CSRNP2,0_CTAGE1,0_CTDSPL,0_CTNNA2,0_CTSD,0_CTSF,0_CTSZ,0_CTTNBP2,0_CUEDC1,0_CUL4B,0_CUTC,0_CX3CL1,0_CXCR5,0_CYB5B,0_CYC1,0_CYCS,0_CYFIP1,0_CYP1B1,0_DBI,0_DCAF4,0_DCPS,0_DCTN3,0_DDAH1,0_DDIT4,0_DDR1,0_DDX11,0_DEK,0_DERL3,0_DFFA,0_DFFB,0_DGKA,0_DGKD,0_DGKG,0_DIAPH1,0_DKK3,0_DLD,0_DLST,0_DMP1,0_DNA2,0_DNAJB11,0_DNAJB7,0_DNAJC12,0_DNAJC25,0_DNAJC7,0_DNAL4,0_DNASE1L3,0_DNMT3B,0_DPAGT1,0_DPYSL3,0_DUSP10,0_DUSP14,0_DUSP19,0_DUSP22,0_DUSP23,0_DUSP8,0_DYRK4,0_ECD,0_EDAR,0_EDEM2,0_EEA1,0_EEF1B2,0_EFHC2,0_EFS,0_EGFL7,0_EIF2S3,0_EIF3E,0_EIF3H,0_EIF4EBP1,0_ELF4,0_ELK1,0_EME1,0_EML4,0_ENPP3,0_ENPP5,0_ENTPD2,0_EP400,0_EPHB2,0_EPHX2,0_EPS15,0_ERCC3,0_ERGIC2,0_ERN2,0_ESPL1,0_ESRP1,0_ETFDH,0_ETV5,0_EXOSC1,0_F2,0_FABP3,0_FAM104B,0_FAM122A,0_FAM160A1,0_FAM53B,0_FAM83H,0_FANCG,0_FANCL,0_FBL,0_FBXL2,0_FBXO33,0_FBXO6,0_FCRL1,0_FECH,0_FGD4,0_FGF9,0_FGFR4,0_FGG,0_FIGN,0_FKBP10,0_FKBP5,0_FKBP9,0_FLNA,0_FLOT1,0_FLRT3,0_FNBP1L,0_FNTA,0_FRRS1,0_FSTL3,0_FTSJ1,0_FUCA1,0_FUCA2,0_FXR1,0_FXYD2,0_FZD3,0_G3BP2,0_GAS1,0_GBP1,0_GC,0_GCK,0_GEMIN6,0_GGA3,0_GGTA1,0_GHITM,0_GIT2,0_GLG1,0_GLIPR1,0_GLMN,0_GLOD4,0_GLOD5,0_GLUD2,0_GMPR,0_GNAI3,0_GNB4,0_GOLGA4,0_GORAB,0_GPD2,0_GPR143,0_GRAMD1B,0_GRAMD1C,0_GRB7,0_GREM2,0_GRHL1,0_GRIN2D,0_GSPT1,0_GSTO2,0_GTF2E2,0_GTF2H1,0_GTPBP2,0_GTPBP8,0_GTSF1,0_HADHB,0_HAPLN3,0_HAUS5,0_HDAC10,0_HDAC3,0_HELZ,0_HHAT,0_HINT3,0_HIP1R,0_HK1,0_HLA-B,0_HLA-DRB1,0_HMGA2,0_HMOX1,0_HMOX2,0_HNRNPA2B1,0_HNRNPL,0_HOXC13,0_HP,0_HPCAL1,0_HPR,0_HSD17B3,0_HSD17B6,0_HSD17B7,0_HSPBAP1,0_HTATIP2,0_HTT,0_IDI1,0_IDUA,0_IER3IP1,0_IFFO2,0_IFNG,0_IFNGR2,0_IKBIP,0_IKZF2,0_IL15RA,0_IL17RD,0_ILVBL,0_IMPA2,0_INF2,0_INPP5B,0_INTS8,0_IP6K1,0_IPP,0_IRAK3,0_IRF7,0_ISCU,0_ITFG1,0_JARID2,0_JAZF1,0_JPH2,0_KANK2,0_KATNAL2,0_KCNA5,0_KCNG1,0_KCNK6,0_KCNS3,0_KCTD16,0_KDM6B,0_KHDRBS3,0_KIAA0232,0_KIAA1143,0_KIAA1328,0_KIAA1671,0_KIF11,0_KIF18A,0_KIF2A,0_KIF7,0_KLC2,0_KLC4,0_KLF5,0_KLHL36,0_KPNA1,0_KRT4,0_KTN1,0_L2HGDH,0_LACTB2,0_LAGE3,0_LASP1,0_LCA5,0_LDLRAD2,0_LETM1,0_LGALS1,0_LGALS8,0_LGI4,0_LIMA1,0_LINS1,0_LMAN2L,0_LMO7,0_LNX2,0_LOXL2,0_LRBA,0_LRCH2,0_LRP4,0_LRPPRC,0_LRRC25,0_LRRC59,0_LRRN4CL,0_LSM12,0_LSM14A,0_LSM2,0_LSS,0_LTBP2,0_LTV1,0_LXN,0_LYRM4,0_MACC1,0_MAGEA4,0_MAGOH,0_MAP3K14,0_MAP3K8,0_MAP7D3,0_MAPK12,0_MAPK8,0_MAPKAP1,0_MAVS,0_MAX,0_MBD4,0_MBNL1,0_MBTD1,0_MCM5,0_MCM6,0_MCRS1,0_MDC1,0_MECP2,0_MECR,0_MEGF9,0_MERTK,0_MFGE8,0_MFNG,0_MICALL2,0_MID1,0_MINPP1,0_MIOS,0_MKKS,0_MLPH,0_MLX,0_MMP11,0_MMP2,0_MOCS2,0_MORC2,0_MPHOSPH10,0_MPI,0_MPV17L,0_MRPL46,0_MRPS30,0_MST1R,0_MSTN,0_MSTO1,0_MT1A,0_MTA3,0_MTCH1,0_MTDH,0_MTM1,0_MTMR11,0_MTMR12,0_MTRR,0_MYO10,0_MYO1B,0_MYO6,0_MYOCD,0_NAA16,0_NAAA,0_NAPA,0_NAT10,0_NBEA,0_NCAPG2,0_NCBP2,0_NCK1,0_NCKAP5L,0_NCL,0_NCSTN,0_NDRG3,0_NDUFA10,0_NDUFA4L2,0_NDUFA7,0_NDUFA8,0_NDUFB6,0_NDUFS2,0_NDUFS3,0_NEDD4L,0_NEUROD1,0_NGEF,0_NGLY1,0_NKIRAS1,0_NKX2-2,0_NKX3-2,0_NLN,0_NME2,0_NMNAT3,0_NNT,0_NOP16,0_NOP2,0_NOS1AP,0_NR1H3,0_NR4A1,0_NR5A2,0_NRSN2,0_NT5DC2,0_NT5E,0_NTRK3,0_NUDT14,0_NUDT16L1,0_NUP35,0_NUP85,0_NXN,0_NXPH2,0_OLA1,0_ONECUT2,0_OTP,0_OXSM,0_P2RY1,0_P4HA1,0_P4HA2,0_P4HTM,0_PABPC1,0_PADI1,0_PAIP2,0_PARP1,0_PATZ1,0_PAX9,0_PCCB,0_PCDHGA1,0_PCDHGA12,0_PCDHGB5,0_PCDHGC3,0_PCGF3,0_PCID2,0_PCYT2,0_PDCD5,0_PDCD6IP,0_PDCL2,0_PDE10A,0_PDIA3,0_PDIA4,0_PDIA5,0_PDLIM1,0_PDP2,0_PDZRN3,0_PECR,0_PELI1,0_PELI2,0_PELO,0_PEPD,0_PEX12,0_PFDN6,0_PGAM2,0_PGK2,0_PGLYRP2,0_PHB,0_PHC1,0_PHF12,0_PHF8,0_PIBF1,0_PICALM,0_PIF1,0_PIGR,0_PIK3C3,0_PILRB,0_PIN1,0_PITPNM2,0_PJA1,0_PLCG1,0_PLEKHG3,0_PLEKHJ1,0_PLK2,0_PLOD2,0_PLP2,0_PML,0_PMM2,0_PMPCB,0_PNCK,0_PNPLA4,0_POLD3,0_POLG2,0_POLR2H,0_POU2F1,0_POU3F3,0_POU5F1,0_PPAT,0_PPIE,0_PPIP5K1,0_PPM1A,0_PPP1R3B,0_PPP1R7,0_PPP1R8,0_PPP1R9B,0_PPP2CB,0_PPP2R2C,0_PREX2,0_PRICKLE4,0_PRKACB,0_PRKCB,0_PRRT3,0_PSEN1,0_PSMA4,0_PSMA5,0_PSMA6,0_PSMB2,0_PSMD14,0_PSMD3,0_PTEN,0_PTGIS,0_PTHLH,0_PTPN21,0_PTPN22,0_PTPN23,0_PTPN9,0_PTPRE,0_PUS7,0_PWWP2B,0_PXDN,0_PXK,0_PYCARD,0_PYCR1,0_PYGL,0_QRICH1,0_RAB11FIP4,0_RAB17,0_RAB23,0_RAB31,0_RAB5C,0_RAB9B,0_RACGAP1,0_RAD23A,0_RAD51,0_RALGDS,0_RAPGEF3,0_RARB,0_RASGRF1,0_RASSF1,0_RBM14,0_RBM25,0_RBM47,0_RBM4B,0_RBM6,0_RBMX2,0_RCN1,0_RFC3,0_RFK,0_RGMA,0_RIC3,0_RNASET2,0_RNF113A,0_RNF123,0_RNF13,0_RNF130,0_RNF139,0_RNF141,0_RNPEP,0_RPGR,0_RPL10,0_RPL23,0_RPL27,0_RPL27A,0_RPL5,0_RPL7,0_RPS14,0_RPS15A,0_RPS17,0_RPS25,0_RRP1B,0_RSL1D1,0_RUFY1,0_RUNX1,0_RUSC1,0_S100A1,0_S100PBP,0_S1PR2,0_SAMM50,0_SAP30,0_SAR1A,0_SART3,0_SBNO2,0_SCARA5,0_SCARF2,0_SCFD2,0_SCGB1D2,0_SCML4,0_SDHA,0_SDHB,0_SDHD,0_SDR16C5,0_SDSL,0_SEC24B,0_SEC63,0_SEMA3A,0_SERPINA3,0_SERPINB5,0_SERPINH1,0_SETD7,0_SETDB2,0_SF3B1,0_SF3B2,0_SFXN2,0_SH3PXD2B,0_SH3RF1,0_SHROOM2,0_SIK2,0_SIKE1,0_SIL1,0_SKA1,0_SKP2,0_SLC13A5,0_SLC16A7,0_SLC1A4,0_SLC23A2,0_SLC27A2,0_SLC2A5,0_SLC2A9,0_SLC41A3,0_SLC44A3,0_SLC4A1AP,0_SLC4A2,0_SLC6A12,0_SLC7A5,0_SLC9A2,0_SLC9A6,0_SLMAP,0_SMAGP,0_SMARCC2,0_SMARCE1,0_SMTN,0_SNAPIN,0_SNN,0_SNRNP70,0_SNRPA,0_SNRPB2,0_SNRPC,0_SNRPG,0_SNX15,0_SOCS3,0_SOCS5,0_SOX30,0_SPAG16,0_SPAG5,0_SPARC,0_SPTBN1,0_SPTY2D1,0_SRI,0_SRPX2,0_SRRM1,0_SRRT,0_SSC5D,0_SSX2IP,0_ST8SIA1,0_ST8SIA3,0_STAP2,0_STARD13,0_STC1,0_STEAP3,0_STOM,0_STOML2,0_SUCLA2,0_SUMO1,0_SUPT5H,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_SYPL1,0_SYTL1,0_SYTL2,0_TADA2B,0_TAF15,0_TAF9B,0_TAPBP,0_TARDBP,0_TBC1D13,0_TBC1D20,0_TBCD,0_TBCE,0_TBX2,0_TCIRG1,0_TCTN1,0_TDG,0_TDRD3,0_TF,0_TFAM,0_TFAP4,0_THAP8,0_THBS1,0_THOC7,0_TIAM1,0_TIMM8A,0_TJP2,0_TMEM132E,0_TMEM139,0_TMEM165,0_TMEM184C,0_TMEM192,0_TMEM33,0_TMEM72,0_TMEM87B,0_TMLHE,0_TMPO,0_TMPPE,0_TMPRSS2,0_TMX4,0_TNFAIP3,0_TNFAIP8L3,0_TNFRSF1B,0_TNFRSF21,0_TNIK,0_TNPO2,0_TOMM5,0_TOP1MT,0_TPD52L1,0_TPM3,0_TPM4,0_TPPP,0_TPT1,0_TPX2,0_TRA2B,0_TRAF3IP2,0_TRAP1,0_TREM1,0_TRIB3,0_TRIM17,0_TRIM27,0_TRMT2A,0_TTC27,0_TTC39C,0_TTC9C,0_TTLL11,0_TUBA1A,0_TUBA1C,0_TUBB6,0_TUBGCP2,0_TUSC1,0_TUSC3,0_TYMP,0_UBA7,0_UBAC1,0_UBC,0_UBE2D1,0_UBE2D3,0_UBE2F,0_UBE2G2,0_UBE2H,0_UBE3C,0_UBQLN1,0_UCK1,0_UFM1,0_UFSP2,0_UGGT1,0_UGT1A6,0_UPB1,0_UPK3B,0_UQCRC2,0_UQCRFS1,0_URGCP,0_UROC1,0_USF1,0_USP10,0_USP13,0_USP2,0_VAPB,0_VPS16,0_VPS18,0_WDR17,0_WDR33,0_WDR48,0_WDR53,0_WDR54,0_WDR61,0_WDR7,0_XAF1,0_XKR9,0_XPA,0_XPNPEP1,0_ZBTB12,0_ZBTB4,0_ZCCHC8,0_ZFAND2A,0_ZFC3H1,0_ZFPM2,0_ZFYVE1,0_ZHX2,0_ZIC1,0_ZMYM4,0_ZMYND8,0_ZNF22,0_ZNF224,0_ZNF280C,0_ZNF304,0_ZNF354B,0_ZNF37A,0_ZNF433,0_ZNF436,0_ZNF443,0_ZNF503,0_ZNF549,0_ZNF608,0_ZNF610,0_ZNF672,0_ZNF703,0_ZNF763,0_ZXDB
0,0,0,71,0,0,0,0,0,0,0,137,0,0,0,0,0,0,57,0,0,0,0,73,73,0,0,86,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,196,0,0,0,0,204,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,81,0,0,0,62,0,73,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,7,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,8,0,0,0,78,8,0,41,0,0,0,0,0,0,0,0,143,0,0,0,11,87,0,0,0,0,0,0,0,0,0,45,0,86,0,0,0,0,0,0,0,0,31,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,106,56,0,61,0,0,0,196,0,0,0,69,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,232,0,0,0,0,0,76,100,0,0,239,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,104,64,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,196,0,31,0,0,0,0,0,0,0,285,0,51,0,0,131,0,0,101,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,278,0,0,0,0,88,0,0,0,0,0,0,0,0,28,275,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,223,0,0,0,0,44,0,0,24,0,0,102,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,27,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,218,180,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,49,0,170,0,0,0,0,0,0,0,183,0,0,0,91,0,84,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,34,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,165,0,0,0,53,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,51,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,37,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,83,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,83,171,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,313,0,0,0,0,40,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,64,53,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,138,0,0,0,0,68,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,282,0,0,0,80,0,0,0,202,0,0,0,214,0,0,0,0,0,0,0,118,0,0,263,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,37,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,39,0,8,0,1,0,1,1,0,0,0,0,3,6,13,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,14,0,8,246,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,8,0,0,1,0,74,0,0,2,0,316,1,0,0,13,0,1,0,1,7,1,1,0,19,6,1,0,0,0,1,0,125,0,0,0,0,117,0,0,0,6,197,1,0,0,1,0,0,6,0,0,0,0,1,0,0,0,1,2,0,6,0,2,5,1,1,0,1,0,0,3,0,0,2,8,1,0,0,0,58,0,0,0,0,1,0,0,0,0,0,11,0,0,110,0,4,16,11,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,258,0,7,0,0,52,0,0,0,0,0,0,0,8,0,0,0,48,1,0,0,0,29,0,1,47,1,0,0,0,1,1,0,0,259,0,0,0,3,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,1,41,10,1,0,2,7,0,122,0,0,1,0,17,0,0,8,109,0,0,0,0,21,0,105,1,0,0,2,17,1,1,0,0,0,348,0,0,0,0,9,50,1,0,3,48,0,0,0,0,0,1,0,0,9,1,0,0,0,0,20,0,0,0,0,0,0,0,0,2,0,0,1,243,1,0,0,47,0,1,0,9,64,0,1,0,2,17,0,0,0,0,2,20,0,0,109,0,0,0,2,0,0,0,0,0,1,3,0,0,133,1,92,0,13,0,0,0,0,0,42,0,9,1,0,145,3,1,25,0,4,2,0,0,1,0,7,0,0,0,0,1,0,0,17,0,0,447,0,1,3,0,81,0,0,22,0,0,0,9,0,0,242,0,0,0,0,13,0,1,0,1,0,1,0,0,2,8,1,3,0,0,0,0,2,0,3,2,0,10,0,1,0,133,0,0,19,1,1,0,15,0,0,0,42,0,0,1,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,235,1,0,72,3,0,0,0,0,0,345,86,20,5,108,65,0,0,0,0,10,0,0,0,2,0,0,1,0,7,0,1,0,1,5,0,0,35,17,0,1,0,0,0,4,137,1,1,0,27,3,211,1,38,0,0,0,15,1,0,2,0,1,0,0,6,0,214,1,0,0,1,0,2,0,0,1,98,6,0,30,0,10,0,0,0,1,0,0,0,0,1,0,0,4,0,10,0,0,0,0,1,17,0,2,0,1,277,1,0,9,0,0,1,0,0,1,60,35,0,0,0,2,53,1,20,3,1,0,0,0,0,3,0,0,1,0,1,1,0,182,1,2,40,1,0,1,0,0,0,0,0,4,0,2,0,2,1,19,1,0,0,0,0,0,0,10,0,0,0,0,319,0,0,0,1,2,0,0,0,2,2,1,0,1,4,1,0,0,1,0,0,0,5,0,0,2,1,0,0,1,0,1,2,0,33,0,0,0,0,0,0,4,0,0,0,316,0,1,6,0,2,8,0,0,0,0,0,0,0,1,0,274,0,0,0,15,0,0,9,0,0,0,0,1,5,0,0,3,0,0,0,4,2,0,0,0,0,5,3,0,0,0,0,419,2,0,3,0,52,0,0,0,0,1,0,0,0,0,1,4,15,2,0,0,0,31,18,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,117,8,0,3,2,7,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,18,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,6,0,1,0,0,1,1,468,0,0,0,66,1,8,0,45,0,0,0,0,2,0,1,1,0,0,5,0,0,15,373,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5
200,1,0,72,1,0,0,30,0,0,0,0,0,1,1,0,24,0,0,0,4,0,0,4,75,0,0,0,0,0,0,0,14,33,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,5,0,0,0,0,0,0,21,0,0,0,271,1,0,0,0,11,0,2,37,0,0,12,1,0,1,0,0,16,3,3,1,0,0,1,1,0,0,4,0,0,0,0,1,1,0,375,0,3,1,0,0,0,0,0,2,1,1,0,0,0,0,3,1,3,0,1,109,0,4,0,0,76,0,0,0,0,180,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,2,0,3,75,1,0,0,0,0,0,0,0,0,0,0,0,2,53,2,0,0,0,0,1,0,0,0,31,2,0,0,1,2,1,0,2,0,0,0,0,1,3,4,0,0,0,0,1,0,0,285,1,0,1,0,19,2,0,0,0,0,0,0,1,1,1,0,15,0,1,0,0,2,0,1,164,0,0,1,7,1,0,0,0,349,0,1,0,0,0,0,0,0,0,1,5,5,1,0,0,3,0,0,18,0,0,0,2,0,0,0,0,0,12,0,64,0,0,0,0,11,1,76,1,0,0,0,0,1,0,0,168,0,0,0,1,0,0,170,0,0,0,0,73,0,0,1,0,0,339,0,0,0,9,0,75,0,14,1,71,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,269,0,0,7,14,0,60,1,0,72,0,0,0,1,56,2,1,0,1,0,2,0,0,78,0,1,12,0,1,0,0,1,0,0,0,0,0,241,0,18,3,11,0,0,0,0,0,1,1,0,0,0,159,1,0,3,18,37,0,2,0,0,0,0,0,0,0,0,0,0,0,65,0,1,451,0,0,0,2,234,1,0,0,1,0,0,2,0,0,263,0,8,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,58,0,0,5,0,0,0,0,2,5,74,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,36,1,0,0,2,360,0,0,76,0,0,22,0,0,1,351,4,0,0,142,82,3,0,5,1,23,0,1,41,36,0,0,0,0,0,53,0,0,2,0,0,0,8,75,3,0,0,0,0,0,160,0,0,2,6,0,241,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,147,0,0,0,0,1,0,0,1,0,159,0,1,41,0,0,1,0,0,0,0,4,3,3,2,1,2,0,0,0,0,0,3,0,0,2,0,0,0,0,294,0,0,0,0,1,0,1,0,0,75,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,3,0,0,2,0,0,302,0,1,73,0,2,0,1,0,0,0,0,0,2,0,0,0,0,50,0,5,1,1,0,1,0,5,1,1,1,0,326,0,2,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,2,0,0,76,0,0,1,1,1,2,0,0,0,0,0,213,0,0,0,0,0,0,0,0,3,0,241,0,2,23,0,0,0,0,13,0,0,0,0,0,1,0,300,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,427,39,0,0,1,75,1,0,0,3,5,2,1,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,1,0,1,0,0,0,0,1,0,0,0,75,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,2,0,84,0,0,0,0,0,4,0,6,3,0,0,0,1,1,0,3,0,7,1,1,0,0,0,0,1,2,0,0,1,0,8,2,0,0,0,1,472,0,0,0,15,0,0,1,67,0,1,2,2,0,1,0,0,0,1,13,0,0,0,339,0,1,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,5,0,0,0,29
