gen,0_ABCB6,0_ABCD1,0_ABHD10,0_ABR,0_ACADL,0_ACADM,0_ACAP1,0_ACOT9,0_ACSS1,0_ACTR2,0_ACVRL1,0_ADAL,0_ADAMTSL4,0_ADAR,0_ADCY3,0_ADH5,0_ADPGK,0_ADRM1,0_AEBP1,0_AHI1,0_AK3,0_AKR1A1,0_AKTIP,0_ALDH1B1,0_ALDH1L2,0_ALDH6A1,0_ALG13,0_ALOX5,0_AMT,0_AMZ2,0_ANAPC5,0_ANAPC7,0_ANKRD13D,0_AP1B1,0_AP2A1,0_APBB1,0_APCS,0_APLP2,0_APOOL,0_APTX,0_ARAF,0_ARFIP1,0_ARHGAP12,0_ARHGEF2,0_ARNT,0_ARPC3,0_ARPC5,0_ARSB,0_ASRGL1,0_ATP2B2,0_ATP2B3,0_ATP2B4,0_ATP6V1B1,0_ATP8A1,0_B3GNT9,0_BAG1,0_BAP1,0_BAZ1A,0_BCAR1,0_BCAS3,0_BCL2L14,0_BEX2,0_BHMT2,0_BICD1,0_BNIP3L,0_BRAF,0_BRIP1,0_BST2,0_BYSL,0_C11orf54,0_C1D,0_C1orf198,0_C1orf54,0_C3orf14,0_CACYBP,0_CAD,0_CALU,0_CAMK2G,0_CAMK4,0_CAMSAP1,0_CAP2,0_CAPZA1,0_CARD11,0_CARHSP1,0_CASP1,0_CBWD1,0_CBWD5,0_CC2D2B,0_CCDC102B,0_CCDC91,0_CCNB2,0_CCR6,0_CCT3,0_CCT6B,0_CDC20,0_CDC25C,0_CDC6,0_CDH1,0_CDH16,0_CDK1,0_CDK11A,0_CDK2AP1,0_CDKN1A,0_CDKN2A,0_CDKN2AIP,0_CENPA,0_CEP55,0_CES3,0_CFI,0_CHCHD3,0_CHCHD6,0_CHD1,0_CHDH,0_CHFR,0_CHI3L2,0_CHRD,0_CHRDL1,0_CHRM2,0_CHST11,0_CIITA,0_CITED2,0_CLDN2,0_CLDN8,0_CLEC4C,0_CLIC3,0_CLMN,0_CLN5,0_CLRN3,0_CMPK2,0_CNOT3,0_CNOT8,0_CNTN2,0_CNTNAP1,0_COBLL1,0_COL13A1,0_COL1A1,0_COL4A3,0_COL6A2,0_COX18,0_CPE,0_CPNE5,0_CPT2,0_CRBN,0_CRHBP,0_CRISPLD2,0_CSF1R,0_CSTF3,0_CTAGE1,0_CTDSPL,0_CTR9,0_CTSF,0_CTSZ,0_CTTNBP2,0_CUL5,0_CUL7,0_CWC22,0_CXCR5,0_CYB5D2,0_CYGB,0_DAGLA,0_DAXX,0_DBNDD2,0_DCLK1,0_DCLK3,0_DCUN1D3,0_DDAH1,0_DDX19B,0_DDX42,0_DDX47,0_DENND4C,0_DEPDC1B,0_DEXI,0_DFFA,0_DFFB,0_DGKG,0_DHRS7,0_DHX30,0_DIAPH1,0_DIRAS3,0_DLX5,0_DNAJB12,0_DNAJB14,0_DNAJB7,0_DNAJC2,0_DNAJC25,0_DNAL1,0_DNAL4,0_DNASE1L3,0_DNMT3B,0_DOK1,0_DPYSL2,0_DPYSL3,0_DSC2,0_DSG2,0_DTNA,0_DUS4L,0_DUSP14,0_DYRK4,0_DZIP3,0_EAPP,0_EDAR,0_EFNA1,0_EFS,0_EIF2AK2,0_EIF2S2,0_EIF2S3,0_EIF3B,0_EIF3E,0_EIF3H,0_EIF4A3,0_EIF4EBP1,0_EIF4EBP2,0_EIF5A,0_ELAC1,0_ELK1,0_ELOVL5,0_ENPEP,0_ENPP5,0_ENTPD1,0_EP400,0_EPHA7,0_ESRP1,0_EXOSC1,0_EXOSC2,0_EYA4,0_EZH2,0_F2,0_FABP3,0_FABP7,0_FADS1,0_FAM104B,0_FAM136A,0_FAM160A1,0_FAM171B,0_FAM193B,0_FAM199X,0_FAM53B,0_FAM89A,0_FAM89B,0_FASTKD5,0_FCAR,0_FETUB,0_FGB,0_FGF2,0_FKBP10,0_FKBP5,0_FLRT3,0_FLVCR1,0_FOXO1,0_FOXP2,0_FRMD8,0_FSD1L,0_FTSJ1,0_FXR2,0_FXYD3,0_GALK1,0_GALNT2,0_GAPDH,0_GART,0_GAS1,0_GAS8,0_GBP2,0_GBP3,0_GCDH,0_GDI1,0_GGA3,0_GGTLC1,0_GJA4,0_GLIPR1,0_GLOD5,0_GLUD2,0_GMPR,0_GOLGA3,0_GOT1,0_GPR143,0_GPX3,0_GRAMD1B,0_GRAMD1C,0_GRB2,0_GREM2,0_GRINA,0_GRSF1,0_GSTA1,0_GSTO2,0_GTF2H1,0_GTSF1,0_GUF1,0_HADH,0_HADHA,0_HBP1,0_HDAC3,0_HDGF,0_HECTD2,0_HERC2,0_HERC3,0_HEYL,0_HGSNAT,0_HINT3,0_HIVEP3,0_HKDC1,0_HLA-DPB1,0_HLA-DQA1,0_HMGA2,0_HMGB1,0_HMGN1,0_HNRNPA3,0_HNRNPUL1,0_HPS5,0_HSD17B11,0_HSD17B12,0_HSD17B6,0_HSD17B8,0_HSPA12A,0_HSPA6,0_HSPA9,0_HSPB8,0_HTATSF1,0_HTRA3,0_ICAM1,0_IDH3A,0_IDH3G,0_IDI1,0_IDUA,0_IER3,0_IFNG,0_IKBKB,0_IL10,0_IL17RD,0_IL18R1,0_IL7,0_ILDR1,0_ILF2,0_ILF3,0_IMPA2,0_IMPACT,0_ING1,0_INTS8,0_IPP,0_IRF2,0_IRF2BP2,0_ITGB3,0_IVD,0_JDP2,0_JTB,0_KCNG1,0_KCNJ15,0_KCNK1,0_KCTD16,0_KDELR2,0_KHDRBS3,0_KIAA1217,0_KIAA1328,0_KIAA1522,0_KIAA1841,0_KIF13B,0_KIF18A,0_KIF20A,0_KIF21B,0_KIF7,0_KIF9,0_KISS1R,0_KLC4,0_KLHDC2,0_KLHL36,0_KNTC1,0_KPNA3,0_KRBA1,0_KRT19,0_KRT7,0_L2HGDH,0_LACTB2,0_LAPTM5,0_LCA5,0_LENG9,0_LGALS3,0_LGALS8,0_LGI4,0_LIG1,0_LIN54,0_LMAN2,0_LNX2,0_LRCH2,0_LRP5,0_LRPAP1,0_LRRC45,0_LRRN3,0_LRRN4CL,0_LYPLAL1,0_LZTS2,0_MACC1,0_MACF1,0_MAGEA4,0_MAGI2,0_MAML3,0_MAP1LC3B,0_MAP1LC3B2,0_MAP3K12,0_MAPK12,0_MAX,0_MBD4,0_MBNL1,0_MCAT,0_MCCC2,0_MCM7,0_MCPH1,0_MDM4,0_MECR,0_MEP1A,0_MEPCE,0_METTL7B,0_MFNG,0_MGST1,0_MGST2,0_MIB1,0_MKI67,0_MKKS,0_MLH1,0_MLX,0_MLXIP,0_MLYCD,0_MMP2,0_MOGS,0_MOSPD1,0_MPPE1,0_MPV17L,0_MRPL24,0_MRPL9,0_MRPS35,0_MSH6,0_MSTO1,0_MT1E,0_MTA2,0_MTSS1,0_MYO10,0_N4BP1,0_N4BP2L1,0_N4BP3,0_NAALADL1,0_NAGK,0_NARS2,0_NCAM2,0_NCAPH,0_NCL,0_NCSTN,0_NDRG1,0_NDUFA4L2,0_NDUFA7,0_NDUFA8,0_NDUFAF1,0_NDUFC2,0_NDUFS2,0_NDUFS4,0_NECAP2,0_NEDD4,0_NEK1,0_NEK3,0_NFE2L1,0_NFIL3,0_NGEF,0_NKX2-2,0_NME2,0_NME4,0_NMT1,0_NOL11,0_NOLC1,0_NOP2,0_NOP58,0_NPEPL1,0_NPLOC4,0_NPM1,0_NR1H3,0_NR2C1,0_NR3C2,0_NRG2,0_NTRK3,0_NUDT16L1,0_NUDT17,0_NUMB,0_NUP35,0_NXPH2,0_OAS2,0_OCLN,0_ODF2,0_OGFOD2,0_OGG1,0_OLA1,0_ONECUT2,0_ORM1,0_OSBP,0_OTUD1,0_P2RX6,0_P2RY1,0_P4HA1,0_P4HB,0_PA2G4,0_PABPN1,0_PAFAH2,0_PAQR7,0_PARP6,0_PAX9,0_PCCB,0_PCDHGA1,0_PCK1,0_PCYOX1,0_PDCD2L,0_PDCD7,0_PDCL2,0_PDCL3,0_PDE12,0_PDHX,0_PDIA5,0_PDZRN3,0_PEBP1,0_PFDN2,0_PFDN4,0_PFDN5,0_PGLYRP2,0_PGPEP1,0_PHF8,0_PHLDB2,0_PHYH,0_PICALM,0_PIGH,0_PIGR,0_PINK1,0_PIP4K2A,0_PIWIL4,0_PKD2L2,0_PLA2G5,0_PLEKHA7,0_PLEKHJ1,0_PLEKHM2,0_PLK2,0_PLRG1,0_PML,0_PMPCB,0_POGZ,0_POU2F1,0_POU5F1,0_PPARA,0_PPAT,0_PPIL3,0_PPP1R3B,0_PPP2CB,0_PPP2R2C,0_PRAM1,0_PRCC,0_PRCP,0_PRDX1,0_PRELID1,0_PRKAA2,0_PRKAB1,0_PRKAR1B,0_PRODH2,0_PROS1,0_PRPF39,0_PRTFDC1,0_PSKH1,0_PSMA1,0_PSMB1,0_PSMC5,0_PSMD4,0_PTGIS,0_PTGS1,0_PTMA,0_PTPN21,0_PXDN,0_PYCR1,0_PYGO2,0_RAB11FIP1,0_RAB11FIP2,0_RAB11FIP5,0_RAB13,0_RAB21,0_RAB34,0_RAB3D,0_RAB9B,0_RABEPK,0_RABGGTB,0_RAD23A,0_RAD54L2,0_RALA,0_RANBP3L,0_RAP1GDS1,0_RASL11A,0_RBBP4,0_RBM25,0_RBM34,0_RBM47,0_RBP5,0_RC3H1,0_RFFL,0_RFK,0_RGL2,0_RHOT1,0_RIPK1,0_RNASET2,0_RNF123,0_RNF130,0_RNF139,0_RNF14,0_RNF17,0_RNF180,0_RNF220,0_RNF4,0_RPL10,0_RPL12,0_RPL19,0_RPL23,0_RPL27A,0_RPL36,0_RPL8,0_RPLP0,0_RPLP2,0_RPS14,0_RPS20,0_RPS5,0_RPS6KB1,0_RPS7,0_RRP15,0_S100A13,0_SAMD9L,0_SAMHD1,0_SAP30BP,0_SARDH,0_SBNO2,0_SCAMP2,0_SCARA5,0_SCARB1,0_SCFD2,0_SCGB1D2,0_SCIN,0_SDHA,0_SDR16C5,0_SDR39U1,0_SEC14L2,0_SEC16A,0_SEC24B,0_SEC63,0_SECISBP2,0_SEMA4D,0_SERPINB5,0_SERPINF2,0_SFPQ,0_SFXN2,0_SH2B1,0_SH3BP5L,0_SH3GL1,0_SHARPIN,0_SHC1,0_SHISA5,0_SHROOM3,0_SIPA1L1,0_SIRT7,0_SKA1,0_SLC16A1,0_SLC16A3,0_SLC16A7,0_SLC25A38,0_SLC26A2,0_SLC29A2,0_SLC30A9,0_SLC37A4,0_SLC38A6,0_SLC41A3,0_SLC46A2,0_SLC7A5,0_SLC7A6OS,0_SLMAP,0_SMAD2,0_SMAGP,0_SMOX,0_SMU1,0_SNAI1,0_SNRPB2,0_SNRPD2,0_SNRPD3,0_SNRPG,0_SNX10,0_SNX15,0_SOCS3,0_SOX30,0_SPAG5,0_SPTBN1,0_SQSTM1,0_SRCAP,0_SRD5A1,0_SRR,0_SRRM2,0_SS18,0_SSR3,0_ST8SIA5,0_STARD7,0_STEAP3,0_STK38,0_STRADA,0_STRADB,0_STX10,0_STX3,0_SULT1C2,0_SUMO4,0_SUSD2,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_SYTL1,0_TAF15,0_TARBP2,0_TBC1D14,0_TBC1D15,0_TC2N,0_TCOF1,0_TCP11L1,0_TCTA,0_TFAP4,0_TGFBI,0_TGM2,0_THG1L,0_THRAP3,0_TMED2,0_TMED8,0_TMEM132E,0_TMEM176A,0_TMEM176B,0_TMEM25,0_TMEM39A,0_TMEM51,0_TMEM72,0_TMEM87B,0_TMEM9B,0_TMLHE,0_TNFRSF18,0_TNFSF13B,0_TNFSF4,0_TNK2,0_TOE1,0_TOPBP1,0_TOR3A,0_TPCN2,0_TPD52L2,0_TPPP,0_TPRN,0_TPT1,0_TRAK1,0_TRAM1,0_TRAPPC6A,0_TREM1,0_TRIAP1,0_TRIM11,0_TRIM27,0_TRIM35,0_TRIM38,0_TRIO,0_TRMT5,0_TSEN15,0_TSHR,0_TSHZ3,0_TSPYL1,0_TST,0_TTC19,0_TTC27,0_TTC32,0_TTC4,0_TTLL1,0_TTLL3,0_TUBA1C,0_TUBGCP2,0_TUSC1,0_UBA2,0_UBA52,0_UBA7,0_UBXN4,0_UCN,0_UFC1,0_UGDH,0_UGT1A6,0_UPB1,0_UPK3B,0_UQCRFS1,0_UROC1,0_USF1,0_USP14,0_USP2,0_USP22,0_VAPA,0_VCAN,0_VEZT,0_VGLL4,0_WDR1,0_WDR17,0_WDR24,0_WDR6,0_WDR61,0_WDR7,0_WSCD2,0_WWC1,0_XK,0_XPA,0_XPC,0_XRN2,0_YWHAB,0_YWHAZ,0_ZBTB12,0_ZFC3H1,0_ZFP36,0_ZHX2,0_ZIC1,0_ZMYM4,0_ZNF207,0_ZNF280C,0_ZNF433,0_ZNF436,0_ZNF512,0_ZNF514,0_ZNF610,0_ZNF638,0_ZNF689,0_ZNF768,0_ZNHIT3
0,0,0,0,0,79,0,0,0,0,0,1,0,119,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,105,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,16,0,0,0,168,0,0,0,174,96,0,0,0,0,0,189,0,0,0,0,0,0,0,0,160,0,0,0,0,79,0,0,0,0,193,0,35,145,78,0,0,0,0,88,0,0,11,0,0,0,0,0,0,0,93,0,206,0,0,0,0,0,132,0,0,99,91,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,228,0,0,0,0,0,0,0,0,55,0,49,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,45,86,0,0,106,0,0,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,78,0,81,0,0,171,101,89,0,0,76,0,0,46,69,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,0,0,0,0,0,231,0,196,0,0,0,0,0,0,0,21,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,151,0,0,0,0,0,0,0,117,0,0,211,0,0,0,0,0,0,0,64,57,0,0,0,0,0,0,0,0,88,0,0,0,0,182,0,0,0,0,52,0,0,160,0,352,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,139,0,0,0,113,0,0,0,0,0,0,0,0,130,0,0,0,181,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,81,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,113,0,0,0,0,19,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,88,0,0,0,0,93,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,79,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,121,0,0,0,0,221,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,78,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,47,0,148,113,0,83,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,40,82,0,0,0,0,53,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,20,77,202,0,0,0,0,185,0,0,0,0,0,0,210,0,0,0,0,121,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,1,4,1,0,2,0,2,0,0,0,1,0,1,0,0,1,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,0,0,0,0,0,17,0,0,262,0,0,0,1,0,2,1,19,1,0,0,174,2,0,2,0,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,443,1,0,0,0,3,1,0,4,176,0,0,0,0,0,0,0,0,0,90,0,0,177,0,1,0,3,0,0,0,0,0,0,61,0,0,1,1,0,201,1,403,2,0,0,0,0,0,0,13,1,0,1,0,2,1,0,0,0,141,0,2,0,0,0,0,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,241,0,1,0,0,0,0,0,0,0,0,143,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,107,0,0,1,0,0,0,0,1,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,1,0,0,7,1,0,0,0,0,0,2,1,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,146,2,0,0,0,0,0,1,1,3,262,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,7,3,0,37,2,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,150,0,0,269,0,2,0,2,0,0,0,0,105,0,0,0,0,6,0,0,0,0,0,0,1,0,410,1,0,0,0,0,0,1,53,6,263,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,124,1,0,0,1,0,1,0,0,1,121,0,0,0,1,0,0,1,0,5,1,0,1,0,2,0,47,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,2,3,2,29,0,0,0,0,262,0,0,0,3,0,0,2,0,1,0,5,0,1,144,0,0,1,1,1,0,0,0,349,0,0,0,0,0,0,1,0,0,0,0,0,1,0,76,1,19,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,0,0,4,3,0,1,0,0,1,0,1,1,0,0,0,0,11,0,5,1,0,0,0,3,2,0,0,306,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,10,0,0,0,0,0,82,34,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,71,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,442,0,1,0,0,0,0,0,0,0,0,0,1,65,0,0,0,54,0,0,0,0,1,0,0,0,1,2,0,21,74,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,295,0,16,0,0,3,264,0,1,32,0,0,0,1,1,0,0,5,1,0,1,0,0,0,1,0,0,0,0,0,2,0,78,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,30,0,0,0,446,0,1,1,0,345,0,0,1,0,0,0,0,0,0,0,3,432,0,0,0,2,1,0,1,271,0,0,0,2,0,0,0,0,1,1,0,7,1,0,1,0
200,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,1,2,0,0,1,1,0,0,1,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,79,0,0,0,0,3,0,0,0,3,0,0,160,0,1,1,1,0,0,0,0,0,1,4,0,293,0,0,0,0,1,2,438,1,1,7,0,0,0,0,0,67,0,0,0,1,0,0,0,2,0,50,0,0,57,0,0,0,1,62,0,0,1,0,0,56,0,5,0,0,0,167,0,401,0,0,0,1,10,0,0,10,0,0,0,0,0,0,0,1,1,45,1,12,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,9,0,0,2,0,0,0,0,221,0,0,0,8,2,0,0,0,0,1,197,0,1,0,0,2,1,0,1,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,18,166,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,201,0,0,0,0,0,0,1,0,1,0,0,0,12,0,1,0,2,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,236,0,0,0,0,0,1,0,6,0,274,0,0,2,1,0,0,0,2,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,2,1,130,2,0,281,0,0,1,0,0,0,0,0,64,0,0,0,0,0,0,0,44,5,0,0,0,0,415,0,4,0,0,0,1,1,38,12,276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,43,0,2,0,0,0,0,3,0,1,248,0,0,0,0,1,0,0,18,54,0,0,0,0,1,0,78,0,0,3,0,1,0,4,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,275,0,0,0,0,0,0,0,0,0,1,0,0,0,113,1,2,0,0,0,0,0,0,359,0,0,0,8,0,0,0,5,0,0,0,1,0,0,58,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,0,0,0,0,18,0,0,6,0,0,377,12,0,1,0,0,0,3,0,0,1,2,0,10,3,4,0,7,0,0,23,0,0,2,1,0,0,0,0,11,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,149,0,0,0,2,0,0,0,0,3,0,0,0,1,0,2,0,1,2,0,2,1,0,3,449,0,1,0,0,1,1,0,5,1,1,5,1,0,0,1,0,2,0,0,0,0,0,0,1,3,0,0,1,0,0,206,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,293,1,205,0,0,5,274,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,11,0,4,0,0,0,0,0,1,46,3,0,0,0,19,0,0,457,1,0,1,1,119,0,0,0,3,0,0,0,0,0,2,0,416,1,1,3,0,0,0,0,289,1,0,0,0,2,1,2,1,0,0,0,19,1,0,0,0
300,0,0,0,1,0,0,0,0,3,1,0,0,0,0,2,2,0,0,0,0,0,0,36,0,0,0,0,0,0,2,38,39,2,0,0,0,0,1,0,2,0,0,1,8,0,0,1,2,0,1,0,18,0,0,0,0,1,1,0,2,1,5,0,0,0,0,0,0,0,0,1,3,0,145,0,0,0,0,0,0,2,1,0,0,1,0,249,0,1,0,0,0,0,433,1,0,0,0,0,0,1,0,39,1,1,1,1,0,0,0,1,2,9,0,0,24,0,0,1,0,35,0,0,0,0,0,40,0,0,0,0,0,169,0,399,0,0,0,0,8,0,0,5,1,0,0,2,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,8,0,27,0,0,0,0,0,0,6,230,0,0,0,0,0,0,1,0,0,0,237,1,1,0,1,0,22,0,0,0,1,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,21,155,0,4,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,252,0,0,0,0,2,0,0,0,0,0,1,0,16,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,3,0,217,0,0,0,0,0,0,3,0,0,271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,7,0,0,0,0,0,0,1,0,1,0,0,72,3,1,267,0,0,1,0,93,0,0,0,6,0,0,0,1,0,0,0,22,0,1,12,0,1,424,0,0,0,1,0,0,1,24,3,256,2,0,0,3,2,0,0,2,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,34,0,1,1,0,1,0,0,2,0,245,0,2,0,0,0,0,0,0,58,0,0,0,0,0,0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,5,1,1,269,0,0,0,0,3,0,0,0,0,0,0,3,0,129,0,0,0,0,0,0,3,2,362,3,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,13,0,2,0,0,0,0,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,38,1,0,0,17,0,0,0,2,1,1,408,77,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,37,0,1,107,0,1,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,146,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,2,2,0,2,428,1,1,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,3,2,0,0,0,0,17,0,0,0,0,0,306,0,0,0,0,0,0,2,1,0,0,0,7,0,0,0,273,2,263,0,0,4,266,0,9,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,6,20,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,8,0,0,0,0,0,0,0,0,41,0,1,0,7,1,0,0,454,1,0,1,0,37,0,1,0,0,0,1,0,0,0,0,0,393,0,0,0,0,0,0,0,270,0,0,15,0,0,0,0,0,0,0,0,37,0,0,0,0
