gen,0_AACS,0_ABAT,0_ABCB7,0_ABHD10,0_ABHD14A,0_ABHD14B,0_ACAA1,0_ACAA2,0_ACAD8,0_ACADL,0_ACADS,0_ACAP2,0_ACBD6,0_ACO1,0_ACOT9,0_ACTL6A,0_ACTR3,0_ADAM17,0_ADAM33,0_ADCK2,0_ADCY2,0_ADCY3,0_ADK,0_ADSL,0_AEBP1,0_AFP,0_AIMP1,0_AK3,0_AKAP8L,0_AKAP9,0_ALB,0_ALDH18A1,0_ALDH1B1,0_ALDH1L2,0_ALG13,0_AMFR,0_AMT,0_ANAPC2,0_ANGPTL1,0_ANK2,0_ANK3,0_ANKRD11,0_ANKRD22,0_ANKS6,0_ANLN,0_ANP32E,0_ANXA3,0_AP1S1,0_AP2A1,0_AP4S1,0_APBB1,0_APBB2,0_APCS,0_APLP2,0_APOD,0_APOL2,0_APOOL,0_APTX,0_ARCN1,0_ARHGAP23,0_ARHGAP30,0_ARHGEF16,0_ARHGEF35,0_ARHGEF5,0_ARID5A,0_ARRDC4,0_ARSD,0_ASRGL1,0_ATAD3B,0_ATF7IP2,0_ATG16L1,0_ATG4D,0_ATIC,0_ATP2B3,0_ATP6V1B1,0_ATP8A1,0_ATPAF2,0_ATRIP,0_ATRN,0_B2M,0_B3GNT9,0_B3GNTL1,0_B4GALNT2,0_BAZ1A,0_BBC3,0_BCKDHA,0_BCL2,0_BCL2L1,0_BCL2L2,0_BCL7A,0_BEX1,0_BGN,0_BIRC3,0_BIRC5,0_BLOC1S3,0_BLZF1,0_BPHL,0_BPNT1,0_BRF1,0_BTN3A3,0_C11orf54,0_C14orf93,0_C15orf40,0_C17orf75,0_C18orf32,0_C1orf54,0_C3orf14,0_C4orf19,0_C5orf34,0_C9orf40,0_CA9,0_CADM4,0_CALU,0_CAMK4,0_CAMLG,0_CANX,0_CAP1,0_CAPN1,0_CAPN2,0_CASP2,0_CBFA2T3,0_CBWD1,0_CBWD5,0_CBX1,0_CBX3,0_CBX4,0_CC2D1A,0_CC2D2B,0_CCAR1,0_CCDC102B,0_CCDC59,0_CCDC88B,0_CCDC88C,0_CCL4,0_CCNH,0_CCNT2,0_CCR6,0_CCT3,0_CCT5,0_CCT6B,0_CD101,0_CD2BP2,0_CD86,0_CD9,0_CDC27,0_CDC42BPB,0_CDH2,0_CDK17,0_CDK19,0_CDK4,0_CDKN1A,0_CDKN2A,0_CDKN2AIPNL,0_CDR2L,0_CDS2,0_CEP350,0_CFHR1,0_CHAC1,0_CHCHD3,0_CHI3L2,0_CHRD,0_CHST11,0_CHST15,0_CIDEB,0_CIITA,0_CLDN7,0_CLEC11A,0_CLVS1,0_CMAS,0_CMTM4,0_CNIH4,0_CNOT2,0_CNTNAP1,0_COG1,0_COIL,0_COL4A1,0_COPA,0_COX8A,0_CPE,0_CRHBP,0_CRP,0_CRYL1,0_CS,0_CSAD,0_CSF1R,0_CSPG5,0_CSRNP3,0_CTBS,0_CTDSPL,0_CTSF,0_CTSS,0_CTSZ,0_CTTNBP2,0_CUL4B,0_CUTC,0_CX3CL1,0_CYB5R3,0_CYFIP2,0_CYLD,0_CYP2R1,0_DAXX,0_DBI,0_DCAF12L1,0_DCHS1,0_DCLK1,0_DCP1B,0_DDX19B,0_DDX42,0_DDX47,0_DDX55,0_DDX59,0_DEPDC1,0_DEPDC1B,0_DERL3,0_DGCR8,0_DGKA,0_DGKG,0_DGUOK,0_DHX30,0_DIP2C,0_DLX5,0_DNAJA2,0_DNAJB7,0_DNAJC2,0_DNAL4,0_DPF2,0_DPY30,0_DPYSL3,0_DSG2,0_DTNBP1,0_DUSP14,0_DVL3,0_DYNC2LI1,0_DYRK4,0_ECD,0_EDAR,0_EIF3A,0_EIF3H,0_EIF4EBP1,0_EIF4ENIF1,0_ELAC1,0_ELMOD2,0_ELOVL7,0_ENDOD1,0_ENGASE,0_ENHO,0_ENPP2,0_ENPP3,0_ENPP4,0_ENPP5,0_ENTPD1,0_ENTPD2,0_EPHA3,0_EPHA7,0_ERBB3,0_ERCC1,0_ERCC5,0_ERCC6L,0_ERGIC1,0_EXTL3,0_F2,0_FADS1,0_FAHD1,0_FAM104A,0_FAM107B,0_FAM122B,0_FAM126A,0_FAM156A,0_FAM20A,0_FAM53A,0_FAM89A,0_FANCC,0_FBXO21,0_FBXO6,0_FCF1,0_FCN3,0_FGB,0_FGF2,0_FHIT,0_FLAD1,0_FLNA,0_FLRT3,0_FLVCR1,0_FOXS1,0_FRAT1,0_FRK,0_FTH1,0_FTO,0_FXN,0_FXR1,0_FXYD3,0_FZD3,0_FZD7,0_GAB3,0_GALK1,0_GART,0_GAS1,0_GAS8,0_GBA2,0_GCDH,0_GCH1,0_GCLC,0_GCSH,0_GDI1,0_GGA1,0_GGA2,0_GGCX,0_GGT7,0_GIMAP8,0_GIT2,0_GJA4,0_GLB1,0_GLI2,0_GLMN,0_GMFB,0_GMIP,0_GNAT1,0_GNB4,0_GORAB,0_GPC4,0_GPR107,0_GPR143,0_GPR183,0_GPRC5C,0_GRAMD1B,0_GSK3B,0_GSR,0_GSS,0_GSTA1,0_GSTO2,0_GSTZ1,0_GTF2B,0_GTF2E2,0_GTF3C5,0_GTPBP2,0_HADH,0_HAGH,0_HAL,0_HAUS3,0_HCK,0_HDAC10,0_HDAC5,0_HDHD3,0_HERPUD1,0_HGF,0_HIBADH,0_HINT3,0_HLA-DPB1,0_HMGB1,0_HMGB2,0_HMGCL,0_HMGN5,0_HNRNPC,0_HNRNPL,0_HNRNPR,0_HOXC13,0_HP,0_HPR,0_HS1BP3,0_HSD17B11,0_HSD17B12,0_HSD17B14,0_HSD17B6,0_HSPA12A,0_HSPA6,0_ICA1,0_ID3,0_IDH3B,0_IER5,0_IFI30,0_IFNG,0_IFRD2,0_IKZF2,0_IL10,0_IL4I1,0_IL7,0_ILDR1,0_ILF2,0_IMMP2L,0_IMMT,0_IMPA1,0_INO80D,0_INTS1,0_INTS8,0_IRAK3,0_IRF1,0_IRF3,0_ISLR,0_ITFG1,0_ITGB5,0_ITIH5,0_ITM2B,0_JMJD6,0_KANK2,0_KAT5,0_KATNAL2,0_KCNG1,0_KCNJ15,0_KCTD16,0_KCTD20,0_KIAA1522,0_KIAA1614,0_KIAA1755,0_KIF18A,0_KIF21B,0_KIF2A,0_KIF4A,0_KISS1R,0_KLHDC2,0_KLRB1,0_KNTC1,0_KRI1,0_KRT19,0_KRT4,0_KYNU,0_LAMB1,0_LAMP1,0_LCMT2,0_LDB2,0_LENG9,0_LGALS9,0_LHX6,0_LIMD1,0_LMAN1,0_LPAR2,0_LRCH2,0_LRPPRC,0_LRRC24,0_LRRC47,0_LRRC57,0_LRRN4CL,0_LSM12,0_LUC7L3,0_LYPLAL1,0_LZTS1,0_M6PR,0_MAEA,0_MAGEA4,0_MAGEE1,0_MAGOH,0_MAML1,0_MAN2B1,0_MAP1LC3B,0_MAP2K1,0_MAP3K1,0_MAPK6,0_MAPK9,0_MARCKS,0_MCL1,0_MCM7,0_MCM9,0_MECR,0_MED8,0_MFSD9,0_MGAT1,0_MGAT2,0_MGMT,0_MICALL2,0_MINPP1,0_MIPEP,0_MLH1,0_MLLT1,0_MLLT3,0_MMP11,0_MN1,0_MPV17L,0_MRPL11,0_MRPL24,0_MRPL42,0_MRPL9,0_MRPS18C,0_MRPS36,0_MRPS9,0_MSH2,0_MSTN,0_MSTO1,0_MT1E,0_MTCH1,0_MTHFD1,0_MVP,0_MYC,0_MYO9B,0_N4BP1,0_N4BP2L2,0_N4BP3,0_NAALADL1,0_NAGK,0_NAP1L1,0_NAT10,0_NBR1,0_NCAM2,0_NCAPH,0_NCL,0_NDUFA10,0_NDUFA9,0_NDUFS2,0_NDUFS4,0_NEURL1B,0_NFAT5,0_NFKB2,0_NFKBIA,0_NFYA,0_NKX2-2,0_NMNAT3,0_NMUR1,0_NOMO3,0_NOP56,0_NOP58,0_NRG2,0_NRIP1,0_NRP2,0_NSUN6,0_NTRK3,0_NUDT11,0_NUP153,0_NUP62,0_OGG1,0_OLFML1,0_ORM2,0_OTP,0_OTUD6B,0_OXNAD1,0_P2RX6,0_P4HA1,0_P4HA3,0_PA2G4,0_PABPC1,0_PABPN1,0_PAFAH2,0_PAICS,0_PARP1,0_PAX5,0_PAX9,0_PCDHB7,0_PCDHGA1,0_PCDHGA12,0_PCGF3,0_PCID2,0_PCIF1,0_PDCD2L,0_PDCD7,0_PDE10A,0_PDE3A,0_PDLIM5,0_PDSS2,0_PDZD11,0_PEG3,0_PELO,0_PEX26,0_PFDN1,0_PGAM2,0_PGLYRP2,0_PHB,0_PHC2,0_PHF20,0_PHLDB1,0_PHYH,0_PIBF1,0_PIF1,0_PIGQ,0_PIK3R6,0_PLA2G5,0_PLEKHA7,0_PLEKHG3,0_PLIN2,0_PMM2,0_PMPCB,0_PNCK,0_POGZ,0_POLG,0_POLR3H,0_POMP,0_POR,0_POU3F3,0_POU5F1,0_PPA1,0_PPAT,0_PPIG,0_PPM1E,0_PPP1R11,0_PPP2CA,0_PPP3R2,0_PRAF2,0_PRAM1,0_PRCP,0_PRDX5,0_PRDX6,0_PRKAA2,0_PROM1,0_PRPF38B,0_PRPF40A,0_PRR16,0_PRRC1,0_PRTFDC1,0_PRTN3,0_PSMA1,0_PSMA5,0_PSMA6,0_PSMB8,0_PSMD14,0_PTGES3,0_PTGIS,0_PTGR1,0_PTPN21,0_PTPN22,0_PTPN7,0_PTTG2,0_PUS10,0_PYCR1,0_RAB11FIP5,0_RAB17,0_RAB22A,0_RAB23,0_RAB25,0_RAB34,0_RAB5C,0_RAB6C,0_RAC2,0_RAD1,0_RAD23A,0_RAI1,0_RALGDS,0_RANBP1,0_RASEF,0_RASGRF1,0_RASSF1,0_RB1,0_RBBP7,0_RBM26,0_RBM4B,0_REN,0_RFC4,0_RFX7,0_RGS1,0_RIMS2,0_RNASEH2B,0_RNASET2,0_RNF130,0_RNF149,0_RNF17,0_RNF19A,0_RNF4,0_RNF7,0_RPGR,0_RPL10,0_RPL10A,0_RPL12,0_RPL13,0_RPL19,0_RPL23,0_RPL36,0_RPL7,0_RPL9,0_RPLP2,0_RPS14,0_RPS16,0_RPS5,0_RPS6KB1,0_RPS7,0_RSAD2,0_RSBN1,0_RSRC2,0_RTKN,0_S100A10,0_SAFB2,0_SAP30BP,0_SARNP,0_SBNO2,0_SCAP,0_SDC4,0_SDR39U1,0_SDSL,0_SEC14L2,0_SEC24D,0_SEC31A,0_SEMA3A,0_SEMA4B,0_SERPINA1,0_SERPINA3,0_SERPINB5,0_SERPINB6,0_SFXN2,0_SH2B1,0_SH3GL1,0_SHC1,0_SHROOM3,0_SIPA1L1,0_SIPA1L2,0_SIRT7,0_SLC12A4,0_SLC16A1,0_SLC16A7,0_SLC1A4,0_SLC25A4,0_SLC29A3,0_SLC2A5,0_SLC35E1,0_SLC38A6,0_SLC39A6,0_SLC7A5,0_SLC7A6OS,0_SMARCA2,0_SMARCA4,0_SMPD3,0_SMTN,0_SMU1,0_SNPH,0_SNRNP48,0_SNRPA1,0_SNRPD3,0_SNX15,0_SOCS3,0_SPAG16,0_SPAG5,0_SPTBN1,0_SQLE,0_SRP19,0_SRP72,0_SSB,0_SSC5D,0_SSR3,0_SSR4,0_STAT3,0_STAT4,0_STRADB,0_STX4,0_STX6,0_SUMO1,0_SUMO2,0_SUMO4,0_SUSD2,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_SYPL1,0_TACC3,0_TACO1,0_TBC1D19,0_TBC1D9B,0_TBCE,0_TBL3,0_TBX2,0_TCERG1,0_TCIRG1,0_TECPR2,0_TFE3,0_TFRC,0_THG1L,0_THOC2,0_THOC3,0_THRA,0_THTPA,0_TIAM1,0_TLE2,0_TMCO1,0_TMEM132E,0_TMEM139,0_TMEM159,0_TMEM39A,0_TMEM51,0_TMEM8B,0_TMLHE,0_TMPRSS2,0_TNFAIP3,0_TNFRSF1B,0_TNIK,0_TNPO2,0_TOP2B,0_TOPBP1,0_TOR3A,0_TPD52,0_TPD52L2,0_TPM3,0_TPM4,0_TPPP,0_TPX2,0_TRAP1,0_TRIM11,0_TRIM17,0_TRIM35,0_TRMT1,0_TRMT61B,0_TSC1,0_TSEN15,0_TSHZ3,0_TSR1,0_TST,0_TTC21B,0_TTC39C,0_TTK,0_TUFT1,0_TYW1B,0_U2AF1,0_UBA2,0_UBE2C,0_UBE2D1,0_UBE2F,0_UBLCP1,0_UBXN6,0_UCP2,0_UCP3,0_UNC45A,0_UPK3B,0_UQCRC1,0_UQCRFS1,0_URGCP,0_URM1,0_USP15,0_USP2,0_VAPA,0_VARS2,0_VEZT,0_VPS37B,0_VPS4A,0_WDR11,0_WDR26,0_WDR61,0_WWC1,0_XK,0_XKR9,0_XPC,0_XRCC1,0_YAP1,0_YTHDC2,0_YTHDF2,0_ZBTB12,0_ZBTB2,0_ZBTB42,0_ZC3H14,0_ZC3HC1,0_ZDHHC17,0_ZMAT3,0_ZNF135,0_ZNF207,0_ZNF280D,0_ZNF37A,0_ZNF511,0_ZNF514,0_ZNF610,0_ZNF677,0_ZNF689,0_ZNF703,0_ZNF76,0_ZNF83,0_ZRANB2
0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,53,0,169,0,0,0,0,68,0,0,0,0,35,0,0,172,0,0,0,0,133,0,118,0,71,0,0,0,128,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,115,28,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,8,0,0,45,0,0,0,0,0,0,0,0,130,0,0,0,0,11,0,0,0,0,0,0,0,0,88,0,0,336,0,0,0,22,0,0,19,0,0,0,140,90,0,0,0,0,0,114,0,82,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,40,158,0,0,0,0,0,103,0,0,0,183,0,0,0,0,0,0,0,280,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,188,0,0,199,0,46,0,0,0,0,48,23,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,39,296,0,0,0,180,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,54,0,0,0,0,0,0,0,0,81,40,0,0,0,0,0,26,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,134,143,178,0,0,0,0,88,0,0,82,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,30,56,60,0,0,0,61,103,0,0,0,75,0,0,0,0,83,14,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,3,166,0,198,106,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,290,110,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,16,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,113,0,0,10,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,103,0,0,0,91,0,191,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,121,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,154,84,0,0,0,0,0,3,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,209,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,183,215,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,119,0,0,0,0,0
100,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,10,0,1,1,0,0,0,2,0,31,0,0,0,1,0,262,45,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4,9,1,0,0,2,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,1,6,1,0,0,1,0,222,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,170,0,0,0,0,0,0,0,17,0,0,387,0,1,1,1,0,0,455,0,0,1,0,4,0,0,0,2,0,0,4,7,8,0,0,0,4,0,13,0,8,17,1,0,1,0,0,0,1,0,174,1,0,0,0,3,0,0,365,0,0,2,0,406,0,0,3,0,3,0,3,2,1,0,0,0,0,0,1,1,23,9,0,15,1,4,0,0,0,3,0,0,0,0,1,1,0,0,4,2,0,2,0,0,1,0,56,0,0,8,1,0,0,0,0,0,0,1,1,81,36,0,1,1,74,0,0,2,5,0,0,0,0,1,1,2,0,0,387,0,0,0,340,0,0,17,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,2,4,0,3,0,2,3,0,1,0,0,0,1,0,1,0,0,1,0,0,14,2,0,0,0,0,0,0,0,0,0,8,0,0,44,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,122,136,1,0,0,0,3,0,0,0,2,9,0,0,0,3,0,1,0,0,0,0,1,10,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,96,0,1,6,0,0,0,1,1,0,3,0,1,113,1,0,0,0,2,0,65,3,0,0,17,0,1,0,1,0,2,0,2,1,0,0,3,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,1,1,0,46,0,0,114,2,0,0,0,8,3,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,5,1,0,7,0,1,0,0,32,8,0,0,0,1,2,0,10,0,0,0,3,0,1,0,0,0,3,0,0,2,0,111,154,2,0,0,1,0,0,0,0,2,2,1,1,48,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,1,1,4,0,1,1,130,0,0,1,0,1,0,0,0,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,18,0,0,2,0,1,0,4,0,0,0,0,0,0,22,1,0,2,0,0,0,6,1,0,0,0,5,0,0,0,0,0,9,0,0,0,10,0,0,2,0,0,0,1,0,0,1,20,0,0,10,0,0,0,0,0,3,9,2,0,0,0,0,1,0,0,0,1,2,0,6,0,0,0,0,1,0,18,0,0,0,0,0,0,3,0,0,0,42,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,3,0,3,7,0,0,6,0,378,0,0,3,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,65,0,0,15,1,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,6,1,324,9,5,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,6,61,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,1,0,0,0,2,328,3,7,5,1,0,0,0,2,1,0,0,0,1,0,0,37,334,2,0,4,0,7,0,0,1,0,1,0,0,21,6,0,0,0,0,4,64,0,0,0,0,22
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,67,2,0,0,86,1,192,0,0,0,0,0,1,0,0,5,0,0,0,307,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,2,0,1,0,0,4,0,0,0,2,0,0,2,1,0,0,0,0,5,0,0,0,2,0,0,1,5,1,0,2,10,0,0,0,0,1,0,0,0,0,0,0,0,207,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,237,2,0,0,0,1,0,0,0,0,7,368,0,0,0,0,0,0,463,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,10,0,1,0,3,0,7,0,0,101,0,1,0,1,1,0,0,372,0,0,0,0,417,0,1,0,1,2,0,1,0,1,0,0,70,0,0,0,0,0,0,0,1,0,0,0,34,0,0,9,2,0,1,0,0,0,0,0,4,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,244,0,0,0,0,129,0,18,0,0,0,0,0,2,1,0,0,1,0,396,1,2,0,191,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,7,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,36,0,1,1,0,7,0,0,0,0,0,0,0,1,0,0,11,1,0,161,150,0,0,0,2,0,1,0,0,2,0,1,3,0,0,0,0,0,4,3,0,0,0,1,0,0,1,0,0,4,2,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,1,0,0,0,0,0,1,0,246,0,0,0,2,0,1,243,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,8,0,0,1,1,2,0,1,0,0,1,1,0,0,0,2,0,0,407,1,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,4,0,1,40,230,0,1,0,0,0,0,2,0,40,0,0,0,0,0,0,51,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,106,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,2,32,0,2,0,0,0,0,0,0,0,0,0,49,0,0,0,1,0,0,2,0,1,0,3,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,60,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,43,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,0,1,0,5,0,0,0,0,376,2,0,3,0,0,0,1,0,10,0,0,1,0,0,2,2,0,0,0,57,0,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,336,0,0,1,0,1,1,0,1,21,0,0,1,0,0,0,0,0,0,0,0,0,0,2,23,82,118,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,377,0,0,0,0,1,0,0,1,0,0,0,0,0,7,1,62,243,0,0,0,0,0,1,0,0,2,0,0,0,2,6,0,0,0,24,32,4,2,0,0,0,36
300,1,0,3,0,0,0,27,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,19,0,0,0,16,0,295,0,0,0,1,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,16,0,0,0,0,0,0,4,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,286,3,1,0,0,0,14,0,0,1,0,386,43,0,0,0,0,1,437,0,0,0,0,0,0,2,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,4,0,0,0,0,1,1,0,378,0,9,0,0,433,1,0,0,0,0,1,1,0,1,0,0,239,0,0,0,0,0,0,0,1,0,0,0,108,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,289,1,0,0,0,275,1,0,0,0,0,0,1,0,1,0,0,0,0,413,0,2,0,179,0,1,0,56,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,1,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,239,201,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,15,0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,28,1,0,0,0,0,137,0,0,0,0,0,0,287,0,0,1,0,0,0,301,0,0,0,0,1,0,3,0,1,0,3,1,0,0,1,0,0,1,9,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,2,0,0,1,0,1,0,441,1,0,0,1,0,0,59,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,1,0,0,3,1,2,2,0,1,0,1,0,0,0,0,224,0,1,0,1,0,0,0,0,137,0,0,0,6,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,149,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,9,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,0,0,1,0,0,1,0,0,0,0,0,0,49,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,180,0,0,0,10,4,0,0,0,0,1,0,0,0,39,0,0,0,8,253,3,1,0,0,0,0,0,0,5,0,0,8,4,1,2,1,0,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,382,0,1,2,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,22,0,0,343,0,0,30,0,1,0,0,0,29,0,0,0,4,0,0,0,1,0,0,0,0,0,0,31,8,60,0,4,3,1,1,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,373,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,36,250,0,0,1,0,0,0,2,0,0,0,2,0,0,2,1,2,4,30,54,1,1,0,0,0,8
