gen,0_AARSD1,0_ABCC3,0_ACAA2,0_ACADL,0_ACADM,0_ACBD6,0_ACIN1,0_ACTN1,0_ACTR2,0_ADA,0_ADAM33,0_ADRM1,0_AFP,0_AGL,0_AHNAK2,0_AIMP2,0_AK7,0_AKAP1,0_AKAP8,0_AKR1C3,0_ALAD,0_ALB,0_ALDH1L2,0_ALG3,0_ALKBH1,0_AMFR,0_AMT,0_ANGPTL1,0_ANK3,0_ANLN,0_ANO6,0_ANPEP,0_ANXA3,0_ANXA7,0_AOAH,0_AP3B1,0_AP4S1,0_AQP1,0_ARAF,0_ARAP1,0_ARFGEF2,0_ARHGAP18,0_ARHGAP24,0_ARHGEF2,0_ARHGEF5,0_ARL6IP6,0_ARMCX6,0_ARNT2,0_ASB8,0_ATP2B2,0_ATP2B3,0_ATP6V1B1,0_ATP6V1H,0_ATP8A1,0_ATPAF1,0_AUP1,0_AURKB,0_AUTS2,0_AWAT2,0_AZI2,0_B3GNTL1,0_B4GALNT1,0_B4GALT2,0_B4GALT6,0_BANF1,0_BCKDHA,0_BCL7A,0_BEX2,0_BRD3,0_BRD8,0_BRI3BP,0_BUD31,0_BYSL,0_C15orf40,0_C1orf116,0_C1orf54,0_C2orf49,0_C3orf14,0_C4BPA,0_CAB39,0_CACNA1C,0_CARD11,0_CARD8,0_CASP10,0_CASP8,0_CASP9,0_CBWD5,0_CBX3,0_CBX4,0_CBX5,0_CCDC102A,0_CCDC134,0_CCDC59,0_CCDC68,0_CCM2,0_CCT3,0_CCT6A,0_CCT6B,0_CCT8,0_CD151,0_CD200,0_CD300C,0_CD53,0_CD81,0_CD86,0_CDC16,0_CDC37L1,0_CDC6,0_CDCA5,0_CDH16,0_CDK1,0_CDKN2C,0_CENPV,0_CEP55,0_CES2,0_CFHR1,0_CFI,0_CHD1L,0_CHEK2,0_CHRD,0_CIB2,0_CIDEB,0_CISH,0_CITED2,0_CLCN2,0_CLDN8,0_CLIC1,0_CLIC3,0_CLPTM1L,0_CMPK2,0_CMTM4,0_CMTM8,0_CNIH4,0_CNNM1,0_CNOT2,0_CNTNAP1,0_COL13A1,0_COL4A3,0_COX10,0_CPE,0_CPNE1,0_CPNE5,0_CPNE8,0_CPSF6,0_CPSF7,0_CRBN,0_CRHBP,0_CRIP1,0_CRISPLD2,0_CRTC2,0_CS,0_CSF1R,0_CSPG4,0_CSTF2,0_CSTF3,0_CTCF,0_CTSH,0_CTSZ,0_CTTNBP2,0_CX3CL1,0_CYB5D2,0_CYB5R3,0_CYP1B1,0_DAGLA,0_DCAF11,0_DCAF4,0_DDIT4,0_DDX42,0_DEPDC1B,0_DHRS7,0_DIAPH1,0_DKK3,0_DMTF1,0_DNAJA3,0_DNAJB7,0_DNAJC10,0_DNAJC25,0_DNAJC5,0_DNAJC8,0_DNASE1L3,0_DNMT3B,0_DNMT3L,0_DPAGT1,0_DPH5,0_DPY30,0_DPYS,0_DPYSL2,0_DPYSL3,0_DSC1,0_DTNBP1,0_DUS4L,0_DUSP14,0_DVL3,0_DYRK1A,0_DZIP1L,0_ECHDC3,0_ECM2,0_EDEM2,0_EDN1,0_EEF1D,0_EEF2,0_EGFL7,0_EHBP1L1,0_EIF2B1,0_EIF2S3,0_EIF3H,0_EIF3I,0_EIF4E,0_EIF4EBP1,0_EIF5,0_ELOVL5,0_ENHO,0_ENPP3,0_ENPP5,0_ENTPD2,0_EP400,0_EPHA7,0_EPHB2,0_EPSTI1,0_ERCC5,0_ERI3,0_ESRP1,0_F2,0_FABP3,0_FADD,0_FAM104A,0_FAM174A,0_FAM20A,0_FANCG,0_FASTKD5,0_FBXL2,0_FBXO31,0_FBXO5,0_FCAR,0_FCF1,0_FGB,0_FGF2,0_FGF9,0_FLAD1,0_FLRT3,0_FOXO1,0_FRAT1,0_FXN,0_FXR2,0_FXYD3,0_FXYD6,0_G6PC,0_GABARAPL1,0_GAPDH,0_GAS1,0_GATAD2A,0_GBP2,0_GC,0_GEMIN6,0_GGA3,0_GGTA1,0_GHITM,0_GIT2,0_GLG1,0_GLMN,0_GMPR,0_GNG5,0_GPR143,0_GPR183,0_GPRC5D,0_GREM2,0_GRHPR,0_GRINA,0_GSK3B,0_GSTA1,0_GSTA2,0_GSTA3,0_GSTO2,0_GSTZ1,0_GTF2E1,0_GTF2E2,0_GTF2H1,0_GTF3A,0_GTPBP8,0_GTSF1,0_GUK1,0_HADH,0_HADHA,0_HAPLN3,0_HCFC1,0_HDAC1,0_HELQ,0_HGSNAT,0_HINT1,0_HIP1R,0_HKDC1,0_HLA-DQB1,0_HMGA2,0_HMOX2,0_HNRNPL,0_HP,0_HPR,0_HSD17B11,0_HSD17B12,0_HSD17B3,0_HSD17B6,0_HYI,0_ICA1,0_ICA1L,0_ICAM1,0_IER3IP1,0_IER5,0_IFNGR2,0_IFT74,0_INTS3,0_INTS8,0_IP6K1,0_IQCG,0_IRF1,0_IRF2,0_ITGB3BP,0_ITIH3,0_JAKMIP2,0_JARID2,0_JAZF1,0_JPH2,0_KCNE3,0_KCNJ15,0_KCTD16,0_KDELR2,0_KDM2A,0_KDM6B,0_KHDRBS3,0_KIAA1522,0_KIAA1614,0_KIAA1755,0_KIAA1958,0_KIF18A,0_KIF7,0_KIFAP3,0_KISS1R,0_KLF16,0_KLF3,0_KLHL36,0_KLRB1,0_KRT7,0_LACTB2,0_LAMB2,0_LBP,0_LEFTY2,0_LGI4,0_LGR5,0_LGR6,0_LHX6,0_LIG1,0_LIMA1,0_LMAN2,0_LMAN2L,0_LMNB2,0_LMO7,0_LPCAT1,0_LRBA,0_LRCH2,0_LRRC45,0_LSM12,0_MACC1,0_MAGEA4,0_MAGEA8,0_MAML1,0_MAML3,0_MANSC1,0_MAP2K5,0_MAP3K1,0_MAP3K8,0_MAPK12,0_MAPK13,0_MAPK8IP3,0_MAPKAPK2,0_MARK2,0_MBTD1,0_MCAT,0_MCM3AP,0_MCM6,0_MCPH1,0_MDFIC,0_MDM4,0_MECR,0_MED12,0_MED12L,0_MEP1A,0_MERTK,0_MFNG,0_MFSD6,0_MGST2,0_MIA2,0_MICALL2,0_MIOS,0_MIS12,0_MKKS,0_MLLT3,0_MLX,0_MLYCD,0_MMP2,0_MOAP1,0_MOGS,0_MON1B,0_MPHOSPH10,0_MPPE1,0_MPV17L,0_MRM1,0_MRPL24,0_MRPL4,0_MRPS18C,0_MRPS30,0_MRPS36,0_MRPS9,0_MS4A6A,0_MSTO1,0_MT1A,0_MT1E,0_MTMR11,0_MTOR,0_MX1,0_MYD88,0_MYO5B,0_MYOF,0_N4BP2L1,0_NAALADL1,0_NAB2,0_NBN,0_NCAPH,0_NDUFAF1,0_NDUFB5,0_NDUFS2,0_NDUFS4,0_NECAP2,0_NEURL1B,0_NFE2L1,0_NFE2L2,0_NFYB,0_NGB,0_NGEF,0_NIPAL3,0_NKIRAS1,0_NLRX1,0_NME3,0_NME7,0_NMUR1,0_NPM1,0_NRF1,0_NTRK3,0_NUP62,0_ODF2,0_OGDHL,0_OGFOD2,0_OGG1,0_ONECUT2,0_OPHN1,0_OPTN,0_OSBP,0_OSBPL1A,0_OXER1,0_OXSM,0_P4HB,0_PABPC1,0_PADI1,0_PARK7,0_PARP14,0_PAX5,0_PAX9,0_PBX2,0_PCBP3,0_PCDHB4,0_PCDHB7,0_PCDHGA1,0_PCDHGB3,0_PCDHGB5,0_PCDHGC3,0_PCGF3,0_PCID2,0_PCK1,0_PCMTD2,0_PDCD1LG2,0_PDCD2L,0_PDCD5,0_PDCL3,0_PDK1,0_PDZK1IP1,0_PELI2,0_PGLYRP2,0_PGPEP1,0_PHB,0_PHF12,0_PHIP,0_PHLDA3,0_PHLDB2,0_PIGR,0_PIK3C3,0_PINK1,0_PIR,0_PKNOX1,0_PKNOX2,0_PLA2G15,0_PLCD1,0_PLCG1,0_PLCXD1,0_PLK3,0_PLSCR3,0_PLTP,0_PNCK,0_PNPLA3,0_POF1B,0_POLD2,0_POMP,0_POU2F1,0_POU5F1,0_PPP2CB,0_PPWD1,0_PRAF2,0_PRDM1,0_PRDM11,0_PRDM4,0_PRDX5,0_PRICKLE4,0_PRKCB,0_PRKCD,0_PRPF38B,0_PRPF39,0_PRR15L,0_PRTFDC1,0_PSKH1,0_PSMA4,0_PSMA5,0_PSMC5,0_PSMD4,0_PTGIS,0_PTHLH,0_PTPN21,0_PTPN22,0_PTPN3,0_PTPN7,0_PUS10,0_PXMP4,0_PYCARD,0_PYCR1,0_PZP,0_RAB14,0_RAB22A,0_RAB23,0_RAD50,0_RADIL,0_RALA,0_RANBP2,0_RAP1GDS1,0_RAPGEF3,0_RARG,0_RASAL1,0_RASEF,0_RASGRF1,0_RAVER2,0_RBM25,0_RBM38,0_RBM39,0_RBM47,0_RBMX,0_RBMX2,0_RC3H1,0_RCOR3,0_RECQL4,0_RFC2,0_RFC3,0_RGMA,0_RGPD1,0_RGS1,0_RIC3,0_RILPL1,0_RIN2,0_RIN3,0_RNASE3,0_RNASEH2C,0_RNASET2,0_RNF14,0_RNF149,0_RNF19B,0_RNF7,0_RNPEP,0_RPL10A,0_RPL36,0_RPLP0,0_RPS14,0_RPS4X,0_RPS6KB1,0_RPS6KB2,0_RUFY2,0_S1PR2,0_SACM1L,0_SAE1,0_SARDH,0_SCAMP2,0_SCAP,0_SCARF2,0_SCFD1,0_SCFD2,0_SCGB1D2,0_SCML4,0_SDC4,0_SDF2L1,0_SDF4,0_SDHA,0_SDR16C5,0_SEC63,0_SECISBP2,0_SELL,0_SEMA3A,0_SEMA4F,0_SENP2,0_SERPINA4,0_SERPINB5,0_SERPINC1,0_SERPINF2,0_SERTAD2,0_SETD3,0_SETD5,0_SEZ6L2,0_SFPQ,0_SH2D4A,0_SH3BGRL2,0_SH3BP5L,0_SH3GL1,0_SIPA1L1,0_SIRPA,0_SKA1,0_SKP2,0_SLA,0_SLC15A4,0_SLC16A10,0_SLC1A5,0_SLC27A2,0_SLC29A2,0_SLC38A7,0_SLC41A3,0_SLC4A10,0_SLC4A1AP,0_SLC7A5,0_SLC9A2,0_SLC9A3R1,0_SMAD3,0_SMOX,0_SMTN,0_SMU1,0_SNAI1,0_SNRNP48,0_SNRNP70,0_SNRPC,0_SNX14,0_SNX33,0_SOCS1,0_SOCS3,0_SOX30,0_SP100,0_SPAG16,0_SPAG5,0_SPG11,0_SRPX2,0_SRRM1,0_ST8SIA3,0_ST8SIA5,0_STAB1,0_STAT4,0_STC2,0_STEAP3,0_STT3A,0_STX17,0_STX3,0_SUCLG2,0_SUDS3,0_SULT1C2,0_SUMO4,0_SUSD2,0_SYNGR1,0_SYNGR3,0_SYNJ2BP,0_SYPL1,0_TAF12,0_TBC1D1,0_TBC1D22A,0_TCIRG1,0_TCP11L1,0_TFAP4,0_TFE3,0_THAP2,0_THG1L,0_THOC7,0_THUMPD3,0_TIAM1,0_TLE2,0_TMEM106C,0_TMEM132E,0_TMEM141,0_TMEM176A,0_TMEM25,0_TMEM59L,0_TMEM9B,0_TMLHE,0_TMPRSS2,0_TNFSF4,0_TNIP2,0_TNPO2,0_TOR3A,0_TPM4,0_TPPP,0_TPX2,0_TRAPPC3,0_TRIM22,0_TRIM4,0_TRIO,0_TRIP10,0_TRMT61B,0_TSEN15,0_TTC19,0_TTC27,0_TTLL3,0_TUBG1,0_TUBGCP3,0_TUFT1,0_TUSC1,0_UBA7,0_UBAP2,0_UBE2D2,0_UBE2D3,0_UBE2E3,0_UBXN6,0_UFC1,0_UFSP2,0_UNC5B,0_UNC93B1,0_UPK3B,0_UQCRFS1,0_USP2,0_USP30,0_USP7,0_VAPB,0_VEZT,0_VIM,0_VIPR1,0_VKORC1,0_VPS35,0_VPS53,0_VRK3,0_VTI1B,0_WDR13,0_WDR17,0_WDR24,0_WSB1,0_WT1,0_XIAP,0_XK,0_XKR9,0_XPC,0_XPO1,0_YBX1,0_YWHAZ,0_ZBTB12,0_ZBTB2,0_ZBTB20,0_ZBTB4,0_ZC3H14,0_ZC3HC1,0_ZDHHC17,0_ZDHHC6,0_ZFAND5,0_ZIC1,0_ZMYM2,0_ZNF251,0_ZNF280C,0_ZNF304,0_ZNF317,0_ZNF433,0_ZNF500,0_ZNF511,0_ZNF532,0_ZNF540,0_ZNF549,0_ZNF608,0_ZNF689,0_ZNF703,0_ZNF777,0_ZNF83
0,0,0,0,142,0,0,0,0,0,0,81,0,0,0,2,0,0,0,0,0,0,0,231,0,0,0,0,0,31,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,39,183,22,0,26,0,0,0,50,0,0,0,6,0,0,0,0,0,55,0,0,0,0,0,0,50,0,0,172,0,0,0,27,0,0,0,0,4,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,45,0,0,0,20,0,0,65,0,0,0,0,0,0,0,52,0,0,0,0,0,43,0,38,176,188,0,223,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,32,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,58,0,0,24,0,0,143,0,0,0,0,0,0,0,0,0,33,113,102,0,0,0,0,0,0,0,0,0,53,0,0,0,26,0,0,0,0,0,0,0,91,218,0,0,163,0,36,0,0,82,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,169,0,122,29,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,171,0,0,138,68,194,0,0,228,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,105,0,0,0,0,0,0,0,0,123,169,0,14,0,0,125,89,0,0,0,0,97,37,60,58,0,0,0,0,0,0,0,0,0,134,0,0,134,235,0,0,135,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,110,0,0,0,0,0,0,0,275,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,185,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,175,0,0,0,0,0,50,0,0,0,0,0,0,0,0,83,0,0,29,79,0,12,0,0,108,0,29,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,82,155,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,149,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,68,0,0,0,88,0,0,0,93,48,53,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,123,0,146,0,0,0,0,103,0,0,0,0,0,0,0,0,71,0,148,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,37,0,115,0,0,0,0,118,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,83,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,121,0,0,0,0,128,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,1,0,1,0,1,1,1,0,44,0,26,0,0,0,9,0,0,2,0,0,372,0,0,1,0,0,35,4,6,0,0,2,3,20,0,3,0,0,0,1,1,4,326,0,2,0,0,0,80,0,2,0,0,2,0,44,1,13,1,0,0,1,0,1,0,40,1,0,1,2,0,8,0,0,0,201,0,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,23,0,0,282,0,0,0,0,0,0,0,1,0,0,100,0,0,0,3,1,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,5,2,0,0,0,2,8,223,27,0,65,0,0,1,0,1,0,117,0,0,1,0,0,0,23,0,0,1,0,0,3,0,0,0,1,2,0,0,0,7,0,0,0,0,5,46,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115,0,0,0,0,0,0,1,0,1,0,2,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,18,1,1,0,6,0,0,7,2,0,3,197,0,0,0,3,18,2,3,0,0,0,1,0,2,0,0,0,0,0,53,1,0,0,0,0,2,0,0,0,5,0,0,0,0,55,0,0,0,0,14,0,0,31,0,0,0,0,0,0,3,1,0,0,0,434,100,0,4,0,361,0,3,0,0,0,0,19,0,0,0,2,0,2,0,1,1,1,1,0,0,1,0,129,0,1,2,1,0,0,0,0,178,0,0,0,0,0,409,196,2,1,0,0,0,0,0,0,0,0,2,0,34,0,12,1,0,46,0,2,0,143,0,6,0,1,0,3,2,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,71,0,0,0,0,0,1,0,1,0,0,0,0,379,0,1,22,0,0,0,0,0,0,0,0,53,3,0,3,1,0,1,0,0,0,3,0,1,0,0,6,0,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,2,13,0,0,0,0,0,1,0,1,24,4,3,0,0,1,0,0,1,0,1,0,0,2,0,1,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,233,0,0,48,0,0,0,0,0,0,0,1,0,1,2,0,5,0,0,0,0,0,45,0,0,1,2,0,7,5,0,0,2,315,47,3,0,0,0,0,0,0,0,39,0,1,0,0,5,1,0,1,0,0,0,0,1,25,0,1,0,0,0,0,0,1,3,0,0,321,0,4,0,1,0,0,1,28,1,0,0,5,0,0,0,0,0,2,2,5,0,2,0,5,60,0,0,0,77,0,0,6,390,0,0,0,0,1,9,0,0,0,0,1,0,20,0,0,3,0,2,1,0,8,0,0,0,0,0,0,0,75,0,0,9,0,0,15,0,0,0,0,2,1,0,0,68,68,0,1,37,0,1,0,0,20,2,93,0,0,0,0,0,38,1,1,10,0,0,54,3,1,1,0,19,0,3,4,0,1,0,0,0,0,38,1,0,1,0,1,0,0,0,0,0,100,0,0,1,356,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,448,0,0,1,0,0,1,2,0,0,3,0,0,0,0,0,0,0,1,0,0,24,0,3,0,1,327,1,13,1,0,2,3,0,0,0,1,1,0,30,0,0,2,0,0,0,0,0,0,1,0,41
200,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,5,1,377,2,0,0,113,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,382,3,0,0,0,1,24,0,0,1,103,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,78,0,0,0,2,299,0,0,1,0,0,1,0,1,0,0,6,0,0,0,0,0,0,1,1,292,0,1,1,0,0,4,0,0,4,1,102,0,1,0,0,1,1,0,0,0,0,0,52,0,0,4,0,0,0,0,3,0,1,3,0,0,0,4,256,0,0,0,0,1,0,2,0,0,106,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,1,2,0,0,2,3,0,4,2,0,0,0,0,0,1,271,0,1,1,0,0,1,0,0,0,5,3,0,0,0,0,1,1,10,0,0,0,2,8,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,271,1,0,1,0,0,0,0,0,0,0,2,0,1,57,0,0,0,0,0,0,42,0,1,0,0,2,0,0,0,1,0,0,1,10,0,0,0,0,1,0,1,0,0,7,0,0,2,0,446,100,0,0,0,268,0,0,0,0,3,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,1,1,20,1,181,1,1,0,49,0,399,226,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2,0,0,99,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,22,0,0,2,0,2,0,0,0,1,183,1,0,0,39,0,0,1,3,0,400,0,0,0,0,0,0,0,1,1,1,1,0,0,0,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,1,0,0,0,0,0,1,3,1,4,0,0,0,0,1,1,0,1,1,0,2,0,1,0,0,0,1,222,1,1,0,0,1,0,1,1,40,2,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,116,174,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,332,1,0,0,0,8,0,0,9,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,157,0,0,0,432,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,3,0,0,3,0,1,0,0,1,0,0,1,0,0,2,0,5,0,1,0,0,0,0,0,66,259,0,0,0,3,1,1,0,146,0,76,0,0,0,0,1,1,0,8,0,0,0,0,2,0,0,1,0,0,3,0,0,1,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,388,0,0,0,388,1,0,8,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,2,0,0,0,0,0,8,1,1,1,0,0,0,0,0,1,0,1,0,0,0,351,0,0,0,0,0,0,0,0,0,1,0,0,55,0,0,2,1,2,0,6,5,0,0,0,0
300,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,377,0,0,0,211,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,373,0,0,0,0,0,33,0,0,1,17,1,0,0,0,0,1,0,3,0,1,0,0,2,0,0,0,0,8,0,0,2,0,301,0,0,0,0,0,0,0,0,0,0,11,0,0,3,1,0,0,0,0,281,0,0,0,1,0,0,1,0,0,0,11,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,249,0,0,0,0,0,0,0,1,0,114,0,0,0,0,4,0,0,1,0,0,0,5,0,1,1,0,0,0,3,0,0,0,1,28,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,350,0,1,0,0,334,1,0,0,0,0,0,1,0,6,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,1,445,108,0,0,0,257,0,0,0,1,0,2,0,1,1,107,0,0,1,0,0,0,0,0,0,0,0,1,147,1,0,1,0,0,0,1,0,153,1,0,0,1,0,394,183,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,121,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,3,0,0,1,0,0,0,1,0,236,0,0,0,88,0,1,0,0,1,402,1,0,0,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,1,5,1,0,0,0,0,1,0,1,0,0,0,4,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,27,0,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,89,257,3,0,0,2,1,0,0,0,0,9,0,0,0,0,0,41,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,1,0,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,4,0,166,0,0,0,447,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,1,1,6,0,0,0,4,0,0,0,10,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,327,0,0,0,0,1,0,1,159,0,12,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,391,8,0,0,398,1,3,2,1,0,0,0,0,0,0,0,0,1,0,1,0,10,1,2,2,0,0,0,0,9,452,1,0,0,0,1,0,0,1,0,1,10,0,0,0,0,1,1,0,0,2,0,0,0,2,0,344,0,0,0,1,0,0,0,0,0,0,0,2,15,0,0,0,0,1,0,66,0,0,0,2,0
