gen,0_AAAS,0_AASDH,0_ABCA2,0_ABHD14B,0_ABR,0_ACAA2,0_ACAD8,0_ACADL,0_ACAT1,0_ACAT2,0_ACSL1,0_ACTR2,0_ACTR3B,0_ADAL,0_ADCY9,0_AFTPH,0_AHCY,0_AK2,0_AK3,0_AK7,0_AKAP1,0_AKAP8,0_AKR1C3,0_AKT1,0_ALDH1B1,0_ALG9,0_ALKBH2,0_ALKBH5,0_AMFR,0_ANAPC5,0_ANK3,0_ANKRD11,0_ANKRD39,0_ANKRD49,0_ANO10,0_ANP32B,0_ANXA3,0_AP1AR,0_AP2B1,0_APLP2,0_APOD,0_ARAP1,0_ARFGEF1,0_ARFIP1,0_ARHGAP23,0_ARHGAP5,0_ARHGEF12,0_ARHGEF16,0_ARHGEF35,0_ARHGEF5,0_ASAP1,0_ASRGL1,0_ASS1,0_ATAD3B,0_ATF7IP2,0_ATIC,0_ATP10D,0_ATP2B3,0_ATP6V1D,0_ATPAF1,0_ATXN7L3,0_BAG1,0_BAP1,0_BCAR1,0_BCL7A,0_BEX1,0_BEX2,0_BIK,0_BIRC2,0_BIRC3,0_BLOC1S3,0_BLZF1,0_BNIP1,0_BNIP3,0_BST2,0_BTF3L4,0_BTN3A3,0_BUB3,0_C12orf57,0_C1orf198,0_C1orf226,0_C3orf14,0_C3orf18,0_C4BPA,0_C5orf34,0_C5orf46,0_CAB39,0_CACYBP,0_CAMK2G,0_CAMSAP1,0_CAV1,0_CBLB,0_CBLC,0_CBR1,0_CBX1,0_CCDC152,0_CCDC28A,0_CCDC68,0_CCDC88B,0_CCDC89,0_CCDC90B,0_CCM2,0_CCR6,0_CD276,0_CD74,0_CD9,0_CDC25C,0_CDC37L1,0_CDCA8,0_CDH1,0_CDH2,0_CDK11A,0_CDK18,0_CDK19,0_CDKL5,0_CDKN2A,0_CDKN2AIP,0_CDS2,0_CEP72,0_CFI,0_CHAC1,0_CHCHD10,0_CHFR,0_CHI3L2,0_CHMP1B,0_CHRD,0_CLCC1,0_CLDN7,0_CLMN,0_CMC1,0_CMPK2,0_CNTNAP1,0_COBLL1,0_COG8,0_COMMD3,0_COMT,0_COMTD1,0_COPS2,0_COQ4,0_COX10,0_CPE,0_CPSF6,0_CRHBP,0_CROT,0_CRY2,0_CS,0_CSRNP3,0_CSTF3,0_CTAGE1,0_CTDP1,0_CTDSPL,0_CTNNA1,0_CTSD,0_CTTNBP2,0_CUL5,0_CUTC,0_CWC15,0_CYB5D2,0_CYFIP1,0_DACT2,0_DCAF12L1,0_DCAF12L2,0_DCLK1,0_DCLK3,0_DCP1A,0_DCTN3,0_DCUN1D3,0_DDHD2,0_DDIT4,0_DDX42,0_DDX55,0_DEK,0_DENR,0_DEPDC1,0_DEPDC1B,0_DERL2,0_DERL3,0_DFFB,0_DGUOK,0_DHRS7,0_DIAPH1,0_DLG2,0_DMAP1,0_DMTF1,0_DMXL1,0_DNAJB1,0_DNAJB7,0_DNAJC10,0_DNAJC2,0_DNAJC28,0_DNAL1,0_DNASE1L3,0_DNMT3L,0_DPAGT1,0_DPH5,0_DPY30,0_DPYS,0_DPYSL3,0_DPYSL4,0_DR1,0_DTX4,0_DYRK4,0_EBPL,0_ECM2,0_ECSIT,0_EDNRB,0_EEA1,0_EEF1A1,0_EEF1G,0_EFCAB2,0_EFHC2,0_EGFL7,0_EIF3I,0_EIF4EBP1,0_EIF5A,0_ELF4,0_ELOVL7,0_EML4,0_ENDOD1,0_ENO1,0_ENPEP,0_ENPP3,0_ENTPD2,0_EP400,0_EPS15L1,0_ERBB4,0_ERCC6L,0_ERGIC3,0_ESRP1,0_ETFB,0_EWSR1,0_EXOSC1,0_EZH2,0_F2,0_FABP7,0_FADS1,0_FAF1,0_FAM111A,0_FAM136A,0_FAM160A1,0_FAM20A,0_FAM47E,0_FAM81A,0_FAM83H,0_FAM89A,0_FAM89B,0_FANCI,0_FBXO5,0_FCRL1,0_FGB,0_FGF2,0_FGF9,0_FGFR4,0_FGG,0_FGR,0_FLNA,0_FLRT3,0_FNBP1L,0_FRMD8,0_FUCA1,0_FXN,0_FXYD3,0_G6PC,0_GAB2,0_GABARAPL1,0_GABPB1,0_GALK1,0_GALNT5,0_GANAB,0_GAS1,0_GATAD2B,0_GBP2,0_GC,0_GCSH,0_GDA,0_GEMIN6,0_GIT2,0_GLI2,0_GLOD4,0_GLYR1,0_GMPR,0_GOLM1,0_GORAB,0_GORASP2,0_GPR107,0_GPR143,0_GPR176,0_GPRIN1,0_GRB7,0_GRHPR,0_GRINA,0_GRSF1,0_GSK3B,0_GTF2H1,0_GTPBP10,0_GTPBP8,0_GUSB,0_GYS1,0_H6PD,0_HAPLN3,0_HAX1,0_HDAC3,0_HEYL,0_HINT2,0_HIP1R,0_HIRA,0_HLA-DRB1,0_HMGA2,0_HMGCR,0_HMGXB4,0_HNRNPAB,0_HNRNPH1,0_HNRNPH2,0_HNRNPUL1,0_HOXC13,0_HP,0_HSD17B4,0_HSD17B6,0_HSDL2,0_HSP90B1,0_HSPA6,0_HSPB2,0_HTRA3,0_HUS1,0_HUWE1,0_ID3,0_IDO1,0_IDUA,0_IER5,0_IFI35,0_IFNGR2,0_IK,0_IL10,0_IL7,0_ILF3,0_INPP5B,0_INTS3,0_INTS8,0_IP6K1,0_IPP,0_ITGB5,0_JAKMIP2,0_JKAMP,0_JPH2,0_KATNAL2,0_KCNA5,0_KCNG1,0_KCNJ2,0_KCTD11,0_KCTD16,0_KDM2A,0_KDM3B,0_KHDRBS1,0_KIAA1328,0_KIAA1522,0_KIF18A,0_KIF21A,0_KIFAP3,0_KISS1R,0_KLF5,0_KLHDC2,0_KLHL8,0_KLRB1,0_KRT19,0_KRT4,0_L2HGDH,0_LACTB2,0_LARP6,0_LARS2,0_LBP,0_LCMT2,0_LDHB,0_LDLRAD2,0_LETM1,0_LGALS8,0_LGI4,0_LGR6,0_LIG1,0_LIG3,0_LIMA1,0_LIMD1,0_LIMK2,0_LMAN2L,0_LNX2,0_LPCAT1,0_LRBA,0_LRCH2,0_LRFN3,0_LRRC3B,0_LRRC57,0_LRRN4CL,0_LSM6,0_LSR,0_MACF1,0_MAGEA4,0_MAGI2,0_MAGOH,0_MAOA,0_MAP3K1,0_MAP3K14,0_MAP3K9,0_MAP7D3,0_MAPK12,0_MAPK13,0_MAPKAPK2,0_MATK,0_MBTD1,0_MCCC2,0_MCM6,0_MDFIC,0_MDM2,0_MECP2,0_MED12L,0_MED15,0_MEP1A,0_MFSD6,0_MGST1,0_MIA2,0_MINPP1,0_MIPEP,0_MIS12,0_MLLT3,0_MLYCD,0_MME,0_MMGT1,0_MPV17L,0_MRPL1,0_MRPL49,0_MRPL9,0_MSH2,0_MSRB3,0_MSTO1,0_MT1E,0_MTA2,0_MTAP,0_MXI1,0_MYB,0_MYC,0_MYD88,0_MYEF2,0_MYO18A,0_MYOF,0_N4BP2L2,0_NAA25,0_NAALADL1,0_NBEA,0_NBN,0_NCSTN,0_NDRG2,0_NDUFS2,0_NDUFS4,0_NDUFV1,0_NECAP2,0_NEDD1,0_NEK1,0_NEK7,0_NF2,0_NFAT5,0_NFE2,0_NFE2L2,0_NFIL3,0_NFX1,0_NFYA,0_NGEF,0_NIPA2,0_NIT1,0_NKX2-2,0_NLN,0_NLRX1,0_NME1-NME2,0_NME3,0_NMI,0_NNMT,0_NOL3,0_NOP2,0_NOP56,0_NR2C2AP,0_NR3C1,0_NR5A2,0_NRBP1,0_NRG2,0_NSFL1C,0_NSL1,0_NTN1,0_NTRK3,0_NUDT12,0_NUDT16L1,0_NUP50,0_OCLN,0_OGDHL,0_ORM1,0_OS9,0_OSMR,0_OTP,0_OTUD3,0_OXNAD1,0_OXSM,0_P4HB,0_PA2G4,0_PADI1,0_PAICS,0_PARD6A,0_PARP1,0_PARP16,0_PARVA,0_PAX9,0_PCCB,0_PCDHB7,0_PCDHGA1,0_PCDHGA8,0_PCGF3,0_PDCD2,0_PDCL2,0_PDE10A,0_PDHA1,0_PDZRN3,0_PEBP1,0_PECR,0_PEG3,0_PER3,0_PEX6,0_PGAM2,0_PGLYRP2,0_PHB,0_PHLDA3,0_PHLPP1,0_PI4KB,0_PIGR,0_PIK3R4,0_PIR,0_PJA1,0_PKP4,0_PLCE1,0_PLCG1,0_PLCL1,0_PLD6,0_PLIN2,0_PLRG1,0_PNPLA3,0_POLG2,0_POLR3H,0_POU3F3,0_PPFIBP2,0_PPIE,0_PPIL4,0_PPM1E,0_PPM1G,0_PPP1R11,0_PPP1R3B,0_PPP2R2B,0_PPP2R2C,0_PPP2R2D,0_PPP3R1,0_PRDM4,0_PRDX3,0_PREP,0_PRKACB,0_PRR16,0_PRTFDC1,0_PRTN3,0_PSMC3,0_PSMD12,0_PSMD13,0_PSMD3,0_PSMD4,0_PTGIS,0_PTPN22,0_PTPRJ,0_PTRH2,0_PUS7,0_PWWP2B,0_PXMP4,0_PYCR1,0_PZP,0_RAB11FIP4,0_RAB3D,0_RABEPK,0_RABGAP1,0_RABIF,0_RAC2,0_RAD23A,0_RAD54L,0_RANBP2,0_RANBP6,0_RARG,0_RASEF,0_RASGRF1,0_RASSF4,0_RBBP4,0_RBM28,0_RBM45,0_RBM8A,0_RBMX2,0_RELA,0_REN,0_RER1,0_RFC3,0_RFC5,0_RGS1,0_RHOT1,0_RIC3,0_RIC8A,0_RNASE3,0_RNASEH2C,0_RNASET2,0_RNF111,0_RNF13,0_RNF149,0_RNF17,0_RNF180,0_RNF181,0_RNF19A,0_RNF20,0_RNF38,0_RPAP2,0_RPGR,0_RPL23,0_RPL29,0_RPL31,0_RPL35,0_RPL36,0_RPL7,0_RPLP0,0_RPP38,0_RPS14,0_RPS15,0_RPS20,0_RPS4X,0_RPS5,0_RPS6,0_RPS6KB2,0_RRP1B,0_RSL1D1,0_RUNX1,0_S100A11,0_S100A13,0_SAE1,0_SAMD9L,0_SAMM50,0_SARDH,0_SCAP,0_SCAPER,0_SCOC,0_SCYL3,0_SDF2L1,0_SEC14L2,0_SEC16A,0_SEC63,0_SEMA3A,0_SEMA4D,0_SEMA4F,0_SENP8,0_SERPINA3,0_SERPINA4,0_SERPINC1,0_SESTD1,0_SETD5,0_SETDB2,0_SF3A3,0_SGMS1,0_SH3GL1,0_SHARPIN,0_SHMT2,0_SHPK,0_SIM2,0_SIRPA,0_SKA1,0_SLC13A5,0_SLC15A4,0_SLC16A1,0_SLC16A3,0_SLC17A4,0_SLC25A11,0_SLC26A6,0_SLC27A2,0_SLC29A2,0_SLC29A3,0_SLC2A5,0_SLC2A9,0_SLC30A9,0_SLC38A10,0_SLC38A6,0_SLC38A7,0_SLC43A2,0_SLC4A2,0_SLC7A1,0_SLC9A2,0_SLMAP,0_SMARCA5,0_SMARCE1,0_SMC4,0_SMU1,0_SNF8,0_SNRPA1,0_SNRPD1,0_SNRPD3,0_SNRPG,0_SNX15,0_SOD1,0_SOD2,0_SPAG5,0_SPAST,0_SPATA18,0_SPRY4,0_SPTBN1,0_SPTY2D1,0_SQLE,0_SRM,0_SRP54,0_SRPX2,0_SS18,0_SSR1,0_SSR4,0_SSX2IP,0_ST8SIA5,0_STC2,0_STEAP3,0_STOM,0_STRADB,0_STRN,0_STX18,0_STX6,0_SUB1,0_SUCLG1,0_SUCLG2,0_SUDS3,0_SVIP,0_SYNCRIP,0_SYNE2,0_SYNGR3,0_SYNJ2BP,0_SYNRG,0_SYPL1,0_TADA2B,0_TAF12,0_TAP2,0_TARBP2,0_TARDBP,0_TBC1D13,0_TBC1D14,0_TBC1D4,0_TBCA,0_TCERG1,0_TCF20,0_TCIRG1,0_TCP11L1,0_TECPR2,0_TFAM,0_TGM2,0_THAP3,0_THOC3,0_TM2D1,0_TMCC3,0_TMEM132E,0_TMEM14A,0_TMEM165,0_TMEM18,0_TMEM39A,0_TMEM43,0_TMEM72,0_TNFRSF6B,0_TNIK,0_TNIP1,0_TOB1,0_TOE1,0_TPD52,0_TPPP,0_TPRN,0_TPT1,0_TRAF6,0_TRAM1,0_TRDMT1,0_TRIB3,0_TRIM11,0_TRIM17,0_TRIM4,0_TRIM8,0_TRIO,0_TRIOBP,0_TSEN15,0_TSPYL2,0_TSR1,0_TST,0_TTC9C,0_TTLL1,0_TTLL3,0_TUBA1C,0_TUBB6,0_TUSC1,0_TXLNA,0_UBE2C,0_UBE2D3,0_UBE2G2,0_UBQLN1,0_UGT1A6,0_UNC5B,0_UPK3B,0_UQCRC1,0_UQCRC2,0_UQCRFS1,0_URGCP,0_UROC1,0_USF1,0_USP13,0_USP22,0_USP39,0_USP45,0_USP48,0_UTP6,0_VAPB,0_VASP,0_VIM,0_VPS36,0_VPS37C,0_WDR1,0_WDR41,0_WDR53,0_WDR61,0_WLS,0_WT1,0_WWC1,0_WWP1,0_XK,0_XKR9,0_XPO1,0_ZBTB20,0_ZBTB4,0_ZBTB8OS,0_ZC3H12C,0_ZDHHC17,0_ZFP91,0_ZIC1,0_ZMIZ1,0_ZNF134,0_ZNF219,0_ZNF280C,0_ZNF318,0_ZNF354B,0_ZNF436,0_ZNF503,0_ZNF689,0_ZNF700,0_ZNF763
0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,43,0,0,0,54,0,0,0,0,0,0,0,98,172,0,0,0,0,99,0,0,44,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,222,0,120,0,9,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,211,0,0,203,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,153,0,0,0,0,0,72,0,0,0,0,0,0,58,0,0,0,0,0,15,84,35,39,125,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,179,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,142,112,0,0,58,0,0,33,0,0,0,0,0,48,0,0,0,0,0,0,117,0,0,0,0,0,0,0,31,41,201,0,112,0,0,201,0,0,0,0,29,61,0,0,0,0,180,0,42,0,0,3,0,100,0,0,3,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,166,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,148,0,0,0,0,0,149,0,0,186,0,0,0,207,156,0,235,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,76,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,276,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,158,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,110,0,0,290,0,0,0,0,26,0,0,0,0,0,0,0,0,73,0,0,0,0,28,0,0,0,0,0,0,0,144,0,0,0,0,0,245,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,68,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,202,0,162,0,0,0,10,0,0,0,115,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,50,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,153,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,106,0,0,149,164,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0
100,2,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,4,0,0,0,0,0,0,0,6,0,0,0,0,213,1,0,0,1,10,0,0,0,0,0,1,0,0,0,0,1,0,159,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3,0,0,0,0,3,1,8,1,0,0,4,0,3,0,332,4,0,1,0,0,0,1,0,1,2,0,0,0,2,0,18,0,0,1,0,0,0,0,0,1,0,0,2,0,22,0,2,24,0,0,1,0,0,366,0,0,252,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,12,0,0,17,0,0,0,0,22,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,3,58,0,0,0,166,0,0,0,0,76,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0,21,5,0,221,0,0,0,4,0,0,0,0,0,0,160,0,1,0,0,1,0,0,0,0,0,0,0,4,121,0,0,0,0,0,0,0,0,0,249,8,341,0,0,39,3,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,2,0,1,0,0,1,2,0,0,0,1,0,0,0,0,20,0,3,0,1,0,0,0,1,0,0,0,0,151,0,4,0,1,0,0,1,1,0,1,0,2,0,2,0,211,0,0,0,1,0,0,0,0,2,0,2,1,0,0,5,0,1,0,266,0,0,0,0,0,311,0,0,0,0,1,0,250,234,0,144,0,1,0,156,0,0,0,0,1,0,0,0,2,0,2,0,0,4,94,1,302,0,140,2,0,9,2,0,0,0,1,0,0,16,0,1,0,10,0,18,0,0,0,0,0,0,0,1,0,45,16,0,0,0,0,0,39,0,0,185,0,0,0,3,1,114,0,0,0,1,0,1,0,1,1,0,0,0,0,276,0,136,1,2,0,0,0,0,0,1,0,0,1,110,0,0,1,98,1,0,182,2,1,1,7,0,1,1,1,0,0,3,0,0,0,0,0,17,0,0,1,0,158,0,0,0,0,1,0,0,0,0,0,12,0,0,0,1,0,0,2,0,390,2,0,1,0,0,1,0,32,2,1,0,0,0,1,0,0,1,0,0,0,4,2,1,0,0,0,3,0,1,0,0,1,0,0,4,0,0,3,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,9,1,1,1,178,1,0,0,1,0,1,0,1,4,2,0,0,6,24,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,7,0,0,1,0,0,0,1,2,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,375,0,1,2,0,0,188,1,0,0,0,0,0,1,4,0,0,1,0,1,0,2,0,13,1,0,1,0,0,0,0,0,0,77,1,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,2,0,99,0,2,1,1,0,5,2,1,1,0,0,0,0,0,6,0,1,0,0,2,0,8,0,0,3,1,0,3,0,0,0,44,1,10,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,21,1,0,0,0,0,0,0,1,0,0,1,1,0,3,0,4,0,1,0,0,0,0,8,0,0,1,2,0,0,0,1,0,0,0,0,0,235,0,0,1,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,2,0,196,23,0,2,1,3,3,0,1,108,5,0,0,2,0,0,0,1,1,2,1
200,0,4,3,0,0,0,3,1,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,1,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,365,0,1,275,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,60,0,0,0,0,0,0,0,33,0,0,1,241,0,0,0,0,127,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,12,0,5,1,0,62,0,2,244,0,1,1,0,0,0,1,0,0,3,231,0,0,0,2,0,0,1,0,1,0,0,0,0,127,0,0,2,0,0,0,0,0,0,274,0,317,0,0,0,0,0,0,3,0,0,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,7,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,1,0,1,1,26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,274,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,280,0,1,0,2,0,396,0,0,0,0,1,0,276,249,0,220,1,0,0,170,0,1,0,0,0,0,0,0,8,0,0,0,0,0,53,1,373,0,39,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,2,0,0,110,76,0,20,3,0,0,0,4,4,214,0,0,0,0,0,101,0,0,0,0,0,0,2,0,0,0,0,0,1,302,0,73,0,0,1,1,0,0,0,0,0,0,0,238,3,0,0,21,0,3,194,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,164,9,0,1,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,2,401,0,0,0,0,1,0,0,1,0,0,4,0,2,0,0,1,0,0,0,1,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,17,0,0,0,0,0,2,0,0,0,6,1,0,1,0,0,0,2,76,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,4,42,0,0,2,0,0,0,3,0,0,0,0,0,0,2,1,2,0,0,0,4,410,0,0,0,0,0,239,0,0,1,1,3,0,0,33,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,64,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,16,0,0,0,0,3,0,2,1,0,0,2,6,12,0,0,0,0,35,2,1,0,0,0,0,0,0,18,0,0,0,0,180,0,1,0,0,0,2,0,2,3,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,1,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,1,2,0,0,10,0,67,1,1,1,0,0,0,0,0,4,1,3,289,0,0,0,0,0,0,11,0,2,5,0,1,0,0,4,0,0,0,0,0,220,0,0,0,2,143,0,0,0,11,0,3,0,0,1,0,0,0,0,0,0
300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7,186,0,0,0,1,0,0,1,2,0,0,0,1,1,0,0,0,1,119,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,368,0,0,306,1,0,0,0,0,16,0,0,0,0,0,0,0,1,0,19,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,14,0,5,3,238,2,2,0,0,133,0,1,1,0,0,0,0,2,3,0,0,1,2,0,0,0,5,3,4,0,9,46,0,12,290,0,0,5,0,0,0,0,1,0,0,221,0,0,1,0,0,0,0,0,0,0,0,0,0,114,0,0,9,0,0,0,0,0,0,299,0,327,0,2,0,0,1,0,0,0,0,79,6,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,1,5,0,2,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,311,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,250,1,0,0,0,0,309,0,0,0,0,0,0,306,237,15,226,0,0,0,180,0,0,0,2,0,0,0,1,0,0,0,1,0,0,27,2,418,0,1,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,79,27,0,141,0,3,19,0,0,0,190,0,3,5,0,0,98,2,0,1,0,0,0,0,0,0,0,0,0,0,196,0,53,0,0,0,0,0,0,1,0,0,0,0,291,1,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,181,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,1,18,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,38,0,14,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,0,5,2,0,0,0,80,6,0,2,0,1,1,0,0,1,0,10,0,0,0,0,0,0,0,14,3,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,19,414,1,0,0,1,0,223,1,0,0,1,0,1,0,55,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,1,4,1,0,0,0,0,2,1,0,0,0,0,0,20,1,0,0,0,159,1,1,1,0,0,0,0,0,84,0,0,1,0,195,0,0,22,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,18,0,2,0,0,0,0,0,0,0,1,13,13,0,0,1,0,0,0,0,0,1,0,0,0,0,13,19,0,0,0,0,1,0,0,10,1,48,0,0,0,1,0,0,0,0,2,0,0,298,1,1,0,1,0,0,81,4,0,0,0,0,0,0,0,2,0,1,0,0,141,0,0,0,52,217,0,0,0,3,0,0,7,0,0,1,2,0,0,0,0
