gen,0_ABAT,0_ABCA2,0_ABCA3,0_ABCA4,0_ABHD10,0_ABHD14B,0_ACAT2,0_ACBD3,0_ACBD4,0_ACBD5,0_ACIN1,0_ACTN4,0_ADAM33,0_ADAM8,0_ADAR,0_ADCY2,0_ADCY4,0_AEBP1,0_AFG3L2,0_AIFM1,0_AKAP8L,0_AKAP9,0_AKR1C1,0_AKTIP,0_ALAD,0_ALDH1L2,0_ALDH5A1,0_ALDH6A1,0_ALKBH3,0_ANAPC10,0_ANAPC7,0_ANKRD11,0_ANKRD13D,0_ANKRD22,0_ANKRD49,0_ANKS6,0_ANLN,0_ANXA3,0_AP1G1,0_AP2B1,0_APCS,0_APOBEC3A,0_APP,0_ARFIP1,0_ARHGAP30,0_ARHGEF10L,0_ARL6,0_ARPC3,0_ARPC5L,0_ARSD,0_ASAP1,0_ATAD3B,0_ATG16L1,0_ATP6V1A,0_ATP7B,0_ATPAF2,0_B4GALNT1,0_B4GALNT2,0_BAK1,0_BAP1,0_BAZ1A,0_BBX,0_BCAS3,0_BCL2L10,0_BIRC2,0_BPHL,0_BRAF,0_BRD3,0_BRD4,0_BSG,0_BST2,0_BTF3L4,0_BTN3A1,0_BTRC,0_BYSL,0_C11orf54,0_C12orf57,0_C1orf116,0_C1orf198,0_C1orf54,0_C2orf49,0_C4BPA,0_C5orf22,0_C8G,0_CAB39L,0_CAPN1,0_CASP10,0_CBWD1,0_CBX1,0_CBX4,0_CCAR1,0_CCDC115,0_CCDC88C,0_CCNH,0_CCNJL,0_CCT2,0_CCT6B,0_CD300C,0_CDAN1,0_CDC123,0_CDC20,0_CDC25C,0_CDC42BPB,0_CDC6,0_CDCA5,0_CDCA7L,0_CDH23,0_CDHR2,0_CDK1,0_CDK17,0_CDK7,0_CDKN2A,0_CDR2L,0_CEP55,0_CFHR1,0_CFHR5,0_CHAC1,0_CHAF1A,0_CHD1,0_CHD1L,0_CHPF2,0_CHST3,0_CHST6,0_CITED2,0_CKAP5,0_CKS2,0_CLDN7,0_CLMN,0_CMAS,0_CMTM4,0_CNDP2,0_CNOT1,0_CNPY2,0_CNTNAP1,0_COG8,0_COL4A1,0_COPA,0_COPB2,0_COQ7,0_CPE,0_CRISP3,0_CRY2,0_CSF1R,0_CSGALNACT2,0_CSRNP2,0_CSRNP3,0_CTAGE1,0_CTBS,0_CTNNBL1,0_CTSD,0_CTTNBP2,0_CUX1,0_CWC15,0_CXCR5,0_CYFIP1,0_CYFIP2,0_CYP1B1,0_CYP2R1,0_DAXX,0_DBI,0_DCAF12L1,0_DCDC2,0_DCTN3,0_DCTN5,0_DDR1,0_DDX11,0_DDX27,0_DENND4C,0_DERL2,0_DGKD,0_DGUOK,0_DHTKD1,0_DHX16,0_DIAPH1,0_DIAPH2,0_DIP2C,0_DKC1,0_DLAT,0_DMGDH,0_DMP1,0_DMXL2,0_DNAJC1,0_DNAJC24,0_DNASE1L3,0_DNMT3B,0_DPAGT1,0_DPYSL4,0_DSG2,0_DUSP14,0_DUSP8,0_DYRK4,0_EFS,0_EGR1,0_EGR4,0_EIF2B4,0_EIF2S3,0_EIF3B,0_EIF3CL,0_ELF3,0_ELOVL7,0_EME1,0_ENO2,0_ENY2,0_ERAP1,0_ERBB3,0_ERCC6L,0_ERGIC3,0_ERLIN2,0_ESRP1,0_ESRRA,0_EXOSC2,0_EYA4,0_F11R,0_F2,0_F2RL1,0_FABP3,0_FABP7,0_FAM111A,0_FAM160A1,0_FAM171A1,0_FAM20A,0_FAM47E,0_FAM53B,0_FAM83H,0_FAM91A1,0_FANCL,0_FBXL2,0_FBXL5,0_FBXO21,0_FCAR,0_FCRL1,0_FGD6,0_FGF9,0_FGFRL1,0_FH,0_FIG4,0_FKBP7,0_FLNA,0_FLRT3,0_FLVCR1,0_FOXJ2,0_FTH1,0_FXR2,0_FZD4,0_G6PC,0_GABARAPL1,0_GABPB1,0_GAS1,0_GBA2,0_GBP5,0_GCSH,0_GDI1,0_GEM,0_GFM1,0_GGCT,0_GGH,0_GGT6,0_GHITM,0_GLI2,0_GLI3,0_GLMN,0_GLOD5,0_GLUD1,0_GLYR1,0_GMDS,0_GORAB,0_GOT1,0_GPR107,0_GPR176,0_GPRIN1,0_GRB10,0_GREM2,0_GSPT1,0_GSS,0_GSTZ1,0_GTF2B,0_GTPBP2,0_HAPLN3,0_HBP1,0_HDAC10,0_HDGF,0_HERPUD1,0_HHAT,0_HIBADH,0_HIBCH,0_HIF3A,0_HINT2,0_HIP1R,0_HIPK2,0_HIRA,0_HLA-DMA,0_HM13,0_HMGB2,0_HNRNPF,0_HNRNPR,0_HOXC13,0_HP1BP3,0_HPN,0_HS1BP3,0_HSD17B6,0_HSD17B7,0_HSDL2,0_HSP90B1,0_HTR1E,0_HYLS1,0_IDO1,0_IFIT3,0_IFNGR2,0_ILF2,0_ILF3,0_ILVBL,0_INPP5B,0_INTS8,0_IRF1,0_IRF3,0_ISL1,0_ITM2B,0_KATNAL2,0_KCNJ15,0_KCTD16,0_KIAA1614,0_KIAA1755,0_KIF11,0_KIF18A,0_KIF20A,0_KIF21A,0_KIF21B,0_KIF7,0_KISS1R,0_KLHL36,0_KPNA3,0_KPNA4,0_KPTN,0_KRT4,0_KRT7,0_LAMB2,0_LCMT2,0_LEMD2,0_LGALS8,0_LGALS9,0_LGI4,0_LGR5,0_LINS1,0_LOXL2,0_LPAR2,0_LRBA,0_LRCH2,0_LRP5,0_LRRN4CL,0_LRTOMT,0_LSM12,0_LSM2,0_LTV1,0_LUC7L2,0_LY75,0_LYPD6,0_LYPLAL1,0_M6PR,0_MAGEA4,0_MAGEE1,0_MAP2K1,0_MAP3K9,0_MAPK6,0_MAPT,0_MAVS,0_MCM5,0_MCM7,0_MDH1B,0_MEGF9,0_MEP1A,0_MEPCE,0_MFSD9,0_MGAT1,0_MGAT3,0_MGST3,0_MIA2,0_MICAL2,0_MID1,0_MINPP1,0_MKI67,0_MKNK1,0_MMGT1,0_MORC2,0_MORC3,0_MPV17L,0_MRPS18B,0_MRPS2,0_MSH6,0_MST1R,0_MSTO1,0_MTHFD1,0_MVP,0_MYO1B,0_MYO9B,0_N4BP3,0_NAA10,0_NAGK,0_NAT10,0_NBEA,0_NCAPG2,0_NCAPH,0_NCBP2,0_NCK1,0_NCKAP5L,0_NCL,0_NDUFA4L2,0_NEDD1,0_NEK7,0_NFIB,0_NID2,0_NKX2-2,0_NLRX1,0_NME1,0_NME2,0_NME4,0_NME5,0_NMUR1,0_NOL7,0_NOP16,0_NOTCH3,0_NPM1,0_NPR3,0_NRG2,0_NRP2,0_NT5DC2,0_NUDT1,0_NUDT11,0_NUDT16L1,0_NUDT8,0_NUMB,0_NUP35,0_NUP85,0_OAS2,0_OCLN,0_OFD1,0_P4HTM,0_PABPN1,0_PADI1,0_PAG1,0_PAQR7,0_PARP16,0_PARP3,0_PARP6,0_PAX9,0_PBX2,0_PCCA,0_PCDH18,0_PCDHGA1,0_PCK1,0_PCYOX1,0_PDCD11,0_PDCD5,0_PDCD7,0_PDE10A,0_PDIA6,0_PDP2,0_PECR,0_PELI2,0_PFDN6,0_PGLYRP2,0_PGPEP1,0_PGS1,0_PHIP,0_PHLDB2,0_PHLDB3,0_PIGH,0_PIGQ,0_PIGR,0_PINK1,0_PKP4,0_PLCD1,0_PLCG1,0_PLEKHA2,0_PLEKHA7,0_PLEKHB2,0_PLK1,0_PLS1,0_PLS3,0_PLXDC1,0_PLXNB1,0_PMM2,0_PMPCB,0_POC5,0_PODNL1,0_POLA2,0_POLR3D,0_POU2F2,0_PPA2,0_PPAN,0_PPAN-P2RY11,0_PPARA,0_PPIH,0_PPP1R9A,0_PPP2R2B,0_PPP3R2,0_PPRC1,0_PRAF2,0_PRDM1,0_PREP,0_PREX2,0_PRKCSH,0_PROC,0_PRPF39,0_PRTFDC1,0_PSMA5,0_PSMD10,0_PSMD13,0_PSMD8,0_PTGES3,0_PTGIS,0_PTPRE,0_PUS7,0_PYCARD,0_PYGO2,0_RAB11FIP2,0_RAB5C,0_RABGAP1,0_RABGGTB,0_RABIF,0_RAC2,0_RAD21,0_RAD54L,0_RAD9A,0_RAD9B,0_RARG,0_RASGRF1,0_RBM22,0_RBM28,0_RBM34,0_RBM38,0_RBM47,0_RBM6,0_RBMX,0_RCBTB2,0_RCC1,0_RCCD1,0_RECQL4,0_RFC3,0_RFC4,0_RHOT1,0_RIN2,0_RNASET2,0_RNF167,0_RNF17,0_RNF40,0_RPA4,0_RPL12,0_RPL13A,0_RPL27A,0_RPRD1A,0_RPS27A,0_RPS4X,0_RPS6KL1,0_RPS7,0_RRP8,0_RSL1D1,0_RTN4IP1,0_RUNX1,0_S1PR2,0_SALL1,0_SAR1A,0_SARDH,0_SCGB1D2,0_SCIN,0_SCML4,0_SDC4,0_SDHB,0_SEC24D,0_SEMA3A,0_SERPINA3,0_SERPINA4,0_SERPINB5,0_SERPINH1,0_SFPQ,0_SGMS1,0_SHPK,0_SHROOM2,0_SHROOM3,0_SIPA1L1,0_SLC13A1,0_SLC13A5,0_SLC1A1,0_SLC25A23,0_SLC27A4,0_SLC29A2,0_SLC38A10,0_SLC38A6,0_SLC39A6,0_SLC3A1,0_SLC41A3,0_SLC47A1,0_SLC6A12,0_SLC7A5,0_SLC9A2,0_SLC9A9,0_SMARCA2,0_SMARCD1,0_SMC4,0_SMS,0_SMTN,0_SNAI1,0_SNRNP40,0_SNRNP48,0_SNRPA1,0_SNRPD1,0_SNRPD2,0_SNRPG,0_SNX8,0_SOCS3,0_SPAG5,0_SPATA18,0_SPCS2,0_SPRYD3,0_SPTA1,0_SRPX2,0_SRRT,0_SSB,0_SSBP1,0_SSBP2,0_SSC5D,0_SSR1,0_SSX2IP,0_ST8SIA1,0_STAT3,0_STRADB,0_STT3A,0_SUCLA2,0_SUCLG1,0_SUDS3,0_SUMO4,0_SUPT5H,0_SYNGR1,0_SYNGR3,0_SYNJ2,0_SYNJ2BP,0_TACC2,0_TAP1,0_TBC1D14,0_TBC1D7,0_TBX2,0_TCEA1,0_TCIRG1,0_TCOF1,0_TCP11L1,0_TCTA,0_TF,0_TGFB1,0_THG1L,0_THRA,0_THRSP,0_TMBIM1,0_TMED9,0_TMEM139,0_TMEM25,0_TMEM51,0_TMEM70,0_TMEM9B,0_TNFRSF18,0_TNFRSF1B,0_TNFRSF21,0_TNFRSF6B,0_TNFSF4,0_TNIP2,0_TNK2,0_TPPP,0_TRAFD1,0_TRAIP,0_TREM1,0_TRIB2,0_TRIOBP,0_TRMT1,0_TRMT61B,0_TSEN34,0_TSKU,0_TSPAN1,0_TSPYL1,0_TST,0_TSTD1,0_TTLL1,0_TUBA8,0_TXLNA,0_TXNDC5,0_U2AF1L4,0_UACA,0_UBA7,0_UBC,0_UBE2C,0_UBE2D2,0_UBE2D4,0_UCK1,0_UCN,0_UCP3,0_UFC1,0_UGDH,0_UGGT1,0_UGT8,0_UPK3B,0_UQCRFS1,0_URB1,0_UROC1,0_USP13,0_USP15,0_USP2,0_USP45,0_VBP1,0_VEZF1,0_VIM,0_VKORC1,0_VPS37B,0_VPS41,0_WDR24,0_WDR31,0_WDR41,0_WSB1,0_XK,0_YY1,0_ZBTB12,0_ZBTB2,0_ZBTB3,0_ZBTB4,0_ZBTB8OS,0_ZFAND2A,0_ZFC3H1,0_ZFPM2,0_ZFYVE1,0_ZNF135,0_ZNF146,0_ZNF22,0_ZNF304,0_ZNF532,0_ZNF677,0_ZSCAN18
0,0,0,307,0,0,0,0,0,0,0,0,0,18,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,29,118,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,151,92,0,0,0,144,0,0,176,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,290,214,0,36,0,0,0,0,0,146,0,0,0,0,0,0,202,84,0,0,0,0,0,0,0,0,0,0,146,0,77,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,241,0,0,0,0,0,220,0,0,0,0,0,44,0,0,0,0,0,0,0,82,0,0,164,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,49,0,1,0,228,0,0,0,31,77,0,0,0,0,92,0,0,0,0,0,0,198,42,0,0,0,0,0,0,39,0,0,0,0,0,0,176,0,0,396,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,54,0,0,0,0,0,0,0,0,0,75,0,87,0,0,0,0,185,0,0,0,0,152,0,0,0,0,0,64,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,237,0,0,0,283,133,0,0,0,0,128,0,0,0,0,0,228,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,69,0,86,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,206,0,0,0,35,97,137,0,0,0,0,0,0,146,0,97,0,97,0,0,0,0,0,0,3,0,160,167,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,311,181,0,0,0,19,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,82,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,15,0,0,69,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
100,1,0,255,4,1,1,0,1,1,0,0,0,0,0,7,307,0,27,1,0,0,1,0,3,0,0,1,0,0,0,5,0,0,0,1,0,0,0,1,236,0,0,0,0,0,0,3,1,1,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,1,0,1,5,1,0,14,99,1,177,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,53,0,0,0,92,0,0,0,0,0,62,0,0,1,0,0,2,1,0,28,0,5,0,0,0,3,2,1,0,1,1,0,0,1,0,0,1,2,3,1,0,0,0,1,0,0,1,2,0,0,0,0,2,0,1,0,0,1,0,0,0,7,3,0,1,0,1,8,0,3,0,0,0,0,0,0,2,404,0,0,0,6,1,0,0,10,0,1,0,0,0,0,0,173,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,123,2,1,2,0,0,214,1,0,0,0,2,1,17,2,2,0,400,0,0,0,0,1,5,0,0,0,0,0,0,2,1,1,1,2,0,0,10,0,1,0,1,0,6,5,0,0,0,4,0,0,0,0,0,1,0,0,6,1,0,0,108,1,0,1,0,1,2,1,0,1,0,3,0,7,0,1,0,1,5,0,0,1,132,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,14,0,0,86,1,0,0,0,0,1,0,1,13,263,13,1,2,0,0,0,440,0,1,1,0,0,0,2,36,0,0,1,418,1,0,0,0,0,398,1,0,0,0,0,1,0,1,0,0,0,33,1,0,1,2,1,1,6,0,0,1,0,0,1,213,1,0,0,1,1,0,0,0,0,2,0,1,0,272,0,1,3,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,2,0,0,0,0,0,2,5,0,7,0,0,5,0,2,0,0,0,0,0,0,5,0,0,0,1,3,1,0,299,0,0,0,0,0,0,0,4,0,0,1,1,1,1,0,1,1,0,102,0,2,4,0,0,0,0,0,1,0,114,0,0,5,1,0,0,0,0,0,1,229,0,1,0,11,0,6,0,1,0,0,1,0,99,0,338,0,0,0,0,0,0,0,6,0,6,0,1,0,0,0,0,1,1,1,1,0,273,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,60,0,0,0,0,0,1,0,0,127,0,0,29,0,0,7,1,0,11,5,0,0,279,0,0,0,1,1,0,3,0,1,0,0,1,2,31,1,1,0,193,241,0,1,0,0,1,0,0,0,1,27,2,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,0,2,385,1,0,0,1,0,0,1,81,2,0,0,0,80,0,0,0,212,5,2,0,0,2,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,1,2,0,0,6,0,1,1,0,0,1,0,1,0,7,1,0,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0
200,0,0,272,15,0,1,0,0,0,2,1,0,0,0,0,350,0,0,0,0,2,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,1,2,301,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,3,0,0,1,1,0,0,0,0,0,0,1,0,7,149,0,171,0,4,0,0,3,21,0,1,4,0,0,0,0,0,1,0,0,0,1,16,0,0,0,44,0,0,0,0,0,16,0,0,0,21,2,0,0,0,6,0,0,0,1,1,4,0,1,0,1,1,3,0,0,1,0,0,0,0,0,1,59,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,12,0,0,2,0,0,0,0,1,0,0,0,0,0,0,405,0,5,1,1,1,0,0,0,0,0,1,3,0,0,0,97,1,0,1,5,1,0,1,0,0,0,1,2,0,0,17,30,0,2,0,0,1,267,0,1,3,0,0,0,0,18,0,1,405,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,169,0,1,49,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,168,0,0,0,0,1,0,2,1,0,0,0,47,0,2,0,0,0,1,10,1,0,0,0,1,78,1,0,31,0,0,1,0,0,7,255,2,0,0,0,1,1,435,0,0,0,1,10,1,0,30,0,0,0,383,0,0,0,1,5,405,0,1,2,1,0,0,1,0,14,1,0,53,1,0,0,0,2,0,134,0,1,0,1,0,0,302,0,0,0,0,1,3,0,0,0,0,0,0,12,346,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,316,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,1,24,1,0,0,0,0,0,0,2,0,0,231,0,0,0,1,19,13,0,0,0,0,0,0,66,1,401,0,1,1,0,3,0,0,0,18,10,1,0,0,0,0,0,0,0,0,0,1,349,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,2,1,2,0,1,1,1,1,1,0,0,3,0,13,0,0,0,2,0,0,0,35,0,0,0,0,4,0,1,0,136,0,4,1,0,0,61,0,0,20,0,0,0,307,0,0,0,0,0,0,0,1,0,0,0,0,79,0,0,0,0,163,166,2,0,2,0,0,0,1,0,0,4,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,1,0,0,0,1,19,1,0,1,0,0,0,1,431,0,1,1,0,0,0,0,156,1,1,0,2,184,0,0,0,122,1,0,0,0,38,0,0,2,0,0,1,0,1,8,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,0,0,0,0,1,1,0,12,0,0,1,0,3,11,0,1,0
300,0,1,290,19,0,0,1,0,0,0,0,0,0,1,0,336,2,0,0,1,1,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,287,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,3,0,1,2,0,0,0,0,52,0,0,0,2,0,176,36,109,0,3,0,0,0,27,4,0,0,0,0,0,0,1,1,1,0,1,3,19,0,2,1,6,0,1,2,0,2,19,1,1,0,17,2,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,183,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,406,0,12,0,20,0,5,0,4,0,0,0,8,0,0,1,124,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,285,0,0,19,1,0,0,0,0,0,0,408,0,0,0,0,0,0,1,0,7,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,152,0,1,189,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,204,1,0,1,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,77,1,0,24,0,0,0,0,0,6,248,0,0,0,0,0,0,435,0,0,0,0,13,0,0,0,0,0,0,379,0,5,0,1,4,410,0,1,0,0,0,0,0,0,22,0,0,9,1,0,0,0,1,0,160,0,1,0,0,5,0,302,0,0,4,0,0,17,0,0,0,0,0,0,33,333,0,1,1,0,0,0,0,1,0,6,0,0,0,0,165,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,3,0,0,0,306,0,2,2,0,1,0,0,1,1,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,139,0,0,0,0,3,18,0,0,2,0,0,0,17,0,384,0,0,1,2,0,0,0,0,0,9,0,0,0,0,2,1,0,1,1,0,0,333,0,1,0,0,0,0,0,2,2,2,0,1,0,0,0,0,3,17,1,0,6,0,2,0,0,0,1,0,0,0,0,0,0,1,0,13,0,2,0,0,0,3,1,15,1,1,0,1,0,0,0,0,81,0,0,0,0,0,16,0,1,13,0,0,0,292,50,0,1,1,0,1,0,0,0,0,0,0,114,0,0,1,10,45,149,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7,0,1,0,0,0,1,0,0,1,0,1,0,7,0,0,0,0,0,0,6,427,0,0,0,0,0,1,0,195,0,0,0,0,236,0,0,3,66,0,0,0,0,53,1,0,0,1,0,1,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,8,0,0,0,13,1,0,1
400,0,0,299,1,0,0,0,0,0,5,0,0,0,0,0,336,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,4,274,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,188,0,129,1,4,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196,1,0,0,0,1,0,2,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,393,0,8,0,145,0,0,0,0,0,0,0,41,0,1,0,6,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,285,0,0,36,0,0,0,2,0,0,0,401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,114,0,1,203,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,206,0,1,0,0,3,1,0,0,0,0,0,0,6,0,0,0,2,9,0,2,0,4,0,1,83,1,1,0,0,0,0,0,1,7,208,0,0,0,2,0,0,430,4,0,0,0,11,4,0,0,0,0,0,341,0,1,1,0,0,406,0,0,0,0,0,0,0,0,98,0,0,0,1,0,0,2,1,1,109,1,1,0,0,1,0,253,0,0,0,0,0,0,1,1,0,0,0,0,53,304,2,1,1,0,0,0,0,0,0,0,1,0,9,0,195,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,288,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,53,0,0,0,0,0,14,1,0,1,2,0,2,10,0,347,10,0,1,0,0,0,1,0,0,9,0,0,0,1,0,0,0,1,1,0,0,337,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,220,69,0,0,0,0,0,0,0,0,0,1,0,127,0,0,0,23,29,100,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,77,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,203,0,0,0,0,307,0,1,0,23,0,0,0,0,51,0,0,0,0,1,0,2,2,12,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,21,0,0,1
