gen,0_ABCA3,0_ABCA4,0_ABCD1,0_ABCD3,0_ABCE1,0_ABHD10,0_ABHD11,0_ACADL,0_ACADM,0_ACAP1,0_ACCS,0_ACE2,0_ACIN1,0_ACO1,0_ACOT9,0_ACTL6A,0_ADA,0_ADAL,0_ADAM10,0_ADAM33,0_ADAMTSL4,0_ADPGK,0_ADSL,0_AEBP1,0_AFG3L2,0_AHNAK2,0_AIFM1,0_AIMP2,0_AK7,0_AKAP1,0_AKAP8,0_AKAP8L,0_AKR1C3,0_AKTIP,0_ALAS1,0_ALDH18A1,0_ALDH1L2,0_ALDH5A1,0_ALDH6A1,0_ALG13,0_ALG9,0_AMPD2,0_ANK3,0_ANLN,0_ANP32E,0_ANXA7,0_ANXA9,0_AP2A1,0_AP3B1,0_AP4S1,0_APCS,0_APEH,0_APLP2,0_APOD,0_APOL2,0_APOOL,0_AQP1,0_ARFGEF1,0_ARHGAP24,0_ARHGAP33,0_ARID5A,0_ARL6,0_ARMC9,0_ARNT,0_ARPC5,0_ARSD,0_ASS1,0_ATF7IP2,0_ATP10D,0_ATP1A1,0_ATP2B3,0_ATP6V1D,0_ATP6V1E1,0_ATP6V1G1,0_ATP6V1H,0_ATP7B,0_AUH,0_AURKB,0_AUTS2,0_B4GALNT1,0_B4GALT3,0_B9D2,0_BAG1,0_BAG3,0_BANF1,0_BAP1,0_BATF2,0_BBS4,0_BBX,0_BCAR3,0_BCAT2,0_BCL2L14,0_BEX2,0_BGN,0_BPHL,0_BRAF,0_BRD7,0_BST2,0_BTF3L4,0_BYSL,0_BZW2,0_C11orf45,0_C18orf32,0_C1orf116,0_C1orf35,0_C21orf91,0_C2orf88,0_CACNA1C,0_CACYBP,0_CAMLG,0_CAPN2,0_CASP9,0_CBFA2T3,0_CBLC,0_CBR1,0_CBX1,0_CBX3,0_CCAR1,0_CCDC102B,0_CCDC134,0_CCDC88B,0_CCDC89,0_CCDC91,0_CCL4,0_CCNA2,0_CCNDBP1,0_CCNH,0_CCNL2,0_CCNT2,0_CCT6A,0_CCT8,0_CD300C,0_CD44,0_CD9,0_CDC123,0_CDC25C,0_CDC27,0_CDC45,0_CDC6,0_CDH11,0_CDH23,0_CDK1,0_CDK11A,0_CDK2AP1,0_CDK5RAP3,0_CDKN2AIP,0_CDKN2AIPNL,0_CDKN2C,0_CDT1,0_CEBPB,0_CENPV,0_CEP55,0_CEP72,0_CHDH,0_CHST11,0_CLCC1,0_CLCN3,0_CLDN7,0_CLDN8,0_CLEC11A,0_CLK2,0_CLK3,0_CLK4,0_CMAS,0_CMC1,0_CNOT2,0_CNOT8,0_COBL,0_COBLL1,0_COG8,0_COL13A1,0_COL1A2,0_COL4A3,0_COMT,0_COPS6,0_COQ4,0_COQ7,0_COX8C,0_CPE,0_CPT1A,0_CREB3L4,0_CRISPLD2,0_CRY2,0_CRYZ,0_CSNK2B,0_CSPG4,0_CSPG5,0_CSRNP2,0_CTDSPL,0_CTNND1,0_CTSZ,0_CUL4B,0_CUL5,0_CYB5B,0_CYFIP2,0_CYGB,0_DAAM2,0_DAXX,0_DCBLD2,0_DCP1B,0_DCTD,0_DCTN1,0_DCTN5,0_DDX19B,0_DEDD,0_DEPDC1,0_DEPDC1B,0_DFFB,0_DGKD,0_DGUOK,0_DHX30,0_DLG2,0_DLGAP4,0_DLX5,0_DMXL1,0_DNA2,0_DNAJC10,0_DNAL4,0_DNASE1L3,0_DPH5,0_DPYSL2,0_DSG2,0_DSN1,0_DTX4,0_DTYMK,0_DUSP16,0_DYRK4,0_E2F1,0_ECHS1,0_ECSIT,0_EDAR,0_EDEM2,0_EEF1B2,0_EHBP1L1,0_EIF2S3,0_EIF3E,0_EIF4A3,0_EIF5,0_ELMO3,0_ELMOD3,0_EMCN,0_EME1,0_ENPP5,0_ENY2,0_EPHA3,0_ERAP2,0_ERCC3,0_ERCC6L,0_ERLIN2,0_EWSR1,0_EXTL3,0_EZH2,0_F2,0_FABP7,0_FADS1,0_FAM104B,0_FAM122A,0_FAM126A,0_FAM136A,0_FAM172A,0_FAM20A,0_FAM47E,0_FAM53A,0_FAM89B,0_FAM98B,0_FANCI,0_FANCL,0_FBLL1,0_FBP1,0_FBXL12,0_FBXL2,0_FBXO5,0_FCRL1,0_FGF9,0_FGG,0_FHOD1,0_FKBP10,0_FKBP5,0_FKTN,0_FLNA,0_FLRT3,0_FNBP1L,0_FNDC3A,0_FNIP2,0_FNTA,0_FPR2,0_FRRS1,0_FUCA1,0_FUT8,0_FXR2,0_FXYD2,0_G6PC,0_GAB2,0_GAB3,0_GALT,0_GAS8,0_GATAD2B,0_GBA2,0_GCSH,0_GDA,0_GDI1,0_GEM,0_GEMIN6,0_GGCX,0_GLI2,0_GLOD4,0_GLRX2,0_GMFG,0_GMPR2,0_GNA12,0_GNAT1,0_GNE,0_GNRH1,0_GOLGA4,0_GPC4,0_GPHN,0_GPR132,0_GRB10,0_GRB7,0_GREM2,0_GRHL1,0_GRIN2D,0_GRPEL1,0_GSPT1,0_GSTA1,0_GSTK1,0_GSTO2,0_GTF2B,0_GTF2I,0_GTF3A,0_GTSF1,0_HAND2,0_HAPLN3,0_HAUS3,0_HAX1,0_HBP1,0_HDAC1,0_HDAC10,0_HDAC3,0_HDAC5,0_HDGF,0_HEBP2,0_HELQ,0_HELZ,0_HERC3,0_HERPUD1,0_HHAT,0_HINT2,0_HIVEP3,0_HM13,0_HMGA2,0_HMGB2,0_HMGN1,0_HMGN2,0_HMGN3,0_HMGXB4,0_HNRNPA3,0_HNRNPC,0_HOXC13,0_HPCAL1,0_HPN,0_HS2ST1,0_HSD17B12,0_HSD17B6,0_HSPA5,0_HTR3B,0_ICA1L,0_ICAM1,0_IDI1,0_IDUA,0_IFI35,0_IFNB1,0_IFNG,0_IFNGR2,0_IKBKE,0_IL4I1,0_ILF2,0_ILF3,0_ILVBL,0_IMPA1,0_INTS8,0_INTU,0_IRF3,0_IRF7,0_ISCU,0_ITGB5,0_ITSN1,0_JAKMIP2,0_JPH2,0_JUP,0_KCMF1,0_KCNA5,0_KCND1,0_KCTD16,0_KDM2A,0_KIF18A,0_KIF1B,0_KIF21B,0_KIF7,0_KISS1R,0_KLHL36,0_KPTN,0_KRBA1,0_KRT8,0_LAGE3,0_LAMP1,0_LBP,0_LBR,0_LCMT2,0_LEFTY2,0_LFNG,0_LGALS8,0_LGI4,0_LGMN,0_LGR6,0_LMAN2L,0_LMCD1,0_LMNB1,0_LMO4,0_LPCAT1,0_LPIN3,0_LRCH2,0_LRFN3,0_LRPAP1,0_LRRC25,0_LSR,0_LUC7L,0_LUC7L3,0_LUZP1,0_LZTS1,0_MACROD2,0_MAGEA4,0_MAGEA8,0_MAGEE1,0_MAML1,0_MANSC1,0_MAP2K5,0_MAP3K8,0_MAPK12,0_MAPKAP1,0_MCM6,0_MCM7,0_MDC1,0_MDH2,0_MECP2,0_MED15,0_MEP1A,0_MFSD1,0_MFSD6,0_MFSD9,0_MGAM,0_MGAT1,0_MICALL2,0_MIPEP,0_MLPH,0_MMP2,0_MOCS2,0_MON1B,0_MPHOSPH10,0_MPV17L,0_MRPL24,0_MRPL55,0_MRPL9,0_MRPS17,0_MRPS2,0_MRPS28,0_MRPS35,0_MRRF,0_MSH2,0_MSH6,0_MSI2,0_MSRB3,0_MT1E,0_MTAP,0_MTHFD1,0_MTPAP,0_MTRR,0_MYB,0_MYO10,0_MYO3A,0_MYO5B,0_NAA10,0_NAALADL1,0_NARS2,0_NAT10,0_NCAPH,0_NCEH1,0_NCKAP5L,0_NCL,0_NDUFC2,0_NDUFS4,0_NF2,0_NFE2L1,0_NFYA,0_NIPAL3,0_NKTR,0_NKX3-2,0_NLN,0_NME1-NME2,0_NME2,0_NME5,0_NNT,0_NOLC1,0_NOP56,0_NOTCH1,0_NR3C2,0_NRF1,0_NT5DC2,0_NTRK3,0_NUDT5,0_NUP35,0_OAS2,0_ONECUT2,0_OSBP,0_OTP,0_OXER1,0_OXNAD1,0_PABPC1,0_PADI1,0_PAG1,0_PAK1IP1,0_PAPOLG,0_PARP1,0_PARP16,0_PARP6,0_PAX9,0_PAXIP1,0_PCDHGA1,0_PCDHGB5,0_PCDHGC4,0_PDCD5,0_PDCL3,0_PDE10A,0_PDE12,0_PDHX,0_PDIA3,0_PDIA5,0_PEG3,0_PELI1,0_PER3,0_PGLYRP2,0_PGPEP1,0_PHB,0_PHC1,0_PHF8,0_PHIP,0_PHLPP1,0_PICALM,0_PIF1,0_PIGH,0_PIK3C3,0_PINK1,0_PIR,0_PJA1,0_PKIB,0_PLCD1,0_PLCL1,0_PLEKHA2,0_PLEKHG3,0_PLEKHJ1,0_PLK1,0_PLRG1,0_PLXDC1,0_PNPLA8,0_POC1A,0_PODNL1,0_PON1,0_PON2,0_POU3F3,0_POU5F1,0_PPAN-P2RY11,0_PPM1E,0_PPP1R3B,0_PPP2R5A,0_PPWD1,0_PRAF2,0_PRC1,0_PRCC,0_PRDM11,0_PRELID1,0_PREP,0_PRICKLE4,0_PRPF39,0_PRR15L,0_PRR16,0_PRTFDC1,0_PSEN1,0_PSKH1,0_PSMB4,0_PSMC5,0_PSMD8,0_PTER,0_PTGFRN,0_PTGS1,0_PTHLH,0_PTPN3,0_PTPN9,0_PTPRA,0_PTPRJ,0_PUS7,0_PXDN,0_PYCR1,0_PZP,0_QSER1,0_RAB11FIP1,0_RAB11FIP5,0_RAB13,0_RAB23,0_RAB25,0_RAB32,0_RAB9B,0_RABEPK,0_RABIF,0_RAD51,0_RAD54L,0_RANBP1,0_RARB,0_RASD2,0_RASL11A,0_RAVER2,0_RBM26,0_RBM28,0_RBM4B,0_RBM5,0_RELL1,0_REM1,0_RENBP,0_RFX7,0_RFXANK,0_RGP1,0_RGPD1,0_RHOT1,0_RIC3,0_RNASEH2C,0_RNASET2,0_RNF111,0_RNF14,0_RNF149,0_RNF17,0_RNF180,0_RNF19B,0_RNF7,0_RNPEP,0_RPA4,0_RPGR,0_RPL10,0_RPL10L,0_RPL24,0_RPL27,0_RPL36,0_RPL5,0_RPL8,0_RPLP0,0_RPLP2,0_RPN2,0_RPRD1A,0_RPS10,0_RPS21,0_RPS6KA2,0_RPS7,0_RPUSD2,0_RRP15,0_RRP1B,0_RSPRY1,0_RUFY2,0_RUSC1,0_S100A11,0_S100A13,0_SACM1L,0_SAMM50,0_SARDH,0_SART3,0_SBNO1,0_SCARA5,0_SCFD2,0_SCML4,0_SCYL3,0_SDC4,0_SDCCAG8,0_SDF2L1,0_SDF4,0_SDHB,0_SDR16C5,0_SEC63,0_SECISBP2,0_SECISBP2L,0_SEMA3A,0_SEMA4B,0_SEPHS2,0_SERPINA3,0_SERPINA4,0_SERPINB6,0_SERPINH1,0_SF3A3,0_SFXN2,0_SGSM1,0_SH3BGRL2,0_SH3BP2,0_SH3RF1,0_SHC1,0_SHISA5,0_SIKE1,0_SIPA1L1,0_SIRPA,0_SIX5,0_SKP2,0_SLA,0_SLC10A3,0_SLC12A7,0_SLC12A9,0_SLC13A1,0_SLC25A38,0_SLC26A2,0_SLC29A1,0_SLC29A2,0_SLC2A5,0_SLC2A9,0_SLC39A9,0_SLC41A3,0_SLC47A1,0_SLC6A12,0_SLC7A5,0_SLC9A2,0_SLK,0_SLMAP,0_SMARCB1,0_SMPD3,0_SMTN,0_SMU1,0_SNAI2,0_SNRNP70,0_SNRPC,0_SNRPG,0_SNX15,0_SNX29,0_SOCS2,0_SOD1,0_SP2,0_SPAG5,0_SPG11,0_SRP54,0_SRRM1,0_SSBP1,0_SSR3,0_SSX2IP,0_STAB1,0_STAP2,0_STAT1,0_STC1,0_STK24,0_STOML2,0_STUB1,0_STX18,0_STXBP5,0_SUB1,0_SUDS3,0_SUSD2,0_SVIP,0_SYNCRIP,0_SYNGR3,0_SYNRG,0_SYTL1,0_TAF1,0_TAF15,0_TAF5,0_TAPBP,0_TBC1D13,0_TBC1D20,0_TBCE,0_TBP,0_TCF25,0_TCF3,0_TCIRG1,0_TF,0_TFB1M,0_TFE3,0_TGFBI,0_THBS2,0_THOC3,0_TIGD1,0_TIPRL,0_TLE2,0_TMBIM6,0_TMED4,0_TMED9,0_TMEM132E,0_TMEM165,0_TMEM181,0_TMEM39A,0_TMEM87B,0_TMEM9B,0_TMLHE,0_TMPPE,0_TNC,0_TNFRSF10B,0_TNFRSF6B,0_TOP2A,0_TOPORS,0_TPM2,0_TPPP,0_TPST2,0_TRAFD1,0_TRIAP1,0_TRIB2,0_TRIM11,0_TRIM28,0_TRIM69,0_TRIP10,0_TRMT1,0_TRMT6,0_TRMT61B,0_TSPYL1,0_TSPYL2,0_TTC19,0_TTC4,0_TTC9C,0_TUBB,0_TUBB6,0_TXNDC5,0_U2AF1,0_UBA7,0_UBAP1,0_UBAP2L,0_UBE2C,0_UBE2D3,0_UBE2G2,0_UBE3B,0_UBE3C,0_UBR7,0_UBXN8,0_UCP2,0_UFC1,0_UGCG,0_UGDH,0_UNC93B1,0_UPK3B,0_USE1,0_USF1,0_USP10,0_USP15,0_USP22,0_VAC14,0_VAMP8,0_VAPA,0_VGLL4,0_VPS16,0_VPS18,0_VPS36,0_VPS37B,0_VPS4A,0_VRK3,0_VTI1A,0_WAS,0_WDR1,0_WDR17,0_WDR24,0_WDR26,0_WDR7,0_WSB1,0_WT1,0_XKR9,0_ZBTB10,0_ZBTB12,0_ZBTB17,0_ZBTB20,0_ZBTB8OS,0_ZC3HC1,0_ZDHHC15,0_ZDHHC21,0_ZDHHC6,0_ZFAND2A,0_ZHX2,0_ZIC1,0_ZMIZ1,0_ZMYM3,0_ZNF131,0_ZNF133,0_ZNF19,0_ZNF207,0_ZNF318,0_ZNF37A,0_ZNF433,0_ZNF580,0_ZNF677,0_ZNF700,0_ZNF76,0_ZNF83,0_ZNF84
0,0,0,0,0,0,0,0,238,0,0,0,121,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,112,0,0,0,0,0,0,0,54,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,51,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,295,339,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,155,0,0,0,0,0,0,287,0,0,0,0,0,0,85,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,7,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,348,0,189,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,248,293,0,0,0,0,0,0,0,231,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,128,0,0,0,52,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,94,0,0,0,0,0,65,0,0,0,0,0,0,242,0,362,0,0,0,0,203,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,107,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,100,164,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,75,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,4,0,0,0,0,1,75,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,86,0,0,0,0,0,1,0,0,0,1,10,322,0,0,46,0,0,0,0,0,5,0,0,1,0,1,0,0,1,0,159,0,0,0,0,1,1,1,1,1,4,0,1,0,2,1,1,0,0,7,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,1,5,4,0,0,1,0,0,0,0,1,0,1,0,6,0,1,0,0,1,1,0,3,1,3,0,2,0,1,0,1,0,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,1,2,0,28,0,0,0,1,283,0,0,0,149,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,2,4,0,2,0,0,0,0,0,0,16,0,292,0,0,0,0,0,8,0,1,22,0,6,0,0,0,0,0,4,1,0,0,0,293,365,1,4,0,0,0,15,0,0,0,13,0,0,1,0,1,0,0,0,104,0,0,0,1,0,0,91,0,1,0,5,0,13,36,1,3,0,0,0,1,0,0,0,0,7,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,2,114,1,0,1,1,0,3,1,0,0,0,0,5,0,0,3,1,0,1,2,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,49,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,87,0,0,0,2,0,0,0,1,0,0,0,0,13,1,0,0,1,0,0,1,2,0,0,0,0,1,1,0,1,460,0,142,0,0,1,0,5,1,0,6,0,0,0,1,0,0,0,1,386,0,6,0,1,1,0,1,0,384,159,0,4,0,0,1,0,2,0,0,74,0,0,0,1,0,0,0,1,2,0,0,0,0,384,0,0,0,0,0,0,1,0,3,1,3,1,1,2,23,0,0,0,1,0,0,0,4,0,1,0,0,1,3,0,0,1,0,0,5,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,14,0,0,7,0,2,0,0,0,0,162,0,1,0,0,0,1,0,0,454,0,0,1,30,15,2,0,2,0,0,0,1,0,4,0,0,0,0,2,1,0,0,26,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6,344,180,0,0,16,1,1,25,0,2,2,38,1,0,1,0,129,0,3,89,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,263,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79,1,0,1,0,0,0,0,2,1,0,1,2,0,0,0,0,36,2,1,0,2,0,0,0,0,0,0,0,3,0,1,377,0,0,2,198,0,3,2,0,0,0,0,2,0,0,0,2,0,13,0,0,0,0,0,0,0,15,0,0,0,3,41,0,165,0,0,0,0,1,2,0,8,1,0,0,0,0,4,0,0,0,0,276,0,0,0,0,16,0,0,2,0,5,3,0,4,0,2,2,95,0,1,61,27,1,0,5,2,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,13,9,0,0,0,183,1,0,0,0,0,1,0,0,4,0,0,0,6,25,0,1,0,3,0,0,0,1,0,1,87,0,5,0,0,73,1,0,0,0,11,0,9,0,0,1,0,0,0,170,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,1,0,1,0,1,1,4,1,0,0,0,18,0,0,0,0,376,13,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1
200,0,2,0,0,1,0,0,0,0,1,0,4,0,0,0,7,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,92,1,0,1,0,0,0,0,2,1,1,5,214,1,0,27,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,158,3,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,6,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,15,0,0,3,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,309,0,12,0,244,0,0,0,0,2,7,18,2,0,4,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,103,0,0,0,1,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,1,422,381,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,87,0,0,1,8,0,104,4,0,5,0,3,0,0,0,0,1,4,0,0,1,58,0,0,1,0,0,0,4,0,0,1,1,11,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,2,1,0,0,5,10,0,0,0,4,0,407,0,32,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,3,0,428,140,1,0,0,0,0,0,0,0,0,90,0,1,1,0,1,0,0,0,0,1,1,0,1,409,0,7,0,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,36,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,32,152,0,0,0,0,0,0,0,0,351,0,0,0,0,39,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,1,2,0,0,1,0,3,0,1,0,0,0,0,4,0,0,0,174,0,0,1,1,0,0,199,0,0,0,0,313,176,0,2,22,0,0,83,0,2,0,14,0,0,0,0,139,2,0,79,0,1,0,0,0,0,0,2,0,9,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,221,0,0,0,0,0,1,0,0,0,0,8,1,1,2,0,0,1,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,409,1,0,0,121,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,159,0,0,5,34,0,0,1,3,0,0,0,0,1,0,0,0,0,0,193,0,3,0,0,59,0,2,0,1,0,0,0,0,0,0,0,333,1,1,0,278,0,5,5,0,0,5,1,1,2,0,1,0,1,0,0,11,0,0,0,0,0,0,0,0,1,65,0,0,6,1,8,0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,267,0,0,0,1,271,0,0,1,1,33,0,0,0,3,0,1,0,0,350,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,432,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
